paper_id,title,abstract,true_com,true_ful,v2_com,v2_ful,p4_com_raw,p4_com_clean,p4_ful_raw,p4_ful_clean
33125652,,,,,"[""iRefIndex"", ""iRefWeb""]",[],"[""iRefIndex"", ""iRefWeb""]","[""iRefIndex"", ""iRefWeb""]",[],[]
33125734,,,,,,,"[""0626"", ""PIRS""]","[""0626"", ""PIRS""]",[],[]
33126018,,,,,,,"[""Coelastrum"", ""proboscideum""]","[""Coelastrum"", ""proboscideum""]",[],[]
33126250,,,,,"[""MloDisDB""]",[],"[""MloDisDB""]","[""MloDisDB""]",[],[]
33133992,,,,,,,"[""Version"", ""Vulcan""]","[""Version"", ""Vulcan""]",[],[]
33135044,,,,,,,"[""EvryRNA"", ""RNANet""]","[""EvryRNA"", ""RNANet""]",[],[]
33135062,,,,,,,"[""RNAcontact""]","[""RNAcontact""]",[],[]
33135727,,,,,,,"[""Mortality"", ""mortalitytracker"", ""Tracker""]","[""Mortality"", ""mortalitytracker"", ""Tracker""]",[],[]
33136065,,,,,"[""HPREP""]",[],"[""HPREP""]","[""HPREP""]",[],[]
33136286,,,,,,,"[""WikiPathways""]","[""WikiPathways""]",[],[]
33136287,,,,,,,"[""calmodulin"", ""database"", ""dependent"", ""kinase"", ""protein"", ""WikiPathway""]","[""calmodulin"", ""database"", ""dependent"", ""kinase"", ""protein"", ""WikiPathway""]",[],[]
33136473,,,,,"[""CoronaVIR""]",[],"[""coronavir""]","[""coronavir""]",[],[]
33137091,,,,,,,"[""netboxr""]","[""netboxr""]",[],[]
33137183,IMG/VR v3: an integrated ecological and evolutionary framework for interrogating genomes of uncultivated viruses.,"Viruses are integral components of all ecosystems and microbiomes on Earth. Through pervasive infections of their cellular hosts, viruses can reshape microbial community structure and drive global nutrient cycling. Over the past decade, viral sequences identified from genomes and metagenomes have provided an unprecedented view of viral genome diversity in nature. Since 2016, the IMG/VR database has provided access to the largest collection of viral sequences obtained from (meta)genomes. Here, we present the third version of IMG/VR, composed of 18 373 cultivated and 2 314 329 uncultivated viral genomes (UViGs), nearly tripling the total number of sequences compared to the previous version. These clustered into 935 362 viral Operational Taxonomic Units (vOTUs), including 188 930 with two or more members. UViGs in IMG/VR are now reported as single viral contigs, integrated proviruses or genome bins, and are annotated with a new standardized pipeline including genome quality estimation using CheckV, taxonomic classification reflecting the latest ICTV update, and expanded host taxonomy prediction. The new IMG/VR interface enables users to efficiently browse, search, and select UViGs based on genome features and/or sequence similarity. IMG/VR v3 is available at https://img.jgi.doe.gov/vr, and the underlying data are available to download at https://genome.jgi.doe.gov/portal/IMG_VR.","[""IMG/VR""]","[""IMG/VR database""]","[""IMG"", ""IMG/VR""]",[],"[""database"", ""IMG"", ""VR""]","[""database"", ""IMG"", ""VR""]",[],[]
33137185,,,,,"[""DepMap"", ""iCSDB""]",[],"[""iCSDB""]","[""iCSDB""]",[],[]
33137190,,,,,"[""Ensembl"", ""Ensembl 2021""]",[],"[""browser"", ""CoV"", ""genome"", ""SARS""]","[""browser"", ""CoV"", ""genome"", ""SARS""]",[],[]
33137192,,,,,"[""Plant-ImputeDB""]",[],"[""ImputeDB"", ""Plant""]","[""ImputeDB"", ""Plant""]",[],[]
33137193,,,,,"[""AcrHub""]",[],"[""AcrHub""]","[""AcrHub""]",[],[]
33137204,,,,,"[""KinaseMD""]",[],"[""and"", ""database"", ""drug"", ""kinase"", ""KinaseMD"", ""mutations"", ""response""]","[""and"", ""database"", ""drug"", ""kinase"", ""KinaseMD"", ""mutations"", ""response""]",[],[]
33137644,,,,,,,"[""PlacentaCellEnrich""]","[""PlacentaCellEnrich""]",[],[]
33147622,,,,,"[""KNIndex""]",[],"[""KNIndex""]","[""KNIndex""]",[],[]
33147626,,,,,"[""CellTalkDB""]",[],"[""CellTalkDB""]","[""CellTalkDB""]",[],[]
33151284,,,,,"[""DBAASP""]","[""Database of Antimicrobial Activity and Structure of Peptides""]","[""Activity"", ""and"", ""Antimicrobial"", ""Database"", ""of"", ""Peptides"", ""Structure""]","[""Activity"", ""and"", ""Antimicrobial"", ""Database"", ""of"", ""Peptides"", ""Structure""]",[],[]
33151287,,,,,"[""DrugCentral""]",[],"[""DrugCentral""]","[""DrugCentral""]",[],[]
33151290,,,,,"[""PubChem""]",[],"[""PubChem""]","[""PubChem""]",[],[]
33151298,,,,,"[""GRNdb""]",[],"[""GRNdb""]","[""GRNdb""]",[],[]
33151742,,,,,,,"[""Database"", ""Influenza""]","[""Database"", ""Influenza""]",[],[]
33151818,,,,,,,"[""Clausal"", ""Density"", ""Edmonton"", ""Instrument"", ""Narrative"", ""Norms""]","[""Clausal"", ""Density"", ""Edmonton"", ""Instrument"", ""Narrative"", ""Norms""]",[],[]
33152070,,,,,,,"[""genenames"", ""org""]","[""genenames"", ""org""]",[],[]
33152079,,,,,"[""antiSMASH""]",[],"[""antiSMASH"", ""database""]","[""antiSMASH"", ""database""]",[],[]
33152092,,,,,"[""GOLD""]","[""Genomes OnLine Database""]","[""Database"", ""Genomes"", ""OnLine""]","[""Database"", ""Genomes"", ""OnLine""]",[],[]
33156326,,,,,"[""MetaNetX"", ""MetaNetX/MNXref""]",[],"[""MetaNetX"", ""MNXref""]","[""MetaNetX"", ""MNXref""]",[],[]
33156327,TCRD and Pharos 2021: mining the human proteome for disease biology.,"In 2014, the National Institutes of Health (NIH) initiated the Illuminating the Druggable Genome (IDG) program to identify and improve our understanding of poorly characterized proteins that can potentially be modulated using small molecules or biologics. Two resources produced from these efforts are: The Target Central Resource Database (TCRD) (http://juniper.health.unm.edu/tcrd/) and Pharos (https://pharos.nih.gov/), a web interface to browse the TCRD. The ultimate goal of these resources is to highlight and facilitate research into currently understudied proteins, by aggregating a multitude of data sources, and ranking targets based on the amount of data available, and presenting data in machine learning ready format. Since the 2017 release, both TCRD and Pharos have produced two major releases, which have incorporated or expanded an additional 25 data sources. Recently incorporated data types include human and viral-human protein-protein interactions, protein-disease and protein-phenotype associations, and drug-induced gene signatures, among others. These aggregated data have enabled us to generate new visualizations and content sections in Pharos, in order to empower users to find new areas of study in the druggable genome.","[""Pharos"", ""TCRD""]","[""Pharos"", ""The Target Central Resource Database""]","[""Pharos"", ""TCRD""]","[""Target Central Resource Database""]","[""Central"", ""Database"", ""Resource"", ""Target"", ""The""]","[""Central"", ""Database"", ""Resource"", ""Target"", ""The""]",[],[]
33156332,DDBJ update: streamlining submission and access of human data.,"The Bioinformation and DDBJ Center (DDBJ Center, https://www.ddbj.nig.ac.jp) provides databases that capture, preserve and disseminate diverse biological data to support research in the life sciences. This center collects nucleotide sequences with annotations, raw sequencing data, and alignment information from high-throughput sequencing platforms, and study and sample information, in collaboration with the National Center for Biotechnology Information (NCBI) and the European Bioinformatics Institute (EBI). This collaborative framework is known as the International Nucleotide Sequence Database Collaboration (INSDC). In collaboration with the National Bioscience Database Center (NBDC), the DDBJ Center also provides a controlled-access database, the Japanese Genotype-phenotype Archive (JGA), which archives and distributes human genotype and phenotype data, requiring authorized access. The NBDC formulates guidelines and policies for sharing human data and reviews data submission and use applications. To streamline all of the processes at NBDC and JGA, we have integrated the two systems by introducing a unified login platform with a group structure in September 2020. In addition to the public databases, the DDBJ Center provides a computer resource, the NIG supercomputer, for domestic researchers to analyze large-scale genomic data. This report describes updates to the services of the DDBJ Center, focusing on the NBDC and JGA system enhancements.","[""DDBJ""]","[""DDBJ Center""]","[""DDBJ"", ""DDBJ Center"", ""INSDC""]","[""International Nucleotide Sequence Database Collaboration"", ""Japanese Genotype-phenotype Archive""]","[""Center"", ""DDBJ""]","[""Center"", ""DDBJ""]",[],[]
33156333,,,,,"[""InterPro""]",[],"[""database"", ""InterPro""]","[""database"", ""InterPro""]",[],[]
33157302,,,,,,,"[""CircPlant""]","[""CircPlant""]",[],[]
33161418,,,,,,,"[""MobiDetails""]","[""MobiDetails""]",[],[]
33163148,,,,,,,"[""Analyzer"", ""HMST"", ""Seq""]","[""Analyzer"", ""HMST"", ""Seq""]",[],[]
33163255,,,,,,,"[""ImageBox""]","[""ImageBox""]",[],[]
33165572,,,,,,,"[""ProteoCombiner""]","[""ProteoCombiner""]",[],[]
33166149,,,,,,,"[""Phosphopeptide""]","[""Phosphopeptide""]",[],[]
33166379,,,,,,,"[""BioBank"", ""living""]","[""BioBank"", ""living""]",[],[]
33166383,,,,,"[""FireProtDB""]",[],"[""FireProtDB""]","[""FireProtDB""]",[],[]
33166387,,,,,"[""INSDC""]","[""Data"", ""International Nucleotide Sequence Database Collaboration""]","[""Collaboration"", ""Database"", ""International"", ""Nucleotide"", ""Sequence""]","[""Collaboration"", ""Database"", ""International"", ""Nucleotide"", ""Sequence""]",[],[]
33166392,,,,,"[""LitCovid""]",[],"[""LitCovid""]","[""LitCovid""]",[],[]
33167031,,,,,"[""COG""]",[],"[""Clusters"", ""database"", ""Genes"", ""Groups"", ""of"", ""Orthologous""]","[""Clusters"", ""database"", ""Genes"", ""Groups"", ""of"", ""Orthologous""]",[],[]
33169878,,,,,"[""A.P.E.S"", ""Wiki""]",[],"[""Wiki""]","[""Wiki""]",[],[]
33170210,,,,,"[""ZFIN""]","[""Zebrafish Information Network""]","[""Information"", ""Network"", ""Zebrafish""]","[""Information"", ""Network"", ""Zebrafish""]",[],[]
33170268,,,,,"[""GVM""]","[""Genome Variation Map""]","[""Genome"", ""Map"", ""Variation""]","[""Genome"", ""Map"", ""Variation""]",[],[]
33170273,,,,,"[""Gramene""]",[],"[""Gramene""]","[""Gramene""]",[],[]
33170358,,,,,,,"[""CyberKnife""]","[""CyberKnife""]",[],[]
33170544,,,,,,,"[""ClinTAD""]","[""ClinTAD""]",[],[]
33170789,,,,,"[""COVIDGR"", ""COVIDGR-1.0""]",[],"[""COVIDGR""]","[""COVIDGR""]",[],[]
33173130,,,,,,,"[""Angle"", ""Predictor"", ""Simpler""]","[""Angle"", ""Predictor"", ""Simpler""]",[],[]
33174596,,,,,"[""MitoCarta"", ""MitoCarta3""]",[],"[""MitoCarta""]","[""MitoCarta""]",[],[]
33174597,,,,,"[""GlycoPOST""]",[],"[""GlycoPOST""]","[""GlycoPOST""]",[],[]
33174598,,,,,"[""UniLectin"", ""UniLectin3D""]",[],"[""UniLectin""]","[""UniLectin""]",[],[]
33174603,,,,,"[""Datanator""]",[],"[""Datanator""]","[""Datanator""]",[],[]
33174605,,,,,"[""OMA""]",[],"[""OMA"", ""omabrowser""]","[""OMA"", ""omabrowser""]",[],[]
33175131,,,,,"[""deepBase""]",[],"[""deepBase""]","[""deepBase""]",[],[]
33175160,,,,,"[""ENA""]","[""European Nucleotide Archive""]","[""Archive"", ""European"", ""Nucleotide""]","[""Archive"", ""European"", ""Nucleotide""]",[],[]
33175170,,,,,"[""2019nCoVR""]",[],,,,
33175354,,,,,,,"[""NETCHEM""]","[""NETCHEM""]",[],[]
33175872,,,,,,,"[""Breedbase""]","[""Breedbase""]",[],[]
33176685,,,,,"[""AVIMM""]","[""Avian Immunome DB""]","[""Avian"", ""DB"", ""Immunome""]","[""Avian"", ""DB"", ""Immunome""]",[],[]
33177204,,,,,,,"[""1006754""]","[""1006754""]",[],[]
33177514,,,,,"[""SAVI""]","[""Synthetically Accessible Virtual Inventory""]","[""Accessible"", ""Inventory"", ""Synthetically"", ""Virtual""]","[""Accessible"", ""Inventory"", ""Synthetically"", ""Virtual""]",[],[]
33179747,,,,,"[""jMorp""]","[""Japanese Multi Omics Reference Panel""]","[""Japanese"", ""Multi"", ""Omics"", ""Panel"", ""Reference""]","[""Japanese"", ""Multi"", ""Omics"", ""Panel"", ""Reference""]",[],[]
33179754,,,,,"[""TISCH""]","[""Tumor Immune Single Cell Hub""]","[""Cell"", ""Hub"", ""Immune"", ""Single"", ""Tumor""]","[""Cell"", ""Hub"", ""Immune"", ""Single"", ""Tumor""]",[],[]
33180112,,,,,"[""PMC""]",[],"[""Europe"", ""europepmc"", ""PMC""]","[""Europe"", ""europepmc"", ""PMC""]",[],[]
33180536,,,,,,,"[""Database"", ""PsycInfo"", ""Record""]","[""Database"", ""PsycInfo"", ""Record""]",[],[]
33181822,,,,,"[""Color Data""]",[],"[""Color"", ""Data""]","[""Color"", ""Data""]",[],[]
33181824,CircR2Cancer: a manually curated database of associations between circRNAs and cancers.,"Accumulating evidences have shown that the deregulation of circRNA has close association with many human cancers. However, these experimental verified circRNA-cancer associations are not collected in any database. Here, we develop a manually curated database (circR2Cancer) that provides experimentally supported associations between circRNAs and cancers. The current version of the circR2Cancer contains 1439 associations between 1135 circRNAs and 82 cancers by extracting data from existing literatures and databases. In addition, circR2Cancer contains the information of cancer exacted from Disease Ontology and basic biological information of circRNAs from circBase. At the same time, circR2Cancer provides a simple and friendly interface for users to conveniently browse, search and download the data. It will be a useful and valuable resource for researchers to understanding the regulation mechanism of circRNA in cancers. Database url http://www.biobdlab.cn:8000.","[""CircR2Cancer"", ""circR2Cancer""]","[""CircR2Cancer"", ""circR2Cancer""]","[""circR2Cancer""]",[],"[""Cancer"", ""circR""]","[""Cancer"", ""circR""]",[],[]
33181825,,,,,"[""CitrusKB""]",[],"[""CitrusKB""]","[""CitrusKB""]",[],[]
33181826,,,,,"[""WGVD""]","[""Wheat Genome Variation Database""]","[""Database"", ""Genome"", ""Variation"", ""Wheat""]","[""Database"", ""Genome"", ""Variation"", ""Wheat""]",[],[]
33182081,,,,,,,"[""QsarDB""]","[""QsarDB""]",[],[]
33184245,,,,,,,"[""plant"", ""tea""]","[""plant"", ""tea""]",[],[]
33185687,,,,,,,"[""and"", ""Cancer"", ""Exploration"", ""Explorer"", ""Gene"", ""Pathway""]","[""and"", ""Cancer"", ""Exploration"", ""Explorer"", ""Gene"", ""Pathway""]",[],[]
33186370,,,,,,,"[""and"", ""Demographic"", ""Health"", ""Survey""]","[""and"", ""Demographic"", ""Health"", ""Survey""]",[],[]
33186463,,,,,,,"[""CONREL""]","[""CONREL""]",[],[]
33186464,,,,,,,"[""Comparator"", ""Features"", ""Quantitative"", ""Yeast""]","[""Comparator"", ""Features"", ""Quantitative"", ""Yeast""]",[],[]
33186582,,,,,"[""CPPsite"", ""Cppsite 2""]",[],"[""CPPsite""]","[""CPPsite""]",[],[]
33186585,PolarProtDb: A Database of Transmembrane and Secreted Proteins showing Apical-Basal Polarity.,"Most cells in multicellular organisms are somehow asymmetric, polarized: maintaining separate membrane domains. Typical examples are the epithelial cells (apical-basal polarization), neurons (dendritic-axonal domains), or migratory cells (with a leading and a trailing edge). Here we present the most comprehensive database containing experimentally verified mammalian proteins that display polarized sorting or secretion, focusing on epithelial polarity. In addition to the source cells or tissues, homology-based inferences and transmembrane topology (if applicable) are all provided. PolarProtDb also offers a detailed interface displaying all information that may be relevant for trafficking: including post-translational modifications (glycosylations and phosphorylations), known or predicted short linear motifs conserved across orthologs, as well as potential interaction partners. Data on polarized sorting has so far been scattered across myriads of publications, hence difficult to access. This information can help researchers in several areas, such as scanning for potential entry points of viral agents like COVID-19. PolarProtDb shall be a useful resource to design future experiments as well as for comparative analyses. The database is available at http://polarprotdb.enzim.hu.","[""PolarProtDb""]","[""PolarProtDb""]","[""PolarProtDb""]",[],"[""PolarProtDb""]","[""PolarProtDb""]",[],[]
33186790,,,,,,,"[""PCLiON""]","[""PCLiON""]",[],[]
33187004,,,,,,,"[""Hereditary"", ""Registry"", ""TTP""]","[""Hereditary"", ""Registry"", ""TTP""]",[],[]
33188218,,,,,"[""TOXiTAXi""]",[],"[""TOXiTAXi""]","[""TOXiTAXi""]",[],[]
33189894,,,,,,,"[""miRWalk""]","[""miRWalk""]",[],[]
33190499,,,,,,,"[""LigMate""]","[""LigMate""]",[],[]
33193550,,,,,"[""MaizeGDB"", ""MaizeMine""]","[""Maize Genetics and Genome Database""]","[""and"", ""Database"", ""Genetics"", ""Genome"", ""Genomics"", ""Maize""]","[""and"", ""Database"", ""Genetics"", ""Genome"", ""Genomics"", ""Maize""]",[],[]
33193666,,,,,"[""HpeNet""]",[],"[""HpeNet""]","[""HpeNet""]",[],[]
33195776,,,,,,,"[""BD"", ""Poribohon""]","[""BD"", ""Poribohon""]",[],[]
33196798,,,,,"[""PROMISCUOUS"", ""Promiscuous 2.0""]",[],"[""Promiscuous""]","[""Promiscuous""]",[],[]
33196801,,,,,"[""NONCODE"", ""NONCODEV6""]",[],"[""noncode"", ""NONCODEV""]","[""noncode"", ""NONCODEV""]",[],[]
33196814,,,,,"[""RBP2GO""]",[],"[""GO"", ""RBP""]","[""GO"", ""RBP""]",[],[]
33196830,,,,,"[""GenBank"", ""GenBank\u00c3\u0082""]",[],"[""GenBank""]","[""GenBank""]",[],[]
33196836,,,,,"[""OrthoDB"", ""Orthologer""]",[],"[""OrthoDB""]","[""OrthoDB""]",[],[]
33196841,,,,,"[""ProTherm"", ""ProThermDB""]",[],"[""database"", ""for"", ""proteins"", ""ProThermDB"", ""thermodynamic""]","[""database"", ""for"", ""proteins"", ""ProThermDB"", ""thermodynamic""]",[],[]
33196844,,,,,"[""dbCNS""]",[],"[""dbCNS""]","[""dbCNS""]",[],[]
33201237,,,,,,,"[""AlgPred""]","[""AlgPred""]",[],[]
33202055,,,,,,,"[""Archive"", ""Cancer"", ""Imaging"", ""The""]","[""Archive"", ""Cancer"", ""Imaging"", ""The""]",[],[]
33203359,,,,,"[""FishDB""]",[],"[""FishDB""]","[""FishDB""]",[],[]
33204283,,,,,,,"[""at"", ""Tianshu""]","[""at"", ""Tianshu""]",[],[]
33206959,,,,,"[""IMEx"", ""IntAct""]",[],"[""coronavirus"", ""database"", ""IMEx"", ""IntAct"", ""interactome""]","[""coronavirus"", ""database"", ""IMEx"", ""IntAct"", ""interactome""]",[],[]
33210724,,,,,,,"[""UALCAN""]","[""UALCAN""]",[],[]
33211851,,,,,"[""WikiPathways""]",[],"[""WikiPathways""]","[""WikiPathways""]",[],[]
33211864,,,,,"[""FANTOM"", ""FANTOM6""]","[""Functional ANnoTation Of the Mammalian genome""]","[""ANnoTation"", ""Functional"", ""genome"", ""Mammalian"", ""Of"", ""the""]","[""ANnoTation"", ""Functional"", ""genome"", ""Mammalian"", ""Of"", ""the""]",[],[]
33211869,,,,,"[""Rfam""]",[],"[""14"", ""Rfam""]","[""14"", ""Rfam""]",[],[]
33211879,,,,,"[""ArrayExpress"", ""BioStudies""]",[],"[""ArrayExpress"", ""BioStudies"", ""database""]","[""ArrayExpress"", ""BioStudies"", ""database""]",[],[]
33211880,,,,,"[""BRENDA""]",[],"[""BRENDA"", ""database"", ""enzyme""]","[""BRENDA"", ""database"", ""enzyme""]",[],[]
33211888,,,,,"[""CSEA-DB""]","[""Cell type-Specific Enrichment Analysis DataBase""]","[""Analysis"", ""Cell"", ""DataBase"", ""Enrichment"", ""Specific"", ""type""]","[""Analysis"", ""Cell"", ""DataBase"", ""Enrichment"", ""Specific"", ""type""]",[],[]
33212503,,,,,,,"[""DeepBL""]","[""DeepBL""]",[],[]
33214771,,,,,,,"[""HumDLoc""]","[""HumDLoc""]",[],[]
33216126,,,,,,,"[""eMPRess""]","[""eMPRess""]",[],[]
33216795,,,,,,,"[""Facepiece"", ""Filtering""]","[""Facepiece"", ""Filtering""]",[],[]
33216893,,,,,"[""DPL"", ""DPL1""]","[""database of peptide ligand""]","[""database"", ""ligand"", ""of"", ""peptide""]","[""database"", ""ligand"", ""of"", ""peptide""]",[],[]
33216897,,,,,"[""PRID""]","[""predicted rat interactome database""]","[""database"", ""interactome"", ""Predicted"", ""rat""]","[""database"", ""interactome"", ""Predicted"", ""rat""]",[],[]
33216899,,,,,"[""WCSdb""]","[""Wild Coffee Species database""]","[""Coffee"", ""database"", ""Species"", ""Wild""]","[""Coffee"", ""database"", ""Species"", ""Wild""]",[],[]
33219073,,,,,,,"[""Healthcare"", ""Heart"", ""of"", ""Virginia""]","[""Healthcare"", ""Heart"", ""of"", ""Virginia""]",[],[]
33219661,,,,,"[""LincSNP"", ""LincSNP 3"", ""LincSNP 3.0""]",[],"[""LincSNP""]","[""LincSNP""]",[],[]
33219670,,,,,"[""MolluscDB""]",[],"[""MolluscDB""]","[""MolluscDB""]",[],[]
33219685,,,,,"[""Lnc2Cancer"", ""Lnc2Cancer 3""]",[],"[""Cancer"", ""Lnc""]","[""Cancer"", ""Lnc""]",[],[]
33219686,LnCeCell: a comprehensive database of predicted lncRNA-associated ceRNA networks at single-cell resolution.,"Within the tumour microenvironment, cells exhibit different behaviours driven by fine-tuning of gene regulation. Identification of cellular-specific gene regulatory networks will deepen the understanding of disease pathology at single-cell resolution and contribute to the development of precision medicine. Here, we describe a database, LnCeCell (http://www.bio-bigdata.net/LnCeCell/ or http://bio-bigdata.hrbmu.edu.cn/LnCeCell/), which aims to document cellular-specific long non-coding RNA (lncRNA)-associated competing endogenous RNA (ceRNA) networks for personalised characterisation of diseases based on the 'One Cell, One World' theory. LnCeCell is curated with cellular-specific ceRNA regulations from >94 000 cells across 25 types of cancers and provides >9000 experimentally supported lncRNA biomarkers, associated with tumour metastasis, recurrence, prognosis, circulation, drug resistance, etc. For each cell, LnCeCell illustrates a global map of ceRNA sub-cellular locations, which have been manually curated from the literature and related data sources, and portrays a functional state atlas for a single cancer cell. LnCeCell also provides several flexible tools to infer ceRNA functions based on a specific cellular background. LnCeCell serves as an important resource for investigating the gene regulatory networks within a single cell and can help researchers understand the regulatory mechanisms underlying complex microbial ecosystems and individual phenotypes.","[""LnCeCell""]","[""LnCeCell""]","[""LnCeCell""]",[],"[""LnCeCell""]","[""LnCeCell""]",[],[]
33219693,,,,,"[""AtMAD""]","[""Arabidopsis thaliana Multi-omics Association Database"", ""association database""]","[""Arabidopsis"", ""Association"", ""Database"", ""Multi"", ""omics"", ""thaliana""]","[""Arabidopsis"", ""Association"", ""Database"", ""Multi"", ""omics"", ""thaliana""]",[],[]
33221922,,,,,"[""UCSC""]","[""Browser""]","[""Browser"", ""database"", ""Genome"", ""UCSC""]","[""Browser"", ""database"", ""Genome"", ""UCSC""]",[],[]
33221926,,,,,"[""HumanMetagenomeDB""]",[],"[""HumanMetagenomeDB""]","[""HumanMetagenomeDB""]",[],[]
33222540,,,,,,,"[""phenylketonuria""]","[""phenylketonuria""]",[],[]
33222632,,,,,,,"[""Database"", ""Epitope"", ""Immune""]","[""Database"", ""Epitope"", ""Immune""]",[],[]
33224132,,,,,,,"[""ABviresDB""]","[""ABviresDB""]",[],[]
33226064,,,,,,,"[""pdm"", ""utils""]","[""pdm"", ""utils""]",[],[]
33227677,,,,,,,"[""Database"", ""Transfer"", ""Wildlife""]","[""Database"", ""Transfer"", ""Wildlife""]",[],[]
33227814,,,,,,,"[""Gram"", ""Positive"", ""Prediction"", ""Protein""]","[""Gram"", ""Positive"", ""Prediction"", ""Protein""]",[],[]
33228746,,,,,,,"[""Extracorporeal"", ""inplasy"", ""shock"", ""wave""]","[""Extracorporeal"", ""inplasy"", ""shock"", ""wave""]",[],[]
33231322,,,,,"[""SoyTD""]","[""Soybean transporter database""]","[""database"", ""Soybean"", ""transporter""]","[""database"", ""Soybean"", ""transporter""]",[],[]
33231642,,,,,"[""MGD""]","[""Mouse Genome Database""]","[""Database"", ""Genome"", ""Mouse""]","[""Database"", ""Genome"", ""Mouse""]",[],[]
33231677,,,,,"[""GTRD""]","[""Gene Transcription Regulation Database""]","[""Database"", ""Gene"", ""Regulation"", ""Transcription""]","[""Database"", ""Gene"", ""Regulation"", ""Transcription""]",[],[]
33235230,,,,,"[""Qtlizer""]",[],"[""Qtlizer""]","[""Qtlizer""]",[],[]
33236957,,,,,,,"[""QsarDB""]","[""QsarDB""]",[],[]
33237286,UniProt: the universal protein knowledgebase in 2021.,"The aim of the UniProt Knowledgebase is to provide users with a comprehensive, high-quality and freely accessible set of protein sequences annotated with functional information. In this article, we describe significant updates that we have made over the last two years to the resource. The number of sequences in UniProtKB has risen to approximately 190 million, despite continued work to reduce sequence redundancy at the proteome level. We have adopted new methods of assessing proteome completeness and quality. We continue to extract detailed annotations from the literature to add to reviewed entries and supplement these in unreviewed entries with annotations provided by automated systems such as the newly implemented Association-Rule-Based Annotator (ARBA). We have developed a credit-based publication submission interface to allow the community to contribute publications and annotations to UniProt entries. We describe how UniProtKB responded to the COVID-19 pandemic through expert curation of relevant entries that were rapidly made available to the research community through a dedicated portal. UniProt resources are available under a CC-BY (4.0) license via the web at https://www.uniprot.org/.","[""UniProt"", ""UniProtKB""]","[""UniProt Knowledgebase""]","[""UniProt"", ""UniProt Knowledgebase"", ""UniProtKB""]",[],"[""Knowledgebase"", ""UniProt""]","[""Knowledgebase"", ""UniProt""]",[],[]
33237299,,,,,"[""GreenPhylDB"", ""GreenPhylDBv5""]",[],"[""greenphyl"", ""GreenPhylDB"", ""GreenPhylDBv""]","[""greenphyl"", ""GreenPhylDB"", ""GreenPhylDBv""]",[],[]
33237311,,,,,"[""STRING""]",[],"[""database"", ""STRING""]","[""database"", ""STRING""]",[],[]
33237313,,,,,"[""RepeatsDB""]",[],"[""database"", ""RepeatsDB""]","[""database"", ""RepeatsDB""]",[],[]
33237325,,,,,"[""CATH"", ""FunFam"", ""unVar""]",[],,,,
33237329,,,,,"[""MobiDB""]",[],"[""database"", ""MobiDB""]","[""database"", ""MobiDB""]",[],[]
33237903,,,,,,,"[""cancer"", ""detection"", ""skin""]","[""cancer"", ""detection"", ""skin""]",[],[]
33238002,,,,,"[""RecipeDB""]",[],"[""RecipeDB""]","[""RecipeDB""]",[],[]
33238003,,,,,,,"[""database"", ""Siberian"", ""sturgeon""]","[""database"", ""Siberian"", ""sturgeon""]",[],[]
33238004,,,,,"[""MetaTropismDB""]",[],"[""MetaTropismDB""]","[""MetaTropismDB""]",[],[]
33239692,,,,,,,"[""VolcaNoseR""]","[""VolcaNoseR""]",[],[]
33242091,,,,,"[""CSDB_GT""]",[],"[""CSDB"", ""GT""]","[""CSDB"", ""GT""]",[],[]
33243244,,,,,,,"[""MedCalc""]","[""MedCalc""]",[],[]
33244798,,,,,,,"[""Motivation"", ""Science""]","[""Motivation"", ""Science""]",[],[]
33245098,,,,,,,"[""Morphing""]","[""Morphing""]",[],[]
33245232,,,,,,,"[""Autopack""]","[""Autopack""]",[],[]
33245691,,,,,,,"[""NonClasGP"", ""Pred""]","[""NonClasGP"", ""Pred""]",[],[]
33245761,,,,,"[""MoonProt""]",[],"[""moonlighting"", ""MoonProt""]","[""moonlighting"", ""MoonProt""]",[],[]
33245771,,,,,"[""MarkerDB""]",[],"[""MarkerDB""]","[""MarkerDB""]",[],[]
33245774,,,,,"[""PAGER-CoV""]",[],"[""CoV"", ""PAGER""]","[""CoV"", ""PAGER""]",[],[]
33245777,,,,,"[""3DIV""]","[""3D-genome Interaction Viewer and database""]","[""and"", ""database"", ""genome"", ""Interaction"", ""Viewer""]","[""and"", ""database"", ""genome"", ""Interaction"", ""Viewer""]",[],[]
33245779,,,,,"[""PheLiGe""]",[],"[""PheLiGe""]","[""PheLiGe""]",[],[]
33247931,,,,,"[""KiMoSys""]",[],"[""KiMoSys""]","[""KiMoSys""]",[],[]
33247932,,,,,"[""BarleyVarDB""]",[],"[""BarleyVar"", ""BarleyVarDB""]","[""BarleyVar"", ""BarleyVarDB""]",[],[]
33247934,,,,,"[""OGDA""]","[""Organelle Genome Database for Algae""]","[""Algae"", ""Database"", ""for"", ""Genome"", ""Organelle""]","[""Algae"", ""Database"", ""for"", ""Genome"", ""Organelle""]",[],[]
33247935,,,,,,,"[""Course"", ""Expression"", ""Gene"", ""Research"", ""Time""]","[""Course"", ""Expression"", ""Gene"", ""Research"", ""Time""]",[],[]
33247936,,,,,,,"[""VarStack""]","[""VarStack""]",[],[]
33248183,,,,,,,"[""list"", ""plant""]","[""list"", ""plant""]",[],[]
