name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,paper_titles,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category,was_merged
TITLE_CAPITALIZED,36355452,CoMutDB,0.0,,0.0,comutdb,0.0,1,http://www.innovebioinfo.com/Database/CoMutDB/Home.php,200,,,,2023-01-01,"Department of Internal Medicine, Comprehensive Cancer Center, University of New Mexico, Albuquerque, NM 87109, USA.","Guo Y, Jiang L, Tang J, Yu H","P30 CA118100, P30CA118100, R01 ES030993, R01ES030993-01A1","Cancer Center Support, NCI NIH HHS, NIEHS NIH HHS, National Cancer Institute",1.0,"Mexico, United States",CoMutDB,ok,CoMutDB: the landscape of somatic mutation co-occurrence in cancers.,2022-2025,,,,,False
CAPITALIZED,37158278,GPS,0.0,gps,0.0,,0.0,1,https://gps.biocuckoo.cn,200,,,,2023-07-01,"Department of Bioinformatics and Systems Biology, College of Life Science and Technology, Huazhong University of Science and Technology, Wuhan430074, China.","Chen M, Gou Y, Han C, Huang X, Li C, Liu D, Ning W, Peng D, Wei Y, Xu D, Xue Y, Zhang W","2021CFA005, 2021YFF0702000, 2021ZD0201300, 2022YFC2704300, 31930021, 31970633, 81701567","Hubei Innovation Group Project, National Key R&amp;D Program of China, Natural Science Foundation of China, Research Core Facilities for Life Science",62.0,"Andorra, China",GPS,ok,GPS 6.0: an updated server for prediction of kinase-specific phosphorylation sites in proteins.,2022-2025,,,,,False
"CAPITALIZED,TITLE_CAPITALIZED",39484850,CASRdb,0.0,casrdb,0.0,,0.0,1,http://casrdb.mgh.harvard.edu,200,,,,2025-01-01,"Endocrine Unit, Massachusetts General Hospital, Harvard Medical School, Boston, MA 02114, USA.","Charoenngam N, Mannstadt M, Wattanachayakul P",,,2.0,United States,CASRdb,ok,CASRdb: A Publicly Accessible Comprehensive Database for Disease-Associated Calcium-Sensing Receptor Variants.,2022-2025,,,,,False
CAPITALIZED,38239810,MODMS,0.0,modms,0.0,,0.0,1,https://modms.lzu.edu.cn/,200,,,,2023-11-27,"State Key Laboratory of Herbage Improvement and Grassland Agro-ecosystems, College of Pastoral Agriculture Science and Technology, Lanzhou University, Lanzhou 730020, China.","Dong X, Fang L, Han Y, He X, Li M, Li S, Liu T, Liu Z, Luo D, Xu C, Zhang J, Zhou Q","2022ZD040120301, 32201463 and 32201444, XDA26030103","National Natural Science Foundation of China, Strategic Priority Science and Technology project of the Chinese Academy of Sciences, alfalfa breeding project of the Ministry of Science",14.0,"Andorra, China",MODMS,ok,MODMS: a multi-omics database for facilitating biological studies on alfalfa (<i>Medicago sativa</i> L.).,2022-2025,,,,,False
TITLE_CAPITALIZED,36454018,GeneFriends,0.0,,0.0,genefriends,0.0,1,http://www.genefriends.org/,200,,,,2023-01-01,"Integrative Genomics of Ageing Group, Institute of Life Course and Medical Sciences, University of Liverpool, Liverpool L7 8TX, UK.","Chatsirisupachai K, Farooq Z, Guinea C, Guinea R, Lopes I, Raina P, Solyom CA, de Magalhães JP","208375/Z/17/Z, BB/R014949/1","Biotechnology and Biological Sciences Research Council, Mahidol University, University of Liverpool, Wellcome Trust",37.0,"Andorra, United Kingdom",GeneFriends,ok,GeneFriends: gene co-expression databases and tools for humans and model organisms.,2022-2025,,,,,False
TITLE_CAPITALIZED,36388568,MacadamiaGGD,0.0,,0.0,macadamiaggd,0.0,1,http://MacadamiaGGD.net,200,,,,2022-10-27,"State Key Laboratory for Conservation and Utilization of Subtropical Agro-Bioresources, College of Forestry, Guangxi University, Nanning, China.","Fei Y, Huang J, Mo Y, Ni J, Wang P, Wang Y, Xu ZF",,,5.0,"Andorra, China",MacadamiaGGD,ok,Macadamia germplasm and genomic database (MacadamiaGGD): A comprehensive platform for germplasm innovation and functional genomics in <i>Macadamia</i>.,2022-2025,,,,,False
"CAPITALIZED,TITLE_CAPITALIZED",39436017,RMVar,0.0,rmvar,0.0,,0.0,1,http://rmvar.renlab.cn,200,,,,2025-01-01,"School of Life Sciences, State Key Laboratory of Oncology in South China, Cancer Center, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University, Guangzhou 510060, China.","Bao X, Huang Y, Li H, Luo X, Mu W, Ren J, Zhang L, Zheng M, Zuo Z","2021B1515020108, 2023YFF1204600, 32200542, 32300524, 32470709, QT-2023-045","Guangdong Basic and Applied Basic Research Foundation, National Key Research and Development Program of China, National Natural Science Foundation of China, Young Elite Scientists Sponsorship Program by Guangzhou Association for Science and Technology",4.0,"China, Senegal",RMVar,ok,RMVar 2.0: an updated database of functional variants in RNA modifications.,2022-2025,,,,,False
TITLE_CAPITALIZED,38829853,FishTEDB,0.0,,0.0,fishtedb,0.0,1,https://www.fishtedb.com/,200,,,,2024-06-01,"Key Laboratory of Freshwater Fish Reproduction and Development (Ministry of Education), Southwest University School of Life Sciences, 2 Tiansheng Road, Chongqing 400715, China.","Peng Z, Shao F, Xu X, Zeng M, Zhang H","20192BCBL23028, 20202ACBL215008, 32100333 32170457, CSTB2023NSCQ-MSX0851","Jiangxi Province, Jiangxi Youth Science Foundation, National Natural Science Foundation of China, Natural Science Foundation of Chongqing",3.0,"Andorra, China",FishTEDB,ok,FishTEDB 2.0: an update fish transposable element (TE) database with new functions to facilitate TE research.,2022-2025,,,,,False
TITLE_CAPITALIZED,35536846,ThermoBase,0.0,,0.0,thermobase,0.0,1,http://togodb.org/db/thermobase,200,,,,2022-05-10,"NASA Ames Research Center, Moffett Field, California, United States of America.","Davila A, DiGiacomo J, McKay C",,NASA Ames Research Center,14.0,United States,ThermoBase,ok,ThermoBase: A database of the phylogeny and physiology of thermophilic and hyperthermophilic organisms.,2022-2025,,,,,False
TITLE_CAPITALIZED,34570216,SPENCER,0.0,spencer,0.0,,0.0,1,http://spencer.renlab.org,200,,,,2022-01-01,"School of Life Sciences, Precision Medicine Institute, The First Affiliated Hospital, Sun Yat-sen University, Guangzhou 510080, China.","Huang Y, Li H, Luo X, Luo Y, Ren J, Xie Y, Zuo Z","2017YFA0106700, 2017ZT07S096, 2020A1515010220, 2021B1515020108, 31771462, 31801105, 81772614, 81802438, U1611261","Guangdong Basic and Applied Basic Research Foundation, National Key Research and Development Program of China, National Natural Science Foundation of China, Program for Guangdong Introducing Innovative and Entrepreneurial Teams",44.0,"China, Senegal",SPENCER,ok,SPENCER: a comprehensive database for small peptides encoded by noncoding RNAs in cancer patients.,2022-2025,,,,,False
TITLE_CAPITALIZED,34570217,VannoPortal,0.0,,0.0,vannoportal,0.0,1,http://mulinlab.org/vportal,200,,,,2022-01-01,"Department of Bioinformatics, The Province and Ministry Co-sponsored Collaborative Innovation Center for Medical Epigenetics, School of Basic Medical Sciences, National Clinical Research Center for Cancer, Tianjin Medical University Cancer Institute and Hospital, Tianjin Medical University, Tianjin 300070, China.","Chen K, Fan X, Hao J, Huang D, Li MJ, Sham PC, Wang J, Yao H, Yi X, Zhou Y","19JCJQJC63600, 2018YFC1315600, 31871327, 32070675","Chinese National Key Research and Development, National Natural Science Foundation of China, Natural Science Foundation of Tianjin",44.0,"Andorra, China",VannoPortal,ok,VannoPortal: multiscale functional annotation of human genetic variants for interrogating molecular mechanism of traits and diseases.,2022-2025,,,,,False
"PIPE_CLEANED,TITLE_CAPITALIZED",34570219,G protein,0.0,,0.0,g protein | gproteindb,0.0,1,https://gproteindb.org,200,,,,2022-01-01,"Department of Drug Design and Pharmacology, University of Copenhagen, 2100 Copenhagen, Denmark.","Caroli J, Esguerra M, Gloriam DE, Hauser AS, Keserű GM, Kooistra AJ, Munk C, Pilger S, Pándy-Szekeres G","2017-1.2.1-NKP-2017-00002, 8021-00173B, NNF18OC0031226, R218-2016-1266","Hungarian Brain Research Program, Independent Research Fund Denmark, Lundbeck Foundation, Novo Nordisk Fonden, Novo Nordisk Foundation",63.0,"Andorra, Denmark",G protein,ok,"The G protein database, GproteinDb.",2022-2025,,,,,False
TITLE_CAPITALIZED,34570230,CTR-DB,0.0,ctr-db,0.0,,0.0,1,http://ctrdb.ncpsb.org.cn/,200,,,,2022-01-01,"State Key Laboratory of Proteomics, Beijing Proteome Research Center, National Center for Protein Sciences (Beijing), Beijing Institute of Lifeomics, Beijing 102206, China.","Deng X, Diao L, He F, He M, Kong X, Li D, Li J, Liu J, Liu X, Liu Y, Liu Z, Qi Y, Wang X, Xie Q, Yang L, Yang Y, Yuan L, Zhang X","2017YFC1700105, 2020YFE0202200, 31871341, 32088101, SKLPO202010","Beijing Talents foundation, National Key Research and Development Program of China, National Natural Science Foundation of China, State Key Laboratory of Proteomics of China",43.0,China,CTR-DB,ok,"CTR-DB, an omnibus for patient-derived gene expression signatures correlated with cancer drug response.",2022-2025,,,,,False
TITLE_CAPITALIZED,"34788843, 37941124, 38713862",Reactome,0.0,,0.0,reactome,0.0,3,https://reactome.org,200,,,,2022-01-01,"Ontario Institute for Cancer Research, Toronto, ON M5G0A3, Canada.; Ontario Institute for Cancer Research, Toronto, ON M5G0A3, Canada.; Adaptive Oncology, Ontario Institute for Cancer Research, 661 University Avenue Suite 510, Toronto, ON M5G 0A3, Canada.","Bader G, Beavers D, Beckman L, Brunson T, Conley P, Cook J, D'Eustachio P, Demir E, Deng C, Fabregat A, Gillespie M, Gillespie ME, Gong C, Griss J, Haider Y, Haw R, Hermjakob H, Jassal B, Matthews L, May B, Milacic M, Murillo J, Orlic-Milacic M, Petryszak R, Ragueneau E, Rothfels K, Sanati N, Sander C, Senff-Ribeiro A, Sevilla C, Shamovsky V, Shao X, Shorser S, Sidiropoulos K, Stein L, Stein LD, Stephan R, Tiwari K, Trinh Q, Varusai T, Viteri G, Weiser J, Wright A, Wu G","1U24HG012198 U41HG003751, GL2, P41HG003751 U01CA239069 U54GM114833, PSIMEX 223411, U01 CA239069, U01CA239069, U24 HG011851, U24 HG012198, U24HG011851, U24HG012198, U41 HG003751, U41HG003751, U54 GM114833, U54GM114833","Centre for Therapeutic Target Validation, European Bioinformatics Institute, European Commission, Google Summer of Code Program, Medicine by Design, Medicine by Design (University of Toronto), NCI NIH HHS, NHGRI NIH HHS, NIGMS NIH HHS, NIH HHS, National Human Genome Research Institute, National Institutes of Health, Ontario Research, Ontario Research (GL2) Fund, Open Targets, Open Targets (The Target Validation Platform), University of Toronto",2109.0,Canada,Reactome,ok,"The reactome pathway knowledgebase 2022. | The Reactome Pathway Knowledgebase 2024. | Pathway-based, reaction-specific annotation of disease variants for elucidation of molecular phenotypes.",2022-2025,,,,,False
CAPITALIZED,37995323,IPOP,0.0,ipop,0.0,,0.0,1,http://omicstudio.cloud:4012/ipod/,200,,,,2023-12-01,"State Key Laboratory of Crop Stress Biology for Arid Areas, Center of Bioinformatics, College of Life Sciences, Northwest A&F University, Yangling, Shaanxi 712100, China.","Hu X, Huang W, Ma C, Miao Z, Ren Y, Song M","32000410, 32170681, 32370723",National Natural Science Foundation of China,3.0,China,IPOP,ok,IPOP: An Integrative Plant Multi-omics Platform for Cross-species Comparison and Evolutionary Study.,2022-2025,,,,,False
CAPITALIZED,37897362,MACC,0.0,macc,0.0,,0.0,1,http://macc.badd-cao.net/,200,,,,2024-01-01,"School of Life Sciences, Fudan University, Shanghai, China.","Cao Z, Chen Z, Gao J, Li Z, Mo S, Shang Y, Shi Y, Tang K, Tang X, Wang J, Wang Q, Wang Y, Wu X, Xu X, Zhang M, Zhang S, Zheng G, Zhu C","2019YFA0905900, 32070657, 81830080","National Key R&D Program of China, National Key R&amp;D Program of China, National Natural Science Foundation of China",6.0,China,MACC,ok,MACC: a visual interactive knowledgebase of metabolite-associated cell communications.,2022-2025,,,,,False
TITLE_CAPITALIZED,37898309,RCoV19,0.0,rcov19,0.0,,0.0,1,https://ngdc.cncb.ac.cn/ncov/,200,,,,2023-10-26,"National Genomics Data Center, Beijing Institute of Genomics, Chinese Academy of Sciences and China National Center for Bioinformation, Beijing 100101, China.","Bai X, Bao Y, Huang T, Jin E, Li C, Li L, Ma L, Song S, Wu G, Zhang R, Zhao W, Zou D","2019104, 2021YFF0703703, 2023YFC3041500, 32270718, ANSO-CR-KP-2022-09, Y2021038, Z211100002121006","Alliance of International Science Organizations, Beijing Nova Program, National Key R&amp;D Program of China, National Key Research and Development Program of China, National Natural Science Foundation of China, Youth Innovation Promotion Association of the Chinese Academy of Sciences",7.0,"Andorra, China",RCoV19,ok,"RCoV19: A One-stop Hub for SARS-CoV-2 Genome Data Integration, Variant Monitoring, and Risk Pre-warning.",2022-2025,,,,,False
TITLE_CAPITALIZED,35227770,PubChem,0.0,,0.0,pubchem,0.0,1,https://pubchem.ncbi.nlm.nih.gov,200,,,,2022-02-25,"National Center for Biotechnology Information, National Library of Medicine, National Institutes of Health, Bethesda, MD 20894, USA.","Bolton EE, Cheng T, Gindulyte A, He S, Kim S, Li Q, Thiessen PA",Z99 LM999999,"Intramural NIH HHS, National Institutes of Health, U.S. National Library of Medicine",44.0,United States,PubChem,ok,"PubChem Protein, Gene, Pathway, and Taxonomy Data Collections: Bridging Biology and Chemistry through Target-Centric Views of PubChem Data.",2022-2025,,,,,False
"DISAMBIGUATED,SMART_CAPITALIZED",35230423,genbank,0.0,,0.0,genbank,0.0,1,https://submit.ncbi.nlm.nih.gov/sarscov2/genbank/,200,,,,2022-03-01,"National Center for Biotechnology Information, National Library of Medicine, National Institutes of Health, 8600 Rockville Pike, Bethesda, MD 20894, USA.","Bollin CJ, Calhoun VC, Fleischmann L, Gotvyanskyy S, Karsch-Mizrachi I, Kornbluh M, Nawrocki EP, Palanigobu V, Sinyakov D, Smith TG, Underwood BA, Yankie L",,U.S. National Library of Medicine,5.0,United States,Genbank (submit),ok,"Rapid automated validation, annotation and publication of SARS-CoV-2 sequences to GenBank.",2022-2025,NO,YES,MEDIUM,HAS_BRACKETS,False
"PIPE_CLEANED,TITLE_CAPITALIZED",36755307,Xenbase,0.0,,0.0,xenbase | xenopus model organism,0.0,1,https://www.xenbase.org/,200,,,,2023-05-01,"Xenbase, Division of Developmental Biology, Cincinnati Children's Hospital Medical Center, Cincinnati, OH 45229, USA.","Agalakov S, Arshinoff BI, Bayyari N, Bell AJ, Chaturvedi P, Chu S, Fisher M, Foley S, James-Zorn C, Karimi K, Lotay V, Pells T, Ponferrada V, Segerdell E, Sundararaj N, Vize PD, Wang DZ, Zorn AM",P41 HD064556,"Eunice Kennedy Shriver National Institute of Child Health and Human Development, NICHD NIH HHS, Xenbase",79.0,United States,Xenbase,ok,Xenbase: key features and resources of the Xenopus model organism knowledgebase.,2022-2025,,,,,False
TITLE_CAPITALIZED,38213701,RatDEGdb,0.0,,0.0,ratdegdb,0.0,1,https://www.sysbio.ru/RatDEGdb,200,,,,2023-12-01,"Institute of Cytology and Genetics of the Siberian Branch of the Russian Academy of Sciences, Novosibirsk, Russia.","Bogomolov AG, Chadaeva IV, Ershov NI, Fedoseeva LA, Filonov SV, Khandaev BM, Klimova NV, Kolosova NG, Kondratyuk EY, Kozhemyakina RV, Kozhevnikova OS, Markel AL, Oshchepkov DY, Podkolodnyy NL, Ponomarenko MP, Rasskazov DA, Redina ОЕ, Ryazanova MA, Shikhevich SG, Stefanova NA, Zolotareva KA",,,1.0,Andorra,RatDEGdb,ok,RatDEGdb: a knowledge base of differentially expressed genes in the rat as a model object in biomedical research.,2022-2025,,,,,False
"CAPITALIZED,TITLE_CAPITALIZED",39360619,PDCdb,0.0,pdcdb,0.0,,0.0,1,https://idrblab.org/PDCdb/,200,,,,2025-01-01,"School of Pharmacy, Hebei Medical University, Shijiazhuang 050017, China.","Chen Z, Dong X, Fang L, Ge Y, Han L, Jia Q, Jiang W, Li H, Li T, Liao Y, Luo M, Sun X, Wei Z, Wu Y, Xiao M, Xu H, Zhang Y, Zheng L, Zhu F","181201*194232101, 2018QNA7023, 2020C03010, 2022YFC3400501, 22220102001, 81872798, 82373790, LR21H300001, U1909208","Alibaba Cloud, Alibaba-Zhejiang University Joint Research Center of Future Digital Healthcare, Double Top-Class University, Fundamental Research Funds for Central Universities, Key R&D Program of Zhejiang, Key R&amp;D Program of Zhejiang, Leading Talent of the 'Ten Thousand Plan' National High-Level Talents Special Support Plan of China, Leading Talent of the ‘Ten Thousand Plan’ National High-Level Talents Special Support Plan of China, National Key R&D Program of China, National Key R&amp;D Program of China, National Natural Science Foundations of China, Natural Science Foundation of Zhejiang Province, Westlake Laboratory, Zhejiang University",3.0,China,PDCdb,ok,PDCdb: the biological activity and pharmaceutical information of peptide-drug conjugate (PDC).,2022-2025,,,,,False
CAPITALIZED,39935019,IAMPDB,0.0,iampdb,0.0,,0.0,1,https://bblserver.org.in/iampdb/,200,,,,2025-03-01,"Department of Applied Sciences, Indian Institute of Information Technology, Allahabad (IIIT-A), Prayagraj, Uttar Pradesh, India.","Arya A, Dey A, Karmakar D, Mondal RK, Mondal RP, Pal O, Samanta SK, Sen D, Tripathi P",,,,India,IAMPDB,ok,IAMPDB: A Knowledgebase of Manually Curated Insects-Derived Antimicrobial Peptides.,2022-2025,,,,,False
TITLE_CAPITALIZED,36478084,Biological Magnetic Resonance Data Bank,0.0,,0.0,biological magnetic resonance data bank,0.0,1,https://bmrb.io,200,,,,2023-01-01,"Department of Molecular Biology and Biophysics, UConn Health, Farmington, CT 06030-3305, USA.","Baskaran K, Burr H, Chin J, Eghbalnia HR, Fujiwara T, Gryk MR, Hoch JC, Iwata T, Kojima C, Kurisu G, Maziuk D, Miyanoiri Y, Wedell JR, Wilburn C, Yao H, Yokochi M","22ama121001, JPMJND2205, R01 GM109046, R01GM109046","AMED, Hoch discretionary, Japan Science and Technology Agency, NIGMS NIH HHS, National Institutes of Health",152.0,"Andorra, United States",Biological Magnetic Resonance Data Bank,ok,Biological Magnetic Resonance Data Bank.,2022-2025,,,,,False
"PIPE_CLEANED,TITLE_CAPITALIZED",36330927,QTLbase2,0.0,,0.0,qtlbase2 | qtlbase,0.0,1,http://mulinlab.org/qtlbase,200,,,,2023-01-01,"Wuxi School of Medicine, Jiangnan University, Wuxi, China.","Chen K, Dong X, Fan X, Feng X, Huang D, Li MJ, Ma X, Wang J, Yang H, Yi X, Yu Y, Zhang W","19JCJQJC63600, 19JCQNJC09000, 2021YFC2500403, 32270717, 81622007","Chinese National Key Research and Development Project, National Natural Science Foundation of China, Natural Science Foundation of Tianjin",24.0,China,QTLbase2,ok,QTLbase2: an enhanced catalog of human quantitative trait loci on extensive molecular phenotypes.,2022-2025,,,,,False
TITLE_CAPITALIZED,37986224,TarBase,0.0,,0.0,tarbase,0.0,1,https://dianalab.e-ce.uth.gr/tarbasev9,200,,,,2024-01-01,"DIANA-Lab, Dept. of Computer Science and Biomedical Informatics, University of Thessaly, Lamia, Greece.","Georgakopoulos SV, Grigoriadis D, Hatzigeorgiou AG, Kakoulidis P, Karagkouni D, Kardaras FS, Kotsira V, Koutou I, Lifousi A, Mavromati G, Miliotis M, Ovsepian A, Plagianakos VP, Skoufos G, Skoulakis A, Stavropoulos S, Tasoulis SK, Tastsoglou S, Vavalou E, Velli A, Zacharopoulou E, Zioga M","2563, MIS 5047244, NSRF 2014-2020, T2EΔK-00391","Competitiveness, Entrepreneurship and Innovation, Greece and the European Union, Hellenic Foundation for Research and Innovation, Par-ICT CENG: Enhancing ICT research infrastructure in Central Greece to enable processing of Big data from sensor stream, RESEARCH - CREATE - INNOVATE, RESEARCH – CREATE – INNOVATE, University of Thessaly, multimedia content and complex mathematical modeling and simulations",76.0,"Andorra, Greece",TarBase,ok,TarBase-v9.0 extends experimentally supported miRNA-gene interactions to cell-types and virally encoded miRNAs.,2022-2025,,,,,False
"CAPITALIZED,TITLE_CAPITALIZED",34791357,FuzDB,0.0,fuzdb,0.0,,0.0,1,https://fuzdb.org,200,,,,2022-01-01,"Department of Biomedical Sciences, University of Padova, via Ugo Bassi 58/B, 35131 Padova, Italy.","Fuxreiter M, Hatos A, Monzon AM, Piovesan D, Tosatto SCE","778247, 952334, HAS-11015","ELIXIR, European Union&apos;s Horizon 2020 research and innovation program, Hungarian Academy of Sciences",34.0,Italy,FuzDB,ok,FuzDB: a new phase in understanding fuzzy interactions.,2022-2025,,,,,False
TITLE_CAPITALIZED,35659771,InflamNat,0.0,,0.0,inflamnat,0.0,1,http://www.inflamnat.com/,200,,,,2022-06-04,"Key Laboratory of Medicinal Chemistry for Natural Resource, Ministry of Education; Yunnan Provincial Center for Research & Development of Natural Products, School of Chemical Science and Technology, and School of Software, Yunnan University, Kunming, 650091, China.","Dai Q, Li J, Li X, Ren S, Shen T, Xiao W, Zhang R","2018FY001, 201901BB050052, 2019FD127, 202005AE160005, 81903541","Applied Basic Research Foundation of Yunnan Province, National Natural Science Foundation of China, Yunnan Provincial Science and Technology Department",9.0,"Andorra, China",InflamNat,ok,InflamNat: web-based database and predictor of anti-inflammatory natural products.,2022-2025,,,,,False
"PIPE_CLEANED,CAPITALIZED,TITLE_CAPITALIZED",40100137,PDBe,0.0,pdbe | pdb,0.0,protein data bank,0.0,1,https://pdbe.org/chem/sti,200,,,,2025-04-01,"Protein Data Bank in Europe, European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Cambridge, UK.","Afonso MQL, Choudhary P, Fleming JR, Kunnakkattu IR, Lawal DK, Nair S, Pidruchna I, Velankar S",BB/T01959X/1,UKRI-Biotechnology and Biological Sciences Research Council,6.0,United Kingdom,PDBe,ok,PDBe tools for an in-depth analysis of small molecules in the Protein Data Bank.,2022-2025,,,,,False
TITLE_CAPITALIZED,37971715,Agbiodata,0.0,,0.0,agbiodata,0.0,1,https://www.agbiodata.org/,200,,,,2023-11-01,"Department of Statistics and Department of Food Science and Technology, University of Nebraska-Lincoln, 340 Hardin Hall North Wing, Lincoln, NE 68583, USA.","Berardini TZ, Clarke JL, Cooper LD, Elser J, Farmer AD, Ficklin S, Kumari S, Laporte MA, Nelson RT, Poelchau MF, Sadohara R, Selby P, Sen TZ, Thessen AE, Whitehead B","1340112 1940330 2126334, 2021-77039-35992","CGIAR Research Initiative on Digital Innovation, NIFA, National Science Foundation, New Zealand's Ministry of Business Innovation and Employment (MBIE), New Zealand’s Ministry of Business Innovation and Employment, U.S. Department of Agriculture",4.0,"Andorra, United States",Agbiodata,ok,"Data sharing and ontology use among agricultural genetics, genomics, and breeding databases and resources of the Agbiodata Consortium.",2022-2025,,,,,False
TITLE_CAPITALIZED,36300629,IAnimal,0.0,,0.0,ianimal,0.0,1,https://ianimal.pro/,200,,,,2023-01-01,"Key Laboratory of Agricultural Animal Genetics, Breeding and Reproduction, Ministry of Education, Key Laboratory of Swine Genetics and Breeding, Ministry of Agriculture, College of Animal Science and Technology, Huazhong Agricultural University, Wuhan, Hubei 430070, PR China.","Dou J, Du X, Fu Y, Huang X, Li J, Li X, Liao Y, Liu H, Liu J, Liu X, Liu Y, Ma Y, Shen X, Tang Z, Wang H, Wang Y, Xiang Y, Xie S, Xu J, Xu X, Yang X, Yin D, Yin L, Yu M, Zhang H, Zhang Y, Zhao S, Zhao Y, Zheng Z, Zhu M, Zhu S","2019YFE0115400, 2021M691162, 2021YFD1300800, 31902156, CARS-35","China Agriculture Research System of MOF and MARA, National Key Research and Development Program of China, National Key Research and Development Project of intergovernmental cooperation program between China and the US, National Natural Science Foundation of China, Postdoc Foundation of China",26.0,"Andorra, China",IAnimal,ok,IAnimal: a cross-species omics knowledgebase for animals.,2022-2025,,,,,False
TITLE_CAPITALIZED,36399503,dbCAN-seq,0.0,,0.0,dbcan-seq,0.0,1,https://bcb.unl.edu/dbCAN_seq,200,,,,2023-01-01,"Nebraska Food for Health Center, Department of Food Science and Technology, University of Nebraska, Lincoln, NE 68588, USA.","Akresi J, Ge Q, Hu B, Huang L, Piyush V, Yan Y, Yin Y, Zhang X, Zheng J","58-8042-9–089, DBI-1933521, R01 GM140370, R01GM140370, R21 AI171952, R21AI171952","NIAID NIH HHS, NIGMS NIH HHS, National Institutes of Health, National Science Foundation, United States Department of Agriculture",52.0,"Andorra, United States",dbCAN-seq,ok,dbCAN-seq update: CAZyme gene clusters and substrates in microbiomes.,2022-2025,,,,,False
TITLE_CAPITALIZED,37530223,Milletdb,0.0,,0.0,milletdb,0.0,1,http://milletdb.novogene.com,200,,,,2023-08-02,"College of Grassland Science and Technology, Sichuan Agricultural University, Chengdu, China.","Cao X, Fan Y, Feng G, He M, Huang D, Huang L, Jia J, Jin Y, Jones CS, Lin C, Luo J, Luo L, Nie G, Srivastava RK, Sun M, Tang Q, Tian S, Varshney RK, Wang X, Wang Z, Wu B, Xie Z, Yan H, Yang Y, Zhang A, Zhang X, Zhou P, Zhu F","31771866, 32071867, CARS‐34","China Agricultural Research System, National Natural Science Foundation of China",29.0,"Andorra, China",Milletdb,ok,Milletdb: a multi-omics database to accelerate the research of functional genomics and molecular breeding of millets.,2022-2025,,,,,False
TITLE_CAPITALIZED,38529759,FungiDB,0.0,,0.0,fungidb,0.0,1,https://fungidb.org,200,,,,2024-05-01,"Institute of Systems, Molecular and Integrative Biology, University of Liverpool, Liverpool L69 7BE, UK.","Amos B, Basenko EY, Böhme U, Crouch K, Davison HR, Harb OS, Jones A, Kissinger JC, Maslen G, McDowell MA, Roos DS, Shanmugasundram A, Starns D, Wilkinson PA","212929/A/18/Z, 75N93019C00077","Department of Health and Human Services, HHS, NIAID NIH HHS, NIH HHS, National Institute of Allergy and Infectious Diseases, National Institutes of Health, University of Liverpool, Wellcome Trust",23.0,"Andorra, United Kingdom",FungiDB,ok,What is new in FungiDB: a web-based bioinformatics platform for omics-scale data analysis for fungal and oomycete species.,2022-2025,,,,,False
"CAPITALIZED,TITLE_CAPITALIZED",39530225,dbSNP,0.0,dbsnp,0.0,,0.0,1,https://www.ncbi.nlm.nih.gov/snp,200,,,,2025-01-01,"Information Engineering Branch, National Center for Biotechnology Information (NCBI), National Library of Medicine (NLM), National Institutes of Health (NIH), Bethesda, MD 20894, USA.","Hefferon T, Kattman B, Phan L, Ramanathan A, Villamarin R, Wang Q, Zhang H",,"NIH HHS, NLM NIH HHS, National Center for Biotechnology Information, National Center for Biotechnology Information (NCBI), National Institutes of Health, National Library of Medicine",38.0,United States,dbSNP,ok,The evolution of dbSNP: 25 years of impact in genomic research.,2022-2025,,,,,False
TITLE_CAPITALIZED,39530237,PolyASite,0.0,,0.0,polyasite,0.0,1,https://polyasite.unibas.ch/,200,,,,2025-01-01,"Computational and Systems Biology, Biozentrum University of Basel, Spitalstrasse 41, CH-4056 Basel, Switzerland.","Herrmann CJ, Mironov A, Moon Y, Zavolan M",,,4.0,"Andorra, Switzerland",PolyASite,ok,PolyASite v3.0: a multi-species atlas of polyadenylation sites inferred from single-cell RNA-sequencing data.,2022-2025,,,,,False
