pmid,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,title
36755307,2023-05-01,"Xenbase, Division of Developmental Biology, Cincinnati Children's Hospital Medical Center, Cincinnati, OH 45229, USA.","Fisher M, James-Zorn C, Ponferrada V, Bell AJ, Sundararaj N, Segerdell E, Chaturvedi P, Bayyari N, Chu S, Pells T, Lotay V, Agalakov S, Wang DZ, Arshinoff BI, Foley S, Karimi K, Vize PD, Zorn AM","P41 HD064556, P41 HD064556","Xenbase, NICHD NIH HHS, Eunice Kennedy Shriver National Institute of Child Health and Human Development",79,Xenbase: key features and resources of the Xenopus model organism knowledgebase.
35806459,2022-07-05,"Department of Plants, Soils, and Climate, College of Agriculture and Applied Sciences, Utah State University, Logan, UT 84322, USA.","Duhan N, Kataria R, Kaundal R",# A48025,"Utah Agricultural Experiment Station (UAES), Utah State University",1,TritiKBdb: A Functional Annotation Resource for Deciphering the Complete Interaction Networks in Wheat-Karnal Bunt Pathosystem.
35693187,2022-05-25,"State Key Laboratory of Conservation and Utilization of Bio-Resources in Yunnan, The Key Laboratory of Medicinal Plant Biology of Yunnan Province, National & Local Joint Engineering Research Center on Germplasms Innovation & Utilization of Chinese Medicinal Materials in Southwest China, Yunnan Agricultural University, Kunming, China.","Lin Y, Hao B, Lu YC, Dong Y, Li Y, Zhang GH, Yang ZJ, Xiang GS, Liu GZ, Li XJ, Zhu Q, Yang QH, Li XZ, Yang SC",,"National Key Research and Development Program of China, Major Science and Technology Projects in Yunnan Province",2,PanaxGDB: A Comprehensive Platform for <i>Panax</i>.
36890882,2023-02-18,"Department of Biochemistry and Molecular Biology, Infection and Immunity Program, Biomedicine Discovery Institute, Monash University, Clayton, VIC, 3800, Australia.","Munday PR, Fehring J, Revote J, Pandey K, Shahbazy M, Scull KE, Ramarathinam SH, Faridi P, Croft NP, Braun A, Li C, Purcell AW","PG2020775, 1143366, 817907, 1137739","Rebecca L. Cooper Medical Research Foundation, National Health and Medical Research Council, National Psoriasis Foundation, National Health and Medical Research Council",8,Immunolyser: A web-based computational pipeline for analysing and mining immunopeptidomic data.
38725076,2024-05-09,"State Key Laboratory of Emerging Infectious Diseases, School of Public Health, The University of Hong Kong, Pokfulam, Hong Kong SAR, China.","Pei Y, Shum MH, Liao Y, Leung VW, Gong YN, Smith DK, Yin X, Guan Y, Luo R, Zhang T, Lam TT","2019B121205009, HZQB-KCZYZ-2021014, 200109155890863, 190830095586328 and 190824215544727, 31922087, T21-705/20-N, 2019B121205009, HZQB-KCZYZ-2021014, 200109155890863, 190830095586328 and 190824215544727, T21-705/20-N, 31922087","Innovation and Technology Commission’s InnoHK funding (D24H), and the Government of Guangdong Province, National Natural Science Foundation of China’s Excellent Young Scientists Fund, Hong Kong Research Grants Council's Theme-based Research Scheme, Innovation and Technology Commission's InnoHK funding (D24H), and the Government of Guangdong Province, Hong Kong Research Grants Council’s Theme-based Research Scheme, National Natural Science Foundation of China's Excellent Young Scientists Fund (Hong Kong and Macau)",10,ARGNet: using deep neural networks for robust identification and classification of antibiotic resistance genes from sequences.
36847339,2023-02-27,"Laboratory of Brain and Cognition, National Institute of Mental Health, National Institutes of Health, Bethesda, United States.","Hebart MN, Contier O, Teichmann L, Rockter AH, Zheng CY, Kidder A, Corriveau A, Vaziri-Pashkam M, Baker CI","101039712, Starting Grant StG-2021-101039712, ZIA MH002909, Tha Adaptive Mind, ZIA-MH-002909, ZIA-MH-002909, ZIC-MH002968, LOEWE Start Professorship, ZIC-MH002968, Max Planck Research Group M.TN.A.NEPF0009, ZIC MH002968, Z01 MH002909","European Research Council, European Research Council, Intramural NIH HHS, Max Planck School of Cognition, Hessisches Ministerium für Wissenschaft und Kunst, National Institutes of Health, NIH HHS, NIH HHS, Hessisches Ministerium für Wissenschaft und Kunst, National Institutes of Health, Max-Planck-Gesellschaft, Intramural NIH HHS, Intramural NIH HHS",69,"THINGS-data, a multimodal collection of large-scale datasets for investigating object representations in human brain and behavior."
39316480,2024-10-02,,"Venkataramanan AK, Bovik AC",2019844,National Science Foundation AI Institute for Foundations of Machine Learning,0,Subjective Quality Assessment of Compressed Tone-Mapped High Dynamic Range Videos.
38319109,2024-02-06,"DIANA-Lab, Department of Computer Science and Biomedical Informatics, University of Thessaly, Lamia, Greece.","Kotsira V, Skoufos G, Alexiou A, Zioga M, Tastsoglou S, Kardaras FS, Perdikopanis N, Elissavet Z, Gouzouasis V, Charitou T, Hatzigeorgiou AG","Τ2ΕΔΚ-00391, Τ2ΕΔΚ-00391","EC | European Regional Development Fund (ERDF), EC | European Regional Development Fund, University of Thessaly",1,Agnodice: indexing experimentally supported bacterial sRNA-RNA interactions.
40257906,2025-04-01,"Department of Clinical Research Center, Sichuan Clinical Research Center for Medical Imaging, Dazhou Key Laboratory for Precision Cancer Therapy, Dazhou Key Laboratory for Artificial Intelligence and Medical Imaging, Dazhou Central Hospital, 56 Nan Yue Miao Street, Dazhou 635000, China.","Zhao J, Wu M, Wan M, Li X, Li J, Liu Q, Xiong M, Tu M, Zhou J, Li S, Zhang J, Fu J, Zhang Y, Zhao C, Qin L, Yang X, Zhao H, Zhang Y, Zeng F","2024JDHJ0039, 2024ZD0520500 2024ZD0520505, 24WSXT083","Science and Technology Department of Sichuan Province, National Key Research and Development Program of China, Health Commission of Sichuan Province",0,"MIPD: Molecules, Imagings, and Clinical Phenotype Integrated Database."
37258913,2023-01-01,"Innovative Institute for Artificial Intelligence in Medicine and Zhejiang Provincial Key Laboratory of Anti-Cancer Drug Research, College of Pharmaceutical Sciences, Zhejiang University, Hangzhou, Zhejiang, China.","Wu J, Zhou Z",,,0,TSNAD and TSNAdb: The Useful Toolkit for Clinical Application of Tumor-Specific Neoantigens.
38783102,2024-07-01,"Center for Bioinformatics and Quantitative Biology, and Richard and Loan Hill Department of Bioengineering, University of Illinois at Chicago, Chicago, IL 60607, USA.","Ye B, Tian W, Wang B, Liang J","R35GM127084, R35 GM127084, R35GM127084","NIH HHS, NIGMS NIH HHS, NIH",37,CASTpFold: Computed Atlas of Surface Topography of the universe of protein Folds.
39441072,2025-01-01,"Bioinformatics & Digital Health Services, Research Technology Platforms, University of Warwick, Gibbet Hill Campus, Coventry CV4 7AL, UK.","Dyer NP, Päuker B, Baxter L, Gupta A, Bunk B, Overmann J, Diricks M, Dreyer V, Niemann S, Holt KE, Rahman M, Brown PE, Stark R, Zhou Z, Ott S, Nübel U","PANGenS, TI 12.901/12.902","European Union, German Center for Infection Research, PATH-SAFE, Global Health EDCTP3, HM Treasury",21,EnteroBase in 2025: exploring the genomic epidemiology of bacterial pathogens.
35971647,2022-08-30,"Department of Laboratory Medicine and Pathobiology, University of Toronto, Toronto, Ontario, Canada.","Lam KHB, Faust K, Yin R, Fiala C, Diamandis P",,"CIHR, Cancer Research Society, Princess Margaret Cancer Foundation, Natural Sciences and Engineering Research Council of Canada",9,The Brain Protein Atlas: A conglomerate of proteomics datasets of human neural tissue.
34773623,2022-01-01,"College of Agronomy and Biotechnology, Southwest University, Chongqing, China.","Chang W, Niu Y, Yu M, Li T, Li J, Lu K",,,4,qPrimerDB: A Powerful and User-Friendly Database for qPCR Primer Design.
37871106,2023-10-23,"Bioinformatics / Medical Informatics Department, Bielefeld University, Bielefeld, NRW, Germany.","Friedrichs M, Königs C",,"Deutsche Forschungsgemeinschaft, Open Access Publication Fund of Bielefeld University",0,A web-based platform for the annotation and analysis of NAR-published databases.
39407093,2024-10-15,"Department of Computer Science, University of Oxford, Parks Road, Oxford, OX1 3QD, UK. lucas.schneider@cs.ox.ac.uk.","Schneider L, Minary P",,,0,Be-dataHIVE: a base editing database.
38951917,2024-07-01,"Frontiers Science Center for Molecular Design Breeding, Key Laboratory of Crop Heterosis and Utilization, Beijing Key Laboratory of Crop Genetic Improvement, China Agricultural University, Beijing, 100193, China.","Niu J, Wang W, Wang Z, Chen Z, Zhang X, Qin Z, Miao L, Yang Z, Xie C, Xin M, Peng H, Yao Y, Liu J, Ni Z, Sun Q, Guo W","32322059, BX20230414, 2020YFE0202300, PC2023B01016","National Natural Science Foundation of China, National Postdoctoral Program for Innovative Talents, National Key Research and Development Program of China, Pinduoduo-China Agricultural University Research Fund",9,Tagging large CNV blocks in wheat boosts digitalization of germplasm resources by ultra-low-coverage sequencing.
37870437,2024-01-01,"Institut de Chimie de Nice, Université Côte d'Azur, UMR 7272 CNRS, 06108 Nice, France.","Lalis M, Hladiš M, Khalil SA, Briand L, Fiorucci S, Topin J",ANR-19-CE07-0044,"Centre National de la Recherche Scientifique, Fondation Roudnitska under the aegis of Fondation de France, French National Research Agency, GIRACT",23,M2OR: a database of olfactory receptor-odorant pairs for understanding the molecular mechanisms of olfaction.
37144459,2023-07-01,"Institute of Computer Science, University of Tartu, Narva mnt 18, 51009 Tartu, Estonia.","Kolberg L, Raudvere U, Kuzmin I, Adler P, Vilo J, Peterson H","2014-2020.4.01.16-0271, PRG1844, TT11","European Regional Development Fund, Estonian Research Council, Estonian Research Council",964,g:Profiler-interoperable web service for functional enrichment analysis and gene identifier mapping (2023 update).
38914788,2024-06-24,"Melbourne School of Psychological Sciences, University of Melbourne, Melbourne, Australia.","O'Brien ST, Dozo N, Hinton JDX, Moeck EK, Susanto R, Jayaputera GT, Sinnott RO, Vu D, Alvarez-Jimenez M, Gleeson J, Koval P",DE190100203,"Australian Research Council, Australian Catholic University, Melbourne School of Psychological Sciences, University of Melbourne",27,SEMA<sup>3</sup>: A free smartphone platform for daily life surveys.
37956310,2024-01-01,"MOE Key Laboratory of Gene Function and Regulation, State Key Laboratory of Biocontrol, School of Life Sciences, Sun Yat-sen University, Guangzhou 510275, China.","Xuan J, Chen L, Chen Z, Pang J, Huang J, Lin J, Zheng L, Li B, Qu L, Yang J","2019YFA0802202, 2022YFA1303300, 91940304, 31971228, 2019YFA0802202, 32370588, 2021qntd26, 202002030351, 31770879, 32225011, 2019TQ05Y181, 20lgpy112, 31970604","National Key R&D Program of China, National Key R&amp;D Program of China, National Natural Science Foundation of China, National Natural Science Foundation of China, National Key R&amp;D Program of China, National Natural Science Foundation of China, Fundamental Research Funds for the Central Universities, Guangzhou city, National Natural Science Foundation of China, National Natural Science Foundation of China, Youth science and technology innovation talent of guangdong TeZhi plan, Fundamental Research Funds for the Central Universities, National Natural Science Foundation of China",44,"RMBase v3.0: decode the landscape, mechanisms and functions of RNA modifications."
40141263,2025-03-14,"Department of Neuroscience, University of Minnesota, 2101 6th Street SE, Minneapolis, MN 55455, USA.","Selimovic A, Sbrocco K, Talukdar G, McCall A, Gilliat S, Zhang Y, Cvetanovic M","R01 NS134916, R21 NS136962, R01NS109077 (","NINDS NIH HHS, NINDS NIH HHS, NIH HHS",3,Sex Differences in a Novel Mouse Model of Spinocerebellar Ataxia Type 1 (SCA1).
35266524,2022-03-01,"School of Biological Sciences, University of Auckland, 3a Symonds Street, Auckland 1010, New Zealand.","Gambarini V, Pantos O, Kingsbury JM, Weaver L, Handley KM, Lear G",C03X1802,"Ministry of Business, Innovation and Employment, New Zealand, George Mason Centre for the Natural Environment",111,PlasticDB: a database of microorganisms and proteins linked to plastic biodegradation.
39258239,2024-08-17,"Department of Urology and Institutes for Systems Genetics, Frontiers Science Center for Disease-related Molecular Network, West China Hospital, Sichuan University, Chengdu, China.","Wu R, Zong H, Feng W, Zhang K, Li J, Wu E, Tang T, Zhan C, Liu X, Zhou Y, Zhang C, Zhang Y, He M, Ren S, Shen B","32270690, 32070671","National Natural Science Foundation of China, National Natural Science Foundation of China",0,OligoM-Cancer: A multidimensional information platform for deep phenotyping of heterogenous oligometastatic cancer.
34788838,2022-01-01,"Key Laboratory of Molecular Biophysics of the Ministry of Education, Hubei Key Laboratory of Bioinformatics and Molecular-Imaging, Center for Artificial Intelligence Biology, Department of Bioinformatics and Systems Biology, College of Life Science and Technology, Huazhong University of Science and Technology, Wuhan, China.","Dai D, Zhu J, Sun C, Li M, Liu J, Wu S, Ning K, He LJ, Zhao XM, Chen WH, Chen WH","19511101404, 2019YFA0905600, 61772368, 61932008, 2020YFA0712403, 81803850, 2018SHZDZX01","Shanghai Science and Technology Innovation Fund, National Key Research and Development Program of China, National Natural Science Foundation of China, National Natural Science Foundation of China, National Key Research and Development Program of China, National Natural Science Foundation of China, Shanghai Municipal Science and Technology",107,GMrepo v2: a curated human gut microbiome database with special focus on disease markers and cross-dataset comparison.
39307401,2024-09-20,"Department of Neuroscience, University of Minnesota, Minneapolis, MN, United States of America; Genetics and Biochemistry Branch, National Institute of Diabetes and Digestive and Kidney Diseases, NIH, Bethesda, MD, United States of America.","Sheeler C, Labrada E, Duvick L, Thompson LM, Zhang Y, Orr HT, Cvetanovic M","R01 NS109077, T32 NS105604, R01 NS107387, R01 NS134916","NINDS NIH HHS, NINDS NIH HHS, NINDS NIH HHS, NINDS NIH HHS",1,Expanded ATXN1 alters transcription and calcium signaling in SCA1 human motor neurons differentiated from induced pluripotent stem cells.
34986603,2022-01-01,"Key Laboratory of Gastrointestinal Cancer (Fujian Medical University), Ministry of Education, School of Basic Medical Sciences, Fujian Medical University, Fuzhou 350004, China.","Ma J, Song B, Wei Z, Huang D, Zhang Y, Su J, de Magalhães JP, Rigden DJ, Meng J, Chen K","KSF-T-01, KSF-P-02, 31671373, KSF-E-51","XJTLU Key Program Special Fund, XJTLU Key Program Special Fund, School of Basic Medical Sciences, Fujian Medical University, National Natural Science Foundation of China, XJTLU Key Program Special Fund",77,m5C-Atlas: a comprehensive database for decoding and annotating the 5-methylcytosine (m5C) epitranscriptome.
37822561,2023-09-17,"Biological Data Science Laboratory, Dept. of Computer Engineering, Hacettepe University, Ankara, Turkey.","Cankara F, Doğan T",,,0,ASCARIS: Positional feature annotation and protein structure-based representation of single amino acid variations.
18489794,2008-05-20,"Allan Wilson Centre for Molecular Ecology and Evolution, Massey University, Palmerston North, New Zealand. w.t.white@massey.ac.nz","White WT, Hendy MD",,,10,Compressing DNA sequence databases with coil.
39576581,2025-01-01,"Genomics program, College of Public Health, University of South Florida, Tampa, FL, USA.","Zhao B, Basu S, Kurgan L",,,1,DescribePROT Database of Residue-Level Protein Structure and Function Annotations.
38613393,2024-07-01,"biobyte solutions GmbH, Bothestr 142, 69126 Heidelberg, Germany.","Letunic I, Bork P",,"Arts Baden-Württemberg, European Molecular Biology Laboratory, Ministry of Science, Research",1469,Interactive Tree of Life (iTOL) v6: recent updates to the phylogenetic tree display and annotation tool.
36999902,2023-03-30,"Department of Computer Science, Southern Connecticut State University, New Haven, Connecticut, USA.","Al Seesi S, Al Seesi S, Al-Okaily A, Shcheglova TV, Sherafat E, Alqahtani FH, Hagymasi AT, Kaur A, Srivastava PK, Măndoiu II",,,3,GeNeo: A Bioinformatics Toolbox for Genomics-Guided Neoepitope Prediction.
39470740,2025-01-01,"Environmental Genomics & System Biology Division, Lawrence Berkeley National Laboratory, One Cyclotron Road, Berkeley, CA 94720, USA.","Kosicki M, Baltoumas FA, Kelman G, Boverhof J, Ong Y, Cook LE, Dickel DE, Pavlopoulos GA, Pennacchio LA, Visel A","R01HG003988, TAEDR-0539180, R01HG003988, R01 HG003988, DE-AC02-05CH11231","National Institutes of Health, Hellenic Foundation for Research and Innovation, Greece 2.0, National Recovery and Resilience Plan, Greece 2.0 - Basic Research Financing Action, NIH HHS, NHGRI NIH HHS, Department of Energy, 16718-PRPFOR, Fondation Santé, Onassis Foundation",21,VISTA Enhancer browser: an updated database of tissue-specific developmental enhancers.
37018146,2023-04-01,"Guangdong Provincial Key Laboratory of Medical Molecular Diagnostics, Institute of Aging Research, Guangdong Medical University, Dongguan 523808, China.","Yang M, Qiu B, He GY, Zhou JY, Yu HJ, Zhang YY, Li YS, Li TS, Guo JC, Li XC, Xie JJ",81871921,National Natural Science Foundation of China,15,eccDB: a comprehensive repository for eccDNA-mediated chromatin contacts in multi-species.
39676654,2025-01-01,"Azrieli Faculty of Medicine, Bar Ilan University, Henrieta Szold 8, Safed, 1311502, Israel.","DSouza D, Bik L, Giwa O, Cohen S, Barazany HL, Siegal T, Frenkel-Morgenstern M",,Scojen Institute of Synthetic Biology,2,ChiTaRS 8.0: the comprehensive database of chimeric transcripts and RNA-seq data with applications in liquid biopsy.
35438150,2022-05-01,"Department of Clinical Laboratory, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan 430022, China.","Zou D, Yuan Y, Xu L, Lei S, Li X, Lu X, Wang X, Li X, Wang L, Wang Z","81773104, 81773263, 81974382, 81873931","National Natural Science Foundation of China, National Natural Science Foundation of China, National Natural Science Foundation of China, National Natural Science Foundation of China",6,PltDB: a blood platelets-based gene expression database for disease investigation.
37725369,2023-10-01,"Institute of Evolutionary Biology, Faculty of Biology, Biological and Chemical Research Centre, University of Warsaw, Warsaw 02-089, Poland.","Kaminski K, Ludwiczak J, Pawlicki K, Alva V, Dunin-Horkawicz S",POIR.04.04.00-00-5CF1/18-00,"Max Planck Society, European Regional Development Fund, Foundation for Polish Science",42,pLM-BLAST: distant homology detection based on direct comparison of sequence representations from protein language models.
36693896,2023-01-24,"Neutron Scattering Division, Oak Ridge National Laboratory, Oak Ridge, Tennessee, 37831, USA. chengy@ornl.gov.","Cheng Y, Stone MB, Ramirez-Cuesta AJ","DE-AC05-00OR22725, DE-AC05-00OR22725","U.S. Department of Energy (DOE), U.S. Department of Energy",2,A database of synthetic inelastic neutron scattering spectra from molecules and crystals.
34928524,2022-01-11,"Department of Urology, Charité - Universitätsmedizin Berlin, Corporate Member of Freie Universität Berlin, Humbold-Universität zu Berlin, and Berlin Institute of Health, Berlin, Germany.","Meisl CJ, Karakiewicz PI, Einarsson R, Koch S, Hallmann S, Weiß S, Hemdan T, Malmström PU, Styrke J, Sherif A, Hasan MN, Pichler R, Tulchiner G, Palou J, Rodríguez Faba Ó, Hennenlotter J, Stenzl A, Ritter R, Niegisch G, Grunewald CM, Schlomm T, Friedersdorff F, Barski D, Otto T, Gössl A, Arndt C, Esuvaranathan K, Kesavan NR, Zhijiang Z, Kramer MW, Hennig MJP, Ecke TH",,,8,Nomograms including the UBC<sup>®</sup> Rapid test to detect primary bladder cancer based on a multicentre dataset.
39609715,2024-11-28,"Laboratory of Molecular Epidemiology and Experimental Pathology - LR16IPT04, Institut Pasteur de Tunis, Université de Tunis El Manar, 13, Place Pasteur, 1002, Tunis, Tunisia. emna.harigua@pasteur.utm.tn.","Harigua-Souiai E, Masmoudi O, Makni S, Oualha R, Abdelkrim YZ, Hamdi S, Souiai O, Guizani I","LR16IPT04, DCI-PANAF/2020/420-028, AID-OAA-A-11-00012","Ministry of Higher Education and Research of the Republic of Tunisia, European Commission, United States Agency for International Development",1,cidalsDB: an AI-empowered platform for anti-pathogen therapeutics research.
36318239,2023-01-01,"Protein Bioinformatics Research Group, Institute of Enzymology, Research Centre for Natural Sciences, Magyar Tudósok körútja 2, H-1117 Budapest, Hungary.","Dobson L, Szekeres LI, Gerdán C, Langó T, Zeke A, Tusnády GE",K132522,"National Research, Development and Innovation Fund, European Union’s Horizon 2020",50,TmAlphaFold database: membrane localization and evaluation of AlphaFold2 predicted alpha-helical transmembrane protein structures.
37169224,2023-05-09,"UNC Eshelman School of Pharmacy, University of North Carolina, Chapel Hill, NC, USA.","Martin HJ, Melo-Filho CC, Korn D, Eastman RT, Rai G, Simeonov A, Zakharov AV, Muratov E, Tropsha A","R01 GM140154, R01GM140154, U19AI171292, U19 AI171292","National Center for Advancing Translational Sciences, NIGMS NIH HHS, American Foundation for Pharmaceutical Education, National Institutes of Health, National Institutes of Health, NIAID NIH HHS",10,"Small molecule antiviral compound collection (SMACC): A comprehensive, highly curated database to support the discovery of broad-spectrum antiviral drug molecules."
37450416,2023-07-01,"Department of Computer Science, University of Verona, Strada le Grazie 15, Verona 37134, Italy.","Viesi E, Sardina DS, Perricone U, Giugno R",,,1,APDB: a database on air pollutant characterization and similarity prediction.
38711760,2024-04-21,"Institute for Personalized Medicine, Department of Biochemistry and Molecular Biology, The Pennsylvania State University College of Medicine, Hershey, PA, USA.","Mouratidis I, Baltoumas FA, Chantzi N, Patsakis M, Chan CSY, Montgomery A, Konnaris MA, Aplakidou E, Georgakopoulos GC, Das A, Chartoumpekis DV, Kovac J, Pavlopoulos GA, Georgakopoulos-Soares I",T32 GM139786,NIGMS NIH HHS,7,kmerDB: A database encompassing the set of genomic and proteomic sequence information for each species.
34664666,2022-01-01,"National Key Laboratory of Crop Genetic Improvement, Hubei Hongshan Laboratory, Huazhong Agricultural University, Wuhan 430070, China.","Zhou Q, Guan P, Zhu Z, Cheng S, Zhou C, Wang H, Xu Q, Sung WK, Li G","2662017PY116, 31771402, 31970590, 2018YFC1604000","Fundamental Research Funds for the Central Universities, National Natural Science Foundation of China, National Natural Science Foundation of China, National Key Research and Development Program of China",19,ASMdb: a comprehensive database for allele-specific DNA methylation in diverse organisms.
38769056,2024-07-01,,,"U24 HG006620, BB/X011100/1, BGE 101059492, HORIZON-INFRA-2021-EOSC-01-04, U01 CA253481, 1661497, U01 CA253481, U24 CA231877, 1758800, 2216612, BBS/E/T/000PR9814, U24 CA231877, U24 HG010263, U41 HG006620, 031 A538A de.NBI-RBC, U24 HG010263, U41 HG006620, U41 HG006620, 101057388, EI-ALL, EI-G-Data","NHGRI NIH HHS, Biotechnology and Biological Sciences Research Council, Ministry of Science, Research and the Arts Baden-Württemberg, Biodiversity, Circular Economy and Environment, Horizon Europe, NIH, Australian BioCommons, Australian Research Data Commons, National Science Foundation, NCI NIH HHS, NCI NIH HHS, Australian Government, Bioplatforms Australia, Queensland Government, National Science Foundation, National Science Foundation, Biotechnology and Biological Sciences Research Council, NIH, NHGRI NIH HHS, NIH HHS, German Federal Ministry of Education and Research, BMBF, NIH, NHGRI NIH HHS, NIH, Ministry of Science, Research and the Arts Baden-Württemberg (MWK), Horizon Europe, Earlham Institute (Funder), Earlham Institute (Funder)",399,"The Galaxy platform for accessible, reproducible, and collaborative data analyses: 2024 update."
38816550,2024-05-30,"Janelia Research Campus, Howard Hughes Medical Institute, Ashburn, VA, USA.","Gao SM, Qi Y, Zhang Q, Guan Y, Lee YT, Ding L, Wang L, Mohammed AS, Li H, Fu Y, Wang MC","R01AG062257, RF1 AG062257, P20 GM139762, R01 AT009050, DHHS NE-LB606, P20GM139762, R00 AG062746, DHHS NE-LB595, DHHS NE-LB595, DP1DK113644, P01 AG066606, R00AG062746, R01AG062257, RR200063, R01 AG045183, DHHS NE-LB606, DP1 DK113644, P01AG066606, S10 RR024574, P01AG066606, P30 CA125123, DP1DK113644, P20GM139762, P40 OD010440, R00AG062746, RR200063","U.S. Department of Health &amp; Human Services | National Institutes of Health, NIA NIH HHS, NIGMS NIH HHS, NCCIH NIH HHS, Welch Foundation, Nebraska Department of Health and Human Services, U.S. Department of Health &amp; Human Services | National Institutes of Health, NIA NIH HHS, Kicks for a Cure Cancer Research Program, Ted Nash Long Life Foundation Longevity Impetus Grants, Nebraska Department of Health and Human Services, Nebraska Department of Health and Human Services (Nebraska DHHS), U.S. Department of Health & Human Services | National Institutes of Health (NIH), NIA NIH HHS, U.S. Department of Health & Human Services | National Institutes of Health (NIH), U.S. Department of Health & Human Services | National Institutes of Health (NIH), Cancer Prevention and Research Institute of Texas, Howard Hughes Medical Institute, NIA NIH HHS, Nebraska Department of Health and Human Services (Nebraska DHHS), NIDDK NIH HHS, U.S. Department of Health & Human Services | National Institutes of Health (NIH), NCRR NIH HHS, U.S. Department of Health &amp; Human Services | National Institutes of Health, NCI NIH HHS, U.S. Department of Health &amp; Human Services | National Institutes of Health, U.S. Department of Health & Human Services | National Institutes of Health (NIH), NIH HHS, U.S. Department of Health &amp; Human Services | National Institutes of Health, Cancer Prevention and Research Institute of Texas (Cancer Prevention Research Institute of Texas)",24,Aging atlas reveals cell-type-specific effects of pro-longevity strategies.
37296454,2023-06-09,"EXSCALATE, Dompé Farmaceutici SpA, Via Tommaso de Amicis 95, 80123, Naples, Italy.","Lunghini F, Fava A, Pisapia V, Sacco F, Iaconis D, Beccari AR",,,6,ProfhEX: AI-based platform for small molecules liability profiling.
41026805,2025-09-30,"Department of Integrative Biology, University of Wisconsin-Madison, Madison, Wisconsin, United States of America.","Zhong R, Richardson CE",R35 GM154869,NIGMS NIH HHS,0,Expansion of lysosomal capacity in early adult neurons driven by TFEB/HLH-30 protects dendrite maintenance during aging in Caenorhabditis elegans.
35701407,2022-06-14,"Research Institute Brainclinics, Brainclinics Foundation, Nijmegen, the Netherlands. hanneke@brainclinics.com.","van Dijk H, van Wingen G, Denys D, Olbrich S, van Ruth R, Arns M",,,37,The two decades brainclinics research archive for insights in neurophysiology (TDBRAIN) database.
39423319,2024-10-18,"Department of Chemical and Biomolecular Engineering, School of Life Science and Technology, Wuhan Polytechnic University, Wuhan 430023, China.","Tian Y, Yang L, Ding S, Zhang D, Yuan L, Liu Z, Hu QN",TSBICIP-KJGG-010,Major scientific and technological research project of Tianjin,1,"BioTRY: A Comprehensive Knowledge Base for Titer, Rate, and Yield of Biosynthesis."
38837557,2024-06-05,"DIFACQUIM Research Group, Department of Pharmacy, School of Chemistry, Universidad Nacional Autónoma de México, Mexico City, Mexico.","Martínez-Urrutia F, Medina-Franco JL",IG200124,"DGAPA, UNAM, Programa de Apoyo a Proyectos de Investigación e Innovación Tecnológica (PAPIIT)",0,BIOMX-DB: A web application for the BIOFACQUIM natural product database.
40253701,2025-04-20,"Department of Infectious Diseases, Research Institute, National Center for Global Health and Medicine, Tokyo, Japan.","Takemoto N, Ogura K, Gao Y, Okuno R, Yamaguchi M, Hirose Y, Ono M, Kawabata S, Ikebe T, Hamabata T, Miyoshi-Akiyama T",,"National Center for Global Health and Medicine, This study was supported by the National Center for Global Health and Medicine and the Japan Agency for Medical Research and Development.",0,"GAS-J, a User-Friendly Browser Application for Genome Assembly, emm-Typing, MLST Typing, and Virulence Factor Gene Detection of Streptococcus pyogenes."
37510385,2023-07-20,"Department of Plants, Soils, and Climate/Center for Integrated BioSystems, College of Agriculture and Applied Sciences, Utah State University, Logan, UT 84322, USA.","Duhan N, Kaur S, Kaundal R",,"Center for Integrated BioSystems/Department of Plants, Soils, and Climate, USU",2,<i>ranchSATdb</i>: A Genome-Wide Simple Sequence Repeat (SSR) Markers Database of Livestock Species for Mutant Germplasm Characterization and Improving Farm Animal Health.
37230405,2023-05-23,"CINBIO, Universidade de Vigo, Department of Computer Science, ESEI - Escuela Superior de Ingeniería Informática, 32004 Ourense, Spain; SING Research Group, Galicia Sur Health Research Institute (IIS Galicia Sur), SERGAS-UVIGO, Spain. Electronic address: martiperez@uvigo.es.","Pérez-Pérez M, Ferreira T, Igrejas G, Fdez-Riverola F",,,1,A novel gluten knowledge base of potential biomedical and health-related interactions extracted from the literature: Using machine learning and graph analysis methodologies to reconstruct the bibliome.
39862439,2025-05-01,"Shanghai Institute of Hematology, State Key Laboratory of Medical Genomics, National Research Center for Translational Medicine at Shanghai, Research Unit of Hematologic Malignancies Genomics and Translational Research of Chinese Academy of Medical Sciences, Ruijin Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai 200025, China.","Wang Z, Miao Y, Li H, Cheng W, Shi M, Lv G, Zhu Y, Zhang J, Tan T, Gu J, Zhang MQ, Li J, Fang H, Chen Z, Chen S",,,2,HemaScope: A Tool for Analyzing Single-cell and Spatial Transcriptomics Data of Hematopoietic Cells.
