ID,extracted_url,text,best_common,best_common_prob,best_full,best_full_prob,best_name,best_name_prob,article_count,duplicate_urls,duplicate_names,low_prob,review_low_prob,review_dup_urls,review_dup_names,review_notes_low_prob,review_notes_dup_urls,review_notes_dup_names,publication_date
23055621,http://www.salmonellabase.com,"SALMONELLABASE - An online database of druggable targets of Salmonella species. Unlabelled Salmonellosis is one of the most common and widely distributed food borne diseases caused by Salmonella serovars. The emergence of multi drug resistant strains has become a threatening public health problem and targeting unique effectors of this pathogen can be considered as a powerful strategy for drug design. SalmonellaBase is an online web portal serving as an integrated source of information about Salmonella serovars with the data required for the structural and functional studies and the analysis of druggable targets in Salmonella. We have identified several target proteins, which helps in the pathogenicity of the organism and predicted their structures. The database will have the information on completely sequenced genomes of Salmonella species with the complete set of protein sequences of the respective strains, determined structures, predicted protein structures and biochemical pathways of the respective strains. In addition, we have provided information about name and source of the protein, Uniprot and Protein Data Bank codes and literature information. Furthermore, SalmonellaBase is linked to related databases and other resources. We have set up a web interface with different search and display options so that users have the ability to get the data in several ways. SalmonellaBase is a freely available database. Availability http://www.salmonellabase.com/",SalmonellaBase,0.992680967,NA,0,SalmonellaBase,0.992680967,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/3/2012
29057095,http://salmonet.org,"SalmoNet, an integrated network of ten Salmonella enterica strains reveals common and distinct pathways to host adaptation. Salmonella enterica is a prominent bacterial pathogen with implications on human and animal health. Salmonella serovars could be classified as gastro-intestinal or extra-intestinal. Genome-wide comparisons revealed that extra-intestinal strains are closer relatives of gastro-intestinal strains than to each other indicating a parallel evolution of this trait. Given the complexity of the differences, a systems-level comparison could reveal key mechanisms enabling extra-intestinal serovars to cause systemic infections. Accordingly, in this work, we introduce a unique resource, SalmoNet, which combines manual curation, high-throughput data and computational predictions to provide an integrated network for Salmonella at the metabolic, transcriptional regulatory and protein-protein interaction levels. SalmoNet provides the networks separately for five gastro-intestinal and five extra-intestinal strains. As a multi-layered, multi-strain database containing experimental data, SalmoNet is the first dedicated network resource for Salmonella. It comprehensively contains interactions between proteins encoded in Salmonella pathogenicity islands, as well as regulatory mechanisms of metabolic processes with the option to zoom-in and analyze the interactions at specific loci in more detail. Application of SalmoNet is not limited to strain comparisons as it also provides a Salmonella resource for biochemical network modeling, host-pathogen interaction studies, drug discovery, experimental validation of novel interactions, uncovering new pathological mechanisms from emergent properties and epidemiological studies. SalmoNet is available at http://salmonet.org.",SalmoNet,0.995892107,NA,0,SalmoNet,0.995892107,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/18/2017
"26097510, 33952332",http://sancdb.rubi.ru.ac.za,"SANCDB: a South African natural compound database. Background Natural products (NPs) are important to the drug discovery process. NP research efforts are expanding world-wide and South Africa is no exception to this. While freely-accessible small molecule databases, containing compounds isolated from indigenous sources, have been established in a number of other countries, there is currently no such online database in South Africa. Description The current research presents a South African natural compound database, named SANCDB. This is a curated and fully-referenced database containing compound information for 600 natural products extracted directly from journal articles, book chapters and theses. There is a web interface to the database, which is simple and easy to use, while allowing for compounds to be searched by a number of different criteria. Being fully referenced, each compound page contains links to the original referenced work from which the information was obtained. Further, the website provides a submission pipeline, allowing researchers to deposit compounds from their own research into the database. Conclusions SANCDB is currently the only web-based NP database in Africa. It aims to provide a useful resource for the in silico screening of South African NPs for drug discovery purposes. The database is supported by a submission pipeline to allow growth by entries from researchers. As such, we currently present SANCDB the starting point of a platform for a community-driven, curated database to further natural products research in South Africa. SANCDB is freely available at https://sancdb.rubi.ru.ac.za/.",SANCDB,0.994873464,South African Natural Compounds Database,0.975358397,SANCDB,0.994873464,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/5/2021
32096105,http://psico.fcep.urv.cat/exp/files/SANDchild.xlsx,"Spanish affective normative data for 1,406 words rated by children and adolescents (SANDchild). Most research on the relationship between emotion and language in children relies on the use of words whose affective properties have been assessed by adults. To overcome this limitation, in the current study we introduce SANDchild, the Spanish affective database for children. This dataset reports ratings in the valence and the arousal dimensions for a large corpus of 1406 Spanish words rated by a large sample of 1276 children and adolescents from four different age groups (7, 9, 11 and 13 years old). We observed high inter-rater reliabilities for both valence and arousal in the four age groups. However, some age differences were found. In this sense, ratings for both valence and arousal decreased with age. Furthermore, the youngest children consider more words to be positive than adolescents. We also found sex differences in valence scores since boys gave higher valence ratings than girls, while girls considered more words to be negative than boys. The norms provided in this database will allow us to further extend our knowledge on the acquisition, development and processing of emotional language from childhood to adolescence. The complete database can be downloaded from https://psico.fcep.urv.cat/exp/files/SANDchild.xlsx .",SANDchild,0.992918432,NA,0,SANDchild,0.992918432,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/1/2020
33892308,http://webs.iiitd.edu.in/raghava/sapdb,"SAPdb: A database of short peptides and the corresponding nanostructures formed by self-assembly. Nanostructures generated by self-assembly of peptides yield nanomaterials that have many therapeutic applications, including drug delivery and biomedical engineering, due to their low cytotoxicity and higher uptake by targeted cells owing to their high affinity and specificity towards cell surface receptors. Despite the promising implications of this rapidly expanding field, there is no dedicated resource to study peptide nanostructures. This study endeavours to create a repository of short peptides, which may prove to be the best models to study ordered nanostructures formed by peptide self-assembly. SAPdb has a repertoire of 1049 entries of experimentally validated nanostructures formed by the self-assembly of small peptides. It consists of 328 tripeptides, 701 dipeptides, and 20 single amino acids with some conjugate partners. Each entry encompasses comprehensive information about the peptide, such as chemical modifications, the type of nanostructure formed, experimental conditions like pH, temperature, solvent required for the self-assembly, etc. Our analysis indicates that peptides containing aromatic amino acids favour the formation of self-assembling nanostructures. Additionally, we observed that these peptides form different nanostructures under different experimental conditions. SAPdb provides this comprehensive information in a hassle-free tabulated manner at a glance. User-friendly browsing, searching, and analysis modules have been integrated for easy data retrieval, data comparison, and examination of properties. We anticipate SAPdb to be a valuable repository for researchers engaged in the burgeoning arena of nanobiotechnology. It is freely available at https://webs.iiitd.edu.in/raghava/sapdb.",SAPdb,0.994092166,NA,0,SAPdb,0.994092166,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/10/2021
32709339,"http://47.92.73.208:8082/, http://cpu-smsd.com","A mass spectrometry database for identification of saponins in plants. Saponins constitute an important class of secondary metabolites of the plant kingdom. Here, we present a mass spectrometry-based database for rapid and easy identification of saponins henceforth referred to as saponin mass spectrometry database (SMSD). With a total of 4196 saponins, 214 of which were obtained from commercial sources. Through liquid chromatography-tandem high-resolution/mass spectrometry (HR/MS) analysis under negative ion mode, the fragmentation behavior for all parent fragment ions almost conformed to successive losses of sugar moieties, ÃÂÃÂ±-dissociation and McLafferty rearrangement of aglycones in high-energy collision induced dissociation. The saccharide moieties produced sugar fragment ions from m/z (monosaccharide) to m/z (polysaccharides). The parent and sugar fragment ions of other saponins were predicted using the above mentioned fragmentation pattern. The SMSD is freely accessible at http://47.92.73.208:8082/ or http://cpu-smsd.com (preferrably using google). It provides three search modes (""CLASSIFY"", ""SEARCH"" and ""METABOLITE""). Under the ""CLASSIFY"" function, saponins are classified with high predictive accuracies from all metabolites by establishment of logistic regression model through their mass data from HR/MS input as a csv file, where the first column is ID and the second column is mass. For the ""SEARCH"" function, saponins are searched against parent ions with certain mass tolerance in ""MS Ion Search"". Then, daughter ions with certain mass tolerance are input into ""MS/MS Ion Search"". The optimal candidates were screened out according to the match count and match rate values in comparison with fragment data in database. Additionally, another logistic regression model completely differentiated between parent and sugar fragment ions. This function designed in front web is conducive to search and recheck. With the ""METABOLITE"" function, saponins are searched using their common names, where both full and partial name searches are supported. With these modes, saponins of diverse chemical composition can be explored, grouped and identified with a high degree of predictive accuracy. This specialized database would aid in the identification of saponins in complex matrices particular in the study of traditional Chinese medicines or plant metabolomics.",SMSD,0.893061325,saponin mass spectrometry database,0.897874147,saponin mass spectrometry database,0.897874147,1,NA,NA,low_prob_best_name,do not remove,NA,NA,NA,NA,NA,6/3/2020
29625201,http://bioinfo.imtech.res.in/manojk/sarna,"saRNAdb: Resource of Small Activating RNAs for Up-regulating the Gene Expression. RNA activation (RNAa) is the process of enhancing selective gene expression at transcriptional level using double-stranded RNAs, targeting gene promoter. These RNA molecules are usually 21 nucleotides long and termed as small activating RNAs (saRNAs). They are involved in gene regulation, epigenetics, gain-of-function studies and have potential therapeutic applications for various diseases especially cancer. RNAa is opposite to RNA interference in functionality; however, both processes share some protein machinery. There are many RNA interference centered online resources but no one for saRNAs; therefore, we developed ""saRNAdb"" database (http://bioinfo.imtech.res.in/manojk/sarna/). It contains 2150 manually curated saRNA entries with detailed information about their nucleotide sequences, activities, corresponding target gene, promoter and other experimental data. Besides, saRNA-promoter binding location, predicted saRNA features, tools (off-target, map) and RNAa-related proteins with their interacting partners are provided. saRNAdb is expected to assist in RNA research especially for nucleic acid-based therapeutics development.",saRNAdb,0.994530654,NA,0,saRNAdb,0.994530654,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/3/2018
33416848,http://sars3d.com,"SARS-CoV-2 3D database: understanding the coronavirus proteome and evaluating possible drug targets. The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is a rapidly growing infectious disease, widely spread with high mortality rates. Since the release of the SARS-CoV-2 genome sequence in March 2020, there has been an international focus on developing target-based drug discovery, which also requires knowledge of the 3D structure of the proteome. Where there are no experimentally solved structures, our group has created 3D models with coverage of 97.5% and characterized them using state-of-the-art computational approaches. Models of protomers and oligomers, together with predictions of substrate and allosteric binding sites, protein-ligand docking, SARS-CoV-2 protein interactions with human proteins, impacts of mutations, and mapped solved experimental structures are freely available for download. These are implemented in SARS CoV-2 3D, a comprehensive and user-friendly database, available at https://sars3d.com/. This provides essential information for drug discovery, both to evaluate targets and design new potential therapeutics.",SARS CoV-2,0.557417756,NA,0,SARS CoV-2,0.557417756,1,NA,NA,low_prob_best_name,do not remove,NA,NA,NA,NA,NA,3/1/2021
33553941,http://sarscovidb.org,"SARSCOVIDB-A New Platform for the Analysis of the Molecular Impact of SARS-CoV-2 Viral Infection. The COVID-19 pandemic caused by the new coronavirus (SARS-CoV-2) has become a global emergency issue for public health. This threat has led to an acceleration in related research and, consequently, an unprecedented volume of clinical and experimental data that include changes in gene expression resulting from infection. The SARS-CoV-2 infection database (SARSCOVIDB: https://sarscovidb.org/) was created to mitigate the difficulties related to this scenario. The SARSCOVIDB is an online platform that aims to integrate all differential gene expression data, at messenger RNA and protein levels, helping to speed up analysis and research on the molecular impact of COVID-19. The database can be searched from different experimental perspectives and presents all related information from published data, such as viral strains, hosts, methodological approaches (proteomics or transcriptomics), genes/proteins, and samples (clinical or experimental). All information was taken from 24 articles related to analyses of differential gene expression out of 5,554 COVID-19/SARS-CoV-2-related articles published so far. The database features 12,535 genes whose expression has been identified as altered due to SARS-CoV-2 infection. Thus, the SARSCOVIDB is a new resource to support the health workers and the scientific community in understanding the pathogenesis and molecular impact caused by SARS-CoV-2.",SARSCOVIDB,0.995992124,infection database,0.97165823,SARSCOVIDB,0.995992124,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/21/2021
26527728,http://crdd.osdd.net/raghava/satpdb,"SATPdb: a database of structurally annotated therapeutic peptides. SATPdb (http://crdd.osdd.net/raghava/satpdb/) is a database of structurally annotated therapeutic peptides, curated from 22 public domain peptide databases/datasets including 9 of our own. The current version holds 19192 unique experimentally validated therapeutic peptide sequences having length between 2 and 50 amino acids. It covers peptides having natural, non-natural and modified residues. These peptides were systematically grouped into 10 categories based on their major function or therapeutic property like 1099 anticancer, 10585 antimicrobial, 1642 drug delivery and 1698 antihypertensive peptides. We assigned or annotated structure of these therapeutic peptides using structural databases (Protein Data Bank) and state-of-the-art structure prediction methods like I-TASSER, HHsearch and PEPstrMOD. In addition, SATPdb facilitates users in performing various tasks that include: (i) structure and sequence similarity search, (ii) peptide browsing based on their function and properties, (iii) identification of moonlighting peptides and (iv) searching of peptides having desired structure and therapeutic activities. We hope this database will be useful for researchers working in the field of peptide-based therapeutics.",SATPdb,0.998526931,NA,0,SATPdb,0.998526931,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/2/2015
24504151,http://www.bioafrica.net/regadb,"Southern African Treatment Resistance Network (SATuRN) RegaDB HIV drug resistance and clinical management database: supporting patient management, surveillance and research in southern Africa. Substantial amounts of data have been generated from patient management and academic exercises designed to better understand the human immunodeficiency virus (HIV) epidemic and design interventions to control it. A number of specialized databases have been designed to manage huge data sets from HIV cohort, vaccine, host genomic and drug resistance studies. Besides databases from cohort studies, most of the online databases contain limited curated data and are thus sequence repositories. HIV drug resistance has been shown to have a great potential to derail the progress made thus far through antiretroviral therapy. Thus, a lot of resources have been invested in generating drug resistance data for patient management and surveillance purposes. Unfortunately, most of the data currently available relate to subtype B even though >60% of the epidemic is caused by HIV-1 subtype C. A consortium of clinicians, scientists, public health experts and policy markers working in southern Africa came together and formed a network, the Southern African Treatment and Resistance Network (SATuRN), with the aim of increasing curated HIV-1 subtype C and tuberculosis drug resistance data. This article describes the HIV-1 data curation process using the SATuRN Rega database. The data curation is a manual and time-consuming process done by clinical, laboratory and data curation specialists. Access to the highly curated data sets is through applications that are reviewed by the SATuRN executive committee. Examples of research outputs from the analysis of the curated data include trends in the level of transmitted drug resistance in South Africa, analysis of the levels of acquired resistance among patients failing therapy and factors associated with the absence of genotypic evidence of drug resistance among patients failing therapy. All these studies have been important for informing first- and second-line therapy. This database is a free password-protected open source database available on www.bioafrica.net. Database URL: http://www.bioafrica.net/regadb/",SATuRN,0.765131068,African Treatment Resistance Network,0.749985605,SATuRN,0.765131068,1,NA,NA,low_prob_best_name,do not remove,NA,NA,NA,NA,NA,2/6/2014
33177514,http://doi.org/10.35115/37n9-5738,"SAVI, in silico generation of billions of easily synthesizable compounds through expert-system type rules. We have made available a database of over 1 billion compounds predicted to be easily synthesizable, called Synthetically Accessible Virtual Inventory (SAVI). They have been created by a set of transforms based on an adaptation and extension of the CHMTRN/PATRAN programming languages describing chemical synthesis expert knowledge, which originally stem from the LHASA project. The chemoinformatics toolkit CACTVS was used to apply a total of 53 transforms to about 150,000 readily available building blocks (enamine.net). Only single-step, two-reactant syntheses were calculated for this database even though the technology can execute multi-step reactions. The possibility to incorporate scoring systems in CHMTRN allowed us to subdivide the database of 1.75 billion compounds in sets according to their predicted synthesizability, with the most-synthesizable class comprising 1.09 billion synthetic products. Properties calculated for all SAVI products show that the database should be well-suited for drug discovery. It is being made publicly available for free download from https://doi.org/10.35115/37n9-5738.",SAVI,0.993400097,Synthetically Accessible Virtual Inventory,0.951206068,SAVI,0.993400097,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/11/2020
21948792,http://bugs.sgul.ac.uk/bugsbase,"BÃÂÃÂ¼G@Sbase--a microbial gene expression and comparative genomic database. The reducing cost of high-throughput functional genomic technologies is creating a deluge of high volume, complex data, placing the burden on bioinformatics resources and tool development. The Bacterial Microarray Group at St George's (BÃÂÃÂ¼G@S) has been at the forefront of bacterial microarray design and analysis for over a decade and while serving as a hub of a global network of microbial research groups has developed BÃÂÃÂ¼G@Sbase, a microbial gene expression and comparative genomic database. BÃÂÃÂ¼G@Sbase (http://bugs.sgul.ac.uk/bugsbase/) is a web-browsable, expertly curated, MIAME-compliant database that stores comprehensive experimental annotation and multiple raw and analysed data formats. Consistent annotation is enabled through a structured set of web forms, which guide the user through the process following a set of best practices and controlled vocabulary. The database currently contains 86 expertly curated publicly available data sets (with a further 124 not yet published) and full annotation information for 59 bacterial microarray designs. The data can be browsed and queried using an explorer-like interface; integrating intuitive tree diagrams to present complex experimental details clearly and concisely. Furthermore the modular design of the database will provide a robust platform for integrating other data types beyond microarrays into a more Systems analysis based future.",Sbase,0.948678176,Bacterial Microarray,0.667608842,Sbase,0.948678176,1,NA,NA,low_prob_best_name,remove,NA,NA,FALSE POS: PARTIAL NAME,NA,NA,9/24/2011
29059366,http://sbcddb.moffitt.org,"SBCDDB: Sleeping Beauty Cancer Driver Database for gene discovery in mouse models of human cancers. Large-scale oncogenomic studies have identified few frequently mutated cancer drivers and hundreds of infrequently mutated drivers. Defining the biological context for rare driving events is fundamentally important to increasing our understanding of the druggable pathways in cancer. Sleeping Beauty (SB) insertional mutagenesis is a powerful gene discovery tool used to model human cancers in mice. Our lab and others have published a number of studies that identify cancer drivers from these models using various statistical and computational approaches. Here, we have integrated SB data from primary tumor models into an analysis and reporting framework, the Sleeping Beauty Cancer Driver DataBase (SBCDDB, http://sbcddb.moffitt.org), which identifies drivers in individual tumors or tumor populations. Unique to this effort, the SBCDDB utilizes a single, scalable, statistical analysis method that enables data to be grouped by different biological properties. This allows for SB drivers to be evaluated (and re-evaluated) under different contexts. The SBCDDB provides visual representations highlighting the spatial attributes of transposon mutagenesis and couples this functionality with analysis of gene sets, enabling users to interrogate relationships between drivers. The SBCDDB is a powerful resource for comparative oncogenomic analyses with human cancer genomics datasets for driver prioritization.",SBCDDB,0.994983792,Sleeping Beauty Cancer Driver Database,0.762524348,SBCDDB,0.994983792,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/2018
24563838,http://aftol.umn.edu,"Research and teaching with the AFTOL SBD: an informatics resource for fungal subcellular and biochemical data. The Structural and Biochemical Database (SBD), developed as part of the US NSF-funded Assembling the Fungal Tree of Life (AFTOL), is a multi-investigator project. It is a major resource to present and manage morphological and biochemical information on Fungi and serves as a phyloinformatics tool for the scientific community. It also is an important resource for teaching mycology. The database, available at http://aftol.umn.edu, includes new and previously published subcellular data on Fungi, supplemented with images and literature links. Datasets automatically combined in NEXUS format from the site permit independent and combined (with molecular data) phylogenetic analyses. Character lists, a major feature of the site, serve as primary reference documents of subcellular and biochemical characters that distinguish taxa across the major fungal lineages. The character lists illustrated with images and drawings are informative for evolutionary and developmental biologists as well as educators, students and the public. Fungal Subcellular Ontology (FSO), developed as part of this effort is a primary initiative to provide a controlled vocabulary describing subcellular structures unique to Fungi. FSO establishes a full complement of terms that provide an operating ontological framework for the database. Examples are provided for using the database for teaching.",SBD,0.975190625,Structural and Biochemical Database,0.948247939,SBD,0.975190625,1,NA,NA,low_prob_best_name,remove,NA,NA,FALSE POS: PARTIAL NAME,NA,NA,11/29/2013
21472436,http://sbkb.org,"The Structural Biology Knowledgebase: a portal to protein structures, sequences, functions, and methods. The Protein Structure Initiative's Structural Biology Knowledgebase (SBKB, URL: http://sbkb.org ) is an open web resource designed to turn the products of the structural genomics and structural biology efforts into knowledge that can be used by the biological community to understand living systems and disease. Here we will present examples on how to use the SBKB to enable biological research. For example, a protein sequence or Protein Data Bank (PDB) structure ID search will provide a list of related protein structures in the PDB, associated biological descriptions (annotations), homology models, structural genomics protein target status, experimental protocols, and the ability to order available DNA clones from the PSI:Biology-Materials Repository. A text search will find publication and technology reports resulting from the PSI's high-throughput research efforts. Web tools that aid in research, including a system that accepts protein structure requests from the community, will also be described. Created in collaboration with the Nature Publishing Group, the Structural Biology Knowledgebase monthly update also provides a research library, editorials about new research advances, news, and an events calendar to present a broader view of structural genomics and structural biology.",SBKB,0.985803445,Structural Biology Knowledgebase,0.919640875,SBKB,0.985803445,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/7/2011
26647370,http://webapp.cabgrid.res.in/sbmdb,"SBMDb: first whole genome putative microsatellite DNA marker database of sugarbeet for bioenergy and industrial applications. . DNA marker plays important role as valuable tools to increase crop productivity by finding plausible answers to genetic variations and linking the Quantitative Trait Loci (QTL) of beneficial trait. Prior approaches in development of Short Tandem Repeats (STR) markers were time consuming and inefficient. Recent methods invoking the development of STR markers using whole genomic or transcriptomics data has gained wide importance with immense potential in developing breeding and cultivator improvement approaches. Availability of whole genome sequences and in silico approaches has revolutionized bulk marker discovery. We report world's first sugarbeet whole genome marker discovery having 145ÃÂ¢ÃÂÃÂK markers along with 5ÃÂ¢ÃÂÃÂK functional domain markers unified in common platform using MySQL, Apache and PHP in SBMDb. Embedded markers and corresponding location information can be selected for desired chromosome, location/interval and primers can be generated using Primer3 core, integrated at backend. Our analyses revealed abundance of 'mono' repeat (76.82%) over 'di' repeats (13.68%). Highest density (671.05 markers/Mb) was found in chromosome 1 and lowest density (341.27 markers/Mb) in chromosome 6. Current investigation of sugarbeet genome marker density has direct implications in increasing mapping marker density. This will enable present linkage map having marker distance of ÃÂ¢ÃÂÃÂ¼2ÃÂ¢ÃÂÃÂcM, i.e. from 200 to 2.6ÃÂ¢ÃÂÃÂKb, thus facilitating QTL/gene mapping. We also report e-PCR-based detection of 2027 polymorphic markers in panel of five genotypes. These markers can be used for DUS test of variety identification and MAS/GAS in variety improvement program. The present database presents wide source of potential markers for developing and implementing new approaches for molecular breeding required to accelerate industrious use of this crop, especially for sugar, health care products, medicines and color dye. Identified markers will also help in improvement of bioenergy trait of bioethanol and biogas production along with reaping advantage of crop efficiency in terms of low water and carbon footprint especially in era of climate change. Database URL: http://webapp.cabgrid.res.in/sbmdb/.",SBMDb,0.995680153,NA,0,SBMDb,0.995680153,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/8/2015
26590403,http://sbrblood.nhgri.nih.gov,"SBR-Blood: systems biology repository for hematopoietic cells. Extensive research into hematopoiesis (the development of blood cells) over several decades has generated large sets of expression and epigenetic profiles in multiple human and mouse blood cell types. However, there is no single location to analyze how gene regulatory processes lead to different mature blood cells. We have developed a new database framework called hematopoietic Systems Biology Repository (SBR-Blood), available online at http://sbrblood.nhgri.nih.gov, which allows user-initiated analyses for cell type correlations or gene-specific behavior during differentiation using publicly available datasets for array- and sequencing-based platforms from mouse hematopoietic cells. SBR-Blood organizes information by both cell identity and by hematopoietic lineage. The validity and usability of SBR-Blood has been established through the reproduction of workflows relevant to expression data, DNA methylation, histone modifications and transcription factor occupancy profiles.",SBR-Blood,0.985119432,hematopoietic Systems Biology Repository,0.887098688,SBR-Blood,0.985119432,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/20/2015
"21398668, 25300483",http://bioinfo-pharma.u-strasbg.fr/scPDB,"sc-PDB: a database for identifying variations and multiplicity of 'druggable' binding sites in proteins. Background The sc-PDB database is an annotated archive of druggable binding sites extracted from the Protein Data Bank. It contains all-atoms coordinates for 8166 protein-ligand complexes, chosen for their geometrical and physico-chemical properties. The sc-PDB provides a functional annotation for proteins, a chemical description for ligands and the detailed intermolecular interactions for complexes. The sc-PDB now includes a hierarchical classification of all the binding sites within a functional class. Method The sc-PDB entries were first clustered according to the protein name indifferent of the species. For each cluster, we identified dissimilar sites (e.g. catalytic and allosteric sites of an enzyme). SCOPE AND APPLICATIONS: The classification of sc-PDB targets by binding site diversity was intended to facilitate chemogenomics approaches to drug design. In ligand-based approaches, it avoids comparing ligands that do not share the same binding site. In structure-based approaches, it permits to quantitatively evaluate the diversity of the binding site definition (variations in size, sequence and/or structure). Availability The sc-PDB database is freely available at: http://bioinfo-pharma.u-strasbg.fr/scPDB.",sc-PDB,0.996898383,NA,0,sc-PDB,0.996898383,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/9/2014
24991975,http://bioinfo-pharma.u-strasbg.fr/scPDBFrag,"sc-PDB-Frag: a database of protein-ligand interaction patterns for Bioisosteric replacements. Bioisosteric replacement plays an important role in medicinal chemistry by keeping the biological activity of a molecule while changing either its core scaffold or substituents, thereby facilitating lead optimization and patenting. Bioisosteres are classically chosen in order to keep the main pharmacophoric moieties of the substructure to replace. However, notably when changing a scaffold, no attention is usually paid as whether all atoms of the reference scaffold are equally important for binding to the desired target. We herewith propose a novel database for bioisosteric replacement (scPDBFrag), capitalizing on our recently published structure-based approach to scaffold hopping, focusing on interaction pattern graphs. Protein-bound ligands are first fragmented and the interaction of the corresponding fragments with their protein environment computed-on-the-fly. Using an in-house developed graph alignment tool, interaction patterns graphs can be compared, aligned, and sorted by decreasing similarity to any reference. In the herein presented sc-PDB-Frag database ( http://bioinfo-pharma.u-strasbg.fr/scPDBFrag ), fragments, interaction patterns, alignments, and pairwise similarity scores have been extracted from the sc-PDB database of 8077 druggable protein-ligand complexes and further stored in a relational database. We herewith present the database, its Web implementation, and procedures for identifying true bioisosteric replacements based on conserved interaction patterns.",sc-PDB-Frag,0.918389161,NA,0,sc-PDB-Frag,0.918389161,1,NA,NA,low_prob_best_name,do not remove,NA,NA,NA,NA,NA,7/17/2014
33010177,http://easybioai.com/sc2disease,"SC2disease: a manually curated database of single-cell transcriptome for human diseases. SC2disease (http://easybioai.com/sc2disease/) is a manually curated database that aims to provide a comprehensive and accurate resource of gene expression profiles in various cell types for different diseases. With the development of single-cell RNA sequencing (scRNA-seq) technologies, uncovering cellular heterogeneity of different tissues for different diseases has become feasible by profiling transcriptomes across cell types at the cellular level. In particular, comparing gene expression profiles between different cell types and identifying cell-type-specific genes in various diseases offers new possibilities to address biological and medical questions. However, systematic, hierarchical and vast databases of gene expression profiles in human diseases at the cellular level are lacking. Thus, we reviewed the literature prior to March 2020 for studies which used scRNA-seq to study diseases with human samples, and developed the SC2disease database to summarize all the data by different diseases, tissues and cell types. SC2disease documents 946 481 entries, corresponding to 341 cell types, 29 tissues and 25 diseases. Each entry in the SC2disease database contains comparisons of differentially expressed genes between different cell types, tissues and disease-related health status. Furthermore, we reanalyzed gene expression matrix by unified pipeline to improve the comparability between different studies. For each disease, we also compare cell-type-specific genes with the corresponding genes of lead single nucleotide polymorphisms (SNPs) identified in genome-wide association studies (GWAS) to implicate cell type specificity of the traits.",SC2disease,0.997551847,NA,0,SC2disease,0.997551847,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/2021
34046592,"http://structurome.bb.iastate.edu/sars-cov-2, http://structurome.bb.iastate.edu/sars-cov-2-global-model-comparisons","A map of the SARS-CoV-2 RNA structurome. SARS-CoV-2 has exploded throughout the human population. To facilitate efforts to gain insights into SARS-CoV-2 biology and to target the virus therapeutically, it is essential to have a roadmap of likely functional regions embedded in its RNA genome. In this report, we used a bioinformatics approach, ScanFold, to deduce the local RNA structural landscape of the SARS-CoV-2 genome with the highest likelihood of being functional. We recapitulate previously-known elements of RNA structure and provide a model for the folding of an essential frameshift signal. Our results find that SARS-CoV-2 is greatly enriched in unusually stable and likely evolutionarily ordered RNA structure, which provides a large reservoir of potential drug targets for RNA-binding small molecules. Results are enhanced via the re-analyses of publicly-available genome-wide biochemical structure probing datasets that are broadly in agreement with our models. Additionally, ScanFold was updated to incorporate experimental data as constraints in the analysis to facilitate comparisons between ScanFold and other RNA modelling approaches. Ultimately, ScanFold was able to identify eight highly structured/conserved motifs in SARS-CoV-2 that agree with experimental data, without explicitly using these data. All results are made available via a public database (the RNAStructuromeDB: https://structurome.bb.iastate.edu/sars-cov-2) and model comparisons are readily viewable at https://structurome.bb.iastate.edu/sars-cov-2-global-model-comparisons.",ScanFold,0.918983519,NA,0,ScanFold,0.918983519,1,NA,NA,low_prob_best_name,remove,NA,NA,FALSE POS: CLASS,NA,NA,5/22/2021
