original_record_num,record_index,database_name,long_database_name,pmids,pmid_count,original_url
4252,1878,,segpath-t,36873900,1,
4253,1879,pum,,37414823,1,
4254,1880,coser,,40301713,1,
4258,1881,,figshare,36433993,1,
4259,1882,tx3,,39259934,1,
4260,1883,,hla-hd-f,38907890,1,
4261,1884,bfi,,37142360,1,
4263,1885,,high-pressure elemental xstals,38997300,1,
4264,1886,,fixingtaxontracer,40493136,1,
4265,1887,iga-ddpg,,40346170,1,
4266,1888,,peer-dependent scheduling and allocation scheme,40281126,1,
4268,1889,defi,,39820061,1,
4270,1890,,htcas12a,39030018,1,
4271,1891,but pdb,,36137552,1,
4272,1892,try,,38273575,1,
4273,1893,,mpaesim,35255810,1,
4274,1894,nctc,,40279043,1,
4275,1895,,alloysustainability,39966389,1,
4276,1896,hlca,,37291214,1,
4277,1897,nch,,35853958,1,
4279,1898,rccs,,39589995,1,
4280,1899,,naturalist-o,39186522,1,
4281,1900,svi,,35895741,1,
4284,1901,,ubggset,38438364,1,
4287,1902,,adiomicshub,38087062,1,
4288,1903,,aqsoldb,40259418,1,
4289,1904,twas,,37658226,1,
4290,1905,obdm,,40121504,1,
4291,1906,,snpversity,39611775,1,
4292,1907,,soil erosion susceptibility maps and rasters dataset,39809781,1,
4294,1908,,antimicrobial peptides database,36834553,1,
4295,1909,i-tag,,38916991,1,
4298,1910,adacnn,,35042894,1,
4300,1911,,muxtalk,37953325,1,
4301,1912,jmdc,,35370187,1,
4302,1913,,discover,36978419,1,
4303,1914,,compound specialization,37208694,1,
4304,1915,cbvd-5,,39134549,1,
4305,1916,reset,,40163043,1,
4307,1917,,cardiac arrest registry to,35387734,1,
4308,1918,gen,,39880958,1,
4310,1919,wise,,39448623,1,
4311,1920,,algorithm network environment,35896020,1,
4312,1921,dmm,,36314583,1,
4313,1922,guiku1,,40327509,1,
4314,1923,itic,,37723201,1,
4315,1924,l-scie,,35104413,1,
4316,1925,air-p,,38794841,1,
4318,1926,,stack overflow,36202960,1,
4319,1927,,inzolia,38678031,1,
4320,1928,,lakepulse,37524802,1,
4321,1929,mzusp,,40173841,1,
4322,1930,,marmoset brain mri dataset,37105968,1,
4324,1931,,i>osteoevidence</i,40511584,1,
4325,1932,ippras,,37372123,1,
4326,1933,grnwrz,,36522353,1,
4327,1934,,anesthesia decision analysis platform,38528564,1,
4328,1935,omo 79,,37658122,1,
4330,1936,pca203,,35731221,1,
4333,1937,rsgp,,39085892,1,
4334,1938,placid,,38653014,1,
4335,1939,italica,,39910077,1,
4336,1940,,sismalp,39592620,1,
4337,1941,hlstmbd,,35388048,1,
4340,1942,pqr,,40177811,1,
4344,1943,ssfcd,,39468204,1,
4345,1944,,ti3d-contact,40102456,1,
4347,1945,hgkr,,37117327,1,
4348,1946,,on-harmony,40216796,1,
4349,1947,ifos,,36556360,1,
4350,1948,stuvw,,36973698,1,
4351,1949,ecn,,37800393,1,
4357,1950,0000,,35845738,1,
4359,1951,momfa,,40348905,1,
4360,1952,annotex,,38166563,1,
4361,1953,pics2,,37816350,1,
4364,1954,gcnmlp,,36516131,1,
4365,1955,,multiple micronutrient antenatal preparation,36655375,1,
4366,1956,,dynamic resource allocation,40195424,1,
4367,1957,hcsif,,39592634,1,
4368,1958,,araquant,36099417,1,
4369,1959,ciban,,38921549,1,
4370,1960,,system for clinical concept searching,37723446,1,
4371,1961,,rowth and luminescence observatory for roots,36047575,1,
4372,1962,,idirectional encoder representations from,39424853,1,
4374,1963,,spatiotemporal genomic and cellular analysis,37819930,1,
4376,1964,,smart-seq+5,39837330,1,
4377,1965,,plantgenie,39279509,1,
4382,1966,ner,,39622400,1,
4383,1967,,breaks labeling,35821502,1,
4384,1968,hnb,,38427620,1,
4385,1969,igwo,,39730485,1,
4386,1970,ceicg,,39661617,1,
4388,1971,sji,,39773281,1,
4389,1972,,stadsnatuur rotterdam,35437393,1,
4390,1973,trn,,38349131,1,
4394,1974,,slim-orbitrap,37307303,1,
4395,1975,pas,,40408641,1,
4396,1976,t1d,,39467874,1,
4397,1977,,gate dna,37778181,1,
4398,1978,aspefm,,38565568,1,
4399,1979,,salmonella virulence,39448688,1,
4400,1980,phn,,36401161,1,
4403,1981,ds-drn,,40221608,1,
4404,1982,bioner,,38066007,1,
4405,1983,,nexplorer,35415691,1,
4406,1984,,sufficiency policy database,35474880,1,
4407,1985,,collaborative mining and filtering process,36093493,1,
4408,1986,,tailored,38478526,1,
4409,1987,ratio,,38996838,1,
4410,1988,,active rotational-vibrational,39341808,1,
4411,1989,screen,,37681418,1,
4412,1990,cwf,,38710786,1,
4415,1991,,compression,35136085,1,
4417,1992,,benthic,40357167,1,
4418,1993,ewa-db,,39632912,1,
4421,1994,,feelpix,37896470,1,
4422,1995,,simlex-999,37093824,1,
4427,1996,pimine,,38470439,1,
4428,1997,ticcom,,37438390,1,
4430,1998,,compendium of d&i catalogs represents a simple,40895450,1,
4435,1999,,oregon biodiversity genome project,37602732,1,
4436,2000,,facs)-enriched,38569548,1,
4440,2001,ibh,,36849471,1,
4441,2002,resp-lens,respiratory virus laboratory emergency department network surveillance,37848896,1,
4442,2003,esps | snds,,40175586,1,
4443,2004,cbam,hybrid attention convolutional neural network | convolutional neural network models | convolutional neural network | efficienctnet | shufflenetv1 | mobilenetv3,39880865,1,
4444,2005,eras,,38488251,1,
4445,2006,homo-lumo,,37210383,1,
4446,2007,,human leukocyte antigen,36620582,1,
4447,2008,,peptidoformviz,36243775,1,
4451,2009,,tumor-infiltrating b cells play a significant role in tumor development,39406187,1,
4453,2010,hcru,,39340826,1,
4454,2011,fmc,north yorkshire moors,39242603,1,
4455,2012,,curatedpcadata,37407670,1,
4459,2013,,daniotalk,37539027,1,
4460,2014,,squeezemeta,38063370,1,
4461,2015,,trilomorph,38030629,1,
4462,2016,,giardia,35196325,1,
4464,2017,cinahl | rct,ptsd-repository | psycinfo,37769048,1,
4465,2018,ftir | st650,,40259416,1,
4468,2019,vaw,global plan of action on violence accountability measures as a starting point,37556115,1,
4469,2020,trrust,,36114445,1,
4471,2021,t&m,,38064200,1,
4472,2022,gbp/1c,andean fever tree | promethion,36950143,1,
4475,2023,splice,spectral library of immune cells | uniprotkb | reactome,40210874,1,
4476,2024,its2 | gag,,37261838,1,
4478,2025,sa,,36311644,1,
4480,2026,estro | sln | direct,,39080795,1,
4482,2027,scale,mouse aging cell atlas,37524436,1,
4483,2028,gly191,p.[(trp231ter,35853340,1,
4485,2029,,for health research health informatics,35738723,1,
4486,2030,giant,,39965934,1,
4490,2031,,a large-scale | northern california kaiser permanente hospitals,38524309,1,
4493,2032,unitcr,,38688285,1,
4494,2033,exmdb,,38360815,1,
4498,2034,stemi | ncdr,,36099978,1,
4501,2035,kegg,,37443790,1,
4502,2036,sosa | gbif,squirrels of south asia,38312334,1,
4503,2037,rgag,,39426464,1,
4506,2038,,global soil virus atlas,38902374,1,
4508,2039,,pubchem | uniprot | glytoucan | glycosmos,37673902,1,
4509,2040,,palliative care consult team | median palliative performance scale,36789226,1,
4510,2041,ibt,,37149676,1,
4511,2042,,genelab,39558178,1,
4514,2043,pom,,40000672,1,
4519,2044,soc,,35610235,1,
4521,2045,,first responders educational campaign,37887673,1,
4531,2046,,european centre for medium-range weather forecasts,36823221,1,
4534,2047,singular,,39264584,1,
4535,2048,bari,,35725848,1,
4537,2049,emoc,,37872185,1,
4538,2050,gbif,,40329811,1,
4542,2051,,pancreas embryonic cell atlas,35037942,1,
4545,2052,pat | spot,,35365676,1,
4547,2053,,cellnetdb,38347596,1,
4548,2054,eggnog,transrate,38724521,1,
4550,2055,,cellhint,38134877,1,
4552,2056,cog,,39003315,1,
4553,2057,a5ss,viruscircbase,37725485,1,
4555,2058,this | uses,parsbert,38905214,1,
4556,2059,,world health organization recommends that cervical cancer screening programs incorporate hpv dna testing,36562325,1,
4561,2060,,hydroxypropionate/4,38185001,1,
4566,2061,,cystic fibrosis foundation patient registry,34679174,1,
4567,2062,,australian food composition database,39332377,1,
4572,2063,cost,conserveplants,39414803,1,
4573,2064,cpb,,39971983,1,
4574,2065,td-abc | u)hf,,37956888,1,
4575,2066,,flysta3d-v2,40578340,1,
4577,2067,topmed,metastaar | trans omics for precision medicine,36564505,1,
4578,2068,ird | polgenom,p.(leu541pro,39202371,1,
4579,2069,,european food safety authority,38923903,1,
4582,2070,mincan,,38514693,1,
4584,2071,mgb,,36040790,1,
4588,2072,4·2,pharmaceutical benefits scheme,37269845,1,
4590,2073,,publically available,37401008,1,
4592,2074,mpeas | mpea,,39105062,1,
4594,2075,r&d,,35599136,1,
4595,2076,,e</sup>=<i,39252774,1,
4596,2077,smr,,36270998,1,
4597,2078,,inorganic crystal structure database | mongodb,38253529,1,
4598,2079,micf | crlf1,turboid,40301568,1,
4599,2080,,mirbase,35124290,1,
4600,2081,,interactprint,38614094,1,
4601,2082,sgmd,sorghum genomics and mutation database,40055894,1,
4602,2083,phyafb,,38040713,1,
4606,2084,,human skin permeation test,35599823,1,
4608,2085,idhmut | gtabdb,,38205245,1,
4609,2086,,card agglutination test for | catt/<i,38254411,1,
4611,2087,gnps,,38123557,1,
4615,2088,hetil,,38762876,1,
4616,2089,qit-cemc,,39762327,1,
4617,2090,arcgis,nature conservancy's northeast aquatic connectivity study which considered factors relating to river connectivity and watershed quality,38042076,1,
4620,2091,ipec,,39074503,1,
4621,2092,kaamer,,35650262,1,
4623,2093,sudep | msdr | r01,"~1/1,000 | multimodal sudep data resource",36059922,1,
4624,2094,ebrains,timm-nissl atlas,36944675,1,
4626,2095,hcb | pfos,,38271818,1,
4631,2096,iaa | kegg,,36846778,1,
4634,2097,h+,o-acetylserine(thiol)lyase,39435638,1,
4635,2098,gencode,,35044822,1,
4636,2099,mcgill,,38911529,1,
4637,2100,defcrit,,38190831,1,
4640,2101,tdrnap,tdrnaps,37978180,1,
4641,2102,socf,de)multiplexers,37142618,1,
4642,2103,pdbe,alphafold | 3d-beacons network to reach the broader scientific community through platforms such as,36012140,1,
4643,2104,gnps | iqamdb,,35668110,1,
4645,2105,,lotka-volterra,35143846,1,
4646,2106,slsa | gml | dnn,,37667031,1,
4647,2107,,modified fuzzy c-means,40108296,1,
4648,2108,abolish | ligase,,36651308,1,
4649,2109,cribomics,,35062088,1,
4650,2110,growdb,genome resolved open watersheds database,39567690,1,
4651,2111,bold,diapriidae,39371081,1,
4652,2112,dlhm,,38437255,1,
4653,2113,cdk,sc-mtop,37880211,1,
4654,2114,bigg,,39715240,1,
4655,2115,ghs,,40288852,1,
4656,2116,nsp1,,37896813,1,
4657,2117,ega,proteomexchange,39371417,1,
4658,2118,masd | cots,marine animal saponin database,39387871,1,
4659,2119,,vienna drosophila resource center,34718559,1,
4660,2120,yolov4 | yolo,you only look once,39633811,1,
4661,2121,elsg,early-life skin genomes,37946302,1,
4662,2122,,rheumatic and autoimmune diseases | pubpular,37356495,1,
4663,2123,anme,,37684262,1,
4664,2124,,convlstm,39994432,1,
4665,2125,nr1d1,,39519363,1,
4666,2126,,autotax,36406450,1,
4667,2127,arcgis,,40240383,1,
4668,2128,,incorporating artificial intelligence,39208265,1,
4669,2129,rdb,nextprot,37340506,1,
4670,2130,cengen,neuronal gene expression map and network,38421866,1,
4671,2131,cfdna,,37455222,1,
4672,2132,,gsc_monkey_1.0,35456378,1,
4673,2133,fsrf | eemsr,,37422490,1,
4674,2134,its-1_5.8s_its-2,its-2-rrna | primertc,38733216,1,
4675,2135,key,,35538374,1,
4677,2136,hgdp | gnomad,genome aggregation database,38749656,1,
4678,2137,pfam | lbd,,34424339,1,
4679,2138,epo,,36095527,1,
4680,2139,silva | rdp | gtdb,ribosomal database project | and genome taxonomy database,37258857,1,
4681,2140,mimic | cms,,36996758,1,
4682,2141,gmc | impc,german mouse clinic | international mouse phenotyping consortium | kansl1l,37160609,1,
4683,2142,insdc,international nucleotide sequence database collaboration,39339901,1,
4684,2143,pdb,alphafold | autodock,38160287,1,
4685,2144,tacn,,37537703,1,
4686,2145,kegg | omim,,38733902,1,
4687,2146,hsv1,,35866706,1,
4688,2147,slam,,35047564,1,
4689,2148,,imagenet,35260616,1,
4690,2149,nprc,,38635816,1,
4691,2150,padel,,39602490,1,
4692,2151,,retinanet,39176574,1,
4693,2152,bmrb | pdb,,38177162,1,
4694,2153,gbif | obis,global biodiversity information facility | ocean biodiversity information system,38357419,1,
4695,2154,mvp,,36555185,1,
4696,2155,,nci's cloud resources | seven bridges cancer genomics cloud,38488504,1,
4697,2156,mrcmpsp | hqpso,,37898683,1,
4698,2157,fedex,,35916224,1,
4699,2158,mpann,,35768777,1,
4700,2159,guv,,35916307,1,
4701,2160,tcga | ualcan,cbioportal,39143966,1,
4703,2161,kpsc,,35277433,1,
4704,2162,cleo | geo | egeo,e.g.</i,36326108,1,
4706,2163,,materiominer,39389990,1,
4708,2164,refseq,,38980436,1,
4709,2165,glurp,,37751696,1,
4710,2166,,meta)data,40274834,1,
4711,2167,kgdnet | mimic,electronic health records | transformer,39455647,1,
4712,2168,lora,global navigation satellite system,39275439,1,
4713,2169,geoglam | mlhub | cgiar | iiasa | esa,,37440484,1,
4714,2170,stanmf,,39226356,1,
4715,2171,,-0.35 db,39849000,1,
4716,2172,bps,the health and environmental sciences | drugbank.ca,38636673,1,
4717,2173,,latent dirichlet allocation,39341246,1,
4718,2174,edhfr,,35835118,1,
4719,2175,,omicshield,39652598,1,
4720,2176,atpase,,38063437,1,
4721,2177,eccdna,,38538648,1,
4722,2178,,an entity-linking pipeline in adequacy with our end-application use case: real-time prediction and peak resiliency,39374247,1,
4723,2179,key,penicillium crustosum expression host in a,39046587,1,
4725,2180,,ziehl-neelsen method was used to prepare 362 slides,40521234,1,
4726,2181,clans,,39702046,1,
4727,2182,igsn | eurovolc,,40226443,1,
4728,2183,vqa | csa,,36441742,1,
4729,2184,,genome taxonomy database,35049120,1,
4730,2185,cut&run,,40013513,1,
4732,2186,bags,,35524337,1,
4733,2187,eko-35,efflux knockout-35,36065018,1,
4734,2188,ontocr,,36884279,1,
4735,2189,gbif | bien,,37900105,1,
4736,2190,sra,,36622170,1,
4738,2191,,ineurons,39636867,1,
4739,2192,,coupled model intercomparison project phase 6,37080986,1,
4740,2193,orf50,,40013795,1,
4741,2194,cdd,,39440482,1,
4742,2195,hiapp,,36638829,1,
4744,2196,,soybase,35361112,1,
4745,2197,tcga,the cancer genome atlas,39227745,1,
4746,2198,rho,,39653747,1,
4747,2199,gat,,39080339,1,
4748,2200,,cervical cell copy-pasting,38113684,1,
4750,2201,hra | hralit,,38834597,1,
4751,2202,dss,atacama,38736337,1,
4752,2203,yauca,,39211484,1,
4753,2204,scaddx,,38326757,1,
4754,2205,,conventional magnetic resonance imaging,38834674,1,
4755,2206,cure,quicksight,39670335,1,
4756,2207,tcga | cosmic | hpa | depmap,international cancer genome consortium | the cancer genome atlas | cbioportal | human protein atlas | gene expression profiling interactive analysis 2,37540443,1,
4757,2208,gmp,,39817820,1,
4758,2209,,while bacterial artificial chromosomes | bac restriction map database,37753479,1,
4759,2210,cper,,38408974,1,
4760,2211,csap,,37278513,1,
4761,2212,grcg6a,,38490983,1,
4762,2213,,kinview | prokino,35525549,1,
4764,2214,imfp,,37376953,1,
4765,2215,prrsv,,39310279,1,
4766,2216,lore,clinvar,39998433,1,
4767,2217,ahl | cari,,36475880,1,
4768,2218,bids,,35361782,1,
4769,2219,,gbif.org,38327382,1,
4770,2220,,som)-based deep reinforcement learning,40473689,1,
4772,2221,,bec-pred,38556873,1,
4773,2222,,coral reef arks,40588537,1,
4774,2223,nue,,37967146,1,
4775,2224,,tweetynet,35050849,1,
4776,2225,clec17a,qinghai-tibet,39048584,1,
4777,2226,,international weed genomics consortium,38802856,1,
4778,2227,,tfexplorer,40015273,1,
4780,2228,encode,,39638559,1,
4781,2229,,open&savepidlmru,37017258,1,
4782,2230,moc,,38393600,1,
4783,2231,sssavi,,38000387,1,
4784,2232,bc5cdr,biobert,36755230,1,
4785,2233,elp,,36526018,1,
4786,2234,,atlas of variant effects alliance,37394429,1,
4787,2235,prs,,38770718,1,
4788,2236,,microbial electrolysis cell,35297316,1,
4789,2237,,analytic hierarchy process,36575300,1,
4790,2238,lbd,,40114255,1,
4791,2239,,european nucleotide archive,35870891,1,
4792,2240,ldb | gnps | canb,lichen database | metabolights,39934125,1,
4793,2241,crbs | gan | bagan-gp,,38213883,1,
4794,2242,llc,,37542147,1,
4795,2243,,mcgowan,40245534,1,
4796,2244,bevs,,40065540,1,
4797,2245,qsrr,,40393240,1,
4798,2246,gbif | bmpo,brazilian mammal parasite occurrence data,37919263,1,
4800,2247,,lightgbm | catboost,38820435,1,
4801,2248,,global parkinson's genetics program,37788254,1,
4802,2249,gbif,global biodiversity information facility | parsegbif,38443673,1,
4803,2250,dda,2d rp-rp system demonstrated superior proteome coverage over single-shot data-dependent acquisition,38968027,1,
4805,2251,,human cell atlas adipose bionetwork,40360756,1,
4806,2252,oc,,38509422,1,
4807,2253,nsp12,,40213365,1,
4809,2254,,european medicines agency,39705554,1,
4810,2255,,central pannonian basin,39427032,1,
4811,2256,sgd | dnn | cnn | c-lstm,youtube | convolutional neural networks,39361557,1,
4812,2257,idc,digital imaging and communications in medicine,39443503,1,
4813,2258,,cell transcriptome atlas,36002881,1,
4814,2259,rmse,,39394400,1,
4815,2260,pnatdb | pronab,,37117054,1,
4816,2261,hfdb,,40197252,1,
4817,2262,gix,regulondb | stage-2,38771886,1,
4818,2263,dmrt1,,36330680,1,
4819,2264,,densenet,39738593,1,
4821,2265,cath,,35724625,1,
4822,2266,snomed-ct | hpo | lkb,electronic health records | linked knowledge base,39787917,1,
4823,2267,,thermomutdb | fireprotdb | prothermdb,38084013,1,
4824,2268,tcm-pcdl,,38428081,1,
4825,2269,srl,,37772729,1,
4826,2270,arm | dsp | pid | spi,digital signal processing,35544520,1,
4828,2271,,topological phonon database,38723072,1,
4829,2272,rrbs,,37805667,1,
4830,2273,,tawrky33,37248640,1,
4831,2274,mrio,,40312452,1,
4832,2275,,galaxy training network,35446428,1,
4833,2276,,global strategy for plant conservation | national cryogenebank facility at icar-nbpgr,39870154,1,
4834,2277,pfas,,38477530,1,
4835,2278,lig | μm,,38985448,1,
4836,2279,$,,34889452,1,
4837,2280,,importance</h4><i,38018981,1,
4838,2281,rps19,,38674377,1,
4839,2282,c-k,,35577821,1,
4840,2283,,neuropal,35643434,1,
4841,2284,gromacs | sapn,,38084728,1,
4842,2285,gemex,,35676295,1,
4843,2286,gstride | imu,,37626053,1,
4844,2287,ald,,37937382,1,
4845,2288,psbd,plant synthetic biodatabase,38297840,1,
4846,2289,omv | key,,38396192,1,
4847,2290,daa | pylrs,,37904728,1,
4848,2291,,africa-led plant genome collaboration produces a high-quality chromosome-scale,37069152,1,
4849,2292,0.970,,39362938,1,
4850,2293,$ | g$,thermomutdb,35021190,1,
4852,2294,minion | psi1,,39166362,1,
4854,2295,,chilean sub-antarctic ecoregion hosts the largest expanse of temperate forests,39788970,1,
4855,2296,gbif | ena,global biodiversity information facility | european nucleotide archive,39346622,1,
4856,2297,ddpcr,,37183971,1,
4857,2298,hga,aprecisekure,38920699,1,
4858,2299,hoxabβ,,35758619,1,
4859,2300,cadd-sv | dbcnv | acmg,strvctvre,39658089,1,
4861,2301,mdt,china gastrointestinal cancer surgery union | china gastrointestinal cancer surgery union platform,38413078,1,
4862,2302,,brassitol,37659415,1,
4863,2303,dqn,,36299577,1,
4864,2304,enso,,40280939,1,
4865,2305,mybs3,,36578210,1,
4866,2306,core,,40248245,1,
4867,2307,nbd1 | fret,,35169219,1,
4868,2308,huf | r-cd,,39216206,1,
4869,2309,ssc,thermodynamic equation of seawater-2010,39609443,1,
4870,2310,esa,,38855791,1,
4872,2311,schgr,automated annotation | regulatory relationships,39134412,1,
4873,2312,moru | easa-,,39576796,1,
4874,2313,,fairify,36463884,1,
4875,2314,,unicoord,39134617,1,
4877,2315,mii,german medical informatics initiative,35612145,1,
4878,2316,pfgdh,,39118353,1,
4879,2317,scenith,,35497494,1,
4880,2318,iita,,38708794,1,
4881,2319,,genbank | cytochrome c oxidase subunit i,38413941,1,
4882,2320,,south american mycorrhizal database,38594221,1,
4883,2321,wnt3,leukemiadb,36595475,1,
4884,2322,pride | jpost | iprox,proteomexchange | peptideatlas | panorama,36529941,1,
4885,2323,rgc | mea,,40658718,1,
4886,2324,,maizegdb,38577974,1,
4887,2325,,human protein atlas,40462185,1,
4888,2326,mpih,,35972994,1,
4889,2327,phytmo,,35661743,1,
4890,2328,,hvgelp96,37971941,1,
4891,2329,sct,,38479843,1,
4892,2330,,morphographx,39036998,1,
4893,2331,cdsa,,37922939,1,
4894,2332,,experimental,38856904,1,
4895,2333,cosmic | sgan,,36759776,1,
4896,2334,,codon health index,38381824,1,
4897,2335,rca | tmb,,36628764,1,
4899,2336,cmr,carajás mountain range,40364349,1,
4900,2337,code,,37529920,1,
4901,2338,,climate-related financial policies database,37415233,1,
4902,2339,vlps,,39840069,1,
4904,2340,sia,,37841229,1,
4905,2341,,type vi secretion system,40511914,1,
4906,2342,angpt,,40118721,1,
4907,2343,,world health organization reports that immunization protects three million individuals annually,37251529,1,
4908,2344,geomap,scientific committee on antarctic research | geosciml,37202393,1,
4909,2345,snatac,,35858915,1,
4910,2346,mup,,35596782,1,
4912,2347,,aim:</b,39741946,1,
4913,2348,hgcab,,38922750,1,
4914,2349,eftra | cdnm,,36596235,1,
4915,2350,bigg,structrecon | metanetx | pubchem,38758924,1,
4916,2351,refseq,tblastn,39201310,1,
4917,2352,,experimental protein-protein interactions,35531299,1,
4918,2353,noma,,39250469,1,
4919,2354,,tibetan plateau microbial catalog by sequencing 498 metagenomes from six water ecosystems | tibetan plateau microbial catalog,38365793,1,
4920,2355,es-db,,35842686,1,
4921,2356,,cross & compression units to bridge the knowledge graph embedding task with recommendation task modules,38267571,1,
4922,2357,tdms | dobe | dda,,39004851,1,
4923,2358,mv.,,36219580,1,
4924,2359,,scifinder | china knowledge resource integrated,39922392,1,
4925,2360,string,,36088548,1,
4926,2361,dnn,,38365928,1,
4927,2362,tmb | rca | oxtmb,,36940568,1,
4928,2363,,chr13:51760995a,39742295,1,
4929,2364,xlnet | afnd | cnn | arabicfaketweets,bi-gru-bi-lstm model demonstrated superior performance regarding the f1 score,39496680,1,
4930,2365,1-kb | pdi,,38104077,1,
4932,2366,mea | lfp,,40348768,1,
4933,2367,vmgc,vaginal microbial genome collection | prokaryotes,38907008,1,
4935,2368,scr,santa cruz reaction,39972011,1,
4937,2369,vg@au,,35892461,1,
4938,2370,trid,,39922957,1,
4939,2371,iid,,39349569,1,
4940,2372,cm.,,38366548,1,
4941,2373,,nspcas9,35286371,1,
4942,2374,,sparkmlib,36793705,1,
4943,2375,mgnify,,39497067,1,
4944,2376,,mirna-125a-5p,39316855,1,
4945,2377,eels | cnn,cnn-bilstm,36564412,1,
4946,2378,mcc,,36367858,1,
4947,2379,yrb,,38972916,1,
4948,2380,hfgt | mbse,,36335143,1,
4950,2381,cwr,,36466237,1,
4951,2382,kgt,,39775838,1,
4952,2383,,mapreduce,35958380,1,
4954,2384,zq175,,36499090,1,
4955,2385,pedot,dioxythiophene):polystyrenesulfonate,37531298,1,
4956,2386,tmbb-db | ompdb | tmbbs | lglgyrf,,37432995,1,
4957,2387,,cpdzyme,38153911,1,
4958,2388,,annotale,34598657,1,
4959,2389,scrca,,39989012,1,
4960,2390,,kompetitive allele-specific pcr,36482886,1,
4961,2391,dlisc | dlisc-sers,nss@peg@3cooh,40185683,1,
4963,2392,zenodo,,39890826,1,
4964,2393,maxar,,40382363,1,
4965,2394,,canadian covid-19 genomics network | cancogen | cancogen ethics and governance expert working group thus has investigated several privacy issues cited by,35401651,1,
4966,2395,diamond,,39038936,1,
4967,2396,,metalpdb,36270040,1,
4968,2397,i+ | gbif,european integrate network | global biodiversity information facility,36761561,1,
4969,2398,shprh,,38072328,1,
4970,2399,gsp4pdb,,38236197,1,
4971,2400,avpdb | dbaasp,,40153158,1,
4972,2401,ribd | 0.124,,36761695,1,
4973,2402,dsrt,,36991084,1,
4974,2403,,metabolomicswb | metabolomicswb.<h4 | github.io,37482620,1,
4975,2404,,denseed,36925620,1,
4976,2405,rrofgd,,38760710,1,
4977,2406,hmf,,35385607,1,
4978,2407,dmd,,39186704,1,
4979,2408,msdd | tscm | map,automated optical inspection | metal surface defect dataset | stroboscopic illuminant image acquisition,39956811,1,
4980,2409,,non-human,37794208,1,
4981,2410,hpv6,,37499306,1,
4982,2411,intact,,37450164,1,
4983,2412,dsi,,39858647,1,
4984,2413,n-b,,34894367,1,
4985,2414,,floraweb,37646947,1,
4987,2415,heat,,39203562,1,
4988,2416,,openstreetmap | hydrosheds,37024499,1,
4989,2417,,swaveform | human genome diversity project,37024526,1,
4990,2418,nat | inaat,,36746023,1,
4991,2419,symplex,,40203090,1,
4992,2420,ssg,,36402024,1,
4993,2421,hubmap,,36762475,1,
4994,2422,xym,,39695240,1,
4995,2423,,national institutes of health,39547804,1,
4996,2424,muts,,40580034,1,
4997,2425,,basehit)-a,38876107,1,
4998,2426,,steinhardt museum of natural history in tel aviv university holds an interesting collection of orthopterans with a focus on local endemics,39646166,1,
4999,2427,,rstudio | vosviewer,36467714,1,
5000,2428,crb,,37041187,1,
5001,2429,,perkinelmer,39121968,1,
5002,2430,,97103v2,35746868,1,
5003,2431,,citespace,36910227,1,
5004,2432,udg | rs7412,rs429358,38565025,1,
5005,2433,cpa,,40023203,1,
5006,2434,rdb,,39646391,1,
5007,2435,,genome aggregate database,40121539,1,
5008,2436,muthtp | tmsnp,,35894475,1,
5009,2437,kegg | gnps,kyoto encyclopedia of genes and genomes | global natural products social molecular networking | pubchem | scifinder,36156625,1,
5010,2438,ocntms,,39548206,1,
5011,2439,bcg,,35173740,1,
5012,2440,mcf,,37500408,1,
5013,2441,iots,,40138270,1,
5014,2442,guang | szg,,39433777,1,
5015,2443,fegs,u.s. environmental protection agency | national ecosystem services classification system | enviroatlas,38516293,1,
5016,2444,dnn | cnn,,36124251,1,
5018,2445,nhltm,,35239700,1,
5019,2446,lenet,alexnet,38287124,1,
5020,2447,djmta,,37779230,1,
5022,2448,argaam | finbox,,38434636,1,
5023,2449,fasmid,ccsbase,40597534,1,
5024,2450,,global ecosystem typology,39843903,1,
5025,2451,bappet,,40319046,1,
5026,2452,,nanesoil,37402732,1,
5027,2453,pabfd,planetlab | particle swarm optimisation,37566590,1,
5028,2454,habcde,bristol university docking engine,37828771,1,
5029,2455,igd,hybrid multi-objective marine predators algorithm-based clustering and fog picker,40335531,1,
5030,2456,shap,,39762115,1,
5031,2457,acmg,mastermind,40417484,1,
5032,2458,pos,publicly available on harvard dataverse,40155413,1,
5033,2459,cs-a,,38730023,1,
5035,2460,haps | dnn | mgsa,deep neural network,40155442,1,
5037,2461,ppgsp-8,,38697424,1,
5038,2462,,support vector machines,38336980,1,
5039,2463,,global pharmacopoeia genome database(gpgd,38812215,1,
5040,2464,,uniprotkb | reactome,39565895,1,
5041,2465,hswap,,37730936,1,
5042,2466,mpnet | xlnet,electronic health records | biobert,39631489,1,
5043,2467,enpkg,experimental natural products knowledge graph | anti-<i,40352392,1,
5044,2468,pbpk,,36715173,1,
5045,2469,csfsrs,,38582952,1,
5046,2470,,linkedin,36879020,1,
5047,2471,st. | gmpes,,35879601,1,
5048,2472,pnatdb,protein-nucleic acid thermodynamics database,36272818,1,
5049,2473,wifi/3 | rmse,lightgbm | root mean square error,39172803,1,
5050,2474,ebrains,,38025966,1,
5051,2475,faang | encode,,36862752,1,
5052,2476,quapos,,40221496,1,
5053,2477,cercis | kegg,caesalpinioideae,36240205,1,
5054,2478,gag,,35306322,1,
5057,2479,cad,design for additive manufacturing,37600121,1,
