pmid,title_snippet,agent_score,confidence_level,reasoning,setfit_confidence,ling_score,review_score,agent,agent_sample_size,title,abstract,ling_has_intro_pattern,ling_has_title_pattern,ling_has_url,ling_impl_keywords,ling_usage_keywords,agent2_score,agent2_rationale,expert_score,classification,category,evidence_count,title_match,intro_phrases,has_url,impl_keywords,usage_keywords,has_stats,agent4_score,agent4_notes,notes
32406920,,,,,0.7161889,2.0,0.65,9,400,AnnoLnc2: the one-stop portal to systematically annotate novel lncRNAs for human and mouse.,,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features
26121637,,,,,0.5444007,0.0,0.8,9,400,"Genome-Wide Computational Analysis of Musa Microsatellites: Classification, Cross-Taxon Transferability, Functional Annotation, Association with Transposons & miRNAs, and Genetic Marker Potential.",,,,,,,,,,,,,,,,,,,,,Strong intro pattern detected
34057447,,,,,0.67407465,0.0,0.6,9,400,Platform Incubator with Movable XY Stage: A New Platform for Implementing In-Cell Fast Photochemical Oxidation of Proteins.,,,,,,,,,,,,,,,,,,,,,Resource keyword in title
25570905,,,,,0.6546436,2.0,0.65,9,400,An open platform to support home healthcare services using interactive TV.,,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features
28948768,,,,,0.51729274,0.0,0.6,9,400,Label-Free Electrochemical Sensing Platform for MicroRNA-21 Detection Using Thionine and Gold Nanoparticles Co-Functionalized MoS<sub>2</sub> Nanosheet.,,,,,,,,,,,,,,,,,,,,,Resource keyword in title
27977166,,,,,0.7131642,1.0,0.9,9,400,xMSannotator: An R Package for Network-Based Annotation of High-Resolution Metabolomics Data.,,,,,,,,,,,,,,,,,,,,,Multiple strong intro patterns
27441375,,,,,0.61178654,0.0,0.6,9,400,EbolaID: An Online Database of Informative Genomic Regions for Ebola Identification and Treatment.,,,,,,,,,,,,,,,,,,,,,Resource keyword in title
30874969,,,,,0.6939389,0.0,0.25,9,400,KMR: knowledge-oriented medicine representation learning for drug-drug interaction and similarity computation.,,,,,,,,,,,,,,,,,,,,,No linguistic features
22679384,,,,,0.53039414,0.0,0.25,9,400,"Annotated type catalogue of Bothriembryon (Mollusca, Gastropoda, Orthalicoidea) in Australian museums, with a compilation of types in other museums.",,,,,,,,,,,,,,,,,,,,,No linguistic features
26293815,,,,,0.6996041,0.0,0.95,9,400,A community resource of experimental data for NMR / X-ray crystal structure pairs.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
28376612,,,,,0.6057193,0.0,0.3,9,400,Marine Algicolous Endophytic Fungi - A Promising Drug Resource of the Era.,,,,,,,,,,,,,,,,,,,,,Resource keyword in title; Usage/analysis patterns detected
34478824,,,,,0.5853392,1.0,0.95,9,400,An isotropic EPI database and analytical pipelines for rat brain resting-state fMRI.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
27001666,,,,,0.70938104,2.0,0.85,9,400,Leveraging protein quaternary structure to identify oncogenic driver mutations.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + high ling_score
30828522,,,,,0.6894653,1.0,0.35,9,400,Tyrosine-Rich Peptides as a Platform for Assembly and Material Synthesis.,,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features; Usage/analysis patterns detected
23705910,,,,,0.7261012,0.0,0.25,9,400,From data to analysis: linking NWChem and Avogadro with the syntax and semantics of Chemical Markup Language.,,,,,,,,,,,,,,,,,,,,,No linguistic features
33015980,,,,,0.67868584,0.0,0.6,9,400,Isobaric Tag-Based Protein Profiling across Eight Human Cell Lines Using High-Field Asymmetric Ion Mobility Spectrometry and Real-Time Database Searching.,,,,,,,,,,,,,,,,,,,,,Resource keyword in title
29590124,,,,,0.67304987,2.0,0.95,9,400,The Basel Face Database: A validated set of photographs reflecting systematic differences in Big Two and Big Five personality dimensions.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
34423335,,,,,0.71581846,2.0,0.95,9,400,IncluSet: A Data Surfacing Repository for Accessibility Datasets.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
30452381,,,,,0.6870967,1.0,0.8,9,400,Employing Domain Indexes to Efficiently Query Medical Data From Multiple Repositories.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern detected
33730021,,,,,0.5930718,0.0,0.6,9,400,"Radiologist observations of computed tomography (CT) images predict treatment outcome in TB Portals, a real-world database of tuberculosis (TB) cases.",,,,,,,,,,,,,,,,,,,,,Resource keyword in title
25562423,,,,,0.65018123,0.0,0.6,9,400,A modular segmented-flow platform for 3D cell cultivation.,,,,,,,,,,,,,,,,,,,,,Resource keyword in title
33148820,,,,,0.6859161,0.0,0.6,9,400,Metagenome Proteins and Database Contamination.,,,,,,,,,,,,,,,,,,,,,Resource keyword in title
31315750,,,,,0.5591857,1.0,0.95,9,400,Constructing Large Scale Cohort for Clinical Study on Heart Failure with Electronic Health Record in Regional Healthcare Platform: Challenges and Strategies in Data Reuse.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
24355835,,,,,0.63318175,1.0,0.2,9,400,"Studying Culicoides vectors of BTV in the post-genomic era: resources, bottlenecks to progress and future directions.",,,,,,,,,,,,,,,,,,,,,Usage/analysis patterns detected
28134264,,,,,0.70180196,2.0,0.95,9,400,"CASCADE, a platform for controlled gene amplification for high, tunable and selection-free gene expression in yeast.",,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
26666970,,,,,0.7200433,2.0,0.95,9,400,MycoCAP - Mycobacterium Comparative Analysis Platform.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
25953081,,,,,0.71921897,2.0,0.95,9,400,"MIsoMine: a genome-scale high-resolution data portal of expression, function and networks at the splice isoform level in the mouse.",,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
26843163,,,,,0.598266,0.0,0.25,9,400,Collection of Apoplastic Fluids from Arabidopsis thaliana Leaves.,,,,,,,,,,,,,,,,,,,,,No linguistic features
27684579,,,,,0.60843915,0.0,0.6,9,400,DoCM: a database of curated mutations in cancer.,,,,,,,,,,,,,,,,,,,,,Resource keyword in title
25736385,,,,,0.67537606,2.0,0.95,9,400,HemOnc.org: A Collaborative Online Knowledge Platform for Oncology Professionals.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
24655032,,,,,0.5384195,1.0,0.65,9,400,Exonuclease III-aided autocatalytic DNA biosensing platform for immobilization-free and ultrasensitive electrochemical detection of nucleic acid and protein.,,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features
29701245,,,,,0.5734739,0.0,0.6,9,400,A morphological database for 606 Colombian bird species.,,,,,,,,,,,,,,,,,,,,,Resource keyword in title
27318307,,,,,0.7065806,0.0,0.3,9,400,Comprehensive analysis of the N-glycan biosynthetic pathway using bioinformatics to generate UniCorn: A theoretical N-glycan structure database.,,,,,,,,,,,,,,,,,,,,,Resource keyword in title; Usage/analysis patterns detected
28535294,,,,,0.7194302,1.0,0.5,9,400,HGVA: the Human Genome Variation Archive.,,,,,,,,,,,,,,,,,,,,,No clear signals
24093729,,,,,0.7211054,1.0,0.2,9,400,afterParty: turning raw transcriptomes into permanent resources.,,,,,,,,,,,,,,,,,,,,,Usage/analysis patterns detected
22580177,,,,,0.7121565,0.0,0.8,9,400,Relation mining experiments in the pharmacogenomics domain.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern detected
31729927,,,,,0.668504,1.0,0.65,9,400,A Genome Resource for Several North American <i>Venturia inaequalis</i> Isolates with Multiple Fungicide Resistance Phenotypes.,,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features
28114729,,,,,0.7215832,0.0,0.6,9,400,Mutantelec: An In Silico mutation simulation platform for comparative electrostatic potential profiling of proteins.,,,,,,,,,,,,,,,,,,,,,Resource keyword in title
27195106,,,,,0.72463125,1.0,0.35,9,400,Introducing BASE: the Biomes of Australian Soil Environments soil microbial diversity database.,,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features; Usage/analysis patterns detected
33083684,,,,,0.6973016,1.0,0.5,9,400,First plant cell atlas workshop report.,,,,,,,,,,,,,,,,,,,,,No clear signals
21693021,,,,,0.5375394,2.0,0.25,9,400,Determinants of antigenicity and specificity in immune response for protein sequences.,,,,,,,,,,,,,,,,,,,,,High ling_score + URL; Usage/analysis patterns detected
21609966,,,,,0.70382977,2.0,0.25,9,400,Data mining using the Catalogue of Somatic Mutations in Cancer BioMart.,,,,,,,,,,,,,,,,,,,,,High ling_score + URL; Usage/analysis patterns detected
29993570,,,,,0.7037925,1.0,0.8,9,400,MITT: Medical Image Tracking Toolbox.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern detected
29754224,,,,,0.6900283,0.0,0.3,9,400,Transformation of an Exotic Yeast Species into a Platform Organism: A Case Study for Engineering Glycolipid Production in the Yeast Starmerella bombicola.,,,,,,,,,,,,,,,,,,,,,Resource keyword in title; Usage/analysis patterns detected
24880686,,,,,0.723158,2.0,0.7,9,400,EuGene-PP: a next-generation automated annotation pipeline for prokaryotic genomes.,,,,,,,,,,,,,,,,,,,,,Resource in title + availability statement
31775561,,,,,0.60173446,2.0,0.95,9,400,Development of a high yielding expression platform for the introduction of non-natural amino acids in protein sequences.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
32624006,,,,,0.616639,2.0,0.9,9,400,A reference single-cell transcriptomic atlas of human skeletal muscle tissue reveals bifurcated muscle stem cell populations.,,,,,,,,,,,,,,,,,,,,,Multiple strong intro patterns
24300438,,,,,0.7164948,2.0,0.55,9,400,ISRNA: an integrative online toolkit for short reads from high-throughput sequencing data.,,,,,,,,,,,,,,,,,,,,,High ling_score + URL
28316208,,,,,0.5002364,0.0,0.25,9,400,"[The compilation, characteristic and value of <i>Kun ming fang mu (Catalogue of Formulary in Kunming)</i>].",,,,,,,,,,,,,,,,,,,,,No linguistic features
34811104,,,,,0.5696705,0.0,0.25,9,400,"A catalogue of Nolidae Bruand, 1846 from India (Lepidoptera, Noctuoidea).",,,,,,,,,,,,,,,,,,,,,No linguistic features
34814265,,,,,0.6518972,0.0,0.25,9,400,Exploration of machine algorithms based on deep learning model and feature extraction.,,,,,,,,,,,,,,,,,,,,,No linguistic features
30832757,,,,,0.7020117,0.0,0.25,9,400,The Global Catalogue of Microorganisms (GCM) 10K type strain sequencing project: providing services to taxonomists for standard genome sequencing and annotation.,,,,,,,,,,,,,,,,,,,,,No linguistic features
26279117,,,,,0.5052429,1.0,0.65,9,400,Nanostructured Lipid Carriers: A Novel Platform for Chemotherapeutics.,,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features
29297389,,,,,0.6131749,0.0,0.25,9,400,A novel method to identify pre-microRNA in various species knowledge base on various species.,,,,,,,,,,,,,,,,,,,,,No linguistic features
34992626,,,,,0.72146606,2.0,0.95,9,400,CottonGVD: A Comprehensive Genomic Variation Database for Cultivated Cottons.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
28882004,,,,,0.66875184,2.0,0.25,9,400,When loss-of-function is loss of function: assessing mutational signatures and impact of loss-of-function genetic variants.,,,,,,,,,,,,,,,,,,,,,High ling_score + URL; Usage/analysis patterns detected
25925844,,,,,0.6390733,2.0,0.65,9,400,The first Malay database toward the ethnic-specific target molecular variation.,,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features
25337893,,,,,0.6257491,1.0,0.65,9,400,AFFIRM--a multiplexed immunoaffinity platform that combines recombinant antibody fragments and LC-SRM analysis.,,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features
29915188,,,,,0.7188413,2.0,0.95,9,400,GeNets: a unified web platform for network-based genomic analyses.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
26606997,,,,,0.68312234,2.0,0.9,9,400,A Comprehensive Optogenetic Pharmacology Toolkit for In Vivo Control of GABA(A) Receptors and Synaptic Inhibition.,,,,,,,,,,,,,,,,,,,,,Multiple strong intro patterns
31306428,,,,,0.7060031,2.0,0.7,9,400,ParaDB: A manually curated database containing genomic annotation for the human pathogenic fungi Paracoccidioides spp.,,,,,,,,,,,,,,,,,,,,,Resource in title + availability statement
32461734,,,,,0.5253167,0.0,0.6,9,400,An assessment of important SPECIATE profiles in the EPA emissions modeling platform and current data gaps.,,,,,,,,,,,,,,,,,,,,,Resource keyword in title
34622387,,,,,0.6770909,2.0,0.85,9,400,StackHCV: a web-based integrative machine-learning framework for large-scale identification of hepatitis C virus NS5B inhibitors.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + high ling_score
22105744,,,,,0.5739689,2.0,0.65,9,400,Chinese hamster genome database: an online resource for the CHO community at www.CHOgenome.org.,,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features
27587635,,,,,0.6315498,0.0,0.6,9,400,The Epi Info Viral Hemorrhagic Fever (VHF) Application: A Resource for Outbreak Data Management and Contact Tracing in the 2014-2016 West Africa Ebola Epidemic.,,,,,,,,,,,,,,,,,,,,,Resource keyword in title
34301945,,,,,0.697097,0.0,0.2,9,400,Development of a quantitative prediction algorithm for target organ-specific similarity of human pluripotent stem cell-derived organoids and cells.,,,,,,,,,,,,,,,,,,,,,Usage/analysis patterns detected; No linguistic features
27832067,,,,,0.72285867,2.0,0.85,9,400,MinePath: Mining for Phenotype Differential Sub-paths in Molecular Pathways.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + high ling_score
26615194,,,,,0.69728535,2.0,0.45,9,400,GWASdb v2: an update database for human genetic variants identified by genome-wide association studies.,,,,,,,,,,,,,,,,,,,,,Resource in title + version number; Usage/analysis patterns detected
34773949,,,,,0.7185763,2.0,0.95,9,400,NENCI-2021. I. A large benchmark database of non-equilibrium non-covalent interactions emphasizing close intermolecular contacts.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
34433827,,,,,0.6055079,0.0,0.8,9,400,A high-resolution temporal atlas of the SARS-CoV-2 translatome and transcriptome.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern detected
24270787,,,,,0.71469444,2.0,0.65,9,400,The UCSC Genome Browser database: 2014 update.,,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features
24225315,,,,,0.7141284,0.0,0.6,9,400,The MetaCyc database of metabolic pathways and enzymes and the BioCyc collection of Pathway/Genome Databases.,,,,,,,,,,,,,,,,,,,,,Resource keyword in title
30467516,,,,,0.70608926,2.0,0.55,9,400,"BgeeDB, an R package for retrieval of curated expression datasets and for gene list expression localization enrichment tests.",,,,,,,,,,,,,,,,,,,,,High ling_score + URL
29092000,,,,,0.65951425,0.0,0.25,9,400,The Human Cell Atlas: Technical approaches and challenges.,,,,,,,,,,,,,,,,,,,,,No linguistic features
33676929,,,,,0.72069454,2.0,0.95,9,400,GeneCaRNA: A Comprehensive Gene-centric Database of Human Non-coding RNAs in the GeneCards Suite.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
31106360,,,,,0.7199945,2.0,0.95,9,400,"LanceletDB: an integrated genome database for lancelet, comparing domain types and combination in orthologues among lancelet and other species.",,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
33094747,,,,,0.71175456,0.0,0.25,9,400,Structural-based connectivity and omic phenotype evaluations (SCOPE): a cheminformatics toolbox for investigating lipidomic changes in complex systems.,,,,,,,,,,,,,,,,,,,,,No linguistic features
28910280,,,,,0.7117901,1.0,0.65,9,400,"The eBioKit, a stand-alone educational platform for bioinformatics.",,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features
33124659,,,,,0.6838709,2.0,0.55,9,400,A molecular map of lung neuroendocrine neoplasms.,,,,,,,,,,,,,,,,,,,,,High ling_score + URL
22110242,,,,,0.7096496,1.0,0.95,9,400,Bioinformatics Training Network (BTN): a community resource for bioinformatics trainers.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
28594829,,,,,0.6799489,2.0,0.35,9,400,"Mendel,MD: A user-friendly open-source web tool for analyzing WES and WGS in the diagnosis of patients with Mendelian disorders.",,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features; Usage/analysis patterns detected
28873253,,,,,0.72067565,0.0,0.3,9,400,"TomExpress, a unified tomato RNA-Seq platform for visualization of expression data, clustering and correlation networks.",,,,,,,,,,,,,,,,,,,,,Resource keyword in title; Usage/analysis patterns detected
33270363,,,,,0.7037913,2.0,0.95,9,400,Flype: Software for enabling personalized medicine.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
27807048,,,,,0.7131847,2.0,0.85,9,400,snpGeneSets: An R Package for Genome-Wide Study Annotation.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + high ling_score
22014081,,,,,0.6438588,0.0,0.25,9,400,Development of genomic resources for the narrow-leafed lupin (Lupinus angustifolius): construction of a bacterial artificial chromosome (BAC) library and BAC-end sequencing.,,,,,,,,,,,,,,,,,,,,,No linguistic features
27135538,,,,,0.669638,0.0,0.25,9,400,Global Rebalancing of Cellular Resources by Pleiotropic Point Mutations Illustrates a Multi-scale Mechanism of Adaptive Evolution.,,,,,,,,,,,,,,,,,,,,,No linguistic features
30030810,,,,,0.71626836,1.0,0.8,9,400,"Analyzing Tandem Mass Spectra Using the DRIP Toolkit: Training, Searching, and Post-Processing.",,,,,,,,,,,,,,,,,,,,,Strong intro pattern detected
25923813,,,,,0.7010069,0.0,0.2,9,400,CHOgenome.org 2.0: Genome resources and website updates.,,,,,,,,,,,,,,,,,,,,,Usage/analysis patterns detected; No linguistic features
21222051,,,,,0.5330557,0.0,0.25,9,400,The TREES toolbox--probing the basis of axonal and dendritic branching.,,,,,,,,,,,,,,,,,,,,,No linguistic features
27933521,,,,,0.7191214,0.0,0.25,9,400,GeneNetwork: A Toolbox for Systems Genetics.,,,,,,,,,,,,,,,,,,,,,No linguistic features
29110012,,,,,0.7005571,2.0,0.95,9,400,"A look at the density functional theory zoo with the advanced GMTKN55 database for general main group thermochemistry, kinetics and noncovalent interactions.",,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
28671456,,,,,0.711561,1.0,0.9,9,400,pICalculax: Improved Prediction of Isoelectric Point for Modified Peptides.,,,,,,,,,,,,,,,,,,,,,Multiple strong intro patterns
28544559,,,,,0.72189456,0.0,0.8,9,400,PipeCraft: Flexible open-source toolkit for bioinformatics analysis of custom high-throughput amplicon sequencing data.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern detected
31617460,,,,,0.7176837,1.0,0.3999999999999999,9,400,GEREDB: Gene expression regulation database curated by mining abstracts from literature.,,,,,,,,,,,,,,,,,,,,,Resource in title + availability statement; Usage/analysis patterns detected
23353585,,,,,0.7246957,2.0,0.85,9,400,ViewMotions Rainbow: a new method to illustrate molecular motions in proteins.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + high ling_score
26239539,,,,,0.682637,0.0,0.9,9,400,Annotation of Stress-Responsive Candidate Genes in Peanut ESTs.,,,,,,,,,,,,,,,,,,,,,Multiple strong intro patterns
26418581,,,,,0.67123723,0.0,0.6,9,400,Global Identification of Protein Post-translational Modifications in a Single-Pass Database Search.,,,,,,,,,,,,,,,,,,,,,Resource keyword in title
27307005,,,,,0.6484279,2.0,0.35,9,400,HLAsupE: an integrated database of HLA supertype-specific epitopes to aid in the development of vaccines with broad coverage of the human population.,,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features; Usage/analysis patterns detected
29079728,,,,,0.71505994,0.0,0.6,9,400,PLATO software provides analytic framework for investigating complexity beyond genome-wide association studies.,,,,,,,,,,,,,,,,,,,,,Resource keyword in title
29934806,,,,,0.5611339,1.0,0.5,9,400,Identification of transposable elements fused in the exonic region of the olive flounder genome.,,,,,,,,,,,,,,,,,,,,,No clear signals
26219079,,,,,0.71403545,2.0,0.9,9,400,Learning the Structure of Biomedical Relationships from Unstructured Text.,,,,,,,,,,,,,,,,,,,,,Multiple strong intro patterns
25133604,,,,,0.70065916,1.0,0.2,9,400,Curation and analysis of multitargeting agents for polypharmacological modeling.,,,,,,,,,,,,,,,,,,,,,Availability + URL (borderline); Usage/analysis patterns detected
26448717,,,,,0.59679776,0.0,0.6,9,400,Atlas of Iberian water beetles (ESACIB database).,,,,,,,,,,,,,,,,,,,,,Resource keyword in title
27703445,,,,,0.52770936,2.0,0.35,9,400,Asking New Questions with Old Data: The Centralized Open-Access Rehabilitation Database for Stroke.,,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features; Usage/analysis patterns detected
27153260,,,,,0.5100103,0.0,0.25,9,400,Citizen science lures gamers into Sweden's Human Protein Atlas.,,,,,,,,,,,,,,,,,,,,,No linguistic features
31664080,,,,,0.68891644,2.0,0.65,9,400,dendPoint: a web resource for dendrimer pharmacokinetics investigation and prediction.,,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features
27899609,,,,,0.72178566,0.0,0.95,9,400,Enabling the democratization of the genomics revolution with a fully integrated web-based bioinformatics platform.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
28855263,,,,,0.67698646,2.0,0.85,9,400,An atlas of alternative splicing profiles and functional associations reveals new regulatory programs and genes that simultaneously express multiple major isoforms.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + high ling_score
23920611,,,,,0.67317045,0.0,0.25,9,400,Leveraging terminological resources for mapping between rare disease information sources.,,,,,,,,,,,,,,,,,,,,,No linguistic features
23568467,,,,,0.7072317,2.0,0.55,9,400,Databases and in silico tools for vaccine design.,,,,,,,,,,,,,,,,,,,,,High ling_score + URL
27809763,,,,,0.71309894,2.0,0.65,9,400,muBLASTP: database-indexed protein sequence search on multicore CPUs.,,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features
23257198,,,,,0.6805434,0.0,0.6,9,400,ChEMBLSpace--a graphical explorer of the chemogenomic space covered by the ChEMBL database.,,,,,,,,,,,,,,,,,,,,,Resource keyword in title
29156001,,,,,0.7124256,1.0,0.75,9,400,DGIdb 3.0: a redesign and expansion of the drug-gene interaction database.,,,,,,,,,,,,,,,,,,,,,Resource in title + version number
31695048,,,,,0.7141909,0.0,0.25,9,400,"Global soil, landuse, evapotranspiration, historical and future weather databases for SWAT Applications.",,,,,,,,,,,,,,,,,,,,,No linguistic features
27435057,,,,,0.71926916,2.0,0.85,9,400,AGOUTI: improving genome assembly and annotation using transcriptome data.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + high ling_score
34588463,,,,,0.7022867,0.0,0.6,9,400,"COVID Border Accountability Project, a hand-coded global database of border closures introduced during 2020.",,,,,,,,,,,,,,,,,,,,,Resource keyword in title
24844225,,,,,0.51999754,0.0,0.25,9,400,Probabilistic evaluation of shallow groundwater resources at a hypothetical carbon sequestration site.,,,,,,,,,,,,,,,,,,,,,No linguistic features
23827877,,,,,0.70469993,0.0,0.8,9,400,"A versatile and highly efficient toolkit including 102 nuclear markers for vertebrate phylogenomics, tested by resolving the higher level relationships of the caudata.",,,,,,,,,,,,,,,,,,,,,Strong intro pattern detected
28053166,,,,,0.70739335,0.0,0.2,9,400,World data centre for microorganisms: an information infrastructure to explore and utilize preserved microbial strains worldwide.,,,,,,,,,,,,,,,,,,,,,Usage/analysis patterns detected; No linguistic features
33318981,,,,,0.6975317,0.0,0.95,9,400,iSignDB: A database for smartphone signature biometrics.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
27081157,,,,,0.719249,2.0,0.95,9,400,PmiRExAt: plant miRNA expression atlas database and web applications.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
31419827,,,,,0.6854014,0.0,0.2,9,400,"Formal Medical Knowledge Representation Supports Deep Learning Algorithms, Bioinformatics Pipelines, Genomics Data Analysis, and Big Data Processes.",,,,,,,,,,,,,,,,,,,,,Usage/analysis patterns detected; No linguistic features
26117828,,,,,0.70590574,2.0,0.9,9,400,Evolutionary annotation of conserved long non-coding RNAs in major mammalian species.,,,,,,,,,,,,,,,,,,,,,Multiple strong intro patterns
33104791,,,,,0.7190032,2.0,0.95,9,400,DrugSpaceX: a large screenable and synthetically tractable database extending drug space.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
26021595,,,,,0.7052469,0.0,0.25,9,400,ADAPT-NMR 3.0: utilization of BEST-type triple-resonance NMR experiments to accelerate the process of data collection and assignment.,,,,,,,,,,,,,,,,,,,,,No linguistic features
34585190,,,,,0.65964943,0.0,0.25,9,400,Recent advances in (chemo)enzymatic cascades for upgrading bio-based resources.,,,,,,,,,,,,,,,,,,,,,No linguistic features
27888793,,,,,0.7113977,2.0,0.65,9,400,InverPep: A database of invertebrate antimicrobial peptides.,,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features
24556904,,,,,0.7137364,2.0,0.55,9,400,In silico identification of transcription factors in Medicago sativa using available transcriptomic resources.,,,,,,,,,,,,,,,,,,,,,High ling_score + URL
31810987,,,,,0.70062894,2.0,0.95,9,400,WormCat: An Online Tool for Annotation and Visualization of <i>Caenorhabditis elegans</i> Genome-Scale Data.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
26638077,,,,,0.6886835,2.0,0.85,9,400,Insights into Sex Chromosome Evolution and Aging from the Genome of a Short-Lived Fish.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + high ling_score
32035817,,,,,0.6313049,0.0,0.25,9,400,Update on BEI Resources for Parasitology and Arthropod Vector Research.,,,,,,,,,,,,,,,,,,,,,No linguistic features
21854560,,,,,0.71980095,1.0,0.95,9,400,Immunome database for marsupials and monotremes.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
27603020,,,,,0.69796836,2.0,0.55,9,400,DIANA-TarBase and DIANA Suite Tools: Studying Experimentally Supported microRNA Targets.,,,,,,,,,,,,,,,,,,,,,High ling_score + URL
32031369,,,,,0.68458337,2.0,0.95,9,400,Universal and Naked-Eye Gene Detection Platform Based on the Clustered Regularly Interspaced Short Palindromic Repeats/Cas12a/13a System.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
31212425,,,,,0.6492731,0.0,0.25,9,400,Computational approach to determine the relative biological effectiveness of fast neutrons using the Geant4-DNA toolkit and a DNA atomic model from the Protein Data Bank.,,,,,,,,,,,,,,,,,,,,,No linguistic features
25959660,,,,,0.6844852,0.0,0.6,9,400,Database integration of protocol-specific neurological imaging datasets.,,,,,,,,,,,,,,,,,,,,,Resource keyword in title
22127867,,,,,0.7254405,2.0,0.25,9,400,FlyBase 101--the basics of navigating FlyBase.,,,,,,,,,,,,,,,,,,,,,High ling_score + URL; Usage/analysis patterns detected
22080563,,,,,0.71962404,2.0,0.65,9,400,CADRE: the Central Aspergillus Data REpository 2012.,,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features
27123583,,,,,0.7288554,1.0,0.35,9,400,A Novel Concept for the Search and Retrieval of the Derwent Markush Resource Database.,,,,,,,,,,,,,,,,,,,,,Resource in title + linguistic features; Usage/analysis patterns detected
33201237,,,,,0.6474133,0.0,0.2,9,400,AlgPred 2.0: an improved method for predicting allergenic proteins and mapping of IgE epitopes.,,,,,,,,,,,,,,,,,,,,,Usage/analysis patterns detected; No linguistic features
22606321,,,,,0.68855125,0.0,0.3,9,400,A multi-platform flow device for microbial (co-) cultivation and microscopic analysis.,,,,,,,,,,,,,,,,,,,,,Resource keyword in title; Usage/analysis patterns detected
25886726,,,,,0.56366056,2.0,0.25,9,400,Genome-wide distribution comparative and composition analysis of the SSRs in Poaceae.,,,,,,,,,,,,,,,,,,,,,High ling_score + URL; Usage/analysis patterns detected
31160351,,,,,0.69762963,0.0,0.2,9,400,Beyond DNA and RNA: The Expanding Toolbox of Synthetic Genetics.,,,,,,,,,,,,,,,,,,,,,Usage/analysis patterns detected; No linguistic features
31581074,,,,,0.6976788,2.0,0.95,9,400,SEWA DB: A Rich Database for Audio-Visual Emotion and Sentiment Research in the Wild.,,,,,,,,,,,,,,,,,,,,,Strong intro pattern + resource in title
