"extracted_name","extracted_long","baseline_name","baseline_full","edit_distance","contains","long_sim","match_type","score","confidence"
"Trypanosoma and Leishmania structure resource","Trypanosoma and Leishmania Protein Structure Resource","oma","orthologous matrix","42","True","0.4507042253521127","contains","0.6","MEDIUM"
"ExpressHeart","Heart Expression Portal","express","","5","True","0.0","contains","0.6","MEDIUM"
"EHEC/EAEC RegNet","EHEC/EAEC Regulatory Network Database","regnet","","10","True","0.0","contains","0.6","MEDIUM"
"SAMotif Database","Structural Alphabet Motif Database","database","database","8","True","0.38095238095238093","contains","0.6","MEDIUM"
"Adverse events database","Drug Adverse Events Database","database","database","15","True","0.4444444444444444","contains","0.6","MEDIUM"
"CoCoMac","Coordinate-Independent Brain Maps Atlas","oma","orthologous matrix","4","True","0.42105263157894735","contains","0.6","MEDIUM"
"Physiome","Physiome","physiome.jp","","3","True","0.0","contains","0.6","MEDIUM"
"NOD Database","Non-Obese Diabetic Mouse Database","database","database","4","True","0.3902439024390244","contains","0.6","MEDIUM"
"Plant transgenesis promoters database","Plant Transgenesis Promoters Database","database","database","29","True","0.35555555555555557","contains","0.6","MEDIUM"
"Chemicals of emerging concern database","Exposome Chemicals Annotation Database","database","database","30","True","0.34782608695652173","contains","0.6","MEDIUM"
"ncrnadatabases.org","Non-coding RNA Databases Guide","database","database","10","True","0.42105263157894735","contains","0.6","MEDIUM"
"SilkOrganPDB","Silkworm Organelle Proteome Database","pdb","data bank","9","True","0.4","contains","0.6","MEDIUM"
"Seeds in Chernobyl","Seeds in Chernobyl","seed","","14","True","0.0","contains","0.6","MEDIUM"
"TOXMAP","Toxicology Data Mapping Resource","map","microrna analysis portal","3","True","0.6785714285714286","contains","0.6","MEDIUM"
"MyoSegmenTUM","Myology Segmentation Technical University Munich","ment","methylation and expression database of","8","True","0.6511627906976745","contains","0.6","MEDIUM"
"iModulonDB","Microbial Transcriptional Regulation Knowledgebase","ndb","nucleome data bank","7","True","0.5294117647058824","contains","0.6","MEDIUM"
"EVD","Ebolavirus Database","coevdb","","3","True","0.0","contains","0.6","MEDIUM"
"LmTDRM","Listeria monocytogenes Thiol and Disulfide Redox Metabolism database","mtd","mammalian transcriptomic database","3","True","0.5742574257425742","contains","0.6","MEDIUM"
"HapRice","Rice Haplotype Database","rice","","3","True","0.0","contains","0.6","MEDIUM"
"TBase","Kidney Transplant Research Database","insectbase","","5","True","0.0","contains","0.6","MEDIUM"
"""Ligand Knowledge Base for Chelating P","P-Donor Ligands""","tin","","35","True","0.0","contains","0.6","MEDIUM"
"TNO MIDC","TNO Multiband Image Data Collection","idc","","5","True","0.0","contains","0.6","MEDIUM"
"GlycomeAtlas","Glycome Atlas","atlas","altered tcr ligand affinities and structures","7","True","0.3508771929824561","contains","0.6","MEDIUM"
"DrumPID","Drug-Minded Protein Interaction Database","pid","plant intron database","4","True","0.6557377049180327","contains","0.6","MEDIUM"
"MotifMap","Regulatory Motif Map","map","microrna analysis portal","5","True","0.6363636363636364","contains","0.6","MEDIUM"
"iPhemap","Induced Pluripotent Stem Cell Phenotype Map","map","microrna analysis portal","4","True","0.5373134328358209","contains","0.6","MEDIUM"
"SMAP-HydroBlocks","Soil Moisture Active Passive HydroBlocks","map","microrna analysis portal","13","True","0.59375","contains","0.6","MEDIUM"
"SeedSeq","Seed Sequence Database","seed","","3","True","0.0","contains","0.6","MEDIUM"
"HelexKids","Greek Word Frequency Database","kid","yeast kinase interaction database","6","True","0.6451612903225806","contains","0.6","MEDIUM"
"BioMart","Biological Mart","oma","orthologous matrix","4","True","0.6060606060606061","contains","0.6","MEDIUM"
"DigitalHub","Digital Repository","digit","database of immunoglobulins with integrated tools","5","True","0.44776119402985076","contains","0.6","MEDIUM"
"GenTree","Gene Tree","gent","gene expression database of normal and tumor tissues","3","True","0.29508196721311475","contains","0.6","MEDIUM"
"SchistoCyte Atlas","Schistosome Single-Cell Atlas","atlas","altered tcr ligand affinities and structures","12","True","0.547945205479452","contains","0.6","MEDIUM"
"SoilGrids","Soil Property Grids","rid","retrovirus integration database","6","True","0.6","contains","0.6","MEDIUM"
"LeishInDB","Leishmania Inhibitors Database","ndb","nucleome data bank","6","True","0.625","contains","0.6","MEDIUM"
"INFRAFRONTIER","Infrastructure for Mouse Phenotyping Resources","tie","tumor isomir encyclopedia","10","True","0.5915492957746479","contains","0.6","MEDIUM"
"HDinHD","Huntington's Disease Data Portal","hdi","human disease insight","3","True","0.6792452830188679","contains","0.6","MEDIUM"
"DANIO-CODE","Zebrafish DNA Elements Encyclopedia","cod","crystallography open database","7","True","0.65625","contains","0.6","MEDIUM"
"PICEAdatabase","Picea Omics and Phenotypic Database","ice","chemical environment","10","True","0.5454545454545454","contains","0.6","MEDIUM"
"SynaptomeDB","Synaptome Database","yna","yeast nucleosome atlas","8","True","0.7","contains","0.6","MEDIUM"
"XCMS-MRM","XCMS Multiple Reaction Monitoring","cms","cancer methylome system","5","True","0.6071428571428571","contains","0.6","MEDIUM"
"PopHuman","Human Population Genomics Browser","pophumanscan","","4","True","0.0","contains","0.6","MEDIUM"
"SerpentinaDB","Rauvolfia Serpentina Molecule Database","pen","protein-gene expression nexus","9","True","0.5970149253731343","contains","0.6","MEDIUM"
"NEIHPID","Northeast India Helminth Parasite Information Database","pid","plant intron database","4","True","0.56","contains","0.6","MEDIUM"
"KrillDB","Antarctic Krill Transcriptome Database","ldb","lichen database","4","True","0.5283018867924528","contains","0.6","MEDIUM"
"Brillouin-zone Database","Brillouin-zone Database","database","database","15","True","0.5161290322580645","contains","0.6","MEDIUM"
"hERGAPDbase","hERG Action Potential Duration Database","pdb","data bank","8","True","0.3333333333333333","contains","0.6","MEDIUM"
"LipidGO","Lipid Gene Ontology Database","pid","plant intron database","4","True","0.6938775510204082","contains","0.6","MEDIUM"
"Phosphomatics","Phosphorylation Informatics","oma","orthologous matrix","10","True","0.6666666666666666","contains","0.6","MEDIUM"
"DiseaseConnect","Disease Connection Database","eco","european cancer observatory","11","True","0.6666666666666666","contains","0.6","MEDIUM"
"FibroAtlas","Fibrotic Disease Atlas Database","atlas","altered tcr ligand affinities and structures","5","True","0.6666666666666666","contains","0.6","MEDIUM"
"DIRECT","DNA-Mutation Inventory to Refine and Enhance Cancer Treatment","biosurveillance analytics resource directory","biosurveillance analytics resource directory","38","True","0.6095238095238096","contains","0.6","MEDIUM"
"Phytochelatin Database","Phytochelatin Database","database","database","14","True","0.5333333333333333","contains","0.6","MEDIUM"
"TSLP Pathway Map","Thymic Stromal Lymphopoietin Signaling Pathway Map","map","microrna analysis portal","13","True","0.5945945945945946","contains","0.6","MEDIUM"
"Eyasi Plateau Database","Eyasi Plateau Paleontological Database","database","database","14","True","0.34782608695652173","contains","0.6","MEDIUM"
"ZEAMAP","Maize Multi-Omics Database","map","microrna analysis portal","3","True","0.6","contains","0.6","MEDIUM"
"STINGRAY","System for Integrated Genomic Resources and Analysis","tin","","5","True","0.0","contains","0.6","MEDIUM"
"ExpEdit","RNA Editing Explorer","ped","protein ensemble database","4","True","0.6666666666666666","contains","0.6","MEDIUM"
"Peptipedia","Peptide Database","ped","protein ensemble database","7","True","0.6829268292682927","contains","0.6","MEDIUM"
"MalarImDB","Malaria Immunology Database","mdb","","6","True","0.0","contains","0.6","MEDIUM"
"MetNet Online","Plant Systems Biology Resource","metnet","","7","True","0.0","contains","0.6","MEDIUM"
"PharmVar","Pharmacogene Variation Consortium","rmvar","","3","True","0.0","contains","0.6","MEDIUM"
"Gene Expression Commons","Gene Expression Commons","express","","16","True","0.0","contains","0.6","MEDIUM"
"OryzaPG-DB","Rice Proteogenomics Database","oryzapg","","3","True","0.0","contains","0.6","MEDIUM"
"Hybrid Rat Diversity Panel","Hybrid Rat Diversity Panel","rid","retrovirus integration database","23","True","0.6666666666666666","contains","0.6","MEDIUM"
"Seed Pro-Nutra Care","Seed Storage Proteins Database","seed","","15","True","0.0","contains","0.6","MEDIUM"
"Protein Complexes Map","Human Protein Complexes Map","map","microrna analysis portal","18","True","0.6274509803921569","contains","0.6","MEDIUM"
"T2DiACoD","Type 2 Diabetes Gene Atlas","cod","crystallography open database","5","True","0.6545454545454545","contains","0.6","MEDIUM"
"KB-Rank","KB-Rank Knowledge Base","kb","","5","True","0.0","contains","0.6","MEDIUM"
"Genome Maps","Genome Browser","maps","medicinal plant activities","7","True","0.3","contains","0.6","MEDIUM"
"Korean NHIS Allergic Disease Database","Korean National Health Insurance Service Allergic Disease Database","database","database","29","True","0.21621621621621623","contains","0.6","MEDIUM"
"EURL ECVAM Database","EURL ECVAM Genotoxicity and Carcinogenicity Database","database","database","11","True","0.26666666666666666","contains","0.6","MEDIUM"
"eContour","eContour Contouring Guidelines","eco","european cancer observatory","5","True","0.5964912280701754","contains","0.6","MEDIUM"
"Scalable Brain Atlas","Scalable Brain Atlas","atlas","altered tcr ligand affinities and structures","15","True","0.5","contains","0.6","MEDIUM"
"Disorder Atlas","Protein Disorder Atlas","order","oilseed rape developmental expression resource","9","True","0.6176470588235294","contains","0.6","MEDIUM"
"Global Mammal Parasite Database","Global Mammal Parasite Database","database","database","23","True","0.41025641025641024","contains","0.6","MEDIUM"
"Angiogenesis/VEGF Database","Angiogenesis Genetic Markers Database","angiogenes","","16","True","0.0","contains","0.6","MEDIUM"
"LGA","Leukemia Gene Atlas","algaepath","","6","True","0.0","contains","0.6","MEDIUM"
"openSNP","Personal Genomics Resource","pen","protein-gene expression nexus","4","True","0.6909090909090909","contains","0.6","MEDIUM"
"CSI NGS Portal","Computational Systems and Informatics NGS Portal","ngs","next generation sequencing catalog","11","True","0.6097560975609756","contains","0.6","MEDIUM"
"S2RSLDB","Sigma-2 Receptor Ligands Database","ldb","lichen database","4","True","0.5833333333333334","contains","0.6","MEDIUM"
"SpermBase","Sperm-Borne RNA Database","rmbase","rna modification base","3","True","0.6666666666666666","contains","0.6","MEDIUM"
"SG-ADVISER mtDNA","Scripps Genome Annotation and Distributed Variant Interpretation Server for Mitochondrial DNA","mtd","mammalian transcriptomic database","13","True","0.49206349206349204","contains","0.6","MEDIUM"
"piRNA-IPdb","PIWI-bound piRNAs Database","pdb","data bank","7","True","0.45714285714285713","contains","0.6","MEDIUM"
"GPCR-PEnDB","GPCR Protein Sequences Database","pen","protein-gene expression nexus","7","True","0.7","contains","0.6","MEDIUM"
"NutriChem","Nutritional Chemistry Resource","tric","","5","True","0.0","contains","0.6","MEDIUM"
"COVID-19 Antibody Tracker","COVID-19 Antibody Therapeutics Tracker","rac","repository of antibiotic resistance cassettes","22","True","0.6987951807228916","contains","0.6","MEDIUM"
"PV","Proteogenomics Viewer","pvsirnadb","","7","True","0.0","contains","0.6","MEDIUM"
"NNE","Neurovascular Network Explorer","epilepsy-connect","","13","True","0.0","contains","0.6","MEDIUM"
"ATtRACT","RNA-Binding Proteins Database","rac","repository of antibiotic resistance cassettes","4","True","0.5675675675675675","contains","0.6","MEDIUM"
"Brainpeps","Blood-Brain Barrier Peptide Database","rain","rna-protein association and interaction networks","5","True","0.6428571428571429","contains","0.6","MEDIUM"
"scRNASeqDB","Single Cell RNA-Seq Database","crn","cancer rna-seq nexus","7","True","0.625","contains","0.6","MEDIUM"
"BacillusRegNet","Bacillus Regulation Network Database","regnet","","8","True","0.0","contains","0.6","MEDIUM"
"MicroHapDB","Microhaplotype Database","pdb","data bank","7","True","0.4375","contains","0.6","MEDIUM"
"ZincBind","Zinc Binding Sites Database","zinc","the zebrafish insertion collection","4","True","0.6557377049180327","contains","0.6","MEDIUM"
"PeptiCKDdb","Chronic Kidney Disease Peptide Database","kdd","kawasaki disease database","7","True","0.59375","contains","0.6","MEDIUM"
"Coronavirus Database","Coronavirus Database","database","database","12","True","0.5714285714285714","contains","0.6","MEDIUM"
"PharmacoDB","Anticancer Drug Screening Database","cod","crystallography open database","7","True","0.6349206349206349","contains","0.6","MEDIUM"
"Openmods","Open Microbial Database System","pen","protein-gene expression nexus","5","True","0.5423728813559322","contains","0.6","MEDIUM"
"ERP CORE","Event-Related Potential Core","core","","4","True","0.0","contains","0.6","MEDIUM"
"Polish Genetic Database","Polish Genetic Database of Victims of Totalitarianisms","lis","legume information system","20","True","0.5569620253164557","contains","0.6","MEDIUM"
"HMNPPID","Human Malignant Neoplasm Protein-Protein Interaction Database","pid","plant intron database","4","True","0.5121951219512195","contains","0.6","MEDIUM"
"SpliceSeq","Splicing Sequence Resource","ice","chemical environment","6","True","0.5652173913043478","contains","0.6","MEDIUM"
"Xylella Database","Xylella fastidiosa Comparative Genomic Database","database","database","8","True","0.2909090909090909","contains","0.6","MEDIUM"
"EPIC-CoGe","Plant Comparative Genomics Platform","cog","clusters of orthologous genes","6","True","0.59375","contains","0.6","MEDIUM"
"VigSatDB","Vigna Satellite Database","atdb","autophagy and tumor database","4","True","0.6153846153846154","contains","0.6","MEDIUM"
"TUL Herbarium","Tula Oblast Vascular Plant Herbarium","herb","","9","True","0.0","contains","0.6","MEDIUM"
"MS_HistoneDB","Mass Spectrometry Histone Database","histonedb","","3","True","0.0","contains","0.6","MEDIUM"
"Clone DB","Clone-Associated Data Database","clone","","3","True","0.0","contains","0.6","MEDIUM"
"HIVToolbox","HIV Investigation Toolbox","vto","vertebrate taxonomy ontology","7","True","0.6792452830188679","contains","0.6","MEDIUM"
"KBCommons","Knowledge Base Commons","kb","","7","True","0.0","contains","0.6","MEDIUM"
"Nanosized Cancer Database","Nanosized Cancer Polymarker Biochip Database","database","database","17","True","0.3076923076923077","contains","0.6","MEDIUM"
"Virus Variation Resource","Virus Genomic Variation Database","virus variation","variation resource","9","True","0.68","contains","0.6","MEDIUM"
"Genome Properties","Genome Functional Properties Database","tie","tumor isomir encyclopedia","14","True","0.6774193548387096","contains","0.6","MEDIUM"
"MycoResistance","Mycobacterial Resistance Resource","core","","10","True","0.0","contains","0.6","MEDIUM"
"HTLV-1 Database","HTLV-1 Molecular Epidemiology Database","database","database","7","True","0.34782608695652173","contains","0.6","MEDIUM"
"EGFRIndb","EGFR Inhibitor Database","ndb","nucleome data bank","5","True","0.5853658536585366","contains","0.6","MEDIUM"
"Zebrafish Database","Zebrafish Facility Management Database","database","database","10","True","0.34782608695652173","contains","0.6","MEDIUM"
"ReconMap","Human Metabolism Reconstruction Map","eco","european cancer observatory","5","True","0.6774193548387096","contains","0.6","MEDIUM"
"Kinase Atlas","Kinase Druggability Atlas","atlas","altered tcr ligand affinities and structures","7","True","0.6086956521739131","contains","0.6","MEDIUM"
"Viruses.STRING","Virus-Host Protein Interaction Database","string","","8","True","0.0","contains","0.6","MEDIUM"
"COSMIC Cancer Gene Census 3D","Cancer Gene Census 3D Database","cosmic","the catalogue of somatic mutations in cancer","22","True","0.6216216216216216","contains","0.6","MEDIUM"
"Corvids Literature Database","Corvids Literature Database","database","database","19","True","0.45714285714285713","contains","0.6","MEDIUM"
"MiSNPDb","Mango SNP Database","pdb","data bank","4","True","0.5925925925925926","contains","0.6","MEDIUM"
"ProTrack","Proteogenomics Track Browser","rac","repository of antibiotic resistance cassettes","5","True","0.6301369863013698","contains","0.6","MEDIUM"
"MapMyFlu","Influenza Mapping Resource","map","microrna analysis portal","5","True","0.64","contains","0.6","MEDIUM"
"CANCROX","Cancer Cross-species Therapy Database","ncro","the non-coding rna ontology","3","True","0.5","contains","0.6","MEDIUM"
"CATH-Gene3D","Class Architecture Topology Homology Gene3D","cath","","7","True","0.0","contains","0.6","MEDIUM"
"Grape-RNA","Grape RNA-Seq Database","grap","of","5","True","0.0","contains","0.6","MEDIUM"
"CistromeMap","Cistrome Map Knowledgebase","map","microrna analysis portal","8","True","0.64","contains","0.6","MEDIUM"
"LmSmdB","Leishmania major and Schistosoma mansoni Database","mdb","","3","True","0.0","contains","0.6","MEDIUM"
"OpenNeuro","Open Neuroscience Data Resource","pen","protein-gene expression nexus","6","True","0.7","contains","0.6","MEDIUM"
"PRECISE","Pregnancy Care Integrating Translational Science Everywhere","regprecise","","3","True","0.0","contains","0.6","MEDIUM"
"JAMIR-eQTL","Japanese miRNA Expression QTL Database","eqtl","","6","True","0.0","contains","0.6","MEDIUM"
"BRASERO","Benchmarking RNA Secondary Structure Comparison Resource","aser","animal sex reversal database","3","True","0.5238095238095238","contains","0.6","MEDIUM"
"ADEpedia","Adverse Drug Event Encyclopedia","ped","protein ensemble database","5","True","0.6785714285714286","contains","0.6","MEDIUM"
"Probiotics Database","Database and Bioinformatics Studies of Probiotics","database","database","11","True","0.2807017543859649","contains","0.6","MEDIUM"
"OpenTrials","Open Clinical Trials Database","pen","protein-gene expression nexus","7","True","0.4827586206896552","contains","0.6","MEDIUM"
"RiceVarMap","Rice Genomic Variation Map","ice","chemical environment","7","True","0.6956521739130435","contains","0.6","MEDIUM"
"mycoDB.es","Mycobacterium Database","cod","crystallography open database","6","True","0.6274509803921569","contains","0.6","MEDIUM"
"DincRNA","Disease-associated Non-Coding RNA Database","crn","cancer rna-seq nexus","4","True","0.5161290322580645","contains","0.6","MEDIUM"
"BnaSNPDB","Brassica napus SNP Database","pdb","data bank","5","True","0.4444444444444444","contains","0.6","MEDIUM"
"ViBrism DB","Visual Brain Image Search and Mining Database","vibrism","","3","True","0.0","contains","0.6","MEDIUM"
"Interactome INSIDER","Structural Interactome Browser","rac","repository of antibiotic resistance cassettes","16","True","0.6133333333333333","contains","0.6","MEDIUM"
"Flybrain","Flybrain Neuron Database","rain","rna-protein association and interaction networks","4","True","0.5","contains","0.6","MEDIUM"
"ClimCKmap","Climate Italian Fauna Distribution Map","map","microrna analysis portal","6","True","0.6129032258064516","contains","0.6","MEDIUM"
"iSignDB","Smartphone Signature Biometrics Database","ndb","nucleome data bank","4","True","0.5517241379310345","contains","0.6","MEDIUM"
"Insect Barcode System","Insect Barcode Information System","cod","crystallography open database","18","True","0.6129032258064516","contains","0.6","MEDIUM"
"brain-coX","Brain Co-Expression Explorer","rain","rna-protein association and interaction networks","5","True","0.5789473684210527","contains","0.6","MEDIUM"
"GPS-Prot","Global Pathogen-Host Protein Interaction Database","gps","","5","True","0.0","contains","0.6","MEDIUM"
"Ovarian Kaleidoscope","Ovarian Kaleidoscope Database","scop","structural classification of proteins","16","True","0.5757575757575758","contains","0.6","MEDIUM"
"Autophagic Compound Database","Autophagic Compound Database","database","database","20","True","0.4444444444444444","contains","0.6","MEDIUM"
"scRNA-tools","Single-Cell RNA-seq Tools Database","crn","cancer rna-seq nexus","8","True","0.5555555555555556","contains","0.6","MEDIUM"
"VOLCORE","Visible Tephra Layers Core Database","core","","3","True","0.0","contains","0.6","MEDIUM"
"ChemMaps","Chemical Maps","maps","medicinal plant activities","4","True","0.5641025641025641","contains","0.6","MEDIUM"
"Phytophthora Database","Phytophthora Database","database","database","13","True","0.5517241379310345","contains","0.6","MEDIUM"
"Samply.MDR","Sample Metadata Repository","mdr","","7","True","0.0","contains","0.6","MEDIUM"
"3D Brain Atlas","3D Brain Atlas Reconstructor","rain","rna-protein association and interaction networks","10","True","0.631578947368421","contains","0.6","MEDIUM"
"GDBChEMBL","Generated Database ChEMBL","chembl","","3","True","0.0","contains","0.6","MEDIUM"
"TomExpress","Tomato Expression Database","express","","3","True","0.0","contains","0.6","MEDIUM"
"Immuno-Navigator","Immune System Coexpression Database","gat","gene-set activity toolbox","13","True","0.6","contains","0.6","MEDIUM"
"RHO Database","Ring-Hydroxylating Oxygenase Database","database","database","4","True","0.35555555555555557","contains","0.6","MEDIUM"
"Twitter Parliamentarian Database","Twitter Parliamentarian Database","database","database","24","True","0.4","contains","0.6","MEDIUM"
"BEable-GPS","Base Editor Pathogenic SNV Guidance and Prediction System","gps","","7","True","0.0","contains","0.6","MEDIUM"
"Pancreatic Expression Database","Pancreatic Expression Database","express","","23","True","0.0","contains","0.6","MEDIUM"
"APEX-Seq Atlas","Subcellular RNA Localization Atlas","atlas","altered tcr ligand affinities and structures","9","True","0.6153846153846154","contains","0.6","MEDIUM"
"TheCellMap","Yeast Genetic Interaction Network Database","map","microrna analysis portal","7","True","0.5757575757575758","contains","0.6","MEDIUM"
"LIPID MAPS","Lipid Metabolites and Pathways Strategy","pid","plant intron database","7","True","0.6333333333333333","contains","0.6","MEDIUM"
"miRTargetLink","miRNA Target Gene and Pathway Network","mirt","","9","True","0.0","contains","0.6","MEDIUM"
"PlantRegMap","Plant Regulatory Map","map","microrna analysis portal","8","True","0.6818181818181818","contains","0.6","MEDIUM"
"TUATinsecta","Plant and Insect Integrated Database","tin","","8","True","0.0","contains","0.6","MEDIUM"
"PTSD Biomarker Database","Post-Traumatic Stress Disorder Biomarker Database","oma","orthologous matrix","20","True","0.3880597014925373","contains","0.6","MEDIUM"
"EUROCarbDB(CCRC)","European Carbohydrate Database","bdb","biopanning data bank","13","True","0.52","contains","0.6","MEDIUM"
"Socio-affective Touch Database","Socio-affective Touch Expression Database","database","database","22","True","0.32653061224489793","contains","0.6","MEDIUM"
"STRidER","Short Tandem Repeat Allele Frequency Database","rid","retrovirus integration database","4","True","0.631578947368421","contains","0.6","MEDIUM"
"Croatian Psycholinguistic Database","Croatian Psycholinguistic Database","database","database","26","True","0.38095238095238093","contains","0.6","MEDIUM"
"BioAtlas","Biological Atlas","atlas","altered tcr ligand affinities and structures","3","True","0.4","contains","0.6","MEDIUM"
"GinMicrosatDb","Gingelly Microsatellite Database","atd","autophagy to disease","10","True","0.6153846153846154","contains","0.6","MEDIUM"
"Cpf1-Database","CRISPR-Cpf1 Guide RNA Database","database","database","5","True","0.42105263157894735","contains","0.6","MEDIUM"
"Forensic Microbiome Database","Forensic Microbiome Database","database","database","20","True","0.4444444444444444","contains","0.6","MEDIUM"
"Biofilms Structural Database","Biofilms Structural Database","database","database","20","True","0.4444444444444444","contains","0.6","MEDIUM"
"Curcumin Resource Database","Curcumin Resource Database","database","database","18","True","0.47058823529411764","contains","0.6","MEDIUM"
"BioImg.org","Biological Images Catalog","bioimg","","4","True","0.0","contains","0.6","MEDIUM"
"VAMMPIRE","Variable Atomic Matched Molecular Pairs Interaction Resource","mmpi","","4","True","0.0","contains","0.6","MEDIUM"
"Plant Editosome Database","Plant Editosome Database","database","database","16","True","0.5","contains","0.6","MEDIUM"
"Organonitrogen Biodegradation Database","Organonitrogen Biodegradation Database","database","database","30","True","0.34782608695652173","contains","0.6","MEDIUM"
"RhizoBindingSites","Rhizobium DNA-Binding Sites Database","bind","biomolecular interaction network database","13","True","0.6493506493506493","contains","0.6","MEDIUM"
"Causal Biological Network Database","Causal Biological Network Database","database","database","26","True","0.38095238095238093","contains","0.6","MEDIUM"
"Salmon diet database","Salmon diet database for the North Pacific Ocean","database","database","12","True","0.2857142857142857","contains","0.6","MEDIUM"
"Brainomics-Localizer","Brainomics Localizer Database","rain","rna-protein association and interaction networks","16","True","0.5974025974025974","contains","0.6","MEDIUM"
"KiwiAtlas","Kiwifruit Gene Expression Atlas","atlas","altered tcr ligand affinities and structures","4","True","0.6933333333333334","contains","0.6","MEDIUM"
"eNanoMapper","eNanoMapper Database","oma","orthologous matrix","8","True","0.3684210526315789","contains","0.6","MEDIUM"
"citSATdb","Citrus SSR Marker Database","atdb","autophagy and tumor database","4","True","0.5925925925925926","contains","0.6","MEDIUM"
"TP-Atlas","Targeted Proteins Atlas","atlas","altered tcr ligand affinities and structures","3","True","0.6268656716417911","contains","0.6","MEDIUM"
"MareyMap Online","MareyMap Online","map","microrna analysis portal","12","True","0.6153846153846154","contains","0.6","MEDIUM"
"OpenToxipedia","OpenTox Toxicology Encyclopedia","pen","protein-gene expression nexus","10","True","0.5666666666666667","contains","0.6","MEDIUM"
"GigaTON","GigaTON","gat","gene-set activity toolbox","4","True","0.375","contains","0.6","MEDIUM"
"S2RSLDB","Sigma-2 Receptor Selective Ligands Database","ldb","lichen database","4","True","0.4827586206896552","contains","0.6","MEDIUM"
"MaizeQTL","Maize QTL Map Resource","eqtl","","4","True","0.0","contains","0.6","MEDIUM"
"TCGASpliceSeq","TCGA Splice Sequence Database","ice","chemical environment","10","True","0.4489795918367347","contains","0.6","MEDIUM"
"Antagomirbase","Antagomir Database","mirbase","","6","True","0.0","contains","0.6","MEDIUM"
"Rice Proteins Database","Rice Proteins Database","ice","chemical environment","19","True","0.5714285714285714","contains","0.6","MEDIUM"
"Nelumbo Genome Database","Nelumbo Genome Database","database","database","15","True","0.5161290322580645","contains","0.6","MEDIUM"
"EMAP/EMAPA","Mouse Developmental Anatomy Ontology","map","microrna analysis portal","7","True","0.5333333333333333","contains","0.6","MEDIUM"
"InosinomeAtlas","RNA Editing Atlas","atlas","altered tcr ligand affinities and structures","9","True","0.5573770491803278","contains","0.6","MEDIUM"
"PoPoolation DB","PoPoolation Database","popoolation","","3","True","0.0","contains","0.6","MEDIUM"
"PendoTMBase","Plant Endogenous Target Mimic Base","pen","protein-gene expression nexus","8","True","0.6349206349206349","contains","0.6","MEDIUM"
"ExpressionDB","ExpressionDB","ecolioverexpressiondb","","9","True","0.0","contains","0.6","MEDIUM"
"TREAT-NMD DMD","TREAT-NMD Duchenne Muscular Dystrophy Database","dmd","dietary microrna databases","10","True","0.6666666666666666","contains","0.6","MEDIUM"
"HuskinDB","Human Skin Permeation Database","ndb","nucleome data bank","5","True","0.6666666666666666","contains","0.6","MEDIUM"
"Allen Mouse Brain Connectivity Atlas","Allen Mouse Brain Connectivity Atlas","atlas","altered tcr ligand affinities and structures","31","True","0.7","contains","0.6","MEDIUM"
"CellLineNavigator","CellLineNavigator","gat","gene-set activity toolbox","14","True","0.5714285714285714","contains","0.6","MEDIUM"
"m6A-Atlas","m6A-Atlas","atlas","altered tcr ligand affinities and structures","4","True","0.22641509433962265","contains","0.6","MEDIUM"
"RareLSD","Rare Lysosomal Storage Disease Database","lsd","leaf senescence database","4","True","0.5714285714285714","contains","0.6","MEDIUM"
"ChIP-Atlas","ChIP-Atlas","atlas","altered tcr ligand affinities and structures","5","True","0.25925925925925924","contains","0.6","MEDIUM"
"KNOTTIN","Knottin Database","tin","","4","True","0.0","contains","0.6","MEDIUM"
"OpenNahele","OpenNahele","pen","protein-gene expression nexus","7","True","0.358974358974359","contains","0.6","MEDIUM"
"Tox-database","Cardiac Ion Channels Inhibition Database","database","database","4","True","0.3333333333333333","contains","0.6","MEDIUM"
"PmiRExAt","Plant miRNA Expression Atlas","mirex","","3","True","0.0","contains","0.6","MEDIUM"
"IMGT/HLA","International ImMunoGeneTics HLA Database","ipd-imgt/hla","polymorphism","4","True","0.33962264150943394","contains","0.6","MEDIUM"
"flyDIVaS","Fly Divergence and Selection Analysis","divas","","3","True","0.0","contains","0.6","MEDIUM"
"ePath","Essential Gene Pathway Database","algaepath","","4","True","0.0","contains","0.6","MEDIUM"
"CapsicumDB","Capsicum Transcriptome Database","mdb","","7","True","0.0","contains","0.6","MEDIUM"
"LncATLAS","Long Non-Coding RNA Atlas","lncat","lncrna","3","True","0.3870967741935484","contains","0.6","MEDIUM"
"COPD-KB","COPD Knowledge Base","opd","odonate phenotypic database","4","True","0.6521739130434783","contains","0.6","MEDIUM"
"NeoPeptide","NeoPeptide Database","ptid","pesticide-target interaction database","6","True","0.6428571428571429","contains","0.6","MEDIUM"
"GUDMAP","Genitourinary Development Molecular Anatomy Project","map","microrna analysis portal","3","True","0.5866666666666667","contains","0.6","MEDIUM"
"RAINBIO","RAINBIO","rain","rna-protein association and interaction networks","3","True","0.21818181818181817","contains","0.6","MEDIUM"
"RNABP-COGEST","RNA-Binding Protein Co-localization and Gene Expression Statistics","cog","clusters of orthologous genes","9","True","0.5263157894736842","contains","0.6","MEDIUM"
"ClinEpiDB","Clinical Epidemiology Database","pid","plant intron database","6","True","0.6274509803921569","contains","0.6","MEDIUM"
"InBIO Barcoding Initiative Database","InBIO Barcoding Initiative Database","cod","crystallography open database","32","True","0.625","contains","0.6","MEDIUM"
