extracted_name,extracted_long,baseline_name,baseline_full,edit_distance,contains,long_sim,match_type,score,confidence,is_match,reasoning
SAMotif Database,Structural Alphabet Motif Database,database,database,8,True,0.3809523809523809,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Adverse events database,Drug Adverse Events Database,database,database,15,True,0.4444444444444444,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
CoCoMac,Coordinate-Independent Brain Maps Atlas,oma,orthologous matrix,4,True,0.4210526315789473,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Physiome,Physiome,physiome.jp,,3,True,0.0,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
NOD Database,Non-Obese Diabetic Mouse Database,database,database,4,True,0.3902439024390244,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Plant transgenesis promoters database,Plant Transgenesis Promoters Database,database,database,29,True,0.3555555555555555,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Chemicals of emerging concern database,Exposome Chemicals Annotation Database,database,database,30,True,0.3478260869565217,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
ncrnadatabases.org,Non-coding RNA Databases Guide,database,database,10,True,0.4210526315789473,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
SilkOrganPDB,Silkworm Organelle Proteome Database,pdb,data bank,9,True,0.4,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Seeds in Chernobyl,Seeds in Chernobyl,seed,,14,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: seeds in chernobyl contains seed
TOXMAP,Toxicology Data Mapping Resource,map,microrna analysis portal,3,True,0.6785714285714286,contains,0.6,MEDIUM,N,Common substring match only
MyoSegmenTUM,Myology Segmentation Technical University Munich,ment,methylation and expression database of,8,True,0.6511627906976745,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
iModulonDB,Microbial Transcriptional Regulation Knowledgebase,ndb,nucleome data bank,7,True,0.5294117647058824,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
EVD,Ebolavirus Database,coevdb,,3,True,0.0,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
LmTDRM,Listeria monocytogenes Thiol and Disulfide Redox Metabolism database,mtd,mammalian transcriptomic database,3,True,0.5742574257425742,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
HapRice,Rice Haplotype Database,rice,,3,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: haprice contains rice
TBase,Kidney Transplant Research Database,insectbase,,5,True,0.0,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
"""Ligand Knowledge Base for Chelating P","P-Donor Ligands""",tin,,35,True,0.0,contains,0.6,MEDIUM,Y,"Legitimate expansion: ""ligand knowledge base for chelating p contains tin"
TNO MIDC,TNO Multiband Image Data Collection,idc,,5,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: tno midc contains idc
GlycomeAtlas,Glycome Atlas,atlas,altered tcr ligand affinities and structures,7,True,0.3508771929824561,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
DrumPID,Drug-Minded Protein Interaction Database,pid,plant intron database,4,True,0.6557377049180327,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
MotifMap,Regulatory Motif Map,map,microrna analysis portal,5,True,0.6363636363636364,contains,0.6,MEDIUM,N,Common substring match only
iPhemap,Induced Pluripotent Stem Cell Phenotype Map,map,microrna analysis portal,4,True,0.5373134328358209,contains,0.6,MEDIUM,N,Common substring match only
SMAP-HydroBlocks,Soil Moisture Active Passive HydroBlocks,map,microrna analysis portal,13,True,0.59375,contains,0.6,MEDIUM,N,Common substring match only
SeedSeq,Seed Sequence Database,seed,,3,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: seedseq contains seed
HelexKids,Greek Word Frequency Database,kid,yeast kinase interaction database,6,True,0.6451612903225806,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
BioMart,Biological Mart,oma,orthologous matrix,4,True,0.6060606060606061,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
DigitalHub,Digital Repository,digit,database of immunoglobulins with integrated tools,5,True,0.4477611940298507,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
GenTree,Gene Tree,gent,gene expression database of normal and tumor tissues,3,True,0.2950819672131147,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
SchistoCyte Atlas,Schistosome Single-Cell Atlas,atlas,altered tcr ligand affinities and structures,12,True,0.547945205479452,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
SoilGrids,Soil Property Grids,rid,retrovirus integration database,6,True,0.6,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
LeishInDB,Leishmania Inhibitors Database,ndb,nucleome data bank,6,True,0.625,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
INFRAFRONTIER,Infrastructure for Mouse Phenotyping Resources,tie,tumor isomir encyclopedia,10,True,0.5915492957746479,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
HDinHD,Huntington's Disease Data Portal,hdi,human disease insight,3,True,0.6792452830188679,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
DANIO-CODE,Zebrafish DNA Elements Encyclopedia,cod,crystallography open database,7,True,0.65625,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
PICEAdatabase,Picea Omics and Phenotypic Database,ice,chemical environment,10,True,0.5454545454545454,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
SynaptomeDB,Synaptome Database,yna,yeast nucleosome atlas,8,True,0.7,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
XCMS-MRM,XCMS Multiple Reaction Monitoring,cms,cancer methylome system,5,True,0.6071428571428571,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
PopHuman,Human Population Genomics Browser,pophumanscan,,4,True,0.0,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
SerpentinaDB,Rauvolfia Serpentina Molecule Database,pen,protein-gene expression nexus,9,True,0.5970149253731343,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
NEIHPID,Northeast India Helminth Parasite Information Database,pid,plant intron database,4,True,0.56,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
KrillDB,Antarctic Krill Transcriptome Database,ldb,lichen database,4,True,0.5283018867924528,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Brillouin-zone Database,Brillouin-zone Database,database,database,15,True,0.5161290322580645,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
hERGAPDbase,hERG Action Potential Duration Database,pdb,data bank,8,True,0.3333333333333333,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
LipidGO,Lipid Gene Ontology Database,pid,plant intron database,4,True,0.6938775510204082,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Phosphomatics,Phosphorylation Informatics,oma,orthologous matrix,10,True,0.6666666666666666,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
DiseaseConnect,Disease Connection Database,eco,european cancer observatory,11,True,0.6666666666666666,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
FibroAtlas,Fibrotic Disease Atlas Database,atlas,altered tcr ligand affinities and structures,5,True,0.6666666666666666,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
DIRECT,DNA-Mutation Inventory to Refine and Enhance Cancer Treatment,biosurveillance analytics resource directory,biosurveillance analytics resource directory,38,True,0.6095238095238096,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Phytochelatin Database,Phytochelatin Database,database,database,14,True,0.5333333333333333,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
TSLP Pathway Map,Thymic Stromal Lymphopoietin Signaling Pathway Map,map,microrna analysis portal,13,True,0.5945945945945946,contains,0.6,MEDIUM,N,Common substring match only
Eyasi Plateau Database,Eyasi Plateau Paleontological Database,database,database,14,True,0.3478260869565217,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
ZEAMAP,Maize Multi-Omics Database,map,microrna analysis portal,3,True,0.6,contains,0.6,MEDIUM,N,Common substring match only
STINGRAY,System for Integrated Genomic Resources and Analysis,tin,,5,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: stingray contains tin
ExpEdit,RNA Editing Explorer,ped,protein ensemble database,4,True,0.6666666666666666,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Peptipedia,Peptide Database,ped,protein ensemble database,7,True,0.6829268292682927,contains,0.6,MEDIUM,Y,Legitimate expansion: peptipedia contains ped
MalarImDB,Malaria Immunology Database,mdb,,6,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: malarimdb contains mdb
MetNet Online,Plant Systems Biology Resource,metnet,,7,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: metnet online contains metnet
PharmVar,Pharmacogene Variation Consortium,rmvar,,3,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: pharmvar contains rmvar
Gene Expression Commons,Gene Expression Commons,express,,16,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: gene expression commons contains express
OryzaPG-DB,Rice Proteogenomics Database,oryzapg,,3,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: oryzapg-db contains oryzapg
Hybrid Rat Diversity Panel,Hybrid Rat Diversity Panel,rid,retrovirus integration database,23,True,0.6666666666666666,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Seed Pro-Nutra Care,Seed Storage Proteins Database,seed,,15,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: seed pro-nutra care contains seed
Protein Complexes Map,Human Protein Complexes Map,map,microrna analysis portal,18,True,0.6274509803921569,contains,0.6,MEDIUM,N,Common substring match only
T2DiACoD,Type 2 Diabetes Gene Atlas,cod,crystallography open database,5,True,0.6545454545454545,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
KB-Rank,KB-Rank Knowledge Base,kb,,5,True,0.0,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Genome Maps,Genome Browser,maps,medicinal plant activities,7,True,0.3,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Korean NHIS Allergic Disease Database,Korean National Health Insurance Service Allergic Disease Database,database,database,29,True,0.2162162162162162,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
EURL ECVAM Database,EURL ECVAM Genotoxicity and Carcinogenicity Database,database,database,11,True,0.2666666666666666,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
eContour,eContour Contouring Guidelines,eco,european cancer observatory,5,True,0.5964912280701754,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Scalable Brain Atlas,Scalable Brain Atlas,atlas,altered tcr ligand affinities and structures,15,True,0.5,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Disorder Atlas,Protein Disorder Atlas,order,oilseed rape developmental expression resource,9,True,0.6176470588235294,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Global Mammal Parasite Database,Global Mammal Parasite Database,database,database,23,True,0.4102564102564102,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Angiogenesis/VEGF Database,Angiogenesis Genetic Markers Database,angiogenes,,16,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: angiogenesis/vegf database contains angiogenes
LGA,Leukemia Gene Atlas,algaepath,,6,True,0.0,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
openSNP,Personal Genomics Resource,pen,protein-gene expression nexus,4,True,0.6909090909090909,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
CSI NGS Portal,Computational Systems and Informatics NGS Portal,ngs,next generation sequencing catalog,11,True,0.6097560975609756,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
S2RSLDB,Sigma-2 Receptor Ligands Database,ldb,lichen database,4,True,0.5833333333333334,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
SpermBase,Sperm-Borne RNA Database,rmbase,rna modification base,3,True,0.6666666666666666,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
SG-ADVISER mtDNA,Scripps Genome Annotation and Distributed Variant Interpretation Server for Mitochondrial DNA,mtd,mammalian transcriptomic database,13,True,0.492063492063492,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
piRNA-IPdb,PIWI-bound piRNAs Database,pdb,data bank,7,True,0.4571428571428571,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
GPCR-PEnDB,GPCR Protein Sequences Database,pen,protein-gene expression nexus,7,True,0.7,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
NutriChem,Nutritional Chemistry Resource,tric,,5,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: nutrichem contains tric
COVID-19 Antibody Tracker,COVID-19 Antibody Therapeutics Tracker,rac,repository of antibiotic resistance cassettes,22,True,0.6987951807228916,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
PV,Proteogenomics Viewer,pvsirnadb,,7,True,0.0,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
NNE,Neurovascular Network Explorer,epilepsy-connect,,13,True,0.0,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
ATtRACT,RNA-Binding Proteins Database,rac,repository of antibiotic resistance cassettes,4,True,0.5675675675675675,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Brainpeps,Blood-Brain Barrier Peptide Database,rain,rna-protein association and interaction networks,5,True,0.6428571428571429,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
scRNASeqDB,Single Cell RNA-Seq Database,crn,cancer rna-seq nexus,7,True,0.625,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
BacillusRegNet,Bacillus Regulation Network Database,regnet,,8,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: bacillusregnet contains regnet
MicroHapDB,Microhaplotype Database,pdb,data bank,7,True,0.4375,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
ZincBind,Zinc Binding Sites Database,zinc,the zebrafish insertion collection,4,True,0.6557377049180327,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
PeptiCKDdb,Chronic Kidney Disease Peptide Database,kdd,kawasaki disease database,7,True,0.59375,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Coronavirus Database,Coronavirus Database,database,database,12,True,0.5714285714285714,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
PharmacoDB,Anticancer Drug Screening Database,cod,crystallography open database,7,True,0.6349206349206349,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Openmods,Open Microbial Database System,pen,protein-gene expression nexus,5,True,0.5423728813559322,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
ERP CORE,Event-Related Potential Core,core,,4,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: erp core contains core
Polish Genetic Database,Polish Genetic Database of Victims of Totalitarianisms,lis,legume information system,20,True,0.5569620253164557,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
HMNPPID,Human Malignant Neoplasm Protein-Protein Interaction Database,pid,plant intron database,4,True,0.5121951219512195,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
SpliceSeq,Splicing Sequence Resource,ice,chemical environment,6,True,0.5652173913043478,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Xylella Database,Xylella fastidiosa Comparative Genomic Database,database,database,8,True,0.2909090909090909,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
EPIC-CoGe,Plant Comparative Genomics Platform,cog,clusters of orthologous genes,6,True,0.59375,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
VigSatDB,Vigna Satellite Database,atdb,autophagy and tumor database,4,True,0.6153846153846154,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
TUL Herbarium,Tula Oblast Vascular Plant Herbarium,herb,,9,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: tul herbarium contains herb
MS_HistoneDB,Mass Spectrometry Histone Database,histonedb,,3,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: ms_histonedb contains histonedb
Clone DB,Clone-Associated Data Database,clone,,3,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: clone db contains clone
HIVToolbox,HIV Investigation Toolbox,vto,vertebrate taxonomy ontology,7,True,0.6792452830188679,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
KBCommons,Knowledge Base Commons,kb,,7,True,0.0,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Nanosized Cancer Database,Nanosized Cancer Polymarker Biochip Database,database,database,17,True,0.3076923076923077,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Virus Variation Resource,Virus Genomic Variation Database,virus variation,variation resource,9,True,0.68,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Genome Properties,Genome Functional Properties Database,tie,tumor isomir encyclopedia,14,True,0.6774193548387096,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
MycoResistance,Mycobacterial Resistance Resource,core,,10,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: mycoresistance contains core
HTLV-1 Database,HTLV-1 Molecular Epidemiology Database,database,database,7,True,0.3478260869565217,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
EGFRIndb,EGFR Inhibitor Database,ndb,nucleome data bank,5,True,0.5853658536585366,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Zebrafish Database,Zebrafish Facility Management Database,database,database,10,True,0.3478260869565217,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
ReconMap,Human Metabolism Reconstruction Map,eco,european cancer observatory,5,True,0.6774193548387096,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Kinase Atlas,Kinase Druggability Atlas,atlas,altered tcr ligand affinities and structures,7,True,0.6086956521739131,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Viruses.STRING,Virus-Host Protein Interaction Database,string,,8,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: viruses.string contains string
COSMIC Cancer Gene Census 3D,Cancer Gene Census 3D Database,cosmic,the catalogue of somatic mutations in cancer,22,True,0.6216216216216216,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Corvids Literature Database,Corvids Literature Database,database,database,19,True,0.4571428571428571,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
MiSNPDb,Mango SNP Database,pdb,data bank,4,True,0.5925925925925926,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
ProTrack,Proteogenomics Track Browser,rac,repository of antibiotic resistance cassettes,5,True,0.6301369863013698,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
MapMyFlu,Influenza Mapping Resource,map,microrna analysis portal,5,True,0.64,contains,0.6,MEDIUM,N,Common substring match only
CANCROX,Cancer Cross-species Therapy Database,ncro,the non-coding rna ontology,3,True,0.5,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
CATH-Gene3D,Class Architecture Topology Homology Gene3D,cath,,7,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: cath-gene3d contains cath
Grape-RNA,Grape RNA-Seq Database,grap,of,5,True,0.0,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
CistromeMap,Cistrome Map Knowledgebase,map,microrna analysis portal,8,True,0.64,contains,0.6,MEDIUM,N,Common substring match only
LmSmdB,Leishmania major and Schistosoma mansoni Database,mdb,,3,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: lmsmdb contains mdb
OpenNeuro,Open Neuroscience Data Resource,pen,protein-gene expression nexus,6,True,0.7,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
PRECISE,Pregnancy Care Integrating Translational Science Everywhere,regprecise,,3,True,0.0,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
JAMIR-eQTL,Japanese miRNA Expression QTL Database,eqtl,,6,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: jamir-eqtl contains eqtl
BRASERO,Benchmarking RNA Secondary Structure Comparison Resource,aser,animal sex reversal database,3,True,0.5238095238095238,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
ADEpedia,Adverse Drug Event Encyclopedia,ped,protein ensemble database,5,True,0.6785714285714286,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Probiotics Database,Database and Bioinformatics Studies of Probiotics,database,database,11,True,0.2807017543859649,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
OpenTrials,Open Clinical Trials Database,pen,protein-gene expression nexus,7,True,0.4827586206896552,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
RiceVarMap,Rice Genomic Variation Map,ice,chemical environment,7,True,0.6956521739130435,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
mycoDB.es,Mycobacterium Database,cod,crystallography open database,6,True,0.6274509803921569,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
DincRNA,Disease-associated Non-Coding RNA Database,crn,cancer rna-seq nexus,4,True,0.5161290322580645,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
BnaSNPDB,Brassica napus SNP Database,pdb,data bank,5,True,0.4444444444444444,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
ViBrism DB,Visual Brain Image Search and Mining Database,vibrism,,3,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: vibrism db contains vibrism
Interactome INSIDER,Structural Interactome Browser,rac,repository of antibiotic resistance cassettes,16,True,0.6133333333333333,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Flybrain,Flybrain Neuron Database,rain,rna-protein association and interaction networks,4,True,0.5,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
ClimCKmap,Climate Italian Fauna Distribution Map,map,microrna analysis portal,6,True,0.6129032258064516,contains,0.6,MEDIUM,N,Common substring match only
iSignDB,Smartphone Signature Biometrics Database,ndb,nucleome data bank,4,True,0.5517241379310345,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Insect Barcode System,Insect Barcode Information System,cod,crystallography open database,18,True,0.6129032258064516,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
brain-coX,Brain Co-Expression Explorer,rain,rna-protein association and interaction networks,5,True,0.5789473684210527,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
GPS-Prot,Global Pathogen-Host Protein Interaction Database,gps,,5,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: gps-prot contains gps
Ovarian Kaleidoscope,Ovarian Kaleidoscope Database,scop,structural classification of proteins,16,True,0.5757575757575758,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Autophagic Compound Database,Autophagic Compound Database,database,database,20,True,0.4444444444444444,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
scRNA-tools,Single-Cell RNA-seq Tools Database,crn,cancer rna-seq nexus,8,True,0.5555555555555556,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
VOLCORE,Visible Tephra Layers Core Database,core,,3,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: volcore contains core
ChemMaps,Chemical Maps,maps,medicinal plant activities,4,True,0.5641025641025641,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Phytophthora Database,Phytophthora Database,database,database,13,True,0.5517241379310345,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Samply.MDR,Sample Metadata Repository,mdr,,7,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: samply.mdr contains mdr
3D Brain Atlas,3D Brain Atlas Reconstructor,rain,rna-protein association and interaction networks,10,True,0.631578947368421,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
GDBChEMBL,Generated Database ChEMBL,chembl,,3,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: gdbchembl contains chembl
TomExpress,Tomato Expression Database,express,,3,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: tomexpress contains express
Immuno-Navigator,Immune System Coexpression Database,gat,gene-set activity toolbox,13,True,0.6,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
RHO Database,Ring-Hydroxylating Oxygenase Database,database,database,4,True,0.3555555555555555,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Twitter Parliamentarian Database,Twitter Parliamentarian Database,database,database,24,True,0.4,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
BEable-GPS,Base Editor Pathogenic SNV Guidance and Prediction System,gps,,7,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: beable-gps contains gps
Pancreatic Expression Database,Pancreatic Expression Database,express,,23,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: pancreatic expression database contains express
APEX-Seq Atlas,Subcellular RNA Localization Atlas,atlas,altered tcr ligand affinities and structures,9,True,0.6153846153846154,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
TheCellMap,Yeast Genetic Interaction Network Database,map,microrna analysis portal,7,True,0.5757575757575758,contains,0.6,MEDIUM,N,Common substring match only
LIPID MAPS,Lipid Metabolites and Pathways Strategy,pid,plant intron database,7,True,0.6333333333333333,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
miRTargetLink,miRNA Target Gene and Pathway Network,mirt,,9,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: mirtargetlink contains mirt
PlantRegMap,Plant Regulatory Map,map,microrna analysis portal,8,True,0.6818181818181818,contains,0.6,MEDIUM,N,Common substring match only
TUATinsecta,Plant and Insect Integrated Database,tin,,8,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: tuatinsecta contains tin
PTSD Biomarker Database,Post-Traumatic Stress Disorder Biomarker Database,oma,orthologous matrix,20,True,0.3880597014925373,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
EUROCarbDB(CCRC),European Carbohydrate Database,bdb,biopanning data bank,13,True,0.52,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Socio-affective Touch Database,Socio-affective Touch Expression Database,database,database,22,True,0.3265306122448979,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
STRidER,Short Tandem Repeat Allele Frequency Database,rid,retrovirus integration database,4,True,0.631578947368421,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Croatian Psycholinguistic Database,Croatian Psycholinguistic Database,database,database,26,True,0.3809523809523809,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
BioAtlas,Biological Atlas,atlas,altered tcr ligand affinities and structures,3,True,0.4,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
GinMicrosatDb,Gingelly Microsatellite Database,atd,autophagy to disease,10,True,0.6153846153846154,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Cpf1-Database,CRISPR-Cpf1 Guide RNA Database,database,database,5,True,0.4210526315789473,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Forensic Microbiome Database,Forensic Microbiome Database,database,database,20,True,0.4444444444444444,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Biofilms Structural Database,Biofilms Structural Database,database,database,20,True,0.4444444444444444,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Curcumin Resource Database,Curcumin Resource Database,database,database,18,True,0.4705882352941176,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
BioImg.org,Biological Images Catalog,bioimg,,4,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: bioimg.org contains bioimg
VAMMPIRE,Variable Atomic Matched Molecular Pairs Interaction Resource,mmpi,,4,True,0.0,contains,0.6,MEDIUM,Y,Legitimate expansion: vammpire contains mmpi
Plant Editosome Database,Plant Editosome Database,database,database,16,True,0.5,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Organonitrogen Biodegradation Database,Organonitrogen Biodegradation Database,database,database,30,True,0.3478260869565217,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
RhizoBindingSites,Rhizobium DNA-Binding Sites Database,bind,biomolecular interaction network database,13,True,0.6493506493506493,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Causal Biological Network Database,Causal Biological Network Database,database,database,26,True,0.3809523809523809,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Salmon diet database,Salmon diet database for the North Pacific Ocean,database,database,12,True,0.2857142857142857,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
Brainomics-Localizer,Brainomics Localizer Database,rain,rna-protein association and interaction networks,16,True,0.5974025974025974,contains,0.6,MEDIUM,N,"Substring match, likely different databases"
