pmid,title,abstract,in_linguistic,in_setfit,ling_score,setfit_confidence,primary_entity_long,primary_entity_short,primary_score,status,matched_long_short,all_long,all_short,ner_source,ner_confidence,entity_from_title,db_keyword_found,title_entity_in_ner,very_high_conf,baseline_entity_match,all_urls,resource_url,has_resource_url,url_context,article_count,in_baseline_pmid,in_baseline_entity,in_baseline
21482578,"A database of thermodynamic properties of the reactions of glycolysis, the tricarboxylic acid cycle, and the pentose phosphate pathway.","A database of thermodynamic properties is developed, which extends a previous database of glycolysis and tricarboxylic acid cycle by adding the reactions of the pentose phosphate pathway. The raw data and documented estimations of solution properties are made electronically available. The database is determined by estimation of a set of parameters representing species-level free energies of formation. The resulting calculations provide thermodynamic and network-based estimates of thermodynamic properties for six reactions of the pentose phosphate pathway for which estimates are not available in the preexisting literature. Optimized results are made available in ThermoML format. Because calculations depend on estimated hydrogen and metal cation dissociation constants, an uncertainty and sensitivity analysis is performed, revealing 23 critical dissociation constants to which the computed thermodynamic properties are particularly sensitive. DATABASE URL: http://www.biocoda.org/thermo",False,True,,0.7036872,thermoml,,6.0,ok,,,,spacy,0.0,,True,False,False,,http://www.biocoda.org/thermo,http://www.biocoda.org/thermo,True,...perties are particularly sensitive. DATABASE URL: http://www.biocoda.org/thermo,1,False,False,False
33508968,Databases for the study of biofilms: current status and potential applications.,"Biofilms play an important role in health, being associated with >80% of all microbial infections in the body and in the development of antibiotic resistance. Research in this field has continuously produced large volumes of data. Being able to handle all this information will be paramount for progress in this field. However, this places a heavy burden on the development of strategies to gather, organize and make this information available in a way that can be readily and effectively used by those requiring it. Lately, efforts towards this goal have been reported, particularly with the development of Quorumpeps, BiofOmics, BaAMPs, QSPpred, dPABBs, aBiofilm and the Biofilms Structural Database. This work reviews these databases and highlights their applicability and potential, while stressing some of the challenges for the coming years in database development and usage brought about by the use of big data and machine learning.",False,True,,0.70504075,quorumpeps | abiofilm,,6.0,conflict,,,,spacy,0.0,Databases for the study of biofilms,True,False,False,,,,False,,1,False,False,False
24596128,"Highlights of B/D-HPP and HPP Resource Pillar Workshops at 12th Annual HUPO World Congress of Proteomics: September 14-18, 2013, Yokohama, Japan.","At the 12th Annual HUPO World Congress of Proteomics in Japan, the Human Proteome Project (HPP) presented 16 scientific workshop sessions. Here we summarize highlights of ten workshops from the Biology and Disease-driven HPP (B/D-HPP) teams and three from the HPP Resource Pillars. Highlights of the three Chromosome-centric HPP sessions appeared in the many articles of the 2014 C-HPP special issue of the Journal of Proteome Research .",False,True,,0.60327744,chromosome-centric,,6.0,ok,,,,spacy,0.0,Highlights of B/D-HPP and HPP Resource Pillar Workshops at 12th Annual HUPO World Congress of Proteomics,True,False,False,,,,False,,1,False,False,False
22859749,Assessment of community-submitted ontology annotations from a novel database-journal partnership.,"As the scientific literature grows, leading to an increasing volume of published experimental data, so does the need to access and analyze this data using computational tools. The most commonly used method to convert published experimental data on gene function into controlled vocabulary annotations relies on a professional curator, employed by a model organism database or a more general resource such as UniProt, to read published articles and compose annotation statements based on the articles' contents. A more cost-effective and scalable approach capable of capturing gene function data across the whole range of biological research organisms in computable form is urgently needed. We have analyzed a set of ontology annotations generated through collaborations between the Arabidopsis Information Resource and several plant science journals. Analysis of the submissions entered using the online submission tool shows that most community annotations were well supported and the ontology terms chosen were at an appropriate level of specificity. Of the 503 individual annotations that were submitted, 97% were approved and community submissions captured 72% of all possible annotations. This new method for capturing experimental results in a computable form provides a cost-effective way to greatly increase the available body of annotations without sacrificing annotation quality. Database URL: www.arabidopsis.org.",False,True,,0.68473524,uniprot | arabidopsis information resource,,6.0,conflict,,,,spacy,0.0,,True,False,False,,http://www.arabidopsis.org,http://www.arabidopsis.org,True,,1,False,False,False
27743371,Databases and Associated Tools for Glycomics and Glycoproteomics.,"The access to biodatabases for glycomics and glycoproteomics has proven to be essential for current glycobiological research. This chapter presents available databases that are devoted to different aspects of glycobioinformatics. This includes oligosaccharide sequence databases, experimental databases, 3D structure databases (of both glycans and glycorelated proteins) and association of glycans with tissue, disease, and proteins. Specific search protocols are also provided using tools associated with experimental databases for converting primary glycoanalytical data to glycan structural information. In particular, researchers using glycoanalysis methods by U/HPLC (GlycoBase), MS (GlycoWorkbench, UniCarb-DB, GlycoDigest), and NMR (CASPER) will benefit from this chapter. In addition we also include information on how to utilize glycan structural information to query databases that associate glycans with proteins (UniCarbKB) and with interactions with pathogens (SugarBind).",False,True,,0.70920074,unicarb | unicarbkb,,6.0,conflict,,,,spacy,0.0,,True,False,False,,,,False,,1,False,False,False
26434392,Protein function annotation using protein domain family resources.,"As a result of the genome sequencing and structural genomics initiatives, we have a wealth of protein sequence and structural data. However, only about 1% of these proteins have experimental functional annotations. As a result, computational approaches that can predict protein functions are essential in bridging this widening annotation gap. This article reviews the current approaches of protein function prediction using structure and sequence based classification of protein domain family resources with a special focus on functional families in the CATH-Gene3D resource.",False,True,,0.6999866,,cath | gene3d,6.0,conflict,,,,spacy,0.0,,True,False,False,,,,False,,1,False,False,False
24304889,Expression Atlas update--a database of gene and transcript expression from microarray- and sequencing-based functional genomics experiments.,"Expression Atlas (http://www.ebi.ac.uk/gxa) is a value-added database providing information about gene, protein and splice variant expression in different cell types, organism parts, developmental stages, diseases and other biological and experimental conditions. The database consists of selected high-quality microarray and RNA-sequencing experiments from ArrayExpress that have been manually curated, annotated with Experimental Factor Ontology terms and processed using standardized microarray and RNA-sequencing analysis methods. The new version of Expression Atlas introduces the concept of 'baseline' expression, i.e. gene and splice variant abundance levels in healthy or untreated conditions, such as tissues or cell types. Differential gene expression data benefit from an in-depth curation of experimental intent, resulting in biologically meaningful 'contrasts', i.e. instances of differential pairwise comparisons between two sets of biological replicates. Other novel aspects of Expression Atlas are its strict quality control of raw experimental data, up-to-date RNA-sequencing analysis methods, expression data at the level of gene sets, as well as genes and a more powerful search interface designed to maximize the biological value provided to the user.",False,True,,0.704224,arrayexpress | experimental factor ontology,,6.0,conflict,,,,spacy,0.0,,True,False,False,,http://www.ebi.ac.uk/gxa,http://www.ebi.ac.uk/gxa,True,Expression Atlas (http://www.ebi.ac.uk/gxa) is a value-added database providing information...,1,False,False,False
33677561,Analysing the yeast complexome-the Complex Portal rising to the challenge.,"The EMBL-EBI Complex Portal is a knowledgebase of macromolecular complexes providing persistent stable identifiers. Entries are linked to literature evidence and provide details of complex membership, function, structure and complex-specific Gene Ontology annotations. Data are freely available and downloadable in HUPO-PSI community standards and missing entries can be requested for curation. In collaboration with Saccharomyces Genome Database and UniProt, the yeast complexome, a compendium of all known heteromeric assemblies from the model organism Saccharomyces cerevisiae, was curated. This expansion of knowledge and scope has led to a 50% increase in curated complexes compared to the previously published dataset, CYC2008. The yeast complexome is used as a reference resource for the analysis of complexes from large-scale experiments. Our analysis showed that genes coding for proteins in complexes tend to have more genetic interactions, are co-expressed with more genes, are more multifunctional, localize more often in the nucleus, and are more often involved in nucleic acid-related metabolic processes and processes where large machineries are the predominant functional drivers. A comparison to genetic interactions showed that about 40% of expanded co-complex pairs also have genetic interactions, suggesting strong functional links between complex members.",False,True,,0.70807916,saccharomyces genome database | uniprot,,6.0,conflict,,,,spacy,0.0,,True,False,False,,,,False,,1,False,False,False
26009974,Review of natural product databases.,"<h4>Objectives</h4>Many natural products have pharmacological or biological activities that can be of therapeutic benefit in treating diseases, and are also an important source of inspiration for development of potential novel drugs. The past few decades have witnessed extensive study of natural products for their promising prospects in application of medicinal chemistry, molecular biology and pharmaceutical sciences.<h4>Materials and methods</h4>Natural product databases have provided systematic collection of information concerning natural products and their derivatives, including structure, source and mechanisms of action, which significantly support modern drug discovery.<h4>Results</h4>Currently, a considerable number of natural product databases, such as TCM Database@Taiwan, TCMID, CEMTDD, SuperToxic and SuperNatural, have been developed, providing data such as integrated medicinal herbs, ingredients, 2D/3D structures of the compounds, related target proteins, relevant diseases, and metabolic toxicity and more.<h4>Conclusions</h4>We focus on an analytical overview of current natural product databases, and further discuss the good, bad or imperfection of current ones, in the hope of better integrating existing relevant outcomes, thus providing new routes for future drug discovery.",False,True,,0.69808894,,tcmid | cemtdd,6.0,conflict,,,,spacy,0.0,,True,False,False,,,,False,,1,False,False,False
25977788,"A repository of assays to quantify 10,000 human proteins by SWATH-MS.","Mass spectrometry is the method of choice for deep and reliable exploration of the (human) proteome. Targeted mass spectrometry reliably detects and quantifies pre-determined sets of proteins in a complex biological matrix and is used in studies that rely on the quantitatively accurate and reproducible measurement of proteins across multiple samples. It requires the one-time, a priori generation of a specific measurement assay for each targeted protein. SWATH-MS is a mass spectrometric method that combines data-independent acquisition (DIA) and targeted data analysis and vastly extends the throughput of proteins that can be targeted in a sample compared to selected reaction monitoring (SRM). Here we present a compendium of highly specific assays covering more than 10,000 human proteins and enabling their targeted analysis in SWATH-MS datasets acquired from research or clinical specimens. This resource supports the confident detection and quantification of 50.9% of all human proteins annotated by UniProtKB/Swiss-Prot and is therefore expected to find wide application in basic and clinical research. Data are available via ProteomeXchange (PXD000953-954) and SWATHAtlas (SAL00016-35).",False,True,,0.70684963,uniprotkb | proteomexchange,,6.0,conflict,,,,spacy,0.0,,True,False,False,,,,False,,1,False,False,False
26305468,A Catalog of Proteins Expressed in the AG Secreted Fluid during the Mature Phase of the Chinese Mitten Crabs (Eriocheir sinensis).,"The accessory gland (AG) is an important component of the male reproductive system of arthropods, its secretions enhance fertility, some AG proteins bind to the spermatozoa and affect its function and properties. Here we report the first comprehensive catalog of the AG secreted fluid during the mature phase of the Chinese mitten crab (Eriocheir sinensis). AG proteins were separated by one-dimensional gel electrophoresis and analyzed by reverse phase high-performance liquid chromatography coupled with tandem mass spectrometry (HPLC-MS/MS). Altogether, the mass spectra of 1173 peptides were detected (1067 without decoy and contaminants) which allowed for the identification of 486 different proteins annotated upon the NCBI database (http://www.ncbi.nlm.nih.gov/) and our transcritptome dataset. The mass spectrometry proteomics data have been deposited at the ProteomeXchange with identifier PXD000700. An extensive description of the AG proteome will help provide the basis for a better understanding of a number of reproductive mechanisms, including potentially spermatophore breakdown, dynamic functional and morphological changes in sperm cells and sperm acrosin enzyme vitality. Thus, the comprehensive catalog of proteins presented here can serve as a valuable reference for future studies of sperm maturation and regulatory mechanisms involved in crustacean reproduction.",False,True,,0.60843897,proteomexchange,,6.0,ok,,,,spacy,0.0,,True,False,False,,http://www.ncbi.nlm.nih.gov/,http://www.ncbi.nlm.nih.gov/,True,...ferent proteins annotated upon the NCBI database (http://www.ncbi.nlm.nih.gov/) and our transcritptome dataset. The mass spectro...,1,False,False,False
27125735,"The RNA 3D Motif Atlas: Computational methods for extraction, organization and evaluation of RNA motifs.","RNA 3D motifs occupy places in structured RNA molecules that correspond to the hairpin, internal and multi-helix junction ""loops"" of their secondary structure representations. As many as 40% of the nucleotides of an RNA molecule can belong to these structural elements, which are distinct from the regular double helical regions formed by contiguous AU, GC, and GU Watson-Crick basepairs. With the large number of atomic- or near atomic-resolution 3D structures appearing in a steady stream in the PDB/NDB structure databases, the automated identification, extraction, comparison, clustering and visualization of these structural elements presents an opportunity to enhance RNA science. Three broad applications are: (1) identification of modular, autonomous structural units for RNA nanotechnology, nanobiology and synthetic biology applications; (2) bioinformatic analysis to improve RNA 3D structure prediction from sequence; and (3) creation of searchable databases for exploring the binding specificities, structural flexibility, and dynamics of these RNA elements. In this contribution, we review methods developed for computational extraction of hairpin and internal loop motifs from a non-redundant set of high-quality RNA 3D structures. We provide a statistical summary of the extracted hairpin and internal loop motifs in the most recent version of the RNA 3D Motif Atlas. We also explore the reliability and accuracy of the extraction process by examining its performance in clustering recurrent motifs from homologous ribosomal RNA (rRNA) structures. We conclude with a summary of remaining challenges, especially with regard to extraction of multi-helix junction motifs.",False,True,,0.72191036,,pdb | ndb,6.0,conflict,,,,spacy,0.0,RNA 3D Motif Atlas,False,False,False,,,,False,,1,False,False,False
26504517,A large and diverse collection of bovine genome sequences from the Canadian Cattle Genome Project.,"<h4>Background</h4>The Canadian Cattle Genome Project is a large-scale international project that aims to develop genomics-based tools to enhance the efficiency and sustainability of beef and dairy production. Obtaining DNA sequence information is an important part of achieving this goal as it facilitates efforts to associate specific DNA differences with phenotypic variation. These associations can be used to guide breeding decisions and provide valuable insight into the molecular basis of traits.<h4>Findings</h4>We describe a dataset of 379 whole-genome sequences, taken primarily from key historic Bos taurus animals, along with the analyses that were performed to assess data quality. The sequenced animals represent ten populations relevant to beef or dairy production. Animal information (name, breed, population), sequence data metrics (mapping rate, depth, concordance), and sequence repository identifiers (NCBI BioProject and BioSample IDs) are provided to enable others to access and exploit this sequence information.<h4>Conclusions</h4>The large number of whole-genome sequences generated as a result of this project will contribute to ongoing work aiming to catalogue the variation that exists in cattle as well as efforts to improve traits through genotype-guided selection. Studies of gene function, population structure, and sequence evolution are also likely to benefit from the availability of this resource.",False,True,,0.7061001,a large-scale | bioproject,,6.0,conflict,,,,spacy,0.0,,True,False,False,,,,False,,1,False,False,False
26243826,Revisiting topological properties and models of protein-protein interaction networks from the perspective of dataset evolution.,"Protein-protein interaction (PPI) networks are crucial for organisms. Many research efforts have thus been devoted to the study on the topological properties and models of PPI networks. However, existing studies did not always report consistent results on the topological properties of PPI networks. Although a number of PPI network models have been introduced, yet in the literature there is no convincing conclusion on which model is best for describing PPI networks. This situation is primarily caused by the incompleteness of current PPI datasets. To solve this problem, in this study, the authors propose to revisit the topological properties and models of PPI networks from the perspective of PPI dataset evolution. Concretely, they used 12 PPI datasets of Arabidopsis thaliana and 10 PPI datasets of Saccharomyces cerevisiae from different Biological General Repository for Interaction Datasets (BioGRID) database versions, and compared the topological properties of these datasets and the fitting capabilities of five typical PPI network models over these datasets.",False,True,,0.6842954,biological general repository for interaction datasets | biogrid,,6.0,conflict,,,,spacy,0.0,,False,False,False,,,,False,,1,False,False,False
21559461,A bioinformatics classifier and database for heme-copper oxygen reductases.,"<h4>Background</h4>Heme-copper oxygen reductases (HCOs) are the last enzymatic complexes of most aerobic respiratory chains, reducing dioxygen to water and translocating up to four protons across the inner mitochondrial membrane (eukaryotes) or cytoplasmatic membrane (prokaryotes). The number of completely sequenced genomes is expanding exponentially, and concomitantly, the number and taxonomic distribution of HCO sequences. These enzymes were initially classified into three different types being this classification recently challenged.<h4>Methodology</h4>We reanalyzed the classification scheme and developed a new bioinformatics classifier for the HCO and Nitric oxide reductases (NOR), which we benchmark against a manually derived gold standard sequence set. It is able to classify any given sequence of subunit I from HCO and NOR with a global recall and precision both of 99.8%. We use this tool to classify this protein family in 552 completely sequenced genomes.<h4>Conclusions</h4>We concluded that the new and broader data set supports three functional and evolutionary groups of HCOs. Homology between NORs and HCOs is shown and NORs closest relationship with C Type HCOs demonstrated. We established and made available a classification web tool and an integrated Heme-Copper Oxygen reductase and NOR protein database (www.evocell.org/hco).",False,True,,0.6970361,prokaryotes,,6.0,ok,,,,spacy,0.0,,True,False,False,,http://www.evocell.org/hco,http://www.evocell.org/hco,True,,1,False,False,False
27982081,A cloud-based workflow to quantify transcript-expression levels in public cancer compendia.,"Public compendia of sequencing data are now measured in petabytes. Accordingly, it is infeasible for researchers to transfer these data to local computers. Recently, the National Cancer Institute began exploring opportunities to work with molecular data in cloud-computing environments. With this approach, it becomes possible for scientists to take their tools to the data and thereby avoid large data transfers. It also becomes feasible to scale computing resources to the needs of a given analysis. We quantified transcript-expression levels for 12,307 RNA-Sequencing samples from the Cancer Cell Line Encyclopedia and The Cancer Genome Atlas. We used two cloud-based configurations and examined the performance and cost profiles of each configuration. Using preemptible virtual machines, we processed the samples for as little as $0.09 (USD) per sample. As the samples were processed, we collected performance metrics, which helped us track the duration of each processing step and quantified computational resources used at different stages of sample processing. Although the computational demands of reference alignment and expression quantification have decreased considerably, there remains a critical need for researchers to optimize preprocessing steps. We have stored the software, scripts, and processed data in a publicly accessible repository (https://osf.io/gqrz9).",False,True,,0.6812411,the cancer genome atlas,,6.0,ok,,,,spacy,0.0,,False,False,False,,https://osf.io/gqrz9,https://osf.io/gqrz9,True,...ocessed data in a publicly accessible repository (https://osf.io/gqrz9).,1,False,False,False
29391424,Large-scale intact glycopeptide identification by Mascot database search.,"Workflows capable of determining glycopeptides in large-scale are missing in the field of glycoproteomics. We present an approach for automated annotation of intact glycopeptide mass spectra. The steps in adopting the Mascot search engine for intact glycopeptide analysis included: (i) assigning one letter codes for monosaccharides, (ii) linearizing glycan sequences and (iii) preparing custom glycoprotein databases. Automated annotation of both N- and O-linked glycopeptides was proven using standard glycoproteins. In a large-scale study, a total of 257 glycoproteins containing 970 unique glycosylation sites and 3447 non-redundant N-linked glycopeptide variants were identified in 24 serum samples. Thus, a single tool was developed that collectively allows the (i) elucidation of N- and O-linked glycopeptide spectra, (ii) matching glycopeptides to known protein sequences, and (iii) high-throughput, batch-wise analysis of large-scale glycoproteomics data sets.",False,True,,0.6178135,automated annotation | a large-scale,,6.0,conflict,,,,spacy,0.0,,True,False,False,,,,False,,1,False,False,False
31030996,Computational Drug Discovery in Chemotherapy-induced Alopecia via Text Mining and Biomedical Databases.,"<h4>Purpose</h4>Chemotherapy-induced alopecia (CIA) is a common and often stressful adverse effect associated with chemotherapy. CIA can cause more psychosocial pressure in patients, including effects on sexuality, self-esteem, and social relationships. We analyzed publicly available data to identify drugs formulated for topical use targeting the relevant CIA molecular pathways by using computational tools.<h4>Methods</h4>The genes associated with CIA were determined by text mining, and the gene ontology of the gene set was studied using the Functional Enrichment analysis tool. Protein-protein interaction network analysis was performed using the String database. Enriched gene sets belonging to the identified pathways were queried against the Drug-Gene Interaction database to find drug candidates for topical use in CIA.<h4>Findings</h4>Our analysis identified 427 genes common to CIA text-mining concepts. Gene enrichment analysis and protein-protein interaction analysis yielded 19 genes potentially targetable by a total of 29 drugs that could possibly be formulated for topical application.<h4>Implications</h4>The findings from the present analysis would give a new thought to help discover more effective agents, and present tremendous opportunities to study novel target pharmacology and facilitate drug repositioning efforts in the pharmaceutical industry.",False,True,,0.6390595,drug-gene interaction database,,6.0,ok,,,,spacy,0.0,,True,False,False,,,,False,,1,False,False,False
"22970177, 28776320, 32003691, 34969046","The study of HIV and antenatal care integration in pregnancy in Kenya: design, methods, and baseline results of a cluster-randomized controlled trial.","<h4>Background</h4>Despite strong evidence for the effectiveness of anti-retroviral therapy for improving the health of women living with HIV and for the prevention of mother-to-child transmission (PMTCT), HIV persists as a major maternal and child health problem in sub-Saharan Africa. In most settings antenatal care (ANC) services and HIV treatment services are offered in separate clinics. Integrating these services may result in better uptake of services, reduction of the time to treatment initiation, better adherence, and reduction of stigma.<h4>Methodology/principal findings</h4>A prospective cluster randomized controlled trial design was used to evaluate the effects of integrating HIV treatment into ANC clinics at government health facilities in rural Kenya. Twelve facilities were randomized to provide either fully integrated services (ANC, PMTCT, and HIV treatment services all delivered in the ANC clinic) or non-integrated services (ANC clinics provided ANC and basic PMTCT services and referred clients to a separate HIV clinic for HIV treatment). During June 2009- March 2011, 1,172 HIV-positive pregnant women were enrolled in the study. The main study outcomes are rates of maternal enrollment in HIV care and treatment, infant HIV testing uptake, and HIV-free infant survival. Baseline results revealed that the intervention and control cohorts were similar with respect to socio-demographics, male partner HIV testing, sero-discordance of the couple, obstetric history, baseline CD4 count, and WHO Stage. Challenges faced while conducting this trial at low-resource rural health facilities included frequent staff turnover, stock-outs of essential supplies, transportation challenges, and changes in national guidelines.<h4>Conclusions/significance</h4>This is the first randomized trial of ANC and HIV service integration to be conducted in rural Africa. It is expected that the study will provide critical evidence regarding the implementation and effectiveness of this service delivery strategy, with important implications for programs striving to eliminate vertical transmission of HIV and improve maternal health.<h4>Trial registration</h4>ClinicalTrials.gov NCT00931216 http://clinicaltrials.gov/ct2/show/NCT00931216.",True,False,3.0,,,,0.0,no_entities,,,,,,study of HIV and antenatal care integration in pregnancy in Kenya,False,False,False,,http://clinicaltrials.gov/ct2/show/NCT00931216,http://clinicaltrials.gov/ct2/show/NCT00931216,True,...l registration</h4>ClinicalTrials.gov NCT00931216 http://clinicaltrials.gov/ct2/show/NCT00931216.,1,False,False,False
"28873092, 28934265, 33663077",Effect of cervical cancer education and provider recommendation for screening on screening rates: A systematic review and meta-analysis.,"<h4>Background</h4>Although cervical cancer is largely preventable through screening, detection and treatment of precancerous abnormalities, it remains one of the top causes of cancer-related morbidity and mortality globally.<h4>Objectives</h4>The objective of this systematic review is to understand the evidence of the effect of cervical cancer education compared to control conditions on cervical cancer screening rates in eligible women population at risk of cervical cancer. We also sought to understand the effect of provider recommendations for screening to eligible women on cervical cancer screening (CCS) rates compared to control conditions in eligible women population at risk of cervical cancer.<h4>Methods</h4>We used the PICO (Problem or Population, Interventions, Comparison and Outcome) framework as described in the Cochrane Collaboration Handbook to develop our search strategy. The details of our search strategy has been described in our systematic review protocol published in the International Prospective Register of systematic reviews (PROSPERO). The protocol registration number is CRD42016045605 available at: http://www.crd.york.ac.uk/prospero/display_record.asp?src=trip&ID=CRD42016045605. The search string was used in Pubmed, Embase, Cochrane Systematic Reviews and Cochrane CENTRAL register of controlled trials to retrieve study reports that were screened for inclusion in this review. Our data synthesis and reporting was guided by the Preferred Reporting Items for Systematic Reviews and Meta-analysis (PRISMA). We did a qualitative synthesis of evidence and, where appropriate, individual study effects were pooled in meta-analyses using RevMan 5.3 Review Manager. The Higgins I2 was used to assess for heterogeneity in studies pooled together for overall summary effects. We did assessment of risk of bias of individual studies included and assessed risk of publication bias across studies pooled together in meta-analysis by Funnel plot.<h4>Results</h4>Out of 3072 study reports screened, 28 articles were found to be eligible for inclusion in qualitative synthesis (5 of which were included in meta-analysis of educational interventions and 8 combined in meta-analysis of HPV self-sampling interventions), while 45 were excluded for various reasons. The use of theory-based educational interventions significantly increased CCS rates by more than double (OR, 2.46, 95% CI: 1.88, 3.21). Additionally, offering women the option of self-sampling for Human Papillomavirus (HPV) testing increased CCS rates by nearly 2-fold (OR = 1.71, 95% CI: 1.32, 2.22). We also found that invitation letters alone (or with a follow up phone contact), making an appointment, and sending reminders to patients who are due or overdue for screening had a significant effect on improving participation and CCS rates in populations at risk.<h4>Conclusion</h4>Our findings supports the implementation of theory-based cervical cancer educational interventions to increase women's participation in cervical cancer screening programs, particularly when targeting communities with low literacy levels. Additionally, cervical cancer screening programs should consider the option of offering women the opportunity for self-sample collection particularly when such women have not responded to previous screening invitation or reminder letters for Pap smear collection as a method of screening.",True,False,4.0,,,,0.0,no_entities,,,,,,Effect of cervical cancer education and provider recommendation for screening on screening rates,False,False,False,,http://www.crd.york.ac.uk/prospero/display_record.asp?src=trip&ID=CRD42016045605,http://www.crd.york.ac.uk/prospero/display_record.asp?src=trip&ID=CRD42016045605,True,"...gistration number is CRD42016045605 available at: http://www.crd.york.ac.uk/prospero/display_record.asp?src=trip&ID=CRD42016045605. The search string was used in Pubmed, Embase, Co...",1,False,False,False
"26132000, 28578176, 33905618",Using the PhenX Toolkit to Add Standard Measures to a Study.,"The PhenX (consensus measures for Phenotypes and eXposures) Toolkit (https://www.phenxtoolkit.org/) offers high-quality, well-established measures of phenotypes and exposures for use by the scientific community. The goal is to promote the use of standard measures, enhance data interoperability, and help investigators identify opportunities for collaborative and translational research. The Toolkit contains 395 measures drawn from 22 research domains (fields of research), along with additional collections of measures for Substance Abuse and Addiction (SAA) research, Mental Health Research (MHR), and Tobacco Regulatory Research (TRR). Additional measures for TRR that are expected to be released in 2015 include Obesity, Eating Disorders, and Sickle Cell Disease. Measures are selected by working groups of domain experts using a consensus process that includes input from the scientific community. The Toolkit provides a description of each PhenX measure, the rationale for including it in the Toolkit, protocol(s) for collecting the measure, and supporting documentation. Users can browse measures in the Toolkit or can search the Toolkit using the Smart Query Tool or a full text search. PhenX Toolkit users select measures of interest to add to their Toolkit. Registered Toolkit users can save their Toolkit and return to it later to revise or complete. They then have options to download a customized Data Collection Worksheet that specifies the data to be collected, and a Data Dictionary that describes each variable included in the Data Collection Worksheet. The Toolkit also has a Register Your Study feature that facilitates cross-study collaboration by allowing users to find other investigators using the same PhenX measures.",True,False,3.0,,,,0.0,no_entities,,,,,,Research standardization tools,False,False,False,,https://www.phenxtoolkit.org/ | http://www.phenxtoolkit.org/,https://www.phenxtoolkit.org/,True,"...s measures for Phenotypes and eXposures) Toolkit (https://www.phenxtoolkit.org/) offers high-quality, well-established measures o...",1,False,False,False
"27779497, 29864098",Variable Selection for Confounding Adjustment in High-dimensional Covariate Spaces When Analyzing Healthcare Databases.,"<h4>Background</h4>Data-adaptive approaches to confounding adjustment may improve performance beyond expert knowledge when analyzing electronic healthcare databases and have additional practical advantages for analyzing multiple databases in rapid cycles. Improvements seemed possible if outcome predictors were reliably identified empirically and adjusted.<h4>Methods</h4>In five cohort studies from diverse healthcare databases, we implemented a base-case high-dimensional propensity score algorithm with propensity score decile-adjusted outcome models to estimate treatment effects among prescription drug initiators. The original variable selection procedure based on the estimated bias of each variable using unadjusted associations between confounders and exposure (RRCE) and disease outcome (RRCD) was augmented by alternative strategies. These included using increasingly adjusted RRCD estimates, including models considering >1,500 variables jointly (Lasso, Bayesian logistic regression); using prediction statistics or likelihood-ratio statistics for covariate prioritization; directly estimating the propensity score with >1,500 variables (Lasso, Bayesian regression); or directly fitting an outcome model using all covariates jointly (Lasso, Ridge).<h4>Results</h4>In five example studies, most tested augmentations of the base-case hdPS did not meaningfully change estimates in light of wide confidence intervals except for Bayesian regression and Lasso to estimate RRCD, which moved estimates minimally closer to the expectation in three of five examples. The direct outcome estimation with Lasso performed worst.<h4>Conclusion</h4>Overall, the basic heuristic of variable reduction in high-dimensional propensity score adjustment performed, as well as alternative approaches in diverse settings. Minor improvements in variable selection may be possible using Bayesian outcome regression to prioritize variables for propensity score estimation when outcomes are rare. See video abstract at, http://links.lww.com/EDE/B162.",True,False,3.0,,,,0.0,no_entities,,,,,,Activity and Exercise Intolerance After Concussion,True,False,False,,http://links.lww.com/EDE/B162,http://links.lww.com/EDE/B162,True,"...on when outcomes are rare. See video abstract at, http://links.lww.com/EDE/B162.",1,False,False,False
"23920826, 29295221",Analyses of medical data models - identifying common concepts and items in a repository of medical forms.,"One year ago the portal of Medical Data Models (http://medical-data-models.org) was presented as a resource for the scientific community. As of November 2012 there are approximately 3,300 forms with 102,000 items available in the CDISC ODM format. First descriptive analyses regarding form metadata demonstrate the capability of such a repository to identify commonly used medical concepts. Most common items are administrative attributes which indicates that more clinical information are needed to increase the secondary use of data documented within these forms.",True,False,3.0,,,,0.0,no_entities,,,,,,Portal of Medical Data Models,True,False,False,,http://medical-data-models.org,http://medical-data-models.org,True,One year ago the portal of Medical Data Models (http://medical-data-models.org) was presented as a resource for the scientific c...,1,False,False,False
