"extracted_name","baseline_name","match_type","is_match","score","reasoning","extracted_long","extracted_url","baseline_url","baseline_long","edit_distance","url_similarity","confidence"
"International Doubly Labelled Water Database","database","contains","N","0.5","Score=0.5: contains","International Doubly Labelled Water Database","","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","36.0","0.0","LOW"
"SPARC DRC","spar","contains","N","0.5","Score=0.5: contains","SPARC Data Resource Center","","http://www.lisanwanglab.org/SPAR","Small RNA-seq Portal for Analysis of sequencing","5.0","0.0","LOW"
"Diaretinopathy database","database","contains","N","0.5","Score=0.5: contains","Diabetic Retinopathy Gene Database","","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","15.0","0.0","LOW"
"Synapse JHU Biobank","naps","contains","N","0.5","Score=0.5: contains","Johns Hopkins Nerve Sheath Tumor Repository","http://synapse.org/jhubiobank","http://naps.nencki.gov.pl","Nencki Affective Picture System","15.0","0.07","LOW"
"World Spider Trait database","database","contains","N","0.5","Score=0.5: contains","World Spider Trait Database","https://spidertraits.sci.muni.cz/","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","19.0","0.19","LOW"
"SWGDRUG Mass Spectral Resource","spectra","contains","N","0.5","Score=0.5: contains","SWGDRUG Mass Spectral Library Resource","","http://alpha.dmi.unict.it/spectra","nan","23.0","0.0","LOW"
"Multiple Sclerosis Atlas","atlas","contains","N","0.5","Score=0.5: contains","Multiple Sclerosis Molecular Atlas","","http://zlab.umassmed.edu/atlas/web","Altered TCR Ligand Affinities and Structures","19.0","0.0","LOW"
"CGAP","cgd","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Chloroplast Genome Analysis Platform","http://www.herbbol.org:8000/chloroplast","http://research.nhgri.nih.gov/CGD","Clinical Genomic Database","2.0","0.21","LOW"
"LOVD Euro-WABB","lovd","contains","N","0.5","Score=0.5: contains","Locus-Specific Diabetes Database","https://lovd.euro-wabb.org","http://www.LOVD.nl","Leiden Open-source Variation Database","10.0","0.2","LOW"
"NMR Spectral Measurement Database","ment","contains","N","0.5","Score=0.5: contains","NMR Spectral Measurement Database","","http://mgrc.kribb.re.kr:8080/MENT","Methylation and Expression database of","29.0","0.0","LOW"
"Thyrotropin Receptor Mutation Database","database","contains","N","0.5","Score=0.5: contains","Thyrotropin Receptor Mutation Database","","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","30.0","0.0","LOW"
"CFC Database","database","contains","N","0.5","Score=0.5: contains","Chloroplast Function Database","http://rarge.psc.riken.jp/chloroplast/","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","4.0","0.32","LOW"
"GWAS-MAP","gwas","contains","N","0.5","Score=0.5: contains","Genome-Wide Association Studies Meta-Analysis Platform","","http://www.ebi.ac.uk/gwas","nan","4.0","0.0","LOW"
"CIDO","cider","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","CIDO","","http://mips.helmholtz-muenchen.de/cider","nan","2.0","0.0","LOW"
"MCIC","mcdb","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","MCIC","http://www.mrn.org/","http://www.combio-lezhang.online/MCDB/index_html","Mitotic Catastrophe Database","2.0","0.18","LOW"
"OASIS","oas","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Open Affective Standardized Image Set","https://db.tt/yYTZYCga","http://opig.stats.ox.ac.uk/webapps/oas","Antibody Space","2.0","0.19","LOW"
"Magnaporthe oryzae microsatellite database","database","contains","N","0.5","Score=0.5: contains","Magnaporthe oryzae microsatellite database","http://14.139.229.199/home.aspx","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","34.0","0.24","LOW"
"MSIS","msdd","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Mycobacterium hsp65 Database","http://msis.mycobacteria.info","http://www.bio-bigdata.com/msdd","MiRNA SNP Disease Database","2.0","0.11","LOW"
"dbTMM","dbtss","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Tohoku Medical Megabank Database","","http://dbtss.hgc.jp","DataBase of Transcriptional Start Sites","2.0","0.0","LOW"
"GABC","gag","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Genome Atlas for Breast Cancer","","http://gag.genouest.org","nan","2.0","0.0","LOW"
"Digital Kyoto Collection","digit","contains","N","0.5","Score=0.5: contains","Digital Kyoto Collection","http://atlas.cac.med.kyoto-u.ac.jp","http://biocomputing.it/digit","Database of ImmunoGlobulins with Integrated Tools","19.0","0.15","LOW"
"LncATLAS","lncat","contains","N","0.5","Score=0.5: contains","Long Non-Coding RNA Atlas","lncatlas.crg.eu","http://biocc.hrbmu.edu.cn/LNCat","lncRNA","3.0","0.11","LOW"
"SR4R","srd","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","SNP Resource for Rice","http://sr4r.ic4r.org/","http://srd.genouest.org","Staphylococcal Regulatory RNA Database","2.0","0.4","LOW"
"miRDeathDB","mirpathdb","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","miRDeathDB","","http://mpd.bioinf.uni-sb.de","miRNA Pathway Dictionary Database","2.0","0.0","LOW"
"Mouse Brain Metabolome","rain","contains","N","0.5","Score=0.5: contains","Mouse Brain Metabolome Atlas","https://mouse.atlas.metabolomics.us/","http://rth.dk/resources/rain","RNA-protein Association and Interaction Networks","18.0","0.17","LOW"
"NeoPeptide","ptid","contains","N","0.5","Score=0.5: contains","NeoPeptide Database","","http://lilab.ecust.edu.cn/ptid","Pesticide-Target interaction database","6.0","0.0","LOW"
"PISO","pid","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Plant ISOform sequencing database","","http://biodb.sdau.edu.cn/PID/index.php","Plant Intron Database","2.0","0.0","LOW"
"HIPPIE","hippdb","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Human Integrated Protein-Protein Interaction rEference","http://cbdm.uni-mainz.de/hippie/","http://www.nyu.edu/projects/arora/hippdb, http://code.google.com/p/helidb","nan","2.0","0.2","LOW"
"NDEx","knindex","contains","N","0.5","Score=0.5: contains","Network Data Exchange","","http://knindex.pufengdu.org","nan","3.0","0.0","LOW"
"Laccase Database","database","contains","N","0.5","Score=0.5: contains","Fungal Laccase Genomics Platform","http://laccase.riceblast.snu.ac.kr/","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","8.0","0.14","LOW"
"UniProt-GOA","uniprot","contains","N","0.5","Score=0.5: contains","UniProt Gene Ontology Annotation","http://www.ebi.ac.uk/GOA","http://sparql.uniprot.org/, http://www.uniprot.org","nan","4.0","0.13","LOW"
"Dietary restriction gene network","tric","contains","N","0.5","Score=0.5: contains","Dietary restriction gene network","http://genomics.senescence.info/diet/","http://hanlab.uth.edu/tRic/, http://bioinfo.life.hust.edu.cn/tRic","nan","28.0","0.23","LOW"
"OncoPaD","oncoppi","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Oncology Panel Designer","http://www.intogen.org/oncopad","http://oncoppi.emory.edu","nan","2.0","0.29","LOW"
"PlantPReS","plant-pras","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Plant Proteome Response to Stress Database","http://www.proteome.ir","http://plant-pras.riken.jp","Plant Protein Annotation Suite database","2.0","0.11","LOW"
"NAR_DB","naldb","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Nucleic Acids Research Database Collection","http://www.oxfordjournals.org/nar/database/c/","http://bsbe.iiti.ac.in/bsbe/naldb/HOME.php","Nucleic acid ligand database","2.0","0.14","LOW"
"MitiGate","mirgate","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Mitigation Gateway Database","","http://mirgate.bioinfo.cnio.es, http://mirgate.bioinfo.cnio.es/API","nan","2.0","0.0","LOW"
"Healthy Worm Database","helminth secretome database","long_sim=0.71","N","0.5","Score=0.5: long_sim=0.71","Healthy Worm Database","http://healthy-worm-database.eu","http://estexplorer.biolinfo.org/hsd","Helminth Secretome Database","12.0","0.2","LOW"
"TCC_naming","tcmid","long_sim=0.73","N","0.5","Score=0.5: long_sim=0.73","Traditional Chinese Character Naming Database","http://ball.ling.sinica.edu.tw/namingdatabase/index.html","http://www.megabionet.org/tcmid","Traditional Chinese Medicine Integrated Database","6.0","0.29","LOW"
"Nabelek","nabe","contains","N","0.5","Score=0.5: contains","Nábělek Herbarium Database","http://www.nabelek.sav.sk","http://nabe.denglab.org","nan","3.0","0.24","LOW"
"RR3DD","rrdb","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","RNA 3D structural classification Database","","http://huanglab.phys.hust.edu.cn/RRDbenchmark","RNA-RNA docking benchmark","2.0","0.0","LOW"
"DIPOS","dibs","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Database of Interacting Proteins in Oryza Sativa","","http://dibs.enzim.ttk.mta.hu","nan","2.0","0.0","LOW"
"ResMarkerDB","markerdb","contains","N","0.5","Score=0.5: contains","Response Marker Database","","http://markerdb.ca","nan","3.0","0.0","LOW"
"Imputability Database","database","contains","N","0.5","Score=0.5: contains","SNP and Indel Imputability Database","http://www.unc.edu/∼yunmli/imputability.html","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","13.0","0.35","LOW"
"FuncPEP","fungal pcwde database","long_sim=0.75","N","0.5","Score=0.5: long_sim=0.75","Functional Peptide Database","","http://pcwde.riceblast.snu.ac.kr/, http://cfgp.snu.ac.kr","Fungal PCWDE Database","16.0","0.0","LOW"
"WoRMS","wom","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","World Register of Marine Species","","http://webofmicrobes.org","nan","2.0","0.0","LOW"
"PPIExp","ppim","long_sim=0.74","N","0.5","Score=0.5: long_sim=0.74","Protein-Protein Interaction Expression","http://www.fgvis.com/expressvis/PPIExp","http://comp-sysbio.org/ppim","Protein-Protein Interaction Database for Maize","3.0","0.38","LOW"
"PSIMR","psmd","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","PSI:Biology-materials repository","http://psimr.asu.edu","http://big.cdu.edu.cn/psmd","Pan-Species Microsatellite Database","2.0","0.33","LOW"
"CMTTdb","cmvdb","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Cancer Molecular Targeted Therapy Database","http://www.biosino.org/CMTTdb","http://shaktisahislab.com/include/CMV/, http://weislab.com/WeiDOCK/include/content/CMV","CytoMegaloVirus Infection Database","2.0","0.21","LOW"
"RiceENCODE","icee","contains","N","0.5","Score=0.5: contains","RiceENCODE","","http://www.ciml.univ-mrs.fr/EWBANK_jonathan/software.html","nan","6.0","0.0","LOW"
"AuxV","aura","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","AuxV","","http://aura.science.unitn.it","Atlas of UTR Regulatory Activity","2.0","0.0","LOW"
"BioCyc","bionic","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Biocyc Database Collection","","http://onto-apps.stanford.edu/bionic","nan","2.0","0.0","LOW"
"EAHAD factor VII variant database","database","contains","N","0.5","Score=0.5: contains","EAHAD factor VII variant database","","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","25.0","0.0","LOW"
"MMV-db","mmrdb","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","MMV-db","http://www.mmvdb.dqweilab-sjtu.com/index.php","http://mmrdb.org","nan","2.0","0.31","LOW"
"PubChem promiscuity","pubchem","contains","N","0.5","Score=0.5: contains","PubChem promiscuity database","http://chemutils.florida.scripps.edu/pcpromiscuity","http://pubchem.ncbi.nlm.nih.gov","nan","12.0","0.19","LOW"
"ExCAPE-DB","pe-db","contains","N","0.5","Score=0.5: contains","ExCAPE-DB","","http://pedb.vib.be","nan","4.0","0.0","LOW"
"CMMR","cmep","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Comparative Microbial Modules Resource","http://meatwad.bio.nyu.edu/cmmr.html","http://syslab5.nchu.edu.tw/CMEP","Circulating MicroRNA Expression Profiling","2.0","0.43","LOW"
"Chr21 Catalog","cata","contains","N","0.5","Score=0.5: contains","Chromosome 21 Transcript Catalog","http://gfuncpathdb.ucdenver.edu/iddrc/chr21/home.php","http://www.xiejjlab.bio/cata","chromatin accessibility database","9.0","0.2","LOW"
"PFR²","pfam","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","PFR²","http://pfr2.sb-roscoff.fr","http://pfam.xfam.org","the protein families database","2.0","0.1","LOW"
"Leukocyte Tracking Database","database","contains","N","0.5","Score=0.5: contains","Leukocyte Tracking Database","","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","19.0","0.0","LOW"
"ARIES","geoboundaries","contains","N","0.5","Score=0.5: contains","ARIES","","http://www.geoboundaries.org","geoBoundaries Global Administrative Database","8.0","0.0","LOW"
"LINCS Canvas Browser","lincs","contains","N","0.5","Score=0.5: contains","LINCS Canvas Browser","http://www.maayanlab.net/LINCS/LCB","http://lincsportal.ccs.miami.edu/signatures","of Integrated Network-Based Cellular Signatures","15.0","0.23","LOW"
"eDystrophin","phin","contains","N","0.5","Score=0.5: contains","Electronic Dystrophin Database","http://edystrophin.genouest.org/","http://cadd.pharmacy.nankai.edu.cn/phin","protein pharmacology interaction network database","7.0","0.17","LOW"
"GlycomicsDB","csdb","contains","N","0.5","Score=0.5: contains","GlycomicsDB","http://www.glycomics.bcf.ku.edu","http://csdb.glycoscience.ru","Carbohydrate Structure Databases","7.0","0.1","LOW"
"CLRP TG-43","clrp","contains","N","0.5","Score=0.5: contains","Carleton Laboratory for Radiotherapy Physics TG-43 database","https://physics.carleton.ca/clrp/egs_brachy/seed_database_v2","http://physics.carleton.ca/clrp/eye_plaque_v2, http://doi.org/10.22215/clrp/EPv2","nan","6.0","0.44","LOW"
"COSMOS","cosmic","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","COSMOS","","http://cancer.sanger.ac.uk","the Catalogue Of Somatic Mutations In Cancer","2.0","0.0","LOW"
"MDMPR","mdp","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Mouse Developmental and Metabolic Phenotype Repository","","http://mdp.unimore.it","and Drugs Portal","2.0","0.0","LOW"
"FeptideDB","ptid","contains","N","0.5","Score=0.5: contains","Food-derived bioactive peptide Database","http://www4g.biotec.or.th/FeptideDB/","http://lilab.ecust.edu.cn/ptid","Pesticide-Target interaction database","5.0","0.46","LOW"
"GCD","gcgvd","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","GCD","http://esper.lab.nig.ac.jp/genome-composition-database/","http://122.112.216.104","The Grass Carp Genomic Visualization Database","2.0","0.05","LOW"
"RiceLncPedia","rice","contains","N","0.5","Score=0.5: contains","RiceLncPedia","","http://ricedb.plantenergy.uwa.edu.au","nan","8.0","0.0","LOW"
"Equine PeptideAtlas","peptideatlas","contains","N","0.5","Score=0.5: contains","Equine Peptide Atlas","","http://www.peptideatlas.org","nan","7.0","0.0","LOW"
"RAINBIO","rain","contains","N","0.5","Score=0.5: contains","RAINBIO","","http://rth.dk/resources/rain","RNA-protein Association and Interaction Networks","3.0","0.0","LOW"
"AtIPD","atd","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","AtIPD","","http://auto2disease.nwsuaflmz.com","Autophagy To Disease","2.0","0.0","LOW"
"BacFITBase","bacdive","long_sim=0.72","N","0.5","Score=0.5: long_sim=0.72","Bacterial Fitness Database","http://www.tartaglialab.com/bacfitbase","http://bacdive.dsmz.de","Bacterial Diversity Metadatabase","5.0","0.12","LOW"
"DFVF","dfam","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","DFVF","","http://dfam.org","nan","2.0","0.0","LOW"
"DaizuBase","database","long_sim=0.71","N","0.5","Score=0.5: long_sim=0.71","DaizuBase","","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","3.0","0.0","LOW"
"ePath","algaepath","contains","N","0.5","Score=0.5: contains","Essential Gene Pathway Database","https://www.pubapps.vcu.edu/epath/","http://algaepath.itps.ncku.edu.tw","nan","4.0","0.42","LOW"
"TCSBN","tcdb","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","TCSBN","http://inetmodels.com","http://www.tcdb.org","The Transporter Classification Database","2.0","0.18","LOW"
"Pompe Variant Database","database","contains","N","0.5","Score=0.5: contains","Pompe Variant Database","http://www.pompevariantdatabase.nl","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","14.0","0.21","LOW"
"M5nr","mndr","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","M5nr","","http://www.rna-society.org/mndr","mammal ncRNA-disease repository","2.0","0.0","LOW"
"DoCM","dor","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","DoCM","","http://caps.ncbs.res.in/DOR","Database of Olfactory Receptors","2.0","0.0","LOW"
"DADP","dato","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","DADP","","http://bis.zju.edu.cn/DaTo","nan","2.0","0.0","LOW"
"Cancer GAMAdb","madb","contains","N","0.5","Score=0.5: contains","Cancer GAMAdb","","http://madb.ethz.ch","Mammalian Annotation Database tool","9.0","0.0","LOW"
"PACSY","pass","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Protein And Chemical Shift Database","http://pacsy.nmrfam.wisc.edu","http://musaelab.ca/pass-database","nan","2.0","0.18","LOW"
"TCLP","tc3a","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","TCLP","http://celllines.tron-mainz.de","http://tc3a.org","UTR Atlas","2.0","0.19","LOW"
"ChemProps","chemprot","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Chemical Properties Database","","http://potentia.cbs.dtu.dk/ChemProt","nan","2.0","0.0","LOW"
"COMET","core","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Core Outcome Measures in Effectiveness Trials","http://www.comet-initiative.org/studies/details/265?result=true","http://microbiome.osu.edu","nan","2.0","0.13","LOW"
"ORIO","lepchoriondb","contains","N","0.5","Score=0.5: contains","Online Resource for Integrative Omics","https://orio.niehs.nih.gov/","http://bioinformatics.biol.uoa.gr/LepChorionDB","nan","8.0","0.23","LOW"
"World Asteroidea Database","database","contains","N","0.5","Score=0.5: contains","World Asteroidea Database","http://www.marinespecies.org/Asteroidea/","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","17.0","0.19","LOW"
"RENIS","repic","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Renal Cell Carcinoma Registry","http://renis.registry.cz","http://repicmod.uchicago.edu/repic","RNA EPItranscriptome Collection","2.0","0.28","LOW"
"STS National Database","database","contains","N","0.5","Score=0.5: contains","Society of Thoracic Surgeons National Database","http://www.sts.org/quality-research-patient-safety/research/publications-and-research/access-data-sts-national-database","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","13.0","0.23","LOW"
"G4_database","g4ldb","long_sim=0.84","N","0.5","Score=0.5: long_sim=0.84","G-quadruplex Database","https://ericlarg4.github.io/G4_database.html","http://www.g4ldb.org","G-quadruplex ligands database","7.0","0.29","LOW"
"COMBREX-DB","combrex","contains","N","0.5","Score=0.5: contains","COMBREX Database","","http://www.oxfordjournals.org/nar/database/a/, http://nar.oxfordjournals.org","Acids","3.0","0.0","LOW"
"ODFM","odcs","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Omics Data from Fermented Foods Microorganisms","","http://csbg.cnb.csic.es/odcs","Orphan Disease Connections","2.0","0.0","LOW"
"Medical abbreviations database","database","contains","N","0.5","Score=0.5: contains","Medical Abbreviations and Acronyms Database","https://bit.ly/github-clinical-abbreviations","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","22.0","0.37","LOW"
"EEL database","database","contains","N","0.5","Score=0.5: contains","Electron Energy Loss Spectra Database","","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","4.0","0.0","LOW"
"GCDB","gc4s","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Glaucomatous Chemogenomics Database","http://cadd.pharmacy.nankai.edu.cn/gcdb/home","http://www.sing-group.org/gc4s","nan","2.0","0.29","LOW"
"ToxicoDB","toxindb","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Toxicogenomics Database","","http://www.rxnfinder.org/toxindb","nan","2.0","0.0","LOW"
"CroCo","credo","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Cross-species Conservation of context-specific networks","http://services.bio.ifi.lmu.de/croco-web","http://www-cryst.bioc.cam.ac.uk/credo","nan","2.0","0.37","LOW"
"cpnDB","cpd","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Chaperonin Database","http://www.cpndb.ca","http://www.ebi.ac.uk/fg/sym","Cellular Phenotype Database","2.0","0.2","LOW"
"dbWFA","dbwgfp","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Wheat Functional Annotation Database","","http://bioinfo.au.tsinghua.edu.cn/dbwgfp","nan","2.0","0.0","LOW"
"Human Origins Database","huma","contains","N","0.5","Score=0.5: contains","Human Origins Skeletal Collection Database","http://www.humanoriginsdatabase.org","http://huma.rubi.ru.ac.za","Analysis","18.0","0.14","LOW"
"RAAR","rain","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Regulators of Androgen Action Resource","http://www.lerner.ccf.org/cancerbio/heemers/RAAR/search/","http://rth.dk/resources/rain","RNA-protein Association and Interaction Networks","2.0","0.31","LOW"
"GOtrack","goa","long_sim=0.71","N","0.5","Score=0.5: long_sim=0.71","Gene Ontology Tracker","https://gotrack.msl.ubc.ca","http://www.ebi.ac.uk/GOA","Gene Ontology Annotation","4.0","0.4","LOW"
"Age-phenome database","database","contains","N","0.5","Score=0.5: contains","Age-Phenome Database","","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","12.0","0.0","LOW"
"E3 Ligase Database","database","contains","N","0.5","Score=0.5: contains","Human E3 Ubiquitin Ligase Database","https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","10.0","0.19","LOW"
"Metacommunity ecology database","database","contains","N","0.5","Score=0.5: contains","Global Metacommunity Ecology Database","","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","22.0","0.0","LOW"
"WGE","wgvd","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","CRISPR Genome Engineering Database","http://www.sanger.ac.uk/htgt/wge","http://animal.nwsuaf.edu.cn/code/index.php/Wheat","Wheat Genome Variation Database","2.0","0.32","LOW"
"HPTT","hpo","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Helicobacter pylori Tracking Tool","https://db.cngb.org/HPTT/","http://www.human-phenotype-ontology.org","The Human Phenotype Ontology project","2.0","0.29","LOW"
"ACToR","acsr","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Aggregated Computational Toxicology Resource","","http://acsr.ucsf.edu","AIDS and Cancer Specimen Resource","2.0","0.0","LOW"
"NDDN","ndb","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Neuroinformation Database for Developing Networks","","http://ndb.rice.edu","Nucleome Data Bank","2.0","0.0","LOW"
"ODIN","odcs","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","ODIN biocuration database","http://odin.ccg.unam.mx/ODIN/bc2015-miRNA/","http://csbg.cnb.csic.es/odcs","Orphan Disease Connections","2.0","0.27","LOW"
"Plasmid ATLAS","atlas","contains","N","0.5","Score=0.5: contains","Plasmid Atlas","http://www.patlas.site","http://zlab.umassmed.edu/atlas/web","Altered TCR Ligand Affinities and Structures","8.0","0.36","LOW"
"Adverse events database","database","contains","N","0.5","Score=0.5: contains","Drug Adverse Events Database","","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","15.0","0.0","LOW"
"HRRD","hrgrn","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","HPV-RNA Regulatory Database","http://www.hmuhrrd.com/HRRD","http://plantgrn.noble.org/hrgrn","nan","2.0","0.32","LOW"
"U.S. regional feedstock database","database","contains","N","0.5","Score=0.5: contains","U.S. Regional Feedstock Production Database","","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","24.0","0.0","LOW"
"Togo_herbarium","herb","contains","N","0.5","Score=0.5: contains","Togo National Herbarium Database","https://www.gbif.org/dataset/b05dd467-aaf8-4c67-843c-27f049057b78","http://herb.ac.cn","nan","10.0","0.07","LOW"
"CFCD","cfea","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Czech Food Composition Database","http://www.czfcdb.cz","http://www.bio-data.cn/CFEA","nan","2.0","0.24","LOW"
"Plant transgenesis promoters database","database","contains","N","0.5","Score=0.5: contains","Plant Transgenesis Promoters Database","http://wwwmgs.bionet.nsc.ru/mgs/dbases/tgp/home.html","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","29.0","0.18","LOW"
"Chemicals of emerging concern database","database","contains","N","0.5","Score=0.5: contains","Exposome Chemicals Annotation Database","","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","30.0","0.0","LOW"
"Candida ORFeome","dida","contains","N","0.5","Score=0.5: contains","Candida albicans ORFeome Resource","http://candidaorfeome.eu","http://dida.ibsquare.be","DIgenic diseases DAtabase","11.0","0.36","LOW"
"Northern West Siberia fungal database","database","contains","N","0.5","Score=0.5: contains","Northern West Siberia Fungal Literature Database","","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","29.0","0.0","LOW"
"AMPs Database","amdd","long_sim=0.80","N","0.5","Score=0.5: long_sim=0.80","Antimicrobial Compounds Database","http://www.dsf.unica.it/translocation/db/","http://www.amddatabase.info","anti microbial drug database","10.0","0.24","LOW"
"FUSION","atfusiondb","contains","N","0.5","Score=0.5: contains","Functional Signature Ontology Map","http://fusion.yuhs.ac","http://www.nipgr.res.in/AtFusionDB","nan","4.0","0.25","LOW"
"ncrnadatabases.org","database","contains","N","0.5","Score=0.5: contains","Non-coding RNA Databases Guide","http://www.ncrnadatabases.org","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","10.0","0.19","LOW"
"GCM","gc4s","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Global Catalogue of Microorganisms","http://gcm.wfcc.info","http://www.sing-group.org/gc4s","nan","2.0","0.21","LOW"
"SaccharomycesSensuStricto","tric","contains","N","0.5","Score=0.5: contains","Saccharomyces sensu stricto Genome Database","http://www.SaccharomycesSensuStricto.org","http://hanlab.uth.edu/tRic/, http://bioinfo.life.hust.edu.cn/tRic","nan","21.0","0.28","LOW"
"Blue Box Database","database","contains","N","0.5","Score=0.5: contains","Ultrasonic Signal Database","http://bluebox.ippt.gov.pl/~hpiotrzk","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","9.0","0.3","LOW"
"MAAFS","maps","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Moral and Affective Film Set","","http://www.mapsdatabase.com","Medicinal plant Activities","2.0","0.0","LOW"
"IMG","impc","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Integrated Microbial Genomes database","http://www.hmpdacc-resources.org/img_hmp","http://www.mousephenotype.org","nan","2.0","0.34","LOW"
"HCO Database","database","contains","N","0.5","Score=0.5: contains","Heme-Copper Oxygen Reductase Database","http://www.evocell.org/hco","http://www.plantenergy.uwa.edu.au/applications/mpic","Database","4.0","0.15","LOW"
"VHRD","vhldb","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Viral Host Range Database","https://viralhostrangedb.pasteur.cloud","http://vhldb.bio.unipd.it","nan","2.0","0.19","LOW"
"SysteMHC Atlas","atlas","contains","N","0.5","Score=0.5: contains","Systems MHC Atlas","","http://zlab.umassmed.edu/atlas/web","Altered TCR Ligand Affinities and Structures","9.0","0.0","LOW"
"DENVirDB","denvind","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Dengue Virus Database","","http://webs.iiitd.edu.in/raghava/denvind","nan","2.0","0.0","LOW"
"MFGA","mfmd","edit_dist=2","N","0.5","Score=0.5: edit_dist=2","Male Fertility Gene Atlas","https://mfga.uni-muenster.de","http://mfmd.pasteur.ma","Mediterranean Founder Mutation Database","2.0","0.4","LOW"
