"pmid","title","has_url","is_false_positive","confidence","reason","consol_agent_agree","consol_is_fp","consol_reason"
"33306802","NPBS database: a chemical data resource with relational data between natural products and biological sources.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"32934277","StoneMod: a database for kidney stone modulatory proteins with experimental evidence.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"27515742, 31740966","EnhancerAtlas: a resource for enhancer annotation and analysis in 105 human cell/tissue types.","True","N","high","Title explicitly contains 'atlas' and 'resource' keywords","Y","",""
"28985416, 30945202","EVLncRNAs: a manually curated database for long non-coding RNAs validated by low-throughput experiments.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"31524396","HybridMolDB: A Manually Curated Database Dedicated to Hybrid Molecules for Chemical Biology and Drug Discovery.","True","N","high","Title explicitly contains 'Database' keyword","Y","",""
"23696792","ExtremeDB: a unified web repository of extremophilic archaea and bacteria.","True","N","high","Title explicitly contains 'repository' keyword","Y","",""
"23271954","Vesiclepedia: a compendium for extracellular vesicles with continuous community annotation.","False","N","medium","Title contains 'compendium' but lacks URL","N","Y","No URL provided - strong false positive indicator"
"24340041","POGs2: a web portal to facilitate cross-species inferences about protein architecture and function in plants.","True","N","medium","Web portal suggests database resource with URL","Y","",""
"30380119","SAGD: a comprehensive sex-associated gene database from transcriptomes.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"23619930","MRIdb: medical image management for biobank research.","True","N","high","Database indicated by name pattern ending in 'db' and has URL","Y","",""
"33417691","HGFDB: a collective database of helmeted guinea fowl genomics.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"33084893","crisprSQL: a novel database platform for CRISPR/Cas off-target cleavage assays.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"31612960","PhaSePro: the database of proteins driving liquid-liquid phase separation.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"29897484","ILDgenDB: integrated genetic knowledge resource for interstitial lung diseases (ILDs).","True","N","high","Title contains 'knowledge resource' indicating data collection","Y","",""
"27075512","DRAMP: a comprehensive data repository of antimicrobial peptides.","False","N","medium","Title explicitly contains 'repository' but lacks URL","Y","",""
"26106450","Metrabase: a cheminformatics and bioinformatics database for small molecule transporter data analysis and (Q)SAR modeling.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"27924021, 32162267","AAgAtlas 1.0: a human autoantigen database.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"21253873","Tetrahymena Gene Expression Database (TGED): a resource of microarray data and co-expression analyses for Tetrahymena.","True","N","high","Title explicitly contains 'Database' keyword","Y","",""
"23836470","SugarBind database (SugarBindDB): a resource of pathogen lectins and corresponding glycan targets.","False","N","medium","Title explicitly contains 'database' but lacks URL","Y","",""
"24194593","SelenoDB 2.0: annotation of selenoprotein genes in animals and their genetic diversity in humans.","True","N","high","Database indicated by name pattern ending in 'DB' and has URL","Y","",""
"31647096","proGenomes2: an improved database for accurate and consistent habitat, taxonomic and functional annotations of prokaryotic genomes.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"25885062","CmMDb: a versatile database for Cucumis melo microsatellite markers and other horticulture crop research.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"27799474","mirDNMR: a gene-centered database of background de novo mutation rates in human.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"22833525","RedoxDB--a curated database for experimentally verified protein oxidative modification.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"32778891","MolAICal: a soft tool for 3D drug design of protein targets by artificial intelligence and classical algorithm.","True","Y","high","Title describes tool for drug design using AI/algorithms","Y","",""
"29155231","RTFAdb: A database of computationally predicted associations between retrotransposons and transcription factors in the human and mouse genomes.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"34164644","HFBD: a biomarker knowledge database for heart failure heterogeneity and personalized applications.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"24227675","PhosphoNetworks: a database for human phosphorylation networks.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"21210251","BTECH: a platform to integrate genomic, transcriptomic and epigenomic alterations in brain tumors.","True","N","medium","Platform to integrate data suggests database resource","Y","",""
"23766708","TIPdb: a database of anticancer, antiplatelet, and antituberculosis phytochemicals from indigenous plants in Taiwan.","False","N","medium","Title explicitly contains 'database' but lacks URL","Y","",""
"32454857","UNaProd: A Universal Natural Product Database for <i>Materia Medica</i> of Iranian Traditional Medicine.","True","N","high","Title explicitly contains 'Database' keyword","Y","",""
"25392421","MiCroKiTS 4.0: a database of midbody, centrosome, kinetochore, telomere and spindle.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"30804701","The PPEAO experimental fishing dataset: Fish from West African estuaries, lagoons and reservoirs.","True","N","medium","Dataset suggests data collection with URL","Y","",""
"29696033","REDIdb 3.0: A Comprehensive Collection of RNA Editing Events in Plant Organellar Genomes.","True","N","high","Title contains 'Collection' indicating data resource","Y","",""
"30858555","MorCVD: A Unified Database for Host-Pathogen Protein-Protein Interactions of Cardiovascular Diseases Related to Microbes.","True","N","high","Title explicitly contains 'Database' keyword","Y","",""
"24203712","TISdb: a database for alternative translation initiation in mammalian cells.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"22674824, 27613420","Circular dichroism spectral data and metadata in the Protein Circular Dichroism Data Bank (PCDDB): a tutorial guide to accession and deposition.","True","N","high","Title contains 'Data Bank' indicating data resource","Y","",""
"22194913, 25382819","ProKinO: an ontology for integrative analysis of protein kinases in cancer.","True","N","medium","Ontology for analysis suggests knowledge resource","Y","",""
"31701131","CancerTracer: a curated database for intrapatient tumor heterogeneity.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"33981200","Gene4PD: A Comprehensive Genetic Database of Parkinson's Disease.","True","N","high","Title explicitly contains 'Database' keyword","Y","",""
"30864352","GenCoNet - A Graph Database for the Analysis of Comorbidities by Gene Networks.","True","N","high","Title explicitly contains 'Database' keyword","Y","",""
"29157087","THANATOS: an integrative data resource of proteins and post-translational modifications in the regulation of autophagy.","True","N","high","Title contains 'resource' indicating data collection","Y","",""
"23547897","RegTransBase--a database of regulatory sequences and interactions based on literature: a resource for investigating transcriptional regulation in prokaryotes.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"25288655","MetaProx: the database of metagenomic proximons.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"28365734","MiDAS 2.0: an ecosystem-specific taxonomy and online database for the organisms of wastewater treatment systems expanded for anaerobic digester groups.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"22428748","ZeBase: an open-source relational database for zebrafish laboratories.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"27924023","MethSMRT: an integrative database for DNA N6-methyladenine and N4-methylcytosine generated by single-molecular real-time sequencing.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"29892515","iMusta4SLC: Database for the structural property and variations of solute carrier transporters.","True","N","high","Title explicitly contains 'Database' keyword","Y","",""
"28854643","MSDB: A Comprehensive Database of Simple Sequence Repeats.","True","N","high","Title explicitly contains 'Database' keyword","Y","",""
"21821666","NeuroPedia: neuropeptide database and spectral library.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"27153640","e23D: database and visualization of A-to-I RNA editing sites mapped to 3D protein structures.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"34174938","Advancing clinical genomics and precision medicine with GVViZ: FAIR bioinformatics platform for variable gene-disease annotation, visualization, and expression analysis.","False","Y","high","Title describes platform for annotation/visualization/analysis (tool) and lacks URL","Y","",""
"36311809","CSCS: a chromatin state interface for Chinese Spring bread wheat.","True","N","medium","Interface suggests database resource with URL","Y","",""
"29040692, 30539550","RMBase v2.0: deciphering the map of RNA modifications from epitranscriptome sequencing data.","True","N","high","Database indicated by name pattern ending in 'Base' and has URL","Y","",""
"32219413","FerrDb: a manually curated resource for regulators and markers of ferroptosis and ferroptosis-disease associations.","True","N","high","Title contains 'resource' indicating data collection","Y","",""
"22411954","RNAimmuno: a database of the nonspecific immunological effects of RNA interference and microRNA reagents.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"33174598","LectomeXplore, an update of UniLectin for the discovery of carbohydrate-binding proteins based on a new lectin classification.","True","N","medium","Update of database for discovery suggests database resource","Y","",""
"30794542","Repository of Enriched Structures of Proteins Involved in the Red Blood Cell Environment (RESPIRE).","True","N","high","Title explicitly contains 'Repository' keyword","Y","",""
"23846594","DoSA: Database of Structural Alignments.","True","N","high","Title explicitly contains 'Database' keyword","Y","",""
"29069447","The DifferentialNet database of differential protein-protein interactions in human tissues.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"26980514","Effect of database drift on network topology and enrichment analyses: a case study for RegulonDB.","True","Y","high","Study analyzing database drift not the database itself","N","N","Title contains database/resource keyword indicating data collection"
"30805645","PKAD: a database of experimentally measured pKa values of ionizable groups in proteins.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"32028878","PlaPPISite: a comprehensive resource for plant protein-protein interaction sites.","True","N","high","Title contains 'resource' and describes a database for protein interaction sites.","Y","",""
"28053167","PceRBase: a database of plant competing endogenous RNA.","True","N","high","Title explicitly names a database for RNA data.","Y","",""
"24265220","CAMP: Collection of sequences and structures of antimicrobial peptides.","True","N","high","Title contains 'collection' and describes a curated data resource.","Y","",""
"33237299","GreenPhylDB v5: a comparative pangenomic database for plant genomes.","True","N","high","Title explicitly names a database with version update.","Y","",""
"24101916","FunGene: the functional gene pipeline and repository.","True","N","high","Title contains 'repository' indicating a data resource.","Y","",""
"26298580","PPDB: A Tool for Investigation of Plants Physiology Based on Gene Ontology.","True","Y","medium","Title emphasizes 'tool for investigation' suggesting methodology focus.","Y","",""
"33331653","DATAMAN: A global database of nitrous oxide and ammonia emission factors for excreta deposited by livestock and land-applied manure.","True","N","high","Title explicitly names a database.","Y","",""
"31599331","MSDB: a comprehensive, annotated database of microsatellites.","False","N","high","Title explicitly names a database; lack of URL may indicate update needed.","Y","",""
"23547943","TRACER: a resource to study the regulatory architecture of the mouse genome.","True","N","high","Title contains 'resource' for studying genomic data.","Y","",""
"22080511","ADHDgene: a genetic database for attention deficit hyperactivity disorder.","True","N","high","Title explicitly names a genetic database.","Y","",""
"23411719","YY1TargetDB: an integral information resource for Yin Yang 1 target loci.","True","N","high","Title contains 'resource' and database name.","Y","",""
"31612915","MIBiG 2.0: a repository for biosynthetic gene clusters of known function.","True","N","high","Title contains 'repository' indicating data storage.","Y","",""
"29088455","HCMDB: the human cancer metastasis database.","True","N","high","Title explicitly names a database.","Y","",""
"27899646","FAIRDOMHub: a repository and collaboration environment for sharing systems biology research.","True","N","high","Title contains 'repository' for data sharing.","Y","",""
"30365027","gcMeta: a Global Catalogue of Metagenomics platform to support the archiving, standardization and analysis of microbiome data.","True","N","high","Title describes a catalogue/platform for data archiving.","Y","",""
"33190914","DEDuCT 2.0: An updated knowledgebase and an exploration of the current regulations and guidelines from the perspective of endocrine disrupting chemicals.","False","N","medium","Title contains 'knowledgebase' indicating data resource despite no URL.","Y","",""
"33313674","ColorCells: a database of expression, classification and functions of lncRNAs in single cells.","True","N","high","Title explicitly names a database.","Y","",""
"25484339","DISEASES: text mining and data integration of disease-gene associations.","True","N","high","Title indicates data integration resource with database characteristics.","Y","",""
"27484196","iLIR database: A web resource for LIR motif-containing proteins in eukaryotes.","True","N","high","Title explicitly names a database.","Y","",""
"25178289","Native Pig and Chicken Breed Database: NPCDB.","True","N","high","Title explicitly names a database.","Y","",""
"33970229","ChemHub: a knowledgebase of functional chemicals for synthetic biology studies.","True","N","high","Title contains 'knowledgebase' indicating data resource.","Y","",""
"31624845","CRISPRCasdb a successor of CRISPRdb containing CRISPR arrays and cas genes from complete genome sequences, and tools to download and query lists of repeats and spacers.","True","N","high","Title explicitly names a database for genomic data.","Y","",""
"33757430","ATAV: a comprehensive platform for population-scale genomic analyses.","True","N","medium","Title describes a platform but emphasizes data analysis capabilities.","Y","",""
"29382910","Lnc2Catlas: an atlas of long noncoding RNAs associated with risk of cancers.","True","N","high","Title contains 'atlas' indicating curated data collection.","Y","",""
"21247929","A genotypic and phenotypic information source for marker-assisted selection of cereals: the CEREALAB database.","True","N","high","Title explicitly names a database.","Y","",""
"23750084","InDiaMed: A Comprehensive Database of Indian Medicinal plants for Diabetes.","True","N","high","Title explicitly names a database.","Y","",""
"25378329","MatrixDB, the extracellular matrix interaction database: updated content, a new navigator and expanded functionalities.","True","N","high","Title explicitly names a database.","Y","",""
"22693078","ABCMdb: a database for the comparative analysis of protein mutations in ABC transporters, and a potential framework for a general application.","False","N","medium","Title explicitly names a database despite lacking URL.","Y","",""
"27551106","PPI4DOCK: large scale assessment of the use of homology models in free docking over more than 1000 realistic targets.","True","Y","medium","Title emphasizes assessment/benchmarking rather than data repository focus.","N","N","Has URL and no strong FP indicators"
"23162083","PTID: an integrated web resource and computational tool for agrochemical discovery.","True","Y","medium","Title emphasizes 'computational tool' suggesting methodology focus.","Y","",""
"30721533","SiMPLOD, a Structure-Integrated Database of Collagen Lysyl Hydroxylase (LH/PLOD) Enzyme Variants.","True","N","high","Title explicitly names a database.","Y","",""
"22589183","PRDB: Protein Repeat DataBase.","True","N","high","Title explicitly names a database.","Y","",""
"27995664","AraQTL - workbench and archive for systems genetics in Arabidopsis thaliana.","True","N","high","Title contains 'archive' indicating data storage resource.","Y","",""
"25234927","circBase: a database for circular RNAs.","True","N","high","Title explicitly names a database.","Y","",""
"23996831","The Nencki Affective Picture System (NAPS): introduction to a novel, standardized, wide-range, high-quality, realistic picture database.","True","N","high","Title explicitly names a picture database.","Y","",""
"32159764","MMHub, a database for the mulberry metabolome.","True","N","high","Title explicitly names a database.","Y","",""
"34273949","ARPEGGIO: Automated Reproducible Polyploid EpiGenetic GuIdance workflOw.","False","Y","high","Title describes an automated workflow/pipeline not a data resource.","Y","",""
"24910945","MOPED 2.5--an integrated multi-omics resource: multi-omics profiling expression database now includes transcriptomics data.","True","N","high","Title contains 'resource' and 'database' for expression data.","Y","",""
"25360160","BioPhytMol: a drug discovery community resource on anti-mycobacterial phytomolecules and plant extracts.","True","N","high","Title contains 'resource' for drug discovery data.","Y","",""
"25361973","KnotProt: a database of proteins with knots and slipknots.","True","N","high","Title explicitly names a database.","Y","",""
"33324449","Web-Based Genome Analysis of Bacterial Meningitis Pathogens for Public Health Applications Using the Bacterial Meningitis Genomic Analysis Platform (BMGAP).","False","Y","high","Title emphasizes analysis platform/tool rather than data repository.","Y","",""
"30419167","ZINClick v.18: Expanding Chemical Space of 1,2,3-Triazoles.","True","N","medium","Title suggests database expansion though not explicitly stated.","Y","",""
"34521345","PathFams: statistical detection of pathogen-associated protein domains.","True","Y","medium","Title emphasizes 'detection' methodology suggesting analysis tool.","Y","",""
"30407583","FusionGDB: fusion gene annotation DataBase.","True","N","high","Title explicitly names a database.","Y","",""
"29697370","LDSplitDB: a database for studies of meiotic recombination hotspots in MHC using human genomic data.","True","N","high","Title explicitly names a database.","Y","",""
"26746174","Pleurochrysome: A Web Database of Pleurochrysis Transcripts and Orthologs Among Heterogeneous Algae.","True","N","high","Title explicitly names a database.","Y","",""
"21976737, 27789697","Protein Data Bank Japan (PDBj): maintaining a structural data archive and resource description framework format.","True","N","high","Title contains 'archive' and 'resource' for structural data.","N","Y","Methodology focus despite database component"
"33497436","FifBase: a comprehensive fertility-associated indicators factor database for domestic animals.","True","N","high","Title explicitly names a database.","Y","",""
"22954629","MaConDa: a publicly accessible mass spectrometry contaminants database.","True","N","high","Title explicitly names a database.","Y","",""
"24622612","GigaDB: promoting data dissemination and reproducibility.","True","N","high","Title explicitly names a database for data dissemination.","Y","",""
"29771380","dbCAN2: a meta server for automated carbohydrate-active enzyme annotation.","True","N","medium","Title describes a server for annotation but includes database component.","Y","",""
"23886610","BmTEdb: a collective database of transposable elements in the silkworm genome.","True","N","high","Title explicitly names a database.","Y","",""
"22984621","Insect Innate Immunity Database (IIID): an annotation tool for identifying immune genes in insect genomes.","True","N","medium","Title names a database though also mentions annotation tool.","Y","",""
"28124611","ImmunemiR - A Database of Prioritized Immune miRNA Disease Associations and its Interactome.","True","N","high","Title explicitly names a database.","Y","",""
"29194489","mirDIP 4.1-integrative database of human microRNA target predictions.","True","N","high","Title explicitly names a database.","Y","",""
"23599502","INstruct: a database of high-quality 3D structurally resolved protein interactome networks.","True","N","high","Title explicitly names a database.","Y","",""
"22115179","iRefR: an R package to manipulate the iRefIndex consolidated protein interaction database.","False","Y","high","Title describes R package/software tool not a database itself.","N","N","Title contains database/resource keyword indicating data collection"
"29145635","tRex: A Web Portal for Exploration of tRNA-Derived Fragments in Arabidopsis thaliana.","True","N","high","Title describes a web portal for data exploration.","Y","",""
"30172046","CIRCpedia v2: An Updated Database for Comprehensive Circular RNA Annotation and Expression Comparison.","True","N","high","Title explicitly names a database.","Y","",""
"28704821","Application of the DruGeVar Database in Cancer Genomics and Pharmacogenomics.","False","Y","high","Title describes application/use of a database not the database itself.","N","N","Title contains database/resource keyword indicating data collection"
"31592084","The Grass Carp Genomic Visualization Database (GCGVD): an informational platform for genome biology of grass carp.","True","N","high","Title explicitly names a database.","Y","",""
"27789692","WERAM: a database of writers, erasers and readers of histone acetylation and methylation in eukaryotes.","True","N","high","Title explicitly names a database.","Y","",""
"31680157","ChimerDB 4.0: an updated and expanded database of fusion genes.","True","N","high","Title explicitly names a database.","Y","",""
"30583062","RGAAT: A Reference-based Genome Assembly and Annotation Tool for New Genomes and Upgrade of Known Genomes.","False","Y","high","Title describes a tool for genome assembly/annotation not a data resource.","Y","",""
"25970601","PAPST, a User Friendly and Powerful Java Platform for ChIP-Seq Peak Co-Localization Analysis and Beyond.","False","Y","high","Title describes an analysis platform/tool not a data repository.","Y","",""
"23189029","Myosinome: a database of myosins from select eukaryotic genomes to facilitate analysis of sequence-structure-function relationships.","True","N","high","Title explicitly names a database.","Y","",""
"22782548","Gemma: a resource for the reuse, sharing and meta-analysis of expression profiling data.","True","N","high","Title describes a resource for data sharing and reuse.","Y","",""
"34015403","Ebolabase: Zaire ebolavirus-human protein interaction database for drug-repurposing.","True","N","high","Title explicitly names a database.","Y","",""
"22080558","HotRegion: a database of predicted hot spot clusters.","True","N","high","Title explicitly names a database.","Y","",""
"22218860, 24214987","The integration and annotation of the human interactome in the UniHI Database.","True","N","high","Title explicitly names a database.","Y","",""
"23667450","LipidHome: a database of theoretical lipids optimized for high throughput mass spectrometry lipidomics.","True","N","high","Title explicitly names a database.","Y","",""
"30395284","Haemopedia RNA-seq: a database of gene expression during haematopoiesis in mice and humans.","True","N","high","Title explicitly names a database.","Y","",""
"29145823","dbMDEGA: a database for meta-analysis of differentially expressed genes in autism spectrum disorder.","True","N","high","Title explicitly names a database.","Y","",""
"33136065","HPREP: a comprehensive database for human proteome repeats.","True","N","high","Title explicitly names a database.","Y","",""
"34147079","ORFik: a comprehensive R toolkit for the analysis of translation.","True","Y","high","Title describes an R toolkit/software for analysis not a data resource.","N","N","Has URL and no strong FP indicators"
"30703169","HuVarBase: A human variant database with comprehensive information at gene and protein levels.","True","N","high","Title explicitly names a database.","Y","",""
"26690544","CancerNet: a database for decoding multilevel molecular interactions across diverse cancer types.","True","N","high","Title explicitly names a database.","Y","",""
"31665503","BBCancer: an expression atlas of blood-based biomarkers in the early diagnosis of cancers.","True","N","high","Title contains 'atlas' indicating curated data collection.","Y","",""
"21984757","miREnvironment database: providing a bridge for microRNAs, environmental factors and phenotypes.","True","N","high","Title explicitly names a database.","Y","",""
"29126295, 33245761","MoonProt 2.0: an expansion and update of the moonlighting proteins database.","True","N","high","Title explicitly names a database.","Y","",""
"31259547","PerMM: A Web Tool and Database for Analysis of Passive Membrane Permeability and Translocation Pathways of Bioactive Molecules.","True","N","medium","Title describes both tool and database with data storage component.","Y","",""
"24250117","BBGD454: A database for transcriptome analysis of blueberry using 454 sequences.","True","N","high","Title explicitly names a database.","Y","",""
"27936097","PeTMbase: A Database of Plant Endogenous Target Mimics (eTMs).","True","N","high","Title explicitly names a database.","Y","",""
"26602694","APD3: the antimicrobial peptide database as a tool for research and education.","True","N","high","Title explicitly names a database.","Y","",""
"25399422","LncRNA2Target: a database for differentially expressed genes after lncRNA knockdown or overexpression.","True","N","high","Title explicitly names a database.","Y","",""
"28806134","iLIR@viral: A web resource for LIR motif-containing proteins in viruses.","True","N","high","Title describes a web resource for protein data.","Y","",""
"28053168","ccNET: Database of co-expression networks with functional modules for diploid and polyploid Gossypium.","True","N","high","Title explicitly names a database.","Y","",""
"27899675","JET2 Viewer: a database of predicted multiple, possibly overlapping, protein-protein interaction sites for PDB structures.","True","N","high","Title explicitly names a database.","Y","",""
"26590255","deepBase v2.0: identification, expression, evolution and function of small RNAs, LncRNAs and circular RNAs from deep-sequencing data.","True","N","high","Title describes a database for RNA data.","Y","",""
"23180765","RiceXPro version 3.0: expanding the informatics resource for rice transcriptome.","True","N","high","Title describes a resource for transcriptome data.","Y","",""
"31337975","SAROTUP: a suite of tools for finding potential target-unrelated peptides from phage display data.","True","Y","medium","Title emphasizes 'suite of tools' suggesting methodology focus.","N","N","Has URL and no strong FP indicators"
"28111364","TOMATOMICS: A Web Database for Integrated Omics Information in Tomato.","True","N","high","Title explicitly names a database.","Y","",""
"30689844","Towards comprehensive annotation of Drosophila melanogaster enzymes in FlyBase.","True","N","medium","Title describes annotation work in existing database.","Y","",""
"30380102","qPhos: a database of protein phosphorylation dynamics in humans.","True","N","high","Title explicitly names a database.","Y","",""
"24666611","openBEB: open biological experiment browser for correlative measurements.","False","Y","high","Title describes a browser/tool for viewing data not a data repository.","Y","",""
"23193283","The SILVA ribosomal RNA gene database project: improved data processing and web-based tools.","True","N","high","Title explicitly names a database project.","Y","",""
"31032842","The MACADAM database: A MetAboliC pAthways DAtabase for Microbial taxonomic groups for mining potential metabolic capacities of archaeal and bacterial taxonomic groups.","False","N","high","Title explicitly names a database despite lacking URL.","Y","",""
"31844049","ProTargetMiner as a proteome signature library of anticancer molecules for functional discovery.","True","N","high","Title describes a library/database resource.","Y","",""
"22467915","DeOri: a database of eukaryotic DNA replication origins.","True","N","high","Title explicitly names a database.","Y","",""
"34741074","Fibromine is a multi-omics database and mining tool for target discovery in pulmonary fibrosis.","True","N","medium","Title names a database though also mentions mining tool.","Y","",""
"34992626","CottonGVD: A Comprehensive Genomic Variation Database for Cultivated Cottons.","True","N","high","Title explicitly names a database.","Y","",""
"23161688","SwissBioisostere: a database of molecular replacements for ligand design.","True","N","high","Title explicitly names a database.","Y","",""
"22112530","LIPABASE: a database for 'true' lipase family enzymes.","True","N","high","Title explicitly names a database.","Y","",""
"22120661","SalmonDB: a bioinformatics resource for Salmo salar and Oncorhynchus mykiss.","True","N","high","Title describes a bioinformatics resource/database.","Y","",""
"29912458","CircadiOmics: circadian omic web portal.","True","N","high","Title describes a web portal for omic data.","Y","",""
"32487193","SCDb: an integrated database of stomach cancer.","True","N","high","Title explicitly names a database.","Y","",""
"28708831","biochem4j: Integrated and extensible biochemical knowledge through graph databases.","True","N","high","Title describes a knowledge base using graph databases.","Y","",""
"26989147","HistoneDB 2.0: a histone database with variants--an integrated resource to explore histones and their variants.","True","N","high","Title explicitly names a database.","Y","",""
"22434826","Considerations for creating and annotating the budding yeast Genome Map at SGD: a progress report.","True","N","medium","Title describes annotation work for existing database.","Y","",""
"32990748","miRNASNP-v3: a comprehensive database for SNPs and disease-related variations in miRNAs and miRNA targets.","True","N","high","Title explicitly names a database.","Y","",""
"33181826","WGVD: an integrated web-database for wheat genome variation and selective signatures.","True","N","high","Title explicitly names a database.","Y","",""
"23846593","lncRNome: a comprehensive knowledgebase of human long noncoding RNAs.","True","N","high","Title contains 'knowledgebase' indicating data resource.","Y","",""
"26582920","iGNM 2.0: the Gaussian network model database for biomolecular structural dynamics.","True","N","high","Title explicitly names a database.","Y","",""
"23894186","BGDB: a database of bivalent genes.","True","N","high","Title explicitly names a database.","Y","",""
"26201819","The Arabidopsis information resource: Making and mining the ""gold standard"" annotated reference plant genome.","False","N","medium","Title describes an information resource for genome data.","N","Y","No URL provided - strong false positive indicator"
"29956270","Data Mining: Applying the AD&FTD Mutation Database to Progranulin.","True","Y","medium","Title emphasizes data mining application rather than database itself.","N","N","Title contains database/resource keyword indicating data collection"
"33095885","IndiGenomes: a comprehensive resource of genetic variants from over 1000 Indian genomes.","True","N","high","Title describes a comprehensive resource for genetic data.","Y","",""
"26989151","KinetochoreDB: a comprehensive online resource for the kinetochore and its related proteins.","True","N","high","Title explicitly names a database resource.","Y","",""
"26450965","CircNet: a database of circular RNAs derived from transcriptome sequencing data.","True","N","high","Title explicitly names a database.","Y","",""
"27635320","CardioTF, a database of deconstructing transcriptional circuits in the heart system.","True","N","high","Title explicitly names a database.","Y","",""
"32306309","Structural Database for Lectins and the UniLectin Web Platform.","False","N","high","Title explicitly names a database for structural data.","Y","",""
"25398903","PNRD: a plant non-coding RNA database.","True","N","high","Title explicitly names a database.","Y","",""
"28651291","Development of a Reference Standard Library of Chloroplast Genome Sequences, GenomeTrakrCP.","True","N","high","Title describes development of a reference library/database.","Y","",""
"28549078","HEROD: a human ethnic and regional specific omics database.","True","N","high","Title explicitly names a database.","Y","",""
"29109711","miPepBase: A Database of Experimentally Verified Peptides Involved in Molecular Mimicry.","True","N","high","Title explicitly names a database.","Y","",""
"33067342","OpenPepXL: An Open-Source Tool for Sensitive Identification of Cross-Linked Peptides in XL-MS.","True","Y","high","Title describes a tool for identification/analysis not a data resource.","Y","",""
"23093589","ValidNESs: a database of validated leucine-rich nuclear export signals.","True","N","high","Title explicitly names a database.","Y","",""
"33270643","SeqRepo: A system for managing local collections of biological sequences.","False","Y","high","Title describes a system/tool for managing data not a data repository itself.","Y","",""
"28415075","HopBase: a unified resource for Humulus genomics.","True","N","high","Title describes a unified resource for genomic data.","Y","",""
"26590254","UET: a database of evolutionarily-predicted functional determinants of protein sequences that cluster as functional sites in protein structures.","True","N","high","Title explicitly names a database.","Y","",""
"28966693","The Stratospheric Water and Ozone Satellite Homogenized (SWOOSH) database: a long-term database for climate studies.","False","N","medium","Title explicitly names a database for climate data despite lacking URL.","Y","",""
"26042145","FAST: FAST Analysis of Sequences Toolbox.","False","Y","high","Title describes an analysis toolbox not a data repository.","Y","",""
"21672956","BioPortal: enhanced functionality via new Web services from the National Center for Biomedical Ontology to access and use ontologies in software applications.","True","N","high","Title describes a portal for accessing ontology data.","Y","",""
"26657895, 30945201","CANTATAdb: A Collection of Plant Long Non-Coding RNAs.","True","N","high","Title describes a collection/database of RNA data.","Y","",""
"25392409","GEM2Net: from gene expression modeling to -omics networks, a new CATdb module to investigate Arabidopsis thaliana genes involved in stress response.","True","N","high","Title describes a database module for gene data.","Y","",""
"27623959","BmncRNAdb: a comprehensive database of non-coding RNAs in the silkworm, Bombyx mori.","True","N","high","Title explicitly names a database.","Y","",""
"29059333","The AraGWAS Catalog: a curated and standardized Arabidopsis thaliana GWAS catalog.","True","N","high","Title describes a catalog/database of GWAS data.","Y","",""
"30185512","TaxAss: Leveraging a Custom Freshwater Database Achieves Fine-Scale Taxonomic Resolution.","False","Y","high","Title emphasizes methodology for achieving resolution not the database itself.","N","N","Title contains database/resource keyword indicating data collection"
"30486838","CHESS: a new human gene catalog curated from thousands of large-scale RNA sequencing experiments reveals extensive transcriptional noise.","True","N","high","Title describes a gene catalog/database.","Y","",""
"30535139","AStrap: identification of alternative splicing from transcript sequences without a reference genome.","False","Y","high","Title describes a tool for identification/analysis not a data resource.","Y","",""
"31197322","MetOSite: an integrated resource for the study of methionine residues sulfoxidation.","True","N","high","Title describes an integrated resource for protein data.","Y","",""
"33221906","EVLncRNAs 2.0: an updated database of manually curated functional long non-coding RNAs validated by low-throughput experiments.","True","N","high","Title explicitly names a database.","Y","",""
