pmid,title,has_url,is_false_positive,confidence,reason,database_name,long_database_name,chunk,already_seen,in_baseline,resource_url
33514754,An Indo-Pacific coral spawning database.,False,N,high,"""Explicitly 'database' in title, houses coral spawning data.""",Indo-Pacific Coral Spawning Database,Indo-Pacific Coral Spawning Database,16,N,N,
28350387,"""The global avian invasions atlas, a database of alien bird distributions worldwide.""",False,N,high,"""Explicitly 'database' in title, atlas indicates data collection.""",Global Avian Invasions Atlas,Global Avian Invasions Atlas,16,N,N,
34253739,The 2021 update of the EPA's adverse outcome pathway database.,False,N,high,"""Database update, houses adverse outcome pathway data.""",AOP Database,Adverse Outcome Pathway Database,16,N,N,
34112812,"""Cric searchable image database as a public platform for conventional pap smear cytology data.""",False,N,high,"""Explicitly 'database' in title, houses cytology image data.""",Cric,Cric Cytology Image Database,16,N,N,
32572035,"""The Fire and Tree Mortality Database, for empirical modeling of individual tree mortality after fire.""",False,N,high,"""Explicitly 'Database' in title, houses tree mortality data.""",Fire and Tree Mortality Database,Fire and Tree Mortality Database,16,N,N,
26010663,The peptaibiotics database--a comprehensive online resource.,False,N,high,"""Explicitly 'database' in title, comprehensive resource for peptaibiotics.""",Peptaibiotics Database,Peptaibiotics Database,16,N,N,
33051448,"""A naturalistic neuroimaging database for understanding the brain using ecological stimuli.""",False,N,high,"""Explicitly 'database' in title, houses neuroimaging data.""",Naturalistic Neuroimaging Database,Naturalistic Neuroimaging Database,16,N,N,
28972978,"""EWET: Data collection and interface for the genetic analysis of Echinococcus multilocularis based on EmsB microsatellite.""",False,N,medium,"""Data collection and interface, appears to house genetic analysis data.""",EWET,Echinococcus Genetic Analysis Collection,16,N,N,
33258967,"""ncVarDB: a manually curated database for pathogenic non-coding variants and benign controls.""",False,N,high,"""DB suffix indicates database, explicitly 'database' in title.""",ncVarDB,Non-coding Variant Database,16,N,N,
24357675,"""EEG Database of Seizure Disorders for Experts and Application Developers.""",False,N,high,"""Explicitly 'Database' in title, houses EEG data.""",EEG Seizure Database,EEG Database of Seizure Disorders,16,N,N,
26156871,"""TM-MC: a database of medicinal materials and chemical compounds in Northeast Asian traditional medicine.""",False,N,high,"""Explicitly 'database' in title, houses medicinal material data.""",TM-MC,Traditional Medicine Materials and Compounds,16,N,N,
31664032,"""The SCOC database, a large, open, and global database with sediment community oxygen consumption rates.""",False,N,high,Database keyword and describes data collection,SCOC,Sediment Community Oxygen Consumption Database,17,N,N,
29185060,The CompTox Chemistry Dashboard: a community data resource for environmental chemistry.,False,N,high,Dashboard is a data resource for chemistry,CompTox,Computational Toxicology Chemistry Dashboard,17,N,N,
33741990,"""The Amsterdam Open MRI Collection, a set of multimodal MRI datasets for individual difference analyses.""",False,N,high,Collection of MRI datasets is a data resource,AOMIC,Amsterdam Open MRI Collection,17,N,N,
"""24036287"," 30335683"",PainNetworks: a web-based resource for the visualisation of pain-related genes in the context of their network associations.",True,N,high,Resource for visualization of gene networks,PainNetworks,Pain-Related Gene Networks Resource,17,N,N,
24234915,A neuroinformatics of brain modeling and its implementation in the Brain Operation Database BODB.,False,N,high,Database keyword describing brain modeling data,BODB,Brain Operation Database,17,N,N,
31317070,National platform for Rare Diseases Data Registry of Japan.,False,N,medium,Platform/registry for rare disease data,NPRDD,National Platform for Rare Diseases Data Registry,17,N,N,
24070789,The STEP (Safety and Toxicity of Excipients for Paediatrics) database: part 2 - the pilot version.,False,N,high,Database keyword describing safety data,STEP,Safety and Toxicity of Excipients for Paediatrics,17,N,N,
29276046,Drug Target Commons: A Community Effort to Build a Consensus Knowledge Base for Drug-Target Interactions.,False,N,high,Knowledge base for drug-target interactions,DTC,Drug Target Commons,17,N,N,
24904401,Neurovascular Network Explorer 1.0: a database of 2-photon single-vessel diameter measurements with MATLAB(®) graphical user interface.,False,N,high,Database keyword,NNE,Neurovascular Network Explorer,17,N,N,
28680911,Ziehl-Neelsen sputum smear microscopy image database: a resource to facilitate automated bacilli detection for tuberculosis diagnosis.,False,N,high,Database keyword and resource for image data,ZN-DB,Ziehl-Neelsen Sputum Smear Microscopy Image Database,17,N,N,
24316577,"""The NHGRI GWAS Catalog, a curated resource of SNP-trait associations.""",False,N,high,Catalog and resource keywords,GWAS Catalog,Genome-Wide Association Studies Catalog,17,N,N,
25333954,"""The Complex Emergency Database: a global repository of small-scale surveys on nutrition, health and mortality.""",False,N,high,Database and repository keywords,CEDAT,Complex Emergency Database,17,N,N,
25685001,"""VIS - A database on the distribution of fishes in inland and estuarine waters in Flanders, Belgium.""",False,N,high,Database keyword on fish distribution,VIS,Fish Distribution Database,17,N,N,
21836824,S66: A Well-balanced Database of Benchmark Interaction Energies Relevant to Biomolecular Structures.,False,N,high,Database keyword of benchmark data,S66,Benchmark Interaction Energies Database,17,N,N,
28858850,MortalityPredictors.org: a manually-curated database of published biomarkers of human all-cause mortality.,False,N,high,Database keyword of curated biomarkers,MortalityPredictors,Mortality Biomarkers Database,17,N,N,
31932593,"""The Database of Cross-Linguistic Colexifications, reproducible analysis of cross-linguistic polysemies.""",False,N,high,Database keyword,CLICS,Cross-Linguistic Colexifications Database,17,N,N,
"""28587637"," 33196847"",Literature evidence in open targets - a target validation platform.",True,N,high,Platform housing literature evidence data,Open Targets,Target Validation Platform,17,N,N,
21854560,Immunome database for marsupials and monotremes.,False,N,high,Database keyword,ImmunoDB,Immunome Database for Marsupials and Monotremes,17,N,N,
32256158,The InBIO Barcoding Initiative Database: DNA barcodes of Portuguese Diptera 01.,False,N,high,Database keyword,InBIO-DB,InBIO Barcoding Initiative Database,17,N,N,
40568240,"""The Aging Brain Cohort (ABC) repository: The University of South Carolina's multimodal lifespan database for studying the relationship between the brain, cognition, genetics and behavior in healthy aging.""",False,N,high,Repository and database keywords,ABC,Aging Brain Cohort,17,N,N,
34966594,Transcriptome atlas of <i>Phalaenopsis equestris</i>.,False,N,high,Atlas keyword for transcriptome data,PeqAtlas,Phalaenopsis equestris Transcriptome Atlas,17,N,N,
32000661,ASlive: a database for alternative splicing atlas in livestock animals.,False,N,high,Database and atlas keywords,ASlive,Alternative Splicing Atlas in Livestock,17,N,N,
27830061,<i>mouseTube</i> - a database to collaboratively unravel mouse ultrasonic communication.,False,N,high,Database keyword,mouseTube,Mouse Ultrasonic Communication Database,17,N,N,
25977801,Multi-modal ultra-high resolution structural 7-Tesla MRI data repository.,False,N,high,Repository keyword for MRI data,MMUR-MRI,Multi-modal Ultra-high Resolution MRI Repository,17,N,N,
34389730,"""The World Checklist of Vascular Plants, a continuously updated resource for exploring global plant diversity.""",False,N,high,Checklist is a curated reference resource,WCVP,World Checklist of Vascular Plants,17,N,N,
26194356,RiTE database: a resource database for genus-wide rice genomics and evolutionary biology.,False,N,high,Database and resource keywords,RiTE,Rice Transposon Elements Database,17,N,N,
23371251,The LUCAS topsoil database and derived information on the regional variability of cropland topsoil properties in the European Union.,False,N,high,Database keyword describing topsoil data,LUCAS,Land Use and Coverage Area frame Survey,17,N,N,
34664389,"""COVID19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.""",False,N,high,Knowledge repository for COVID-19 data,COVID19-DM,COVID-19 Disease Map,17,N,N,
31967818,<i>Tautobase</i>: An Open Tautomer Database.,False,N,high,Base suffix and database keyword,Tautobase,Tautomer Database,17,N,N,
21659040,The Environmental Polymorphism Registry: a unique resource that facilitates translational research of environmental disease.,False,N,high,Registry and resource keywords,EPR,Environmental Polymorphism Registry,17,N,N,
27898834,The Triticeae Toolbox: Combining Phenotype and Genotype Data to Advance Small-Grains Breeding.,False,N,medium,Toolbox housing phenotype and genotype data,TTB,Triticeae Toolbox,17,N,N,
24244351,The database for reaching experiments and models.,False,N,high,Database keyword,DREM,Database for Reaching Experiments and Models,17,N,N,
24407224,MAGIC: access portal to a cross-platform gene expression compendium for maize.,False,N,high,Portal accessing gene expression compendium,MAGIC,Maize Gene Expression Compendium,17,N,N,
28966897,New DMSP Database of Precipitating Auroral Electrons and Ions.,False,N,high,Database keyword,DMSP-DB,Defense Meteorological Satellite Program Database,17,N,N,
29961270,Jaguar movement database: a GPS-based movement dataset of an apex predator in the Neotropics.,False,N,high,Database keyword,JMD,Jaguar Movement Database,17,N,N,
34359584,<i>PlasmiR</i>: A Manual Collection of Circulating microRNAs of Prognostic and Diagnostic Value.,False,N,high,Collection of curated microRNA data,PlasmiR,Circulating microRNAs Collection,17,N,N,
"""26015534"," 26500249"",The atlas of mouse development eHistology resource.",True,N,high,Atlas and resource keywords,EMAGE,Edinburgh Mouse Atlas of Gene Expression,17,N,N,
33639842,A gene expression atlas for kiwifruit (Actinidia chinensis) and network analysis of transcription factors.,False,N,high,Atlas keyword for gene expression data,KiwiAtlas,Kiwifruit Gene Expression Atlas,17,N,N,
33321957,<i>citSATdb</i>: Genome-Wide Simple Sequence Repeat (SSR) Marker Database of <i>Citrus</i> Species for Germplasm Characterization and Crop Improvement.,False,N,high,DB suffix and database keyword,citSATdb,Citrus SSR Marker Database,17,N,N,
32069199,Global Health Observatory Data Repository.,False,N,high,Repository keyword,GHO,Global Health Observatory Data Repository,17,N,N,
31338646,A database of amphibian karyotypes.,False,N,high,Database keyword,AmphibiaKDB,Amphibian Karyotype Database,17,N,N,
26455807,The Brainomics/Localizer database.,False,N,high,Database keyword,Brainomics-Localizer,Brainomics Localizer Database,17,N,N,
23180363,"""Tet-Transgenic Rodents: a comprehensive, up-to date database.""",False,N,high,Database keyword,Tet-DB,Tet-Transgenic Rodents Database,17,N,N,
29166537,Database of Absorption and Fluorescence Spectra of >300 Common Compounds for use in PhotochemCAD.,False,N,high,Database keyword,PhotochemCAD-DB,Absorption and Fluorescence Spectra Database,17,N,N,
34690515,"""The InBIO Barcoding Initiative Database: DNA barcodes of Portuguese Diptera 02 - Limoniidae, Pediciidae and Tipulidae.""",False,N,high,"Contains ""database"" and describes a DNA barcoding resource",InBIO Barcoding Initiative Database,InBIO Barcoding Initiative Database,18,N,N,
28053117,GB3.0: a platform for plant bio-design that connects functional DNA elements with associated biological data.,False,N,medium,"""Platform for bio-design that connects data - appears to house data, version number suggests database""",GB3.0,GB3.0,18,N,N,
34588463,"""COVID Border Accountability Project, a hand-coded global database of border closures introduced during 2020.""",False,N,high,Hand-coded database of border closures - data collection,COVID Border Accountability Project,COVID Border Accountability Project,18,N,N,
21412250,"""Fabry-database.org: database of the clinical phenotypes, genotypes and mutant α-galactosidase A structures in Fabry disease.""",False,N,high,"""Title explicitly contains """"database"""", describes clinical/genomic data collection""",Fabry-database.org,Fabry-database.org,18,N,N,
26364863,The Function Biomedical Informatics Research Network Data Repository.,False,N,high,Data Repository in title - houses research data,Function Biomedical Informatics Research Network Data Repository,Function Biomedical Informatics Research Network Data Repository,18,N,N,
28961353,The evolution of a Web resource: The Galactosemia Proteins Database 2.0.,False,N,high,"""Title explicitly contains """"Database"""" with version number""",Galactosemia Proteins Database,Galactosemia Proteins Database,18,N,N,
26055098,An Ebola virus-centered knowledge base.,False,N,high,"""Knowledge base in title, houses Ebola virus data""",Ebola virus-centered knowledge base,Ebola virus-centered knowledge base,18,N,N,
29072141,Inferring transposons activity chronology by TRANScendence - TEs database and de-novo mining tool.,False,N,medium,"""Contains """"database"""" in title though also mentions mining tool""",TRANScendence,TRANScendence,18,N,N,
32167667,Arachis hypogaea gene expression atlas for fastigiata subspecies of cultivated groundnut to accelerate functional and translational genomics applications.,False,N,high,Atlas indicating gene expression data collection,Arachis hypogaea gene expression atlas,Arachis hypogaea gene expression atlas,18,N,N,
23289674,Development of an integrated transcript sequence database and a gene expression atlas for gene discovery and analysis in switchgrass (Panicum virgatum L.).,False,N,high,"""Title contains """"database"""" and """"atlas"""" - describes integrated data resource""",switchgrass transcript sequence database and gene expression atlas,switchgrass transcript sequence database and gene expression atlas,18,N,N,
34393582,The InBIO Barcoding Initiative Database: DNA barcodes of Portuguese Hemiptera 01.,False,N,high,"Title explicitly contains ""Database"" - DNA barcoding resource",InBIO Barcoding Initiative Database,InBIO Barcoding Initiative Database,18,N,N,
31845400,"""Metabolite database for root, tuber, and banana crops to facilitate modern breeding in understudied crops.""",False,N,high,"""Title explicitly contains """"database"""" - metabolite data collection""",Metabolite database for root tuber and banana crops,Metabolite database for root tuber and banana crops,18,N,N,
31439762,The Malaria Cell Atlas: Single parasite transcriptomes across the complete &lt;i&gt;Plasmodium&lt;/i&gt; life cycle.,False,N,high,Atlas indicating single-cell transcriptome data collection,Malaria Cell Atlas,Malaria Cell Atlas,18,N,N,
33833022,The Polyomavirus Episteme: A Database for Researchers.,False,N,high,"""Title explicitly contains """"Database""""""",Polyomavirus Episteme,Polyomavirus Episteme,18,N,N,
28587458,The U.S. Dairy Forage Research Center (USDFRC) Condensed Tannin NMR Database.,False,N,high,"""Title explicitly contains """"Database"""" - NMR data collection""",USDFRC Condensed Tannin NMR Database,U.S. Dairy Forage Research Center Condensed Tannin NMR Database,18,N,N,
31064191,Encyclopedia of CLL Subsets - a Unique Bioinformatics Tool and Database for Analysis of Subsets of Stereotypical B-Cell Receptors in CLL.,False,N,high,"""Title contains """"Encyclopedia"""" and """"Database"""" - data collection""",Encyclopedia of CLL Subsets,Encyclopedia of CLL Subsets,18,N,N,
33442066,Direct Numerical Simulation Database for Hypersonic Turbulent Boundary Layers.,False,N,high,"""Title explicitly contains """"Database"""" - simulation data collection""",Direct Numerical Simulation Database for Hypersonic Turbulent Boundary Layers,Direct Numerical Simulation Database for Hypersonic Turbulent Boundary Layers,18,N,N,
32540400,Introducing www.axolotl-omics.org - an integrated -omics data portal for the axolotl research community.,False,N,high,"""Integrated omics data portal, described in title""",axolotl-omics,axolotl-omics,18,N,N,
33085189,The AD Knowledge Portal: A Repository for Multi-Omic Data on Alzheimer's Disease and Aging.,False,N,high,"""Repository/Portal for multi-omic data, knowledge portal = database""",AD Knowledge Portal,AD Knowledge Portal,18,N,N,
26087141,The Caltech Tomography Database and Automatic Processing Pipeline.,False,N,high,"""Title explicitly contains """"Database"""" - imaging database""",Caltech Tomography Database,Caltech Tomography Database,18,N,N,
33024126,A salmon diet database for the North Pacific Ocean.,False,N,high,"""Title explicitly contains """"database"""" - salmon diet data""",Salmon diet database,Salmon diet database for the North Pacific Ocean,18,N,N,
28315753,PlantcircBase: A Database for Plant Circular RNAs.,False,N,high,"""Base suffix indicating database, title contains """"Database""""""",PlantcircBase,PlantcircBase,18,N,N,
27928059,"""JET2 Viewer: a database of predicted multiple, possibly overlapping, protein-protein interaction sites for PDB structures.""",False,N,high,"""Title explicitly contains """"database"""" - interaction sites database""",JET2 Viewer,JET2 Viewer,18,N,N,
33179751,"""The ModelSEED Biochemistry Database for the integration of metabolic annotations and the reconstruction, comparison and analysis of metabolic models for plants, fungi and microbes.""",False,N,high,"""Title explicitly contains """"Database"""" - biochemistry database""",ModelSEED Biochemistry Database,ModelSEED Biochemistry Database,18,N,N,
"""24103152"," 24499703"",""The clinical measurement, measurement method and experimental condition ontologies: expansion, improvements and new applications.""",True,N,high,"""Ontologies for clinical data, has URL""",Clinical measurement ontologies,Clinical measurement ontologies,18,N,N,
"""27158451"," 27158452"",A compendium of monocyte transcriptome datasets to foster biomedical knowledge discovery.",True,N,high,"""Compendium of datasets with URL, houses monocyte transcriptome data""",Monocyte transcriptome compendium,Monocyte transcriptome compendium,18,N,N,
32416265,VitisGDB: The Multifunctional Database for Grapevine Breeding and Genetics.,False,N,high,"""DB suffix and title contains """"Database"""" - grapevine database""",VitisGDB,VitisGDB,18,N,N,
33962062,PlantscRNAdb: A database for plant single-cell RNA analysis.,False,N,high,"""DB suffix and title contains """"database""""""",PlantscRNAdb,PlantscRNAdb,18,N,N,
33010087,PlantSPEAD: a web resource towards comparatively analysing stress-responsive expression of splicing-related proteins in plant.,False,N,high,"""Web resource for expression data, houses plant gene expression""",PlantSPEAD,PlantSPEAD,18,N,N,
22743998,miRDeathDB: a database bridging microRNAs and the programmed cell death.,False,N,high,"""DB suffix and title contains """"database""""""",miRDeathDB,miRDeathDB,18,N,N,
32876441,Heavy-Element Reactions Database (HERDB): Relativistic ab Initio Geometries and Energies for Actinide Compounds.,False,N,high,"""Title explicitly contains """"Database"""" with abbreviation""",HERDB,Heavy-Element Reactions Database,18,N,N,
30633419,Plant ISOform sequencing database (PISO): a comprehensive repertory of full-length transcripts in plants.,False,N,high,"""Title explicitly contains """"database"""" - plant isoform database""",PISO,Plant ISOform sequencing database,18,N,N,
34455096,RiceENCODE: A comprehensive epigenomic database as a rice Encyclopedia of DNA Elements.,False,N,high,"""Title contains """"database"""" and """"Encyclopedia""""""",RiceENCODE,RiceENCODE,18,N,N,
21684188,AuxV: a database of auxin transport velocities.,False,N,high,"""Title explicitly contains """"database""""""",AuxV,AuxV,18,N,N,
34260132,BnTIR: an online transcriptome platform for exploring RNA-seq libraries for oil crop Brassica napus.,False,N,high,"""Platform for exploring transcriptome data, houses RNA-seq data""",BnTIR,BnTIR,18,N,N,
34783225,Tartary buckwheat database (TBD): an integrative platform for gene analysis of and biological information on Tartary buckwheat.,False,N,high,"""Title explicitly contains """"database""""""",TBD,Tartary buckwheat database,18,N,N,
34038032,RiceLncPedia: a comprehensive database of rice long non-coding RNAs.,False,N,high,"""pedia suffix and title contains """"database""""""",RiceLncPedia,RiceLncPedia,18,N,N,
21617028,AtIPD: a curated database of Arabidopsis isoprenoid pathway models and genes for isoprenoid network analysis.,False,N,high,"""Title explicitly contains """"database"""" with acronym""",AtIPD,AtIPD,18,N,N,
23092926,DFVF: database of fungal virulence factors.,False,N,high,"""Title explicitly contains """"database""""""",DFVF,DFVF,18,N,N,
31416858,"""gndDb, a Database of Partial <i>gnd</i> Sequences To Assist with Analysis of Escherichia coli Communities Using High-Throughput Sequencing.""",False,N,high,"""DB suffix and title contains """"Database""""""",gndDb,gndDb,18,N,N,
32357248,"""Sex-chrom, a database on plant sex chromosomes.""",False,N,high,"""Title explicitly contains """"database""""""",Sex-chrom,Sex-chrom,18,N,N,
23136506,"""DaizuBase, an integrated soybean genome database including BAC-based physical maps.""",False,N,high,"""Base suffix and title contains """"database""""""",DaizuBase,DaizuBase,18,N,N,
29049286,DenvInt: A database of protein-protein interactions between dengue virus and its hosts.,False,N,high,"""Title explicitly contains """"database""""""",DenvInt,DenvInt,18,N,N,
31304213,OakEcol: A database of Oak-associated biodiversity within the UK.,False,N,high,"""Title explicitly contains """"database""""""",OakEcol,OakEcol,18,N,N,
34433410,LinkedImm: a linked data graph database for integrating immunological data.,False,N,high,"""Title explicitly contains """"database"""" - linked data database""",LinkedImm,LinkedImm,18,N,N,
22720753,The M5nr: a novel non-redundant database containing protein sequences and annotations from multiple sources and associated tools.,False,N,high,"""Title explicitly contains """"database"""" - protein sequence database""",M5nr,M5nr,18,N,N,
27684579,DoCM: a database of curated mutations in cancer.,False,N,high,"""Title explicitly contains """"database""""""",DoCM,DoCM,18,N,N,
25786060,mHealthApps: A Repository and Database of Mobile Health Apps.,False,N,high,"""Title contains """"Repository"""" and """"Database"""" - mobile health apps database""",mHealthApps,mHealthApps,18,N,N,
29220440,MGFD: the maize gene families database.,False,N,high,"""Title explicitly contains """"database"""" with acronym""",MGFD,MGFD,18,N,N,
22467909,DADP: the database of anuran defense peptides.,False,N,high,"""Title explicitly contains """"database""""""",DADP,DADP,18,N,N,
21487441,Cancer GAMAdb: database of cancer genetic associations from meta-analyses and genome-wide association studies.,False,N,high,"""DB suffix and title contains """"database""""""",Cancer GAMAdb,Cancer GAMAdb,18,N,N,
30886412,FPbase: a community-editable fluorescent protein database.,False,N,high,"""Base suffix and title contains """"database""""""",FPbase,FPbase,18,N,N,
27441375,EbolaID: An Online Database of Informative Genomic Regions for Ebola Identification and Treatment.,False,N,high,"""Title explicitly contains """"Database""""""",EbolaID,EbolaID,18,N,N,
25991711,Data Resource Profile: Accessible Resource for Integrated Epigenomic Studies (ARIES).,False,N,high,"""Data Resource Profile, ARIES resource for epigenomic studies""",ARIES,ARIES,18,N,N,
29524650,HMOD: An Omics Database for Herbal Medicine Plants.,False,N,high,"""Title explicitly contains """"Database""""""",HMOD,HMOD,18,N,N,
28316655,ExCAPE-DB: an integrated large scale dataset facilitating Big Data analysis in chemogenomics.,False,N,high,"""DB suffix and title mentions integrated dataset""",ExCAPE-DB,ExCAPE-DB,18,N,N,
28122127,CLO-PLA: a database of clonal and bud-bank traits of the Central European flora.,False,N,high,"""Title explicitly contains """"database"""" - plant trait database""",CLO-PLA,CLO-PLA,18,N,N,
32333443,The EAHAD blood coagulation factor VII variant database.,False,N,high,"""Title explicitly contains """"database"""" - variant database""",EAHAD factor VII variant database,EAHAD factor VII variant database,18,N,N,
30015806,"""Leukocyte Tracking Database, a collection of immune cell tracks from intravital 2-photon microscopy videos.""",False,N,high,"""Title explicitly contains """"Database"""" - imaging tracking data""",Leukocyte Tracking Database,Leukocyte Tracking Database,18,N,N,
25637569,HEpD: a database describing epigenetic differences between Thoroughbred and Jeju horses.,False,N,high,"""Title explicitly contains """"database""""""",HEpD,HEpD,18,N,N,
22323062,dbPTB: a database for preterm birth.,False,N,high,"""Title explicitly contains """"database""""""",dbPTB,dbPTB,18,N,N,
21632774,"""IMGT/3Dstructure-DB: querying the IMGT database for 3D structures in immunology and immunoinformatics (IG or antibodies, TR, MH, RPI, and FPIA).""",False,N,high,"""DB suffix and title contains """"database""""""",IMGT/3Dstructure-DB,IMGT/3Dstructure-DB,18,N,N,
32991828,Cancer PRSweb: An Online Repository with Polygenic Risk Scores for Major Cancer Traits and Their Evaluation in Two Independent Biobanks.,False,N,high,"""Repository with polygenic risk scores, houses cancer PRS data""",Cancer PRSweb,Cancer PRSweb,18,N,N,
33797755,InsectChange: a global database of temporal changes in insect and arachnid assemblages.,False,N,high,"""Title explicitly contains """"database"""" - ecological database""",InsectChange,InsectChange,18,N,N,
32533075,"""CIDO, a community-based ontology for coronavirus disease knowledge and data integration, sharing, and analysis.""",False,N,high,"""Ontology for disease knowledge, houses COVID-19 data""",CIDO,CIDO,18,N,N,
31551423,"""PalmTraits 1.0, a species-level functional trait database of palms worldwide.""",False,N,high,"""Title explicitly contains """"database"""" - plant trait database""",PalmTraits,PalmTraits,18,N,N,
31211397,ChlamBase: a curated model organism database for the Chlamydia research community.,False,N,high,"""Base suffix and title contains """"database""""""",ChlamBase,ChlamBase,18,N,N,
30877740,RIBOi: a database for ribosome-interacting proteins.,False,N,high,"""Title explicitly contains """"database""""""",RIBOi,RIBOi,18,N,N,
22887982,FlowRepository: a resource of annotated flow cytometry datasets associated with peer-reviewed publications.,False,N,high,"""Repository of flow cytometry data, houses experimental data""",FlowRepository,FlowRepository,18,N,N,
21824409,"""BKM-react, an integrated biochemical reaction database.""",False,N,high,"""Title explicitly contains """"database"""" - biochemical reaction database""",BKM-react,BKM-react,18,N,N,
32500918,"""RGPDB: database of root-associated genes and promoters in maize, soybean, and sorghum.""",False,N,high,"""DB suffix indicates database, explicitly states 'database' in title""",RGPDB,Root-associated Genes and Promoters Database,19,N,N,
28529079,VirusMap: A visualization database for the influenza A virus.,False,N,high,"""Map suffix with 'database' keyword indicates data resource""",VirusMap,Influenza A Virus Visualization Database,19,N,N,
34248529,The Stroke Neuro-Imaging Phenotype Repository: An Open Data Science Platform for Stroke Research.,False,N,high,"""'Repository' keyword indicates data resource, has URL suggesting data access""",Stroke Neuro-Imaging Phenotype Repository,Stroke Neuro-Imaging Phenotype Repository,19,N,N,
34583740,FP-ADMET: a compendium of fingerprint-based ADMET prediction models.,False,N,high,"""'Compendium' keyword indicates curated collection""",FP-ADMET,Fingerprint-based ADMET Compendium,19,N,N,
27863903,TrypTag.org: A Trypanosome Genome-wide Protein Localisation Resource.,False,N,high,"""Resource for protein localization data""",TrypTag.org,Trypanosome Protein Localisation Resource,19,N,N,
33753737,Fault2SHA Central Apennines database and structuring active fault data for seismic hazard assessment.,False,N,high,"""Database for active fault data collection""",Fault2SHA Central Apennines,Fault2SHA Central Apennines Database,19,N,N,
33462958,CannabisGDB: a comprehensive genomic database for Cannabis Sativa L.,False,N,high,"""GDB suffix (genomic database) with 'database' keyword""",CannabisGDB,Cannabis Sativa Genomic Database,19,N,N,
32341633,The Multiple Sclerosis Surveillance Registry: A Novel Interactive Database Within the Veterans Health Administration.,False,N,high,"""'Registry' and 'database' keywords indicate data collection resource""",Multiple Sclerosis Surveillance Registry,Multiple Sclerosis Surveillance Registry,19,N,N,
28113723,IsAProteinDB: An Indexed Database of Trypsinized Proteins for Fast Peptide Mass Fingerprinting.,False,N,high,"""DB suffix with 'database' keyword""",IsAProteinDB,Indexed Database of Trypsinized Proteins,19,N,N,
28829434,"""ForCenS, a curated database of planktonic foraminifera census counts in marine surface sediment samples.""",False,N,high,"""Explicitly 'curated database' of census data""",ForCenS,Foraminifera Census Database,19,N,N,
31380568,FragSAD: A database of diversity and species abundance distributions from habitat fragments.,False,N,high,"""'Database' keyword with data collection focus""",FragSAD,Fragment Species Abundance Database,19,N,N,
23719696,The generalized invariom database (GID).,False,N,high,"""Database keyword with acronym in parentheses""",GID,Generalized Invariom Database,19,N,N,
21515685,"""The GreenCut2 resource, a phylogenomically derived inventory of proteins specific to the plant lineage.""",False,N,high,"""Resource containing inventory (curated collection) of proteins""",GreenCut2,GreenCut2 Protein Inventory,19,N,N,
23239073,Diphones-fr: a French database of diphone positional frequency.,False,N,high,"""Database of frequency data""",Diphones-fr,French Diphone Database,19,N,N,
28008688,The Clinical Next-Generation Sequencing Database: A Tool for the Unified Management of Clinical Information and Genetic Variants to Accelerate Variant Pathogenicity Classification.,False,N,medium,"""Database keyword but described as tool; database for managing information""",Clinical Next-Generation Sequencing Database,Clinical Next-Generation Sequencing Database,19,N,N,
32333496,PsORF: a database of small ORFs in plants.,False,N,high,"""Database keyword, collection of ORF data""",PsORF,Plant Small ORF Database,19,N,N,
23817071,LipidBlast in silico tandem mass spectrometry database for lipid identification.,False,N,high,"""In silico database for lipid data""",LipidBlast,LipidBlast Mass Spectrometry Database,19,N,N,
28736578,The Dark Proteome Database.,False,N,high,"""Database keyword in title""",Dark Proteome Database,Dark Proteome Database,19,N,N,
29244774,3DCONS-DB: A Database of Position-Specific Scoring Matrices in Protein Structures.,False,N,high,"""DB suffix with database keyword""",3DCONS-DB,3D Consensus Database,19,N,N,
27683069,PeptideTracker: A knowledge base for collecting and storing information on protein concentrations in biological tissues.,False,N,high,"""'Knowledge base' keyword for storing data""",PeptideTracker,PeptideTracker Knowledge Base,19,N,N,
33433310,ActDES - a curated Actinobacterial Database for Evolutionary Studies.,False,N,high,"""Curated database explicitly stated""",ActDES,Actinobacterial Database for Evolutionary Studies,19,N,N,
24967073,BIOFRAG - a new database for analyzing BIOdiversity responses to forest FRAGmentation.,False,N,high,"""Database for biodiversity data""",BIOFRAG,Biodiversity Fragmentation Database,19,N,N,
28617437,"""EMT-Regulome: a database for EMT-related regulatory interactions, motifs and network.""",False,N,high,"""Database keyword for regulatory data""",EMT-Regulome,EMT Regulatory Interactions Database,19,N,N,
34347828,EUAdb: A resource for COVID-19 test development and comparison.,False,N,high,"""DB suffix with resource keyword for test data""",EUAdb,COVID-19 Test Database,19,N,N,
32386297,HotSpotAnnotations-a database for hotspot mutations and annotations in cancer.,False,N,high,"""Database for mutation data""",HotSpotAnnotations,Cancer Hotspot Mutations Database,19,N,N,
28742254,"""B-chrom: a database on B-chromosomes of plants, animals and fungi.""",False,N,high,"""Database keyword for chromosome data""",B-chrom,B-chromosome Database,19,N,N,
25925571,GenoLIB: a database of biological parts derived from a library of common plasmid features.,False,N,high,"""Database of biological parts""",GenoLIB,Genomic Library Database,19,N,N,
34301277,The LORIS MyeliNeuroGene rare disease database for natural history studies and clinical trial readiness.,False,N,high,"""Database for rare disease data""",LORIS MyeliNeuroGene,MyeliNeuroGene Rare Disease Database,19,N,N,
