"extracted_name","extracted_long","extracted_url","baseline_name","baseline_long","baseline_url","score","signals","signal_count","edit_distance","same_domain","confidence","is_match","review_flags","conflict_resolved"
"GenTree","Gene Tree","","GENT","Gene Expression database of Normal and Tumor tissues","http://medicalgenome.kribb.re.kr/GENT/, http://genome.kobic.re.kr/GENT","0.6","EDIT_DIST_3, CONTAINS_0.3","2","3","False","LOW","N","",""
"VOLCORE","Visible Tephra Layers Core Database","","CORE","nan","http://microbiome.osu.edu","0.6","EDIT_DIST_3, CONTAINS_0.3","2","3","False","LOW","N","",""
"RegRNA","Regulatory RNA Platform","http://regrna2.mbc.nctu.edu.tw","REGene","REgeneration Gene database","http://REGene.bioinfo-minzhao.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"CFDB","Cystic Fibrosis Database","http://www.inetflow.it/CFDB","CFEA","nan","http://www.bio-data.cn/CFEA","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"FishTEDB","Fish Transposable Elements Database","http://www.fishtedb.org/","FishDB","nan","http://fishdb.ihb.ac.cn","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"snoDB","snoRNA Database","","snOPY","snoRNA orthological gene database","http://snoopy.med.miyazaki-u.ac.jp","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"NeuroPAL","Neuronal Polychromatic Atlas of Landmarks","","NeuroPep","nan","http://isyslab.info/NeuroPep","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"MBPA","Mouse Brain Proteome Atlas","http://mbpa.bprc.ac.cn/","MBGD","microbial genome database for comparative analysis","http://mbgd.genome.ad.jp","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"BioR","Biological Reference Repository","http://bioinformaticstools.mayo.edu","BIRS","BIRS - Bioterrorism Information Retrieval System","http://www.bioterrorism.biowaves.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"CroCo","Cross-species Conservation of context-specific networks","http://services.bio.ifi.lmu.de/croco-web","CREDO","nan","http://www-cryst.bioc.cam.ac.uk/credo","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"FusionHub","Gene Fusion Hub","https://fusionhub.persistent.co.in","FusionGDB","fusion gene annotation DataBase","http://ccsm.uth.edu/FusionGDB","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"IPCT","Integrated Pharmacogenomic Platform of Cancer Tissues","http://ipct.ewostech.net","IPAD","Integrated Pathway Analysis Database for Systematic Enrichment Analysis","http://bioinfo.hsc.unt.edu/ipad","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"CITD","Contraceptive and Infertility Target DataBase","https://www.citdbase.org","CitGVD","citrus genomic variation database","http://citgvd.cric.cn/home","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"CPIC","Clinical Pharmacogenetics Implementation Consortium","https://cpicpgx.org/guidelines/guideline-for-fluoropyrimidines-and-dpyd/","CPD","Cellular Phenotype Database","http://www.ebi.ac.uk/fg/sym","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"RR3DD","RNA 3D structural classification Database","","rrnDB","ribosomal RNA operon copy number database","http://rrndb.umms.med.umich.edu","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"virusMED","Viral Protein Hotspots Atlas","https://virusmed.biocloud.top","virusMS","nan","http://virusms.erc.monash.edu","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"ATAV","ATAV","http://atavdb.org/","AtMAD","Arabidopsis thaliana Multi-omics Association Database","http://www.megabionet.org/atmad","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"dbTMM","Tohoku Medical Megabank Database","","DBTSS","DataBase of Transcriptional Start Sites","http://dbtss.hgc.jp","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"MARA","Multiple Antibiotic Resistance Annotator","http://mara.spokade.com","MAPS","Medicinal plant Activities","http://www.mapsdatabase.com","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"ENSAT","ENSAT Adrenal Cancer Registry","","ENA","European Nucleotide Archive","http://www.ebi.ac.uk/ena","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"GUDMAP","Genitourinary Development Molecular Anatomy Project","http://www.gudmap.org","GuavaH","nan","http://www.GuavaH.org","0.6","EDIT_DIST_3, URL_SIM_0.70","2","3","False","LOW","N","",""
"RAINBIO","RAINBIO","","RAIN","RNA-protein Association and Interaction Networks","http://rth.dk/resources/rain","0.6","EDIT_DIST_3, CONTAINS_0.3","2","3","False","LOW","N","",""
"GTDB","GlycosylTransferase DataBase","","GTRD","Gene Transcription Regulation Database","http://gtrd.biouml.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"Pheno4J","Gene to Phenotype Graph Database","","PhenoM","Phenomics of yeast Mutants","http://phenom.ccbr.utoronto.ca","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"MSIS","Mycobacterium hsp65 Database","http://msis.mycobacteria.info","MSDD","MiRNA SNP Disease Database","http://www.bio-bigdata.com/msdd","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"ANNA","Angiosperm NLR Atlas","https://biobigdata.nju.edu.cn/ANNA/","ANDB","Areca nut database","http://arecanut.icmr.org.in","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PCxN","Pathway Coexpression Network","http://pcxn.org/","PCD","Pancreatic Cancer Database","http://www.pancreaticcancerdatabase.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"JCGA","Japanese Cancer Genome Atlas","","JCDB","curcas database","http://jcdb.xtbg.ac.cn","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"COSMOS","COSMOS","","COSMIC","the Catalogue Of Somatic Mutations In Cancer","http://cancer.sanger.ac.uk","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"HARP","Hansen's Disease Resistance Pathway Database","https://harp-leprosy.org","HAGR","Human Ageing Genomic Resources","http://genomics.senescence.info","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"MOPED","Multi-omics Profiling Expression Database","","MODEM","nan","http://modem.hzau.edu.cn","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"CGAP","Chloroplast Genome Analysis Platform","http://www.herbbol.org:8000/chloroplast","CGMD","Cancer Gene Marker Database","http://cgmd.in","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"BraInMap","Brain Interactome Map","https://www.bu.edu/dbin/cnsb/mousebrain/","BrainEXP","Brain EXPression Database","http://www.brainexp.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"HTAN","Human Tumor Atlas Network","","HTD","Transporter Database","http://htd.cbi.pku.edu.cn","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"CapriDB","Capture Print Innovate Database","","CAPS-DB","nan","http://www.bioinsilico.org/CAPSDB","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"CCDBT","Collaborative Chemistry Database Tool","","ccPDB","nan","http://webs.iiitd.edu.in/raghava/ccpdb","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"SAMT","South Australian Macrobenthic Traits Database","","SAGD","nan","http://bioinfo.life.hust.edu.cn/SAGD","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"FERN","Fern Ethnomedicinal Plant Database","","FEDA","Food Enzyme Database","http://feda.sciensano.be","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"eelsdb","Electron Energy-Loss Spectroscopy Database","https://eelsdb.eu/","EENdb","engineered endonuclease database","http://eendb.zfgenetics.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"GigaTON","GigaTON","","GIGA","The Global Invertebrate Genomics Alliance","http://giga.nova.edu","0.6","EDIT_DIST_3, CONTAINS_0.3","2","3","False","LOW","N","",""
"Hemap","Hematologic Malignancy Map","","HeTOP","The Health Terminology/Ontology Portal","http://hetop.eu","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"IMDI","Integrated Molecular Database on Indian Insects","http://cib.res.in","IMPC","nan","http://www.mousephenotype.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"dBBQs","Database of Bacterial Quality Scores","http://arc-gem.uams.edu/dbbqs","dbMTS","nan","http://database.liulab.science/dbMTS","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"OncoPaD","Oncology Panel Designer","http://www.intogen.org/oncopad","OncoPPi","nan","http://oncoppi.emory.edu","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"OncoKB","Oncology Knowledge Base","http://oncokb.org/","ONRLDB","Orphan Nuclear Receptor Ligand Binding Database","http://www.onrldb.org","0.6","EDIT_DIST_3, URL_SIM_0.70","2","3","False","LOW","N","",""
"CLC2","Cancer LncRNA Census","","CLRP","nan","http://physics.carleton.ca/clrp/eye_plaque_v2, http://doi.org/10.22215/clrp/EPv2","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"EDGAR","Efficient Database framework for comparative Genome Analyses using BLAST score Ratios","","EDR","Endometrium Database Resource","http://edr.research.bcm.edu","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"BioParts","Biological Parts Portal","bioparts.org","BioGPS","nan","http://biogps.org","0.6","URL_SIM_0.82","1","4","False","LOW","N","",""
"dbWFA","Wheat Functional Annotation Database","","dbWGFP","nan","http://bioinfo.au.tsinghua.edu.cn/dbwgfp","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"MENGO","Methane Network Gene Ontology","http://www.mengo.biochem.vt.edu/","MENDA","nan","http://menda.cqmu.edu.cn:8080/index.php","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PACSY","Protein And Chemical Shift Database","http://pacsy.nmrfam.wisc.edu","PASS","nan","http://musaelab.ca/pass-database","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"DARC","Database of Aligned Ribosomal Complexes","http://darcsite.genzentrum.lmu.de/darc/","DaTo","nan","http://bis.zju.edu.cn/DaTo","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"BSMC","Bristol Sponge Microbiome Collection","","BSRD","nan","http://kwanlab.bio.cuhk.edu.hk/BSRD","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"HRRD","HPV-RNA Regulatory Database","http://www.hmuhrrd.com/HRRD","HRaP","nan","http://bioinfo.protres.ru/hrap","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"ODFM","Omics Data from Fermented Foods Microorganisms","","ODCs","Orphan Disease Connections","http://csbg.cnb.csic.es/odcs","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"CausalTAB","Causal Interaction Format","https://psicquic.github.io/","CAUSALdb","nan","http://mulinlab.org/causaldb","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"MiGA","Microbial Genomes Atlas","http://microbial-genomes.org/","MiDAS","nan","http://www.midasfieldguide.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"ChemProps","Chemical Properties Database","","ChemProt","nan","http://potentia.cbs.dtu.dk/ChemProt","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"NeuroGT","Neurogenic Tagging Atlas","","NeuroGeM","nan","http://chibi.ubc.ca/neurogem","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"SMID","Socio-Moral Image Database","https://osf.io/2rqad/","SMBP","Secondary Metabolite Bioinformatics Portal","http://www.secondarymetabolites.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"ASGARD","Annotated Transcriptomes Database","","ASRD","Arabidopsis Small RNA Database","http://ipf.sustech.edu.cn/pub/asrd","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"ACOG","Atlas of Genetics and Cytogenetics in Oncology and Haematology","http://atlasgeneticsoncology.org","ACSR","AIDS and Cancer Specimen Resource","http://acsr.ucsf.edu","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"ToxicoDB","Toxicogenomics Database","","ToxinDB","nan","http://www.rxnfinder.org/toxindb","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"BIII","Bioimage Informatics Index","http://biii.eu/","BIRS","BIRS - Bioterrorism Information Retrieval System","http://www.bioterrorism.biowaves.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"Nabelek","Nábělek Herbarium Database","http://www.nabelek.sav.sk","Nabe","nan","http://nabe.denglab.org","0.6","EDIT_DIST_3, CONTAINS_0.3","2","3","False","LOW","N","",""
"cpnDB","Chaperonin Database","http://www.cpndb.ca","CPD","Cellular Phenotype Database","http://www.ebi.ac.uk/fg/sym","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"MitoAge","Mitochondrial DNA Longevity Database","http://www.mitoage.org","MitoTox","toxicity database","http://www.mitotox.org","0.6","EDIT_DIST_3, URL_SIM_0.73","2","3","False","LOW","N","",""
"RVDB","Reference Viral Database","","RVS","nan","http://rvs.u.hpc.mssm.edu","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"LegumeGRP","Legume Genome Resources Platform","http://www.legumegrp.org","LegumeIP","nan","http://plantgrn.noble.org/LegumeIP","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"FuncPEP","Functional Peptide Database","","FunCoup","nan","http://funcoup.sbc.su.se","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"VHRD","Viral Host Range Database","https://viralhostrangedb.pasteur.cloud","vHoT","viral microRNA host target","http://dna.korea.ac.kr/vhot","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"MAAFS","Moral and Affective Film Set","","MAPS","Medicinal plant Activities","http://www.mapsdatabase.com","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"STEC","Shigatox E. coli Collection","http://shigatox.net/new/","STAB","Spatio-Temporal cell Atlas of the human Brain","http://stab.comp-sysbio.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"CMMR","Comparative Microbial Modules Resource","http://meatwad.bio.nyu.edu/cmmr.html","CMS","Cancer methylome system","http://cbbiweb.uthscsa.edu/KMethylomes","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"UNF3S","National Network of Digital Universities in Health Sciences","http://www.unf3s.org/","UniHI","Unified Human Interactome","http://www.unihi.org","0.6","EDIT_DIST_3, URL_SIM_0.67","2","3","False","LOW","N","",""
"MAIC","Multi-omics Analysis of Immune-mediated Critical Illness","https://baillielab.net/maic/covid19","MAPS","Medicinal plant Activities","http://www.mapsdatabase.com","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"DMAK","DNA Methylation Annotation Knowledgebase","","DMD","Dietary MicroRNA Databases","http://sbbi.unl.edu/dmd","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"BioCyc","Biocyc Database Collection","https://BioCyc.org","BioImg","nan","http://bioimg.org","0.6","EDIT_DIST_3, URL_SIM_0.70","2","3","False","LOW","N","",""
"NDDN","Neuroinformation Database for Developing Networks","","NDB","Nucleome Data Bank","http://ndb.rice.edu","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"ANSH","Alzheimer Neuroimaging Spectroscopic Hub","","ANDB","Areca nut database","http://arecanut.icmr.org.in","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"MRDP","Modern Research Data Portal","https://docs.globus.org/mrdp","MRTDD","nan","http://mrtdd.mbc.nctu.edu.tw","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"Phenopolis","Phenotype-Genotype Database","https://phenopolis.github.io","PHENOPSIS","nan","http://bioweb.supagro.inra.fr/phenopsis","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"GeneCaRNA","Gene-centric RNA Database","","GeneCards","Human Integrated Protein Expression Database","http://www.genecards.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"CLIPS","Clinical Trial Protocol Retrieval System","https://corus.kaist.edu/clips","CLRP","nan","http://physics.carleton.ca/clrp/eye_plaque_v2, http://doi.org/10.22215/clrp/EPv2","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"HGVA","Human Genome Variation Archive","","HGD","Hymenoptera Genome Database","http://hymenopteragenome.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PlantAPA","Plant Alternative Polyadenylation portal","http://bmi.xmu.edu.cn/plantapa","PlantAFP","nan","http://bioinformatics.cimap.res.in/sharma/PlantAFP","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"ForC","Forest Carbon database","","FOAM","Functional Ontology Assignments for Metagenomes","http://portal.nersc.gov/project/m1317/FOAM","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"BindingDB","Binding Database","http://www.bindingdb.org","Binding MOAD","nan","http://www.BindingMOAD.org","0.6","URL_SIM_0.86","1","5","False","LOW","N","",""
"iPSCORE","Induced Pluripotent Stem Cell Resource","","CORE","nan","http://microbiome.osu.edu","0.6","EDIT_DIST_3, CONTAINS_0.3","2","3","False","LOW","N","",""
"DEST","Drosophila Evolution over Space and Time","","DEOP","ragon Explorer of Osmoprotection associated Pathways","http://www.cbrc.kaust.edu.sa/deop","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"TransPortal","Transporter Portal","","TransportDB","nan","http://www.membranetransport.org/transportDB2","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"Spfy","Specify database","","SPP","The Signaling Pathways Project","http://www.signalingpathways.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PATRN","Pathogen-Annotated Tracking Resource Network","http://www.patrn.net","PATRIC","Center","http://www.patricbrc.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"canSAR","Cancer Structure Activity Relationships","http://cansar.icr.ac.uk","CanVaS","Cancer Variation","http://ithaka.rrp.demokritos.gr/CanVaS","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"A2ID","Aromatic-Aromatic Interactions Database","http://203.199.182.73/gnsmmg/databases/aidb/aidb.html","A2MDB","Aspergillus Secondary Metabolites Database","http://www.iictindia.org/A2MDB","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"Colombia_geometrid","Colombian Geometrid Moth Database","https://www.gbif.org/","GeOMe","Genomic Observatories Metadatabase","http://www.geome-db.org","0.6","CONTAINS_0.3, URL_SIM_0.60","2","13","False","LOW","N","",""
"BraMRS","Brassica rapa microRNA System","http://bramrs.rna.kr","BRAINS","Brain Images of Normal Subjects","http://www.brainsimagebank.ac.uk, http://dicom.nema.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"topPTM","Topology Post-Translational Modifications","http://topPTM.cse.yzu.edu.tw","TOPPR","The Online Protein Processing Resource","http://iomics.ugent.be/toppr","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"HVPC","Human Virome Protein Cluster Database","","HVdb","nan","http://hvdb.dqweilab-sjtu.com/index.php","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"CDEK","Clinical Drug Experience Knowledgebase","","CDSA","Cancer Digital Slide Archive","http://cancer.digitalslidearchive.net","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"MITO","Models in Translational Oncology","","MiST","nan","http://mistdb.com","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"AACT","Aggregate Analysis of ClinicalTrials.gov","","AAIR","Allergic Airway Inflammation Repository","http://aair.cimed.ike.liu.se","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"SASBDB","Small Angle Scattering Biological Data Bank","http://www.sasbdb.org","SAbDab","Structural antibody database","http://opig.stats.ox.ac.uk/webapps/sabdab","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"GABC","Genome Atlas for Breast Cancer","","GAT","gene-set activity toolbox","http://gat.sit.kmutt.ac.th","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"NAPDI","Natural Product-Drug Interaction Repository","http://www.napdi.org","NANPDB","Northern African Natural Products Database","http://african-compounds.org/nanpdb","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"COMODI","Computational Model Differences Ontology","http://comodi.sems.uni-rostock.de/","ComPPI","nan","http://ComPPI.LinkGroup.hu","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"STEPdb","Subcellular Topologies of E. coli Polypeptides Database","","STAGdb","nan","http://coralsnp.science.psu.edu/galaxy","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"NDEx","Network Data Exchange","https://www.ndexbio.org","NDB","Nucleome Data Bank","http://ndb.rice.edu","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"ACToR","Aggregated Computational Toxicology Resource","","ACSR","AIDS and Cancer Specimen Resource","http://acsr.ucsf.edu","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"oTAED","Omega-Transaminase Engineering Database","","OTD","Oomycete Transcriptomics Database","http://www.eumicrobedb.org/transcripts","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"ConsRM","Conserved RNA Methylation Sites Collection","https://www.xjtlu.edu.cn/biologicalsciences/con","ConSurf","nan","http://consurfdb.tau.ac.il","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"DIPOS","Database of Interacting Proteins in Oryza Sativa","","DIBS","nan","http://dibs.enzim.ttk.mta.hu","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"LARMD","Ligand-Activated Receptor Molecular Dynamics Database","http://chemyang.ccnu.edu.cn/ccb/server/LARMD/","LAMP","nan","http://biotechlab.fudan.edu.cn/database/lamp","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"ImmuneDB","Adaptive Immune Receptor Database","http://immunedb.comA","ImmuNet","nan","http://immunet.princeton.edu","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"EuroGEMS","European Genetic and Genomic Educational Resources","https://www.EuroGEMS.org","Europe PMC","nan","http://europepmc.org","0.6","URL_SIM_0.80","1","4","False","LOW","N","",""
"PolyTB","Tuberculosis Genomic Variation Map","http://pathogenseq.lshtm.ac.uk/polytb","PolyQ","nan","http://lightning.med.monash.edu/polyq2","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"CCMRD","Carbohydrate NMR Database","http://www.ccmrd.org","CCGD","Candidate Cancer Gene Database","http://ccgd-starrlab.oit.umn.edu","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"TM-MC","Traditional Medicine Materials and Compounds","","TMREC","nan","http://bioinfo.hrbmu.edu.cn/TMREC","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PlantMP","Plant Moonlighting Proteins Database","","PlantAFP","nan","http://bioinformatics.cimap.res.in/sharma/PlantAFP","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"START","Shiny Transcriptome Analysis Resource Tool","https://kcvi.shinyapps.io/START","STAB","Spatio-Temporal cell Atlas of the human Brain","http://stab.comp-sysbio.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"3DSwap","3D Domain Swapping Knowledgebase","","3DSNP","nan","http://biotech.bmi.ac.cn/3dsnp","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"MedNar","Medical Deep Web Database","","MeDAS","Metazoan Developmental Alternative Splicing database","http://das.chenlulab.com","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"MIGREW","Wheat Resistance Genes Database","","miREC","nan","http://www.mirecdb.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"MAPKDB","MAP Kinase Database","","MaveDB","nan","http://www.mavedb.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"mTFkb","Mouse Transcription Factors Knowledgebase","","MTDB","truncatula transporter database","http://bioinformatics.cau.edu.cn/MtTransporter","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"RTFBSDB","Transcription Factor Binding Site Database","","RTFAdb","nan","http://tools.ibg.deu.edu.tr/rtfa","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"ACDC","Amphibian Cytochrome-b Database for Curation","","AciDB","nan","http://AciDB.cl, http://gitlab.com/Hawkline451/acidb","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"CoagVDb","Coagulation Factors Database","","CoevDB","nan","http://phylodb.unil.ch/CoevDB","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"miRFANs","MicroRNA Function Annotation System","","mirTrans","nan","http://mcube.nju.edu.cn/jwang/lab/soft/mirtrans/, http://120.27.239.192/mirtrans","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"TeSS","Training eSupport System","https://tess.elixir-europe.org","TExAs","Human Tissue-specific Exposome Atlas","http://cb.imsc.res.in/texas","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"iGMDR","Pharmacogenetic Resource","https://igmdr.modellab.cn","IGFmdb","The insulin-like growth factor mutation database","http://www.adelaide.edu.au/igfmutation","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"IrGO","Iranian Traditional Medicine General Ontology","http://ir-go.net/","IRD","Influenza Research Database","http://www.fludb.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"OTUX","V-region Specific OTU Database","","OTD","Oomycete Transcriptomics Database","http://www.eumicrobedb.org/transcripts","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PSIMR","PSI:Biology-materials repository","http://psimr.asu.edu","PSMD","Pan-Species Microsatellite Database","http://big.cdu.edu.cn/psmd","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"IPSI","Italian Present-day Stress Indicators Database","","IPAD","Integrated Pathway Analysis Database for Systematic Enrichment Analysis","http://bioinfo.hsc.unt.edu/ipad","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"EpiK","Epidemiological Knowledge Base","","EPSD","eukaryotic phosphorylation site database","http://epsd.biocuckoo.cn","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"THE-DB","Threading Model Database","","ThRSDB","Thai Rice Starch Database","http://thairicestarch.kku.ac.th","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"ComPIL","Comprehensive Metaproteomics Database","","ComPPI","nan","http://ComPPI.LinkGroup.hu","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"COSORE","Continuous Soil Respiration Database","","CORE","nan","http://microbiome.osu.edu","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"AMASS","Atomic Model and Structure Statistics Database","","Amadis","nan","http://gift2disease.net/GIFTED","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"ToxoDB","Toxoplasma Genomics Database","","ToxinDB","nan","http://www.rxnfinder.org/toxindb","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"JCGGDB","Japan Glycobiology Database","","JCDB","curcas database","http://jcdb.xtbg.ac.cn","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"CpGDB","Chloroplast Genomes Database","","CPD","Cellular Phenotype Database","http://www.ebi.ac.uk/fg/sym","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"DALIA","Disease Alleles in Arab Population","","DaVIE","nan","http://echelon.cmmt.ubc.ca/dbaccess","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"MDAD","Microbe-Drug Association Database","","MDR","nan","http://mdr.xieslab.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"RTPDB","Radiotherapy Prognosis Database","","RTFAdb","nan","http://tools.ibg.deu.edu.tr/rtfa","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"FORUM","Forum for Relationships in Unified Metabolomics","https://forum-webapp.semantic-metabolomics.fr","FOAM","Functional Ontology Assignments for Metagenomes","http://portal.nersc.gov/project/m1317/FOAM","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"MycoDB","Mycorrhizal Response Database","","MycoRRdb","nan","http://mycorrdb.uohbif.in","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"ABCkb","Aliment to Bodily Condition Knowledgebase","https://abckb.charlotte.edu","ABCD","for AntiBodies Chemically Defined","http://web.expasy.org/abcd","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
