pmid,source,ling_score,setfit_confidence
35565847,setfit_only,,0.63735914
35221786,setfit_only,,0.6495015
37253405,linguistic_only,4.0,
38711584,linguistic_only,3.0,
36516131,setfit_only,,0.6728337
39792931,setfit_only,,0.6303766
35631398,setfit_only,,0.66186404
38809899,linguistic_only,3.5,
38351149,setfit_only,,0.7189967
40251693,setfit_only,,0.67307305
39514415,linguistic_only,4.0,
37105968,setfit_only,,0.6688512
39432499,setfit_only,,0.630143
36565302,linguistic_only,3.5,
39956802,setfit_only,,0.6792977
37859652,linguistic_only,3.5,
37237065,linguistic_only,3.0,
39956811,setfit_only,,0.6831327
38613325,linguistic_only,3.5,
39809358,linguistic_only,4.0,
36073806,setfit_only,,0.71180284
39956814,setfit_only,,0.7075324
37040463,setfit_only,,0.643492
39366993,setfit_only,,0.71015173
37269845,linguistic_only,3.5,
38957398,linguistic_only,3.0,
37843286,setfit_only,,0.6525441
39268697,setfit_only,,0.6163995
36598107,setfit_only,,0.71657014
37351774,linguistic_only,4.0,
37925214,setfit_only,,0.6373774
36548962,linguistic_only,4.0,
35664227,linguistic_only,4.0,
38351208,linguistic_only,3.0,
35172714,setfit_only,,0.7108991
39154027,linguistic_only,4.5,
38515052,setfit_only,,0.71374047
36991341,linguistic_only,4.5,
38400367,setfit_only,,0.7040429
39154033,setfit_only,,0.6990902
38285683,setfit_only,,0.6641169
39858555,setfit_only,,0.68925893
39334272,setfit_only,,0.70385826
35533187,linguistic_only,3.5,
38367620,linguistic_only,3.0,
39154051,setfit_only,,0.7082436
36696455,setfit_only,,0.64449406
36745610,setfit_only,,0.713666
35189131,linguistic_only,4.5,
38957452,setfit_only,,0.63043475
38793613,setfit_only,,0.6427855
36680080,linguistic_only,3.0,
38613393,linguistic_only,4.5,
39891346,linguistic_only,3.0,
39891350,linguistic_only,5.0,
37941657,linguistic_only,3.5,
38416793,linguistic_only,3.0,
36712859,setfit_only,,0.7066395
39154076,setfit_only,,0.71173567
37794208,setfit_only,,0.7009049
37499296,setfit_only,,0.6366091
39088548,setfit_only,,0.6642479
35352997,linguistic_only,4.0,
38662570,linguistic_only,5.5,
40087979,linguistic_only,3.0,
37499306,setfit_only,,0.6074379
37122476,setfit_only,,0.66290885
39465390,linguistic_only,3.5,
37450157,setfit_only,,0.67959577
37401008,linguistic_only,3.5,
37695921,linguistic_only,4.5,
36385198,setfit_only,,0.70421386
37450161,setfit_only,,0.72920775
37450164,setfit_only,,0.7232129
40251829,linguistic_only,3.5,
37450167,setfit_only,,0.7220135
38941113,linguistic_only,3.0,
35238331,linguistic_only,4.0,
40415679,linguistic_only,3.0,
40268234,linguistic_only,4.0,
40268235,linguistic_only,5.0,
38498764,linguistic_only,3.0,
39383500,setfit_only,,0.6784022
40399309,setfit_only,,0.6837588
39039439,setfit_only,,0.7166601
38711760,linguistic_only,5.0,
36254161,linguistic_only,4.0,
39514576,setfit_only,,0.68327063
35664339,linguistic_only,3.5,
39907792,setfit_only,,0.6677854
40399316,setfit_only,,0.6308259
39891408,setfit_only,,0.6122854
39858647,setfit_only,,0.6558197
37204441,linguistic_only,3.0,
39432666,linguistic_only,4.0,
35713500,linguistic_only,4.5,
36008415,setfit_only,,0.6663844
39694816,setfit_only,,0.6394083
40399336,linguistic_only,3.0,
35713513,linguistic_only,4.0,
38040041,setfit_only,,0.69169015
37450220,setfit_only,,0.6158071
36794865,setfit_only,,0.71596193
40448503,linguistic_only,3.5,
38810104,linguistic_only,3.5,
36450810,setfit_only,,0.6734926
37548539,setfit_only,,0.6735824
38384129,setfit_only,,0.6490035
39219717,linguistic_only,4.5,
34664973,setfit_only,,0.6703577
38531599,linguistic_only,4.5,
36696595,linguistic_only,4.5,
39498263,setfit_only,,0.6920275
36352543,linguistic_only,3.0,
38498847,linguistic_only,4.0,
40055329,linguistic_only,3.0,
34894367,setfit_only,,0.6386891
40563233,setfit_only,,0.677711
40055331,setfit_only,,0.71054757
39105062,linguistic_only,3.0,
40481322,setfit_only,,0.6917478
37319212,linguistic_only,3.0,
37614126,setfit_only,,0.673246
37450287,linguistic_only,3.0,
40186419,linguistic_only,4.5,
38023732,setfit_only,,0.6009967
36549175,linguistic_only,4.5,
36975161,setfit_only,,0.62631595
36057659,setfit_only,,0.67224145
35451453,linguistic_only,4.0,
35418686,linguistic_only,3.0,
38842945,linguistic_only,5.0,
36598340,linguistic_only,3.5,
39924294,linguistic_only,4.5,
39285319,linguistic_only,3.5,
35910215,setfit_only,,0.63648844
38564425,linguistic_only,4.5,
37483082,linguistic_only,3.5,
36549193,setfit_only,,0.6617999
38564426,setfit_only,,0.72084
37352010,setfit_only,,0.6722628
40006225,setfit_only,,0.6650265
37646933,setfit_only,,0.7158942
37646935,linguistic_only,3.5,
37646936,linguistic_only,4.5,
37646937,linguistic_only,4.0,
39285337,setfit_only,,0.6999449
37646939,linguistic_only,3.0,
37646940,setfit_only,,0.71177965
37646941,linguistic_only,3.0,
40677986,linguistic_only,3.0,
37646946,setfit_only,,0.6927398
37646947,setfit_only,,0.69416887
37646949,linguistic_only,4.0,
37646950,linguistic_only,3.0,
37548643,setfit_only,,0.6772164
37384809,linguistic_only,3.5,
40546922,linguistic_only,3.5,
37401199,setfit_only,,0.7160363
39137905,setfit_only,,0.69531626
39137906,linguistic_only,4.0,
35762804,linguistic_only,3.0,
37253748,linguistic_only,3.0,
38728310,linguistic_only,3.5,
40170100,linguistic_only,3.5,
35680885,setfit_only,,0.7005522
38941305,setfit_only,,0.69639057
37925500,setfit_only,,0.670424
37876351,linguistic_only,4.5,
36795011,setfit_only,,0.68964756
37171844,linguistic_only,4.0,
36532870,linguistic_only,3.0,
37171846,setfit_only,,0.6751021
39318152,linguistic_only,4.0,
39432839,setfit_only,,0.6619011
35369609,setfit_only,,0.6978803
40366732,linguistic_only,3.0,
40366734,linguistic_only,4.0,
38236818,linguistic_only,3.5,
35680916,linguistic_only,3.0,
38679191,setfit_only,,0.70364076
38335132,setfit_only,,0.67197347
35484318,setfit_only,,0.6406198
35680932,setfit_only,,0.600946
37237416,linguistic_only,3.0,
38580907,linguistic_only,4.5,
37139115,setfit_only,,0.6819611
35779245,linguistic_only,4.5,
37778093,linguistic_only,3.0,
37450416,linguistic_only,5.0,
37221042,linguistic_only,3.5,
37221043,linguistic_only,4.5,
37581491,linguistic_only,3.5,
37368501,setfit_only,,0.67818344
40170166,linguistic_only,3.0,
40235703,setfit_only,,0.7055345
37171896,linguistic_only,5.5,
40235705,setfit_only,,0.6296769
38007482,linguistic_only,3.0,
37171899,linguistic_only,4.0,
35680954,setfit_only,,0.69602954
37712571,setfit_only,,0.6403067
38580921,setfit_only,,0.615571
37106367,linguistic_only,4.0,
36123328,linguistic_only,3.0,
38793917,setfit_only,,0.6969461
38646468,linguistic_only,3.5,
35549894,linguistic_only,4.5,
36008656,setfit_only,,0.70202476
40317650,linguistic_only,4.0,
35435220,linguistic_only,5.0,
35254998,linguistic_only,4.5,
36598488,setfit_only,,0.6783111
37712601,linguistic_only,3.0,
39514846,setfit_only,,0.68587977
35713762,linguistic_only,4.0,
35844834,linguistic_only,4.0,
35353316,linguistic_only,3.0,
39809764,linguistic_only,3.0,
36598498,setfit_only,,0.66837895
35582691,setfit_only,,0.6669684
38236904,setfit_only,,0.7201939
36598505,setfit_only,,0.72121817
40366826,linguistic_only,3.0,
36713195,linguistic_only,4.0,
39203562,setfit_only,,0.68116736
39809771,setfit_only,,0.6759845
37024499,setfit_only,,0.6935546
39498484,linguistic_only,3.0,
39809781,setfit_only,,0.70275354
35386103,linguistic_only,3.5,
39498488,linguistic_only,5.5,
38335225,linguistic_only,3.5,
39809785,setfit_only,,0.6367463
39498494,linguistic_only,5.0,
39498498,linguistic_only,3.5,
35025668,setfit_only,,0.6785256
37778181,setfit_only,,0.6583449
38941446,setfit_only,,0.6299049
37860104,linguistic_only,5.5,
38744841,setfit_only,,0.6941794
37024526,setfit_only,,0.71714914
38335248,linguistic_only,4.5,
39908113,setfit_only,,0.7106467
39367444,setfit_only,,0.63548595
35058454,setfit_only,,0.62229234
39351064,linguistic_only,4.5,
39580441,setfit_only,,0.7075562
35058458,setfit_only,,0.67468345
40579867,linguistic_only,4.0,
36451097,setfit_only,,0.61564535
36320030,linguistic_only,3.0,
36418335,linguistic_only,4.0,
35599136,linguistic_only,3.0,
35058462,setfit_only,,0.718762
38302497,setfit_only,,0.7058886
39695137,setfit_only,,0.67796135
40301348,linguistic_only,3.0,
35664677,linguistic_only,4.0,
39252774,linguistic_only,3.0,
39695140,setfit_only,,0.7126199
38548261,setfit_only,,0.7055558
35058469,setfit_only,,0.68065083
39252775,setfit_only,,0.7131253
36746023,setfit_only,,0.69068724
38744868,setfit_only,,0.6485582
39695146,setfit_only,,0.7160325
37761836,setfit_only,,0.649519
40399664,linguistic_only,3.0,
35058481,setfit_only,,0.607698
36287286,linguistic_only,4.5,
38744887,setfit_only,,0.70176584
37352252,linguistic_only,3.0,
40514368,setfit_only,,0.69569844
38613826,linguistic_only,4.0,
40514370,setfit_only,,0.7252781
38925123,setfit_only,,0.61876035
40301380,setfit_only,,0.66129667
37991246,linguistic_only,3.5,
38335311,linguistic_only,3.5,
37368656,linguistic_only,3.5,
39416656,linguistic_only,5.5,
40710990,linguistic_only,3.0,
39924558,setfit_only,,0.68740803
36696912,setfit_only,,0.6478439
40203090,setfit_only,,0.71587217
39875411,setfit_only,,0.7070669
39875412,setfit_only,,0.71104187
36074326,setfit_only,,0.68127805
39695186,setfit_only,,0.6749882
39695196,setfit_only,,0.67992806
38843230,linguistic_only,4.5,
39351134,linguistic_only,3.0,
38237024,linguistic_only,3.0,
38220642,setfit_only,,0.6795234
38957923,setfit_only,,0.6279147
35058533,linguistic_only,3.0,
36402024,setfit_only,,0.66235465
38302570,setfit_only,,0.6900937
35500907,linguistic_only,3.0,
36762475,setfit_only,,0.68856645
37417838,setfit_only,,0.6164388
36402034,linguistic_only,3.0,
38220658,setfit_only,,0.61888367
40121204,setfit_only,,0.6286573
39695222,setfit_only,,0.65395194
36467575,linguistic_only,4.0,
38663031,setfit_only,,0.68813485
36008829,linguistic_only,3.0,
36467581,linguistic_only,5.0,
37221245,setfit_only,,0.71671456
38613887,setfit_only,,0.72159517
37581698,setfit_only,,0.71388423
39695236,linguistic_only,3.0,
35877764,setfit_only,,0.72095525
39695240,setfit_only,,0.6374525
37024650,linguistic_only,3.0,
39662474,linguistic_only,3.5,
40383374,setfit_only,,0.7011068
39908239,linguistic_only,3.5,
35484563,setfit_only,,0.72755986
39695251,setfit_only,,0.70224744
36270998,linguistic_only,3.0,
36533143,linguistic_only,3.5,
39695257,setfit_only,,0.7095787
39547804,setfit_only,,0.6946825
37254048,linguistic_only,4.0,
38155169,setfit_only,,0.6529788
35386279,setfit_only,,0.6973462
39793579,linguistic_only,3.5,
37254060,linguistic_only,4.5,
39138221,setfit_only,,0.72516793
37647277,setfit_only,,0.6693482
38843311,linguistic_only,4.0,
35402671,setfit_only,,0.6945056
36631474,setfit_only,,0.6162128
37647283,setfit_only,,0.69376713
38532024,linguistic_only,3.0,
36090812,linguistic_only,3.5,
34534336,linguistic_only,3.0,
40580034,setfit_only,,0.61109453
40367044,linguistic_only,3.0,
34534340,linguistic_only,3.0,
37811141,linguistic_only,3.5,
38204359,linguistic_only,4.5,
38204360,linguistic_only,5.0,
35861448,setfit_only,,0.69194746
35124170,linguistic_only,5.0,
39695306,setfit_only,,0.6620587
38876107,setfit_only,,0.6215375
34534350,linguistic_only,5.5,
36549590,linguistic_only,3.0,
37204950,linguistic_only,3.5,
37647318,setfit_only,,0.6999422
38253529,linguistic_only,3.0,
39646166,setfit_only,,0.67452025
37221343,linguistic_only,4.0,
38253535,setfit_only,,0.64632946
38597606,setfit_only,,0.72046274
36123626,linguistic_only,3.0,
37499897,linguistic_only,4.5,
35910653,linguistic_only,3.5,
37270525,linguistic_only,3.5,
40301568,linguistic_only,3.5,
36467714,setfit_only,,0.6543373
38319109,linguistic_only,4.0,
39253011,setfit_only,,0.7254673
36959253,setfit_only,,0.6379608
35157015,linguistic_only,4.0,
37925911,linguistic_only,4.5,
38745111,linguistic_only,3.0,
40514586,setfit_only,,0.6896465
38761499,linguistic_only,3.5,
36779038,linguistic_only,3.5,
35697698,linguistic_only,4.5,
36582435,linguistic_only,3.5,
37041187,setfit_only,,0.701881
38990885,linguistic_only,4.0,
35353641,setfit_only,,0.6510279
40514603,linguistic_only,3.0,
40645675,setfit_only,,0.6972089
36959280,setfit_only,,0.67933834
39121968,setfit_only,,0.6287144
34927666,linguistic_only,4.0,
35746868,setfit_only,,0.60440713
36369464,setfit_only,,0.6817628
34927675,linguistic_only,3.5,
40301633,setfit_only,,0.6099885
35124290,linguistic_only,3.5,
39253058,linguistic_only,4.5,
36107335,setfit_only,,0.69564915
37467208,linguistic_only,3.5,
37680201,setfit_only,,0.71264184
34747466,linguistic_only,4.0,
37876810,linguistic_only,3.0,
35025997,linguistic_only,6.0,
34747470,linguistic_only,4.0,
38614094,linguistic_only,3.0,
41022541,setfit_only,,0.6777332
34747477,linguistic_only,4.5,
40055894,linguistic_only,3.0,
34747480,linguistic_only,4.5,
36058206,linguistic_only,3.0,
34747489,linguistic_only,4.5,
37139553,linguistic_only,3.5,
40399973,linguistic_only,3.5,
37549162,linguistic_only,4.0,
36828269,linguistic_only,4.5,
37385326,setfit_only,,0.6942035
38581360,linguistic_only,3.0,
39466099,setfit_only,,0.6053253
35337333,linguistic_only,3.0,
38909049,linguistic_only,3.0,
40367230,setfit_only,,0.65634114
38909057,setfit_only,,0.6963291
35337346,linguistic_only,3.0,
37205123,linguistic_only,4.0,
37270659,linguistic_only,3.0,
40268934,setfit_only,,0.62131166
35337352,linguistic_only,3.0,
35337353,linguistic_only,3.0,
38040713,linguistic_only,3.0,
35337355,linguistic_only,3.0,
40514699,linguistic_only,3.5,
35337357,linguistic_only,3.0,
35337358,linguistic_only,3.5,
35337359,linguistic_only,3.0,
40268945,setfit_only,,0.69133955
40301713,setfit_only,,0.6822782
35337363,linguistic_only,3.0,
36910227,setfit_only,,0.6197293
34403477,linguistic_only,4.5,
35337366,linguistic_only,3.0,
38384789,linguistic_only,3.5,
38040725,setfit_only,,0.6745941
35173525,setfit_only,,0.6085676
40268957,setfit_only,,0.7244515
40121504,setfit_only,,0.6844812
38565025,setfit_only,,0.66526324
40268962,setfit_only,,0.6987023
38302883,setfit_only,,0.61817193
36877476,setfit_only,,0.65248734
40023203,setfit_only,,0.6120359
36091046,linguistic_only,5.5,
38581418,setfit_only,,0.7047441
38581420,linguistic_only,3.5,
39842990,linguistic_only,5.0,
38581422,setfit_only,,0.692696
37123247,setfit_only,,0.66085327
38679729,linguistic_only,3.0,
40268979,setfit_only,,0.6836028
38745271,linguistic_only,3.5,
39646391,setfit_only,,0.68581814
38319296,linguistic_only,3.0,
39548096,setfit_only,,0.6914024
40121539,setfit_only,,0.6940529
37532867,setfit_only,,0.68173164
36074693,setfit_only,,0.65078235
38794438,setfit_only,,0.62392974
38532295,linguistic_only,3.5,
38532297,linguistic_only,4.0,
35370187,linguistic_only,3.0,
39482572,linguistic_only,4.0,
35894475,setfit_only,,0.71762985
36861131,setfit_only,,0.68684375
38630609,setfit_only,,0.7183146
36156625,setfit_only,,0.6717902
39138517,setfit_only,,0.72280157
38630617,setfit_only,,0.71940076
39548122,setfit_only,,0.6721318
38532317,linguistic_only,5.0,
40580317,linguistic_only,3.5,
37287133,setfit_only,,0.686763
38450403,setfit_only,,0.7205168
39957731,setfit_only,,0.69755125
39072997,linguistic_only,3.0,
35124463,setfit_only,,0.71378464
38597878,setfit_only,,0.71242726
38040823,setfit_only,,0.7020015
38548727,setfit_only,,0.6587022
36222201,linguistic_only,4.5,
35927290,setfit_only,,0.665095
37221626,setfit_only,,0.64690846
37860605,linguistic_only,4.5,
35108094,setfit_only,,0.68867797
38597890,linguistic_only,3.5,
38597895,linguistic_only,3.0,
35501320,linguistic_only,5.0,
36271369,linguistic_only,4.0,
38548745,linguistic_only,3.0,
36566281,setfit_only,,0.71226144
38614285,linguistic_only,3.5,
36205845,linguistic_only,3.5,
37647638,linguistic_only,3.5,
37811478,linguistic_only,3.0,
39826711,linguistic_only,5.5,
38040858,setfit_only,,0.68516105
39875867,linguistic_only,4.0,
39957787,setfit_only,,0.72348523
36271389,setfit_only,,0.7146968
35386653,setfit_only,,0.6602113
36549921,setfit_only,,0.63813484
38630692,setfit_only,,0.7140921
37696807,setfit_only,,0.7180733
39548206,setfit_only,,0.6735167
38303023,linguistic_only,3.5,
37696817,setfit_only,,0.6613105
38516019,linguistic_only,3.5,
36074804,linguistic_only,4.5,
38155573,linguistic_only,3.0,
38155575,setfit_only,,0.7057136
36566333,setfit_only,,0.7172237
35222846,linguistic_only,4.0,
35222847,linguistic_only,5.0,
37696836,setfit_only,,0.70454985
40219973,linguistic_only,3.0,
39171403,linguistic_only,4.5,
40351053,linguistic_only,4.5,
37696845,setfit_only,,0.6868438
36926800,setfit_only,,0.680913
36795731,setfit_only,,0.64243144
40613203,setfit_only,,0.6162337
40990037,setfit_only,,0.68096036
39269718,setfit_only,,0.64514315
35550555,setfit_only,,0.7151224
39040351,setfit_only,,0.6503133
38958433,linguistic_only,4.5,
35616100,linguistic_only,3.0,
36713829,linguistic_only,4.5,
35550565,setfit_only,,0.71391654
39007592,setfit_only,,0.7135727
37238122,linguistic_only,3.5,
38057322,linguistic_only,3.0,
35173740,setfit_only,,0.61131716
36173168,linguistic_only,3.5,
37696882,setfit_only,,0.7265965
38483315,linguistic_only,4.5,
38712695,setfit_only,,0.6671776
36697464,setfit_only,,0.7230409
37123454,linguistic_only,5.0,
36484479,setfit_only,,0.69333464
38270339,setfit_only,,0.7193143
39171462,linguistic_only,3.0,
40269195,setfit_only,,0.6175786
36992400,setfit_only,,0.6304656
39368085,setfit_only,,0.6672114
38565273,linguistic_only,4.5,
37418393,setfit_only,,0.70459956
38483353,setfit_only,,0.6784916
38057380,linguistic_only,3.0,
36926884,setfit_only,,0.7186709
40318372,setfit_only,,0.6878861
38974887,linguistic_only,4.0,
39695785,setfit_only,,0.70965534
36828587,setfit_only,,0.7238431
36631981,setfit_only,,0.70497143
36304304,linguistic_only,4.5,
39204272,linguistic_only,3.5,
37189043,setfit_only,,0.66298693
35550647,linguistic_only,3.0,
37418425,setfit_only,,0.72056866
38614461,setfit_only,,0.67032456
39515581,setfit_only,,0.66640425
37516737,linguistic_only,3.5,
36304325,setfit_only,,0.7159244
37123530,setfit_only,,0.6978573
39679438,linguistic_only,3.0,
35599823,linguistic_only,3.0,
40170958,setfit_only,,0.70343405
39630291,setfit_only,,0.7146547
38172116,linguistic_only,3.0,
35468755,setfit_only,,0.6842982
38909399,setfit_only,,0.65301865
37516760,setfit_only,,0.688048
40400345,linguistic_only,4.5,
40400348,setfit_only,,0.63393766
39876062,linguistic_only,3.5,
35796460,setfit_only,,0.68877375
36255213,setfit_only,,0.6436552
39237105,linguistic_only,3.0,
35042804,setfit_only,,0.66756433
39056885,setfit_only,,0.69839424
35042806,setfit_only,,0.7026679
40252918,setfit_only,,0.6905204
40007160,setfit_only,,0.70644987
37500408,setfit_only,,0.6568707
38385146,setfit_only,,0.7161187
36648443,setfit_only,,0.69824123
38204924,linguistic_only,3.5,
37697022,setfit_only,,0.6255651
39433728,setfit_only,,0.68987364
38843904,setfit_only,,0.6408123
35255810,setfit_only,,0.7005618
35927555,linguistic_only,3.0,
38548995,linguistic_only,3.0,
38172163,setfit_only,,0.6931356
39515655,linguistic_only,3.0,
35468810,linguistic_only,3.5,
40269329,setfit_only,,0.7223003
39302686,linguistic_only,4.0,
37697055,linguistic_only,3.0,
40138270,setfit_only,,0.6553075
39433759,setfit_only,,0.72081816
40285727,setfit_only,,0.605348
35042854,setfit_only,,0.7044525
35042860,linguistic_only,3.0,
37680688,setfit_only,,0.6846921
39433777,setfit_only,,0.6477884
39695922,linguistic_only,4.0,
35305011,linguistic_only,4.0,
36419127,setfit_only,,0.67870194
37271097,setfit_only,,0.63765043
36255293,linguistic_only,4.5,
35927614,linguistic_only,3.5,
39351872,linguistic_only,4.5,
40498755,linguistic_only,3.0,
39843395,setfit_only,,0.64776766
36877891,setfit_only,,0.6364586
37140037,setfit_only,,0.71803194
38516293,setfit_only,,0.70560896
39695946,setfit_only,,0.7220398
39351883,linguistic_only,4.5,
36582986,setfit_only,,0.72053415
36206157,linguistic_only,3.0,
39237197,linguistic_only,4.0,
39237198,linguistic_only,3.5,
38581840,linguistic_only,4.5,
35042894,setfit_only,,0.6569851
39450189,setfit_only,,0.62026316
35780180,setfit_only,,0.6863058
37140053,linguistic_only,3.0,
39237205,linguistic_only,5.0,
39237206,linguistic_only,4.0,
39351893,linguistic_only,4.5,
36484697,linguistic_only,5.0,
37140058,linguistic_only,3.5,
39351894,linguistic_only,5.0,
38794841,setfit_only,,0.6051312
36124251,setfit_only,,0.6193659
37566049,setfit_only,,0.687456
35141219,linguistic_only,3.5,
38286947,linguistic_only,3.0,
39401061,linguistic_only,4.5,
35452518,linguistic_only,4.5,
36222566,linguistic_only,5.0,
39269993,linguistic_only,3.0,
35845738,setfit_only,,0.634152
35501677,linguistic_only,3.5,
40056431,linguistic_only,4.0,
35796594,linguistic_only,4.0,
38041202,linguistic_only,3.5,
38336119,setfit_only,,0.61962634
35305080,setfit_only,,0.6501948
35042937,setfit_only,,0.6828803
38483583,linguistic_only,3.0,
37697153,setfit_only,,0.655603
38221441,setfit_only,,0.60402477
39171722,linguistic_only,3.5,
34551435,setfit_only,,0.72179013
39663244,linguistic_only,4.0,
34551437,linguistic_only,4.0,
35976846,linguistic_only,3.5,
39417483,setfit_only,,0.69288313
34551440,linguistic_only,5.0,
38123152,linguistic_only,3.0,
38123153,linguistic_only,3.0,
38123154,linguistic_only,3.0,
38254225,linguistic_only,3.5,
35042960,setfit_only,,0.6378606
35255958,linguistic_only,3.5,
36402838,setfit_only,,0.72122496
35567258,setfit_only,,0.60497624
34469532,linguistic_only,4.5,
37811871,linguistic_only,4.5,
39417505,linguistic_only,4.5,
37811874,linguistic_only,4.0,
40498850,setfit_only,,0.68710375
34469540,linguistic_only,4.5,
37516963,setfit_only,,0.6839237
36271790,linguistic_only,4.0,
36271792,linguistic_only,4.5,
36271793,linguistic_only,3.0,
36271794,linguistic_only,4.5,
36271795,linguistic_only,4.0,
36370097,linguistic_only,5.0,
37811890,linguistic_only,4.0,
37811892,linguistic_only,4.0,
36419248,setfit_only,,0.7191713
37811889,setfit_only,,0.7193062
36370105,linguistic_only,3.0,
39614138,linguistic_only,5.5,
36189883,linguistic_only,3.5,
36370099,setfit_only,,0.6990752
39794362,setfit_only,,0.69794685
36370112,setfit_only,,0.68794703
36206273,linguistic_only,3.0,
38565568,setfit_only,,0.6620744
36189892,linguistic_only,3.0,
36550341,setfit_only,,0.67677534
36746950,setfit_only,,0.6651219
38500042,linguistic_only,3.0,
36402891,linguistic_only,3.5,
39319243,setfit_only,,0.6655917
39433933,setfit_only,,0.649298
39483086,linguistic_only,4.5,
36189903,linguistic_only,3.5,
37713619,linguistic_only,3.0,
40023767,linguistic_only,3.5,
38450904,setfit_only,,0.637195
36927193,linguistic_only,3.5,
37189337,setfit_only,,0.6785259
36533982,setfit_only,,0.6380566
40154847,linguistic_only,3.0,
35469024,linguistic_only,4.0,
38221536,linguistic_only,3.0,
34387689,linguistic_only,4.0,
40236778,linguistic_only,5.0,
39384810,setfit_only,,0.6603796
37189359,setfit_only,,0.7142984
37500662,setfit_only,,0.6958219
35141366,setfit_only,,0.65903914
38893304,setfit_only,,0.6832266
39171834,linguistic_only,4.0,
39171840,linguistic_only,4.0,
39139072,linguistic_only,3.0,
37861121,linguistic_only,4.5,
36747011,linguistic_only,3.5,
35436292,linguistic_only,3.0,
37992195,setfit_only,,0.6980246
36419334,linguistic_only,4.0,
37926662,setfit_only,,0.6481411
36239113,linguistic_only,3.5,
35190537,setfit_only,,0.7211584
37156621,setfit_only,,0.7264571
39253773,setfit_only,,0.6726038
36271888,linguistic_only,4.5,
37828369,linguistic_only,3.5,
35239700,setfit_only,,0.6899777
38287124,setfit_only,,0.68660384
35731221,setfit_only,,0.68618035
38860571,linguistic_only,4.0,
37779230,setfit_only,,0.6731766
35780383,linguistic_only,3.5,
35469089,setfit_only,,0.67552257
37386017,setfit_only,,0.6043451
35452708,linguistic_only,3.0,
35944232,setfit_only,,0.6960882
39122730,setfit_only,,0.7055323
37369643,setfit_only,,0.69758755
35583789,setfit_only,,0.70362705
35583790,setfit_only,,0.7276527
36402991,setfit_only,,0.71496373
37779250,linguistic_only,3.5,
38500146,linguistic_only,4.0,
40040244,setfit_only,,0.6657125
38696757,linguistic_only,4.0,
35714875,linguistic_only,3.5,
38795067,linguistic_only,4.0,
38205245,linguistic_only,3.5,
36812605,setfit_only,,0.64094585
36108094,setfit_only,,0.71179473
38582080,linguistic_only,3.0,
35649342,setfit_only,,0.7020119
37730114,linguistic_only,4.5,
38876990,setfit_only,,0.6647223
40515393,setfit_only,,0.7063699
38598468,setfit_only,,0.6459679
37975878,linguistic_only,4.5,
37975879,linguistic_only,4.0,
38598470,linguistic_only,3.0,
40269639,linguistic_only,4.0,
38254411,linguistic_only,3.0,
38434636,setfit_only,,0.6751626
39352141,linguistic_only,4.0,
39368529,setfit_only,,0.6355014
38106962,linguistic_only,3.0,
39499601,setfit_only,,0.6354076
38860632,linguistic_only,3.5,
35043169,setfit_only,,0.72318697
38090598,setfit_only,,0.6605663
38975336,linguistic_only,3.0,
33306472,setfit_only,,0.7196372
34649961,setfit_only,,0.6115909
35649390,linguistic_only,3.0,
39434095,linguistic_only,4.0,
36288371,linguistic_only,3.0,
37369715,setfit_only,,0.70070165
39466872,setfit_only,,0.70073265
35616633,setfit_only,,0.72257626
40286078,setfit_only,,0.63233536
36927359,setfit_only,,0.6960138
37566336,linguistic_only,4.0,
38057859,linguistic_only,5.5,
36910986,linguistic_only,4.5,
34928524,linguistic_only,4.5,
39565196,linguistic_only,3.0,
34994061,setfit_only,,0.71473277
39565199,linguistic_only,3.5,
38172556,setfit_only,,0.67190886
37156750,setfit_only,,0.63795674
39565202,linguistic_only,4.5,
39565203,linguistic_only,4.0,
37828501,linguistic_only,4.5,
38778773,setfit_only,,0.69498366
37910423,linguistic_only,4.5,
35518360,linguistic_only,4.5,
39565208,linguistic_only,3.5,
39434138,linguistic_only,3.0,
39565209,linguistic_only,4.5,
36534166,setfit_only,,0.720309
39565206,setfit_only,,0.7126726
37107608,setfit_only,,0.67569745
37697439,linguistic_only,4.0,
37156762,setfit_only,,0.66385895
35895206,setfit_only,,0.603699
39827367,linguistic_only,3.0,
37369770,setfit_only,,0.7085444
37484460,linguistic_only,4.5,
36370350,setfit_only,,0.6847795
36435886,setfit_only,,0.6155946
37091248,linguistic_only,4.0,
38631346,setfit_only,,0.71849906
33798067,setfit_only,,0.71081513
35338164,setfit_only,,0.6747791
35190711,setfit_only,,0.68368226
35698617,linguistic_only,3.0,
38434751,linguistic_only,3.0,
36353986,linguistic_only,5.0,
36435908,setfit_only,,0.7159959
40253381,setfit_only,,0.6209706
39090119,setfit_only,,0.6199517
37058511,setfit_only,,0.7206668
35551187,setfit_only,,0.6645114
40253396,setfit_only,,0.64151245
38877144,linguistic_only,3.0,
38811613,setfit_only,,0.70455396
40253409,setfit_only,,0.71528256
35420129,setfit_only,,0.71472424
40253410,setfit_only,,0.7099526
35796961,setfit_only,,0.68386054
35846116,setfit_only,,0.62669843
39729127,linguistic_only,3.0,
38991851,linguistic_only,4.5,
35796973,setfit_only,,0.7070545
35551216,linguistic_only,3.0,
36403184,linguistic_only,3.0,
38172657,linguistic_only,4.5,
40253434,setfit_only,,0.6982122
