pmid,source,ling_score
39616207,linguistic,4.0
39622024,linguistic,3.5
39622813,linguistic,3.5
39625972,linguistic,3.0
39628627,linguistic,3.0
39630862,linguistic,4.5
39632912,linguistic,3.0
39633021,linguistic,4.5
39633268,linguistic,4.0
39641579,linguistic,3.5
39643104,linguistic,4.5
39648257,linguistic,3.0
39653819,linguistic,3.0
39656773,linguistic,3.5
39656790,linguistic,4.0
39656924,linguistic,3.5
39657135,linguistic,4.0
39657145,linguistic,5.0
39657158,linguistic,4.5
39657689,linguistic,3.5
39657789,linguistic,3.0
39657946,linguistic,4.0
39657951,linguistic,3.5
39658041,linguistic,4.0
39658259,linguistic,4.5
39658751,linguistic,3.0
39660217,linguistic,3.5
39660842,linguistic,4.0
39662474,linguistic,3.5
39663244,linguistic,4.0
39671929,linguistic,3.0
39672676,linguistic,3.0
39672986,linguistic,3.0
39673270,linguistic,5.0
39673440,linguistic,5.0
39675831,linguistic,3.5
39676654,linguistic,4.5
39677536,linguistic,4.5
39679438,linguistic,3.0
39681772,linguistic,3.0
39686909,linguistic,3.5
39687360,linguistic,3.0
39693053,linguistic,4.0
39693568,linguistic,4.0
39695236,linguistic,3.0
39695922,linguistic,4.0
39697868,linguistic,4.5
39700425,linguistic,5.0
39702552,linguistic,4.0
39702608,linguistic,3.0
39703430,linguistic,5.0
39704703,linguistic,3.0
39704901,linguistic,3.0
39707929,linguistic,5.0
39708840,linguistic,3.5
39709508,linguistic,3.0
39709521,linguistic,3.0
39714149,linguistic,5.5
39719064,linguistic,4.0
39719439,linguistic,3.5
39719828,linguistic,3.0
39720162,linguistic,3.0
39720854,linguistic,3.5
39721046,linguistic,3.0
39722525,linguistic,3.5
39722871,linguistic,3.5
39724337,linguistic,4.5
39724366,linguistic,4.0
39729127,linguistic,3.0
39730485,linguistic,3.0
39731018,linguistic,4.5
39733351,linguistic,3.5
39737003,linguistic,3.0
39737565,linguistic,4.5
39737797,linguistic,3.5
39738056,linguistic,3.0
39738275,linguistic,3.5
39738650,linguistic,4.5
39738661,linguistic,3.0
39740512,linguistic,4.0
39746417,linguistic,3.5
39749176,linguistic,3.0
39749667,linguistic,3.5
39753569,linguistic,4.0
39753599,linguistic,3.0
39753746,linguistic,3.0
39753885,linguistic,3.0
39754835,linguistic,3.5
39757114,linguistic,3.5
39757418,linguistic,3.0
39757424,linguistic,3.0
39762327,linguistic,3.0
39763119,linguistic,3.0
39773308,linguistic,3.0
39773409,linguistic,4.5
39776220,linguistic,4.0
39780059,linguistic,4.0
39781512,linguistic,3.5
39781514,linguistic,5.0
39786428,linguistic,4.0
39788736,linguistic,4.5
39789848,linguistic,3.5
39793579,linguistic,3.5
39796186,linguistic,3.0
39798480,linguistic,3.0
39799107,linguistic,3.0
39800874,linguistic,3.5
39804669,linguistic,4.5
39805871,linguistic,3.5
39806295,linguistic,4.0
39809358,linguistic,4.0
39809764,linguistic,3.0
39812795,linguistic,4.0
39814068,linguistic,4.0
39814560,linguistic,3.5
39814778,linguistic,3.0
39817516,linguistic,3.0
39817732,linguistic,3.5
39820318,linguistic,3.0
39821779,linguistic,3.5
39822275,linguistic,5.0
39824652,linguistic,3.5
39824846,linguistic,3.0
39826711,linguistic,5.5
39827367,linguistic,3.0
39827990,linguistic,4.0
39828940,linguistic,3.0
39833831,linguistic,4.0
39836277,linguistic,3.0
39836623,linguistic,4.5
39836872,linguistic,4.5
39837330,linguistic,3.0
39838181,linguistic,4.5
39838182,linguistic,4.0
39838386,linguistic,3.0
39838450,linguistic,5.0
39842990,linguistic,5.0
39849360,linguistic,5.0
39850579,linguistic,3.5
39854281,linguistic,4.0
39856107,linguistic,3.0
39862387,linguistic,3.5
39862439,linguistic,4.0
39866619,linguistic,3.5
39866666,linguistic,3.5
39867820,linguistic,4.0
39870684,linguistic,3.0
39871596,linguistic,4.0
39874126,linguistic,4.0
39874598,linguistic,3.0
39874782,linguistic,5.0
39875867,linguistic,4.0
39876062,linguistic,3.5
39879562,linguistic,3.5
39880865,linguistic,3.5
39880958,linguistic,3.0
39883249,linguistic,4.0
39885339,linguistic,3.5
39890791,linguistic,3.0
39891346,linguistic,3.0
39891350,linguistic,5.0
39895658,linguistic,3.5
39897104,linguistic,4.0
39898310,linguistic,3.0
39898450,linguistic,4.0
39900705,linguistic,3.0
39901628,linguistic,3.0
39905665,linguistic,4.0
39906132,linguistic,3.0
39908239,linguistic,3.5
39909853,linguistic,4.0
39910485,linguistic,4.0
39910777,linguistic,3.0
39913362,linguistic,4.0
39913370,linguistic,3.0
39915473,linguistic,3.0
39921902,linguistic,4.5
39922312,linguistic,3.0
39922822,linguistic,4.5
39924294,linguistic,4.5
39931895,linguistic,4.0
39932005,linguistic,4.5
39932497,linguistic,3.5
39932865,linguistic,4.0
39934826,linguistic,5.0
39934999,linguistic,3.5
39936186,linguistic,3.0
39936323,linguistic,4.5
39937662,linguistic,4.0
39944117,linguistic,4.5
39944812,linguistic,4.5
39945785,linguistic,3.5
39946426,linguistic,3.0
39947184,linguistic,3.0
39955343,linguistic,4.0
39956358,linguistic,4.0
39959831,linguistic,3.5
39959838,linguistic,3.5
39960880,linguistic,3.5
39961523,linguistic,4.0
39963423,linguistic,4.5
39963994,linguistic,4.5
39965271,linguistic,3.5
39965934,linguistic,3.0
39966389,linguistic,3.0
39968378,linguistic,4.5
39968379,linguistic,5.0
39968950,linguistic,3.0
39971880,linguistic,3.0
39971983,linguistic,3.0
39973009,linguistic,3.0
39977381,linguistic,3.5
39977983,linguistic,4.0
39979307,linguistic,3.0
39980225,linguistic,4.0
39982404,linguistic,4.0
39982792,linguistic,4.0
39983713,linguistic,3.0
39985442,linguistic,4.0
39985446,linguistic,4.0
39987466,linguistic,4.0
39988118,linguistic,4.5
39989223,linguistic,4.5
39993325,linguistic,3.0
39994572,linguistic,4.0
39999010,linguistic,4.0
40000636,linguistic,4.0
40000672,linguistic,3.0
40023767,linguistic,3.5
40027488,linguistic,4.0
40028774,linguistic,4.0
40032895,linguistic,3.0
40033050,linguistic,3.5
40033544,linguistic,3.0
40033715,linguistic,3.0
40034696,linguistic,3.0
40034748,linguistic,3.0
40035691,linguistic,4.0
40036429,linguistic,3.0
40036585,linguistic,4.5
40036690,linguistic,4.0
40036758,linguistic,3.0
40036767,linguistic,4.5
40036846,linguistic,4.0
40037544,linguistic,3.5
40037615,linguistic,4.0
40037809,linguistic,4.5
40044690,linguistic,5.0
40044786,linguistic,4.0
40045573,linguistic,3.0
40045664,linguistic,4.0
40046760,linguistic,4.0
40049587,linguistic,3.5
40050282,linguistic,3.0
40052362,linguistic,5.0
40054813,linguistic,4.5
40055329,linguistic,3.0
40055894,linguistic,3.0
40056431,linguistic,4.0
40057225,linguistic,3.0
40057659,linguistic,3.0
40063927,linguistic,3.5
40064883,linguistic,3.5
40067093,linguistic,5.0
40067792,linguistic,4.5
40070513,linguistic,3.0
40071125,linguistic,3.0
40073641,linguistic,3.0
40074756,linguistic,3.0
40075808,linguistic,3.5
40080702,linguistic,5.0
40084908,linguistic,3.0
40087197,linguistic,3.5
40087567,linguistic,3.5
40087979,linguistic,3.0
40092663,linguistic,3.5
40095417,linguistic,3.0
40095784,linguistic,3.0
40097274,linguistic,4.5
40099873,linguistic,3.5
40100159,linguistic,3.5
40102678,linguistic,3.5
40103610,linguistic,4.5
40106419,linguistic,4.5
40106489,linguistic,3.0
40108108,linguistic,3.0
40108206,linguistic,4.5
40109263,linguistic,3.0
40111914,linguistic,3.5
40112707,linguistic,3.0
40113206,linguistic,4.5
40115771,linguistic,4.5
40116496,linguistic,3.5
40118046,linguistic,4.0
40119373,linguistic,3.0
40122935,linguistic,3.0
40123802,linguistic,4.5
40124712,linguistic,3.0
40126909,linguistic,4.0
40127300,linguistic,3.0
40129074,linguistic,3.0
40133402,linguistic,3.0
40133778,linguistic,4.5
40133781,linguistic,3.5
40133783,linguistic,4.0
40133784,linguistic,4.0
40133787,linguistic,3.0
40133788,linguistic,5.0
40133792,linguistic,5.5
40133794,linguistic,3.0
40134345,linguistic,3.5
40135505,linguistic,3.0
40140564,linguistic,3.5
40140766,linguistic,3.0
40140942,linguistic,4.0
40144382,linguistic,3.5
40145964,linguistic,4.0
40151429,linguistic,4.0
40152239,linguistic,5.5
40154847,linguistic,3.0
40155596,linguistic,4.0
40157887,linguistic,4.0
40160219,linguistic,5.0
40163697,linguistic,6.0
40163700,linguistic,5.0
40163742,linguistic,3.5
40163822,linguistic,3.5
40164028,linguistic,4.5
40164800,linguistic,3.5
40164957,linguistic,3.5
40169663,linguistic,4.0
40169679,linguistic,3.0
40170100,linguistic,3.5
40170166,linguistic,3.0
40171940,linguistic,3.5
40172934,linguistic,4.0
40175586,linguistic,3.0
40175669,linguistic,3.5
40178927,linguistic,4.0
40178932,linguistic,4.0
40179105,linguistic,4.0
40179876,linguistic,3.0
40180241,linguistic,3.5
40181211,linguistic,4.0
40181386,linguistic,5.0
40182018,linguistic,3.0
40184383,linguistic,3.5
40185904,linguistic,5.0
40186419,linguistic,4.5
40188497,linguistic,3.0
40190740,linguistic,3.0
40193392,linguistic,4.0
40193489,linguistic,3.5
40195949,linguistic,3.0
40197022,linguistic,3.0
40199921,linguistic,3.0
40200282,linguistic,4.5
40202108,linguistic,3.5
40209438,linguistic,3.0
40210874,linguistic,3.0
40211375,linguistic,3.0
40214100,linguistic,4.5
40214971,linguistic,3.0
40216652,linguistic,3.5
40216796,linguistic,3.0
40217418,linguistic,3.0
40219973,linguistic,3.0
40221859,linguistic,3.5
40224325,linguistic,4.5
40225143,linguistic,3.0
40225173,linguistic,3.0
40225790,linguistic,3.0
40229253,linguistic,4.0
40233091,linguistic,3.5
40234091,linguistic,3.5
40234567,linguistic,3.0
40234988,linguistic,3.5
40236778,linguistic,5.0
40238188,linguistic,4.0
40240925,linguistic,4.0
40248357,linguistic,5.5
40250417,linguistic,4.0
40251157,linguistic,4.0
40251829,linguistic,3.5
40253448,linguistic,3.0
40253701,linguistic,4.5
40254830,linguistic,3.5
40255481,linguistic,3.5
40257905,linguistic,3.5
40257906,linguistic,5.0
40259416,linguistic,3.0
40259421,linguistic,3.5
40259822,linguistic,3.0
40261733,linguistic,4.0
40261741,linguistic,3.0
40262894,linguistic,4.0
40268234,linguistic,4.0
40268235,linguistic,5.0
40269639,linguistic,4.0
40272360,linguistic,5.0
40272881,linguistic,3.5
40273444,linguistic,4.0
40276250,linguistic,4.5
40279289,linguistic,3.5
40281032,linguistic,3.0
40281369,linguistic,3.0
40281430,linguistic,4.0
40287646,linguistic,4.0
40293718,linguistic,5.0
40295482,linguistic,3.0
40298430,linguistic,3.0
40299983,linguistic,3.5
40301348,linguistic,3.0
40301568,linguistic,3.5
40308064,linguistic,4.0
40309917,linguistic,4.0
40314147,linguistic,3.0
40315130,linguistic,4.5
40315246,linguistic,4.0
40317650,linguistic,4.0
40319045,linguistic,3.0
40320551,linguistic,3.0
40323307,linguistic,5.0
40323323,linguistic,4.0
40324996,linguistic,3.0
40327796,linguistic,3.0
40329811,linguistic,3.0
40338521,linguistic,4.5
40341230,linguistic,4.0
40343630,linguistic,4.0
40343712,linguistic,5.0
40344361,linguistic,4.5
40346862,linguistic,3.0
40347452,linguistic,3.5
40348330,linguistic,4.5
40349368,linguistic,3.0
40351053,linguistic,4.5
40354181,linguistic,3.0
40355512,linguistic,3.0
40360995,linguistic,4.5
40366732,linguistic,3.0
40366734,linguistic,4.0
40366826,linguistic,3.0
40367044,linguistic,3.0
40372422,linguistic,4.5
40378051,linguistic,3.5
40378136,linguistic,3.0
40379655,linguistic,3.5
40380573,linguistic,3.5
40381982,linguistic,4.5
40381983,linguistic,4.0
40382360,linguistic,3.0
40384975,linguistic,4.0
40386950,linguistic,3.5
40388119,linguistic,3.0
40388309,linguistic,3.5
40389829,linguistic,3.5
40392208,linguistic,4.5
40394065,linguistic,3.0
40396031,linguistic,4.0
40399336,linguistic,3.0
40399664,linguistic,3.0
40399973,linguistic,3.5
40400345,linguistic,4.5
40402453,linguistic,3.0
40402563,linguistic,4.5
40402693,linguistic,3.5
40403038,linguistic,4.0
40411446,linguistic,5.0
40414739,linguistic,4.0
40415679,linguistic,3.0
40417475,linguistic,3.0
40417499,linguistic,3.5
40419450,linguistic,3.0
40424178,linguistic,4.0
40424346,linguistic,3.0
40433754,linguistic,3.0
40433759,linguistic,3.0
40434923,linguistic,4.0
40436186,linguistic,3.0
40439320,linguistic,3.5
40439670,linguistic,3.0
40443993,linguistic,3.0
40444783,linguistic,4.5
40446800,linguistic,3.0
40447627,linguistic,3.0
40448503,linguistic,3.5
40456783,linguistic,3.5
40459878,linguistic,4.0
40466944,linguistic,3.0
40467750,linguistic,3.0
40467839,linguistic,5.0
40471991,linguistic,3.5
40471992,linguistic,3.5
40474519,linguistic,3.0
40476263,linguistic,3.0
40479720,linguistic,3.0
40481042,linguistic,3.0
40483547,linguistic,3.0
40484097,linguistic,4.5
40489639,linguistic,4.0
40493647,linguistic,3.5
40494321,linguistic,3.5
40494643,linguistic,3.0
40494646,linguistic,4.5
40494666,linguistic,3.0
40495324,linguistic,4.5
40496736,linguistic,3.5
40496751,linguistic,3.0
40498755,linguistic,3.0
40502930,linguistic,4.5
40504012,linguistic,3.5
40504102,linguistic,4.5
40507586,linguistic,3.0
40509866,linguistic,4.0
40511982,linguistic,3.5
40514603,linguistic,3.0
40514699,linguistic,3.5
40516374,linguistic,3.0
40518950,linguistic,3.0
40523076,linguistic,3.5
40524050,linguistic,3.0
40526044,linguistic,3.5
40526489,linguistic,3.5
40527897,linguistic,3.0
40536267,linguistic,3.0
40536622,linguistic,3.5
40538029,linguistic,3.0
40538637,linguistic,3.0
40541988,linguistic,3.0
40544187,linguistic,3.0
40545607,linguistic,3.5
40546922,linguistic,3.5
40548747,linguistic,4.0
40553506,linguistic,3.5
40555897,linguistic,3.0
40557783,linguistic,3.0
40571162,linguistic,3.5
40578340,linguistic,3.0
40579867,linguistic,4.0
40580317,linguistic,3.5
40583840,linguistic,4.0
40588511,linguistic,4.5
40599243,linguistic,3.5
40601258,linguistic,4.5
40601261,linguistic,3.5
40606149,linguistic,5.0
40606542,linguistic,3.5
40607320,linguistic,3.0
40621063,linguistic,4.0
40625169,linguistic,4.0
40626310,linguistic,5.0
40635974,linguistic,3.0
40673195,linguistic,3.5
40677242,linguistic,4.0
40677252,linguistic,3.0
40677986,linguistic,3.0
40687097,linguistic,3.0
40687679,linguistic,4.5
40700252,linguistic,3.5
40710990,linguistic,3.0
40728615,linguistic,5.0
40728619,linguistic,3.5
40728624,linguistic,5.0
40740612,linguistic,3.0
40800985,linguistic,3.0
40822707,linguistic,3.0
40884802,linguistic,3.0
40895450,linguistic,3.5
40899639,linguistic,4.0
40963881,linguistic,3.0
40971591,linguistic,3.5
40996704,linguistic,3.0
40996706,linguistic,3.0
40996707,linguistic,3.5
40996708,linguistic,4.5
40996709,linguistic,4.5
40996714,linguistic,6.0
40996715,linguistic,4.0
40996717,linguistic,3.5
40996718,linguistic,3.5
41014096,linguistic,4.5
41031637,linguistic,4.5
41092271,linguistic,4.5
41098352,linguistic,3.5
41128428,linguistic,3.0
41158063,linguistic,3.5
41171287,linguistic,4.0
41171289,linguistic,4.0
