name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,review_remove,paper_titles,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category,was_merged,best_name_updated,full_name_updated,confidence,notes
TITLE_CAPITALIZED,37054878,VT3D,0,vt3d,0,,0,1,http://www.bgiocean.com/vt3d_example,200,,,,2023-04-11,"College of Life Sciences, University of Chinese Academy of Sciences, Beijing 100049, China; BGI-Qingdao, BGI-Shenzhen, Qingdao, Shandong 266555, China.","Fan G, Guo L, Han K, Huang Z, Li Y, Liu X, Qi Y, Xu M",32170439,National Natural Science Foundation of China,11,China,VT3D,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,VT3D,VT3D,HIGH,No expansion in title
CAPITALIZED,40036767,PIGOME,0,pigome,0,,0,1,https://pigome.com,200,,,,2025-05-01,"Kunpeng Institute of Modern Agriculture at Foshan, Agricultural Genomics Institute, Chinese Academy of Agricultural Sciences, Foshan 528225, China.","Chen 陈锐朴 R, Fan 范新浩 X, Han 韩郭皓 G, Li 李巧伟 Q, Tang 唐中林 Z, Yan 闫超 C, Yang 杨亚岚 Y, Yang 杨朋 P, Zeng 曾木 M, Zhang 张永进 Y",,,,China,PIGOME,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,PIGOME,PIGOME,HIGH,No expansion in title
TITLE_CAPITALIZED,37841327,CCLHunter,0,,0,cclhunter,0,1,https://ngdc.cncb.ac.cn/cclhunter,200,,,,2023-09-29,"National Genomics Data Center, Beijing Institute of Genomics, Chinese Academy of Sciences and China National Center for Bioinformation, Beijing 100101, China.","Bao Y, Bu C, Mai J, Nie Z, Qian Q, Sun Y, Xiao J, Xu T, Zeng J, Zheng X","2020YFA0907001, 2022098, 31970634, 32170669, XDB38030400","Chinese Academy of Sciences, National Key Research and Development Program of China, National Natural Science Foundation of China, Youth Innovation Promotion Association of the Chinese Academy of Sciences",3,"Andorra, China",CCLHunter,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,CCLHunter,CCLHunter,HIGH,No expansion in title
CAPITALIZED,38742521,FERREG,0,ferreg,0,,0,1,https://idrblab.org/ferreg/,200,,,,2024-03-01,"Key Laboratory of Elemene Class Anti-Cancer Chinese Medicines, Engineering Laboratory of Development and Application of Traditional Chinese Medicines, Collaborative Innovation Center of Traditional Chinese Medicines of Zhejiang Province, School of Pharmacy, and Department of Respiratory Medicine of Affiliated Hospital, Hangzhou Normal University, Hangzhou, 311121, China.","Chen F, Chen L, Chen Z, Liu S, Lv Q, Ni Z, Sun X, Yang M, Yin J, Zhang Y, Zhou X, Zhou Y, Zhu F","2018KY108, 2018QNA7023, 2020C03010, 2021RC117, 2022ZB230, 4125C5021720421, 81802371, 81872798, LQ17H160009, LR21H300001, Z20230119","Alibaba Cloud, Alibaba-Zhejiang University Joint Research Center of Future Digital Healthcare, Fundamental Research Fund of Central University, Hangzhou Health Science and Technology Major Project, Information Tech Center of Zhejiang University, Key Research and Development Program of Zhejiang Province, National High-Level Talents Special Support Plan of China, National Natural Science Foundation of China, Natural Science Foundation of Zhejiang Province, Start-up Grant of HZNU, Westlake Laboratory of Life Science and Biomedicine, Zhejiang Province Medical Science and Technology Project, Zhejiang Traditional Chinese Medicine Scientific Research Fund Project",1,"Andorra, China",FERREG,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,FERREG,FERREG,HIGH,No expansion in title
"CAPITALIZED,TITLE_CAPITALIZED",38840833,AmiCa,0,amica,0,,0,1,https://amica.omics.si/,200,,,,2024-05-21,"Institute of Pathology, Faculty of Medicine, University of Ljubljana, Slovenia.","Hauptman N, Jevšinek Skok D, Pižem J","J3-2524, J3-3070, P3-0054, P4-0133",Javna Agencija za Raziskovalno Dejavnost RS,5,Slovenia,AmiCa,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,AmiCa,AmiCa,HIGH,No expansion in title
TITLE_CAPITALIZED,39545396,HMicroDB,0,,0,hmicrodb,0,1,https://herpdb.com/,200,,,,2024-11-15,"Department of Automation, Tsinghua University, Beijing, China.","Chen T, Chen X, Gao Y, Li J, Shu G, Zheng S, Zhu J","2021YFF1201300, 2021YFF1201303, 2022YFC2703105, 2023M731976","National Key Research and Development Program of China, Postdoctoral Research Foundation of China",,China,HMicroDB,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,HMicroDB,HMicroDB,HIGH,No expansion in title
"CAPITALIZED,TITLE_CAPITALIZED",35039845,ADENet,0,adenet,0,,0,1,http://lmmd.ecust.edu.cn/netinfer,200,,,,2022-03-01,"Shanghai Frontiers Science Center of Optogenetic Techniques for Cell Metabolism, School of Pharmacy, East China University of Science and Technology, 130 Meilong Road, Shanghai 200237, China.","Li W, Liu G, Tang Y, Wu Z, Yu Z","19YF1412700, 2016YFA 0502304, 2018199, 2019M661413, 2019YFA0904800, 81872800, 82104066, 82173746, BP0719034","111 Project, China Postdoctoral Science Foundation, National Key Research and Development Program of China, National Natural Science Foundation of China, Shanghai Municipal Education Commission, Shanghai Post-doctoral Excellence Program, Shanghai Sailing Program",7,"Andorra, China",ADENet,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,ADENet,ADENet,HIGH,No expansion in title
TITLE_CAPITALIZED,39693053,CryptoBench,0,,0,cryptobench,0,1,https://osf.io/pz4a9/,200,,,,2024-12-01,"Department of Software Engineering, Faculty of Mathematics and Physics, Charles University, 118 00 Prague, Czech Republic.","Feidakis CP, Hoksza D, Krivák R, Novotný M, Škrhák V",23-07349S,Czech Science Foundation,2,Andorra,CryptoBench,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,CryptoBench,CryptoBench,HIGH,No expansion in title
TITLE_CAPITALIZED,36416273,ClusterCAD,0,,0,clustercad,0,1,https://clustercad.jbei.org,200,,,,2023-01-01,"Department of Chemistry, University of California, Berkeley, CA 94720, USA.","Backman TWH, Keasling JD, LaFrance S, Martin HG, Nava AA, Tao XB, Xing Y","DEAC02-05CH11231, EE0008926, NNF10CC1016517, Natural Products","DOE Joint BioEnergy Institute, NNF Center for Biosustainability, Novo Nordisk Fonden, Philomathia Foundation, U.S. Department of Energy",17,United States,ClusterCAD,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,ClusterCAD,ClusterCAD,HIGH,No expansion in title
"CAPITALIZED,TITLE_CAPITALIZED",35695435,MolHyb,0,molhyb,0,,0,1,http://molhyb.xundrug.cn/,200,,,,2022-06-13,"Shanghai Engineering Research Center for Molecular Therapeutics and New Drug Development, School of Chemistry and Molecular Engineering, East China Normal University, Shanghai 200062, China.","Ji C, Pan X, Wang H, Wang X, Xiao X, Zhang Y","2016YFA0501700, 21933010","Ministry of Science and Technology of the People&apos;s Republic of China, National Natural Science Foundation of China",6,"Andorra, China",MolHyb,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,MolHyb,MolHyb,HIGH,No expansion in title
CAPITALIZED,33237866,SEDA,0,seda,0,,0,1,https://www.sing-group.org/seda/,200,,,,2022-05-01,,"Duque P, Fdez-Riverola F, Lopez-Fernandez H, Reboiro-Jato M, Vazquez N, Vieira CP, Vieira J",ED431C2018/55-GRC,Conselleria de Educacion Universidades e Formacion Profesional Xunta de Galicia,14,,SEDA,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,SEDA,SEDA,HIGH,No expansion in title
TITLE_CAPITALIZED,39283594,collectNET,0,,0,collectnet,0,1,http://health.tsinghua.edu.cn/collectnet,200,,,,2024-09-01,"Ministry of Education Key Laboratory of Bioinformatics, Bioinformatics Division at the Beijing National Research Center for Information Science and Technology, Center for Synthetic and Systems Biology, Department of Automation, Tsinghua University, FIT 1-107, Beijing 100084, China.","Cui X, Gao Z, Jiang R, Li Z, Pan Y","2021YFF1200902 2023YFF1204802, 62273194","National Key Research and Development Program of China, National Natural Science Foundation of China",1,"Andorra, China",collectNET,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,collectNET,collectNET,HIGH,No expansion in title
TITLE_CAPITALIZED,38939556,GeTeSEPdb,0,,0,getesepdb,0,1,http://www.inbirg.com/GeTeSEPdb/,200,,,,2024-06-05,"Basic Medicine Research and Innovation Center for Novel Target and Therapeutic Intervention, Ministry of Education, Institute of Life Sciences, Chongqing Medical University, Chongqing 400016, China.","Kuang N, Li Q, Ma Q, Meng X, Pan J, Zhai Z, Zheng X",,,,"Andorra, China",GeTeSEPdb,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,GeTeSEPdb,GeTeSEPdb,HIGH,No expansion in title
TITLE_CAPITALIZED,38841284,TriticeaeSSRdb,0,,0,triticeaessrdb,0,1,http://triticeaessrdb.com/,200,,,,2024-05-22,"College of Bioscience and Engineering, Jiangxi Agricultural University, Nanchang, Jiangxi, China.","Cai S, Cai Z, Cui L, Fu Y, Lai C, Li T, Li Y, Liu W, Pan W, Zhu X",,,1,"Andorra, China",TriticeaeSSRdb,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,TriticeaeSSRdb,TriticeaeSSRdb,HIGH,No expansion in title
TITLE_CAPITALIZED,37202885,HTNpedia,0,,0,htnpedia,0,1,http://www.mkarthikeyan.bioinfoau.org/HTNpedia,200,,,,2024-01-01,"Department of Bioinformatics, Alagappa University, Karaikudi, 630003, Tamil Nadu, India.","Jeyaraman J, Loganathan L, Muthusamy K","BT/PR40154/BTIS/137/34/2021, SR/FST/LSI-667/2016(C)","Bioinformatics Institute, Department of Education and Skills",1,India,HTNpedia,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,HTNpedia,HTNpedia,HIGH,No expansion in title
TITLE_CAPITALIZED,39316480,High Dynamic Range,0,,0,high dynamic range,0,1,https://live.ece.utexas.edu/research/LIVE_TMHDR/index.html,200,,,,2024-10-02,,"Bovik AC, Venkataramanan AK",2019844,National Science Foundation AI Institute for Foundations of Machine Learning,,,High Dynamic Range,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,High Dynamic Range,High Dynamic Range,HIGH,No expansion in title
TITLE_CAPITALIZED,39037960,FAIRsoft,0,,0,fairsoft,0,1,https://gitlab.bsc.es/inb/elixir/software-observatory/FAIRsoft_ETL,200,,,,2024-08-01,"Barcelona Supercomputing Center (BSC), 08034 Barcelona, Spain.","Capella-Gutierrez S, Gelpí JL, Martín Del Pico E",GA 101129744,"European Union's Horizon Europe Programme, European Union’s Horizon Europe Programme",3,Spain,FAIRsoft,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,FAIRsoft,FAIRsoft,HIGH,No expansion in title
CAPITALIZED,37547083,IMOPAC,0,imopac,0,,0,1,http://www.hbpding.com/IMOPAC,200,,,,2023-07-22,"Hepatic Surgery Center, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China.","Ding Z, Li G, Liang J, Wan D, Zhang B, Zhu P",,,1,"Andorra, China",IMOPAC,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,IMOPAC,IMOPAC,HIGH,No expansion in title
TITLE_CAPITALIZED,40234091,PCI-DB,0,pci-db,0,,0,1,https://pci-db.org/,200,,,,2025-04-15,"Department of Peptide-based Immunotherapy, Institute of Immunology, University and University Hospital Tübingen, Tübingen, BW, Germany.","Bauer J, Bilich T, Dengler A, Dubbelaar ML, Fillinger S, Gouttefangeas C, Heitmann JS, Hoenisch Gravel N, Jung S, Lemke S, Maringer Y, Nahnsen S, Nelde A, Rammensee HG, Scheid J, Wacker M, Walz JS, Zimmermann P","70114948, DFG Grant WA4608/1-2, EXC2180, EXC2180-390900677, Grant 2016.177.3, Grant 2022_EKTP03, Grant DJCLS 05 R/2017","Applied Clinical Research program, Deutsche Forschungsgemeinschaft, Deutsche Forschungsgemeinschaft under Germany‘s Excellence Strategy, Deutsche Krebshilfe, Ernst Jung Prize for Medicine, ForTra gGmbH of the Else Kröner Fresenius Stiftung, German Cancer Consortium, José Carreras Leukämie-Stiftung, Landesforschungspreis of Baden-Württemberg, Translatorik Programm, Wilhelm Sander Stiftung, Zentrum für Personalisierte Medizin",4,"Andorra, Germany",PCI-DB,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,PCI-DB,PCI-DB,HIGH,No expansion in title
TITLE_CAPITALIZED,36056235,Polygenic Risk Score Knowledge Base,0,,0,polygenic risk score knowledge base,0,1,https://prs.byu.edu,200,,,,2022-09-02,"Sanders-Brown Center on Aging, University of Kentucky, Lexington, KY, USA.","Cloward ME, Dayton L, Ebbert MTW, Kauwe JSK, Miller JB, Page ML, Ringger E, Vance EL","1P30AG072946-01, 2019-AARG-644082, A2020118F, A2020161S, AG068331, GM138636, MC_PC_17228, MC_QA137853, P30 AG066512, P30 AG072946, R01 AG068331, R35 GM138636, RF1 AG054052, RF1AG054052, U01 AG024904","Alzheimer&apos;s Association, Brigham Young University, BrightFocus Foundation, Medical Research Council, NIA NIH HHS, NIGMS NIH HHS, U.S. Department of Health &amp; Human Services | NIH | National Institute of General Medical Sciences, U.S. Department of Health &amp; Human Services | NIH | National Institute on Aging, University of Kentucky",10,United States,Polygenic Risk Score Knowledge Base,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,Polygenic Risk Score Knowledge Base,Polygenic Risk Score Knowledge Base,HIGH,Already descriptive name
"PIPE_CLEANED,CAPITALIZED,DISAMBIGUATED",39546087,BRCAIndica,0,acmg | brca,0,brcaindica,0,1,https://clingen.igib.res.in/brcaindica/,200,,,,2024-11-15,"CSIR Institute of Genomics and Integrative Biology (CSIR-IGIB), Mathura Road, Delhi, 110025, India.","Amalnath D, Anu RI, Ayillath SK, Damodaran D, Dwivedi A, Joshi A, Kolluri S, Mathew A, Mathur P, Panda SS, Pandhare K, Scaria V, Shankar G, Sirohi B, Uchil D, Vatsyayan A",,,,"Andorra, India",ACMG (clingen),ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,NO,YES,HIGH,HAS_BRACKETS,False,BRCAIndica,BRCAIndica,HIGH,No expansion in title
TITLE_CAPITALIZED,40037615,ForestForward,0,,0,forestforward,0,1,https://forestforward.udl.cat,200,,,,2025-03-01,"Department Ciències Mèdiques Bàsiques, Universitat de Lleida, Lleida 25198, Spain.","Alves R, Mateo Fornés J, Solsona F, Tejada-Gutiérrez EL",,,,Spain,ForestForward,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,ForestForward,ForestForward,HIGH,No expansion in title
TITLE_CAPITALIZED,39431411,LukProt,0,,0,lukprot,0,1,https://lukprot.hirszfeld.pl/,200,,,,2024-11-01,"Laboratory of Glycobiology, Department of Immunochemistry, Hirszfeld Institute of Immunology and Experimental Therapy, PAS, Weigla 12, 53-114 Wrocław, Poland.",Sobala ŁF,2020/36/C/NZ8/00081,National Science Centre of Poland,1,"Andorra, Poland",LukProt,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,LukProt,LukProt,HIGH,No expansion in title
TITLE_CAPITALIZED,37465397,ZooPathWeb,0,,0,zoopathweb,0,1,http://lab.malab.cn/~hrs/zoopathweb/,200,,,,2023-07-10,"Yangtze Delta Region Institute (Quzhou), University of Electronic Science and Technology of China, Quzhou, Zhejiang 324003, China.","Hu RS, Wei Y, Zhang X",,,1,"Andorra, China",ZooPathWeb,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,ZooPathWeb,ZooPathWeb,HIGH,No expansion in title
TITLE_CAPITALIZED,40545607,LGRPv2,0,lgrpv2,0,,0,1,https://fabaceae.cgrpoee.top,200,,,,2025-06-22,"Department of Bioinformatics, School of Life Sciences, North China University of Science and Technology, Hefei, Hebei, China.","Gou L, Hao Y, Jiao Y, Lei T, Li S, Li Y, Pan Y, Qu J, Wang J, Wang L, Wang Y, Wu S, Xiao Z, Yi X, Yu Z, Zhang L","246Z2508G, 31501333, 32170236, 32470676, C2020209064, C2024209014, H2023209084, ZD-YG-202313-23","Central Guiding Local Science and Technology Development Fund Project, Hebei Natural Science Foundation, Key Research Project of North China University of Science and Technology, National Natural Science Foundation of China, Natural Science Foundation of Hebei Province",,"Andorra, China",LGRPv2,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,LGRPv2,LGRPv2,HIGH,No expansion in title
TITLE_CAPITALIZED,35368340,NanoForms,0,,0,nanoforms,0,1,http://nanoforms.tech,200,,,,2022-03-29,"Department of Complex Systems, Rzeszow University of Technology, Rzeszow, Subcarpathian, Poland.","Cmil M, Czmil A, Czmil S, Gawor J, Pietal M, Plewczynski D, Sochacka-Pietal M, Strzalka D, Wołkowicz T, Wronski M","05/PRZ/1/DG/PCI/2019, 2018/02/X/NZ2/00622, 2019/35/O/ST6/02484","Foundation for Polish Science co-financed by the European Union under the European Regional Development Fund, Identification of structural variants in the human genome using long fragments from next generation sequencing, National Science Center, Oxford Nanopore technology: optimization of enzymes and analysis of genomic data for commercial applications, Polish National Science Centre, Subcarpathian Center of Innovation, Three-dimensional Human Genome structure at the population scale: computational algorithm and experimental validation for lymphoblastoid cell lines of selected families from 1000 Genomes Project, based on Oxford Nanopore technology",10,Poland,NanoForms,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,NanoForms,NanoForms,HIGH,No expansion in title
"CAPITALIZED,TITLE_CAPITALIZED",39546375,LmRaC,0,lmrac,0,,0,1,https://hub.docker.com,200,,,,2024-11-01,"Department of Emergency Medicine Research, Michigan Medicine, University of Michigan, Ann Arbor, MI 48109, United States.","Craig DB, Drăghici S",,,1,United States,LmRaC,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,LmRaC,LmRaC,HIGH,No expansion in title
CAPITALIZED,40414739,BGMP,0,bgmp,0,,0,1,http://bloodgmp.org,200,,,,2025-05-24,"Department of Laboratory Medicine, Ruijin Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Transfusion Department, Ruijin Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China.","Cai X, Gao C, Huang S, Lei H, Li J, Lou C, Wang X, Yu W","20254Z0009, 82070194, 82370229",National Natural Science Foundation of China,,China,BGMP,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,BGMP,BGMP,HIGH,No expansion in title
TITLE_CAPITALIZED,40381983,PerturbSeq.db,0,,0,perturbseq.db,0,1,http://bioailab.com/PerturbSeq.db/,200,,,,2025-05-15,"The Province and Ministry Co-sponsored Collaborative Innovation Center for Medical Epigenetics, State Key Laboratory of Experimental Hematology, Tianjin Key Laboratory of Inflammatory Biology, Department of Bioinformatics, School of Basic Medical Sciences, Tianjin Medical University, Tianjin 300070, China.","He T, Liu X, Tong Y, Wang W, Wang Y, Wei Y, Yang X, Yang Y, Yuan J","24JCYBJC00960, 32100534, 32470721","National Natural Science Foundation of China, Natural Science Foundation of Tianjin Municipality, Tianjin Medical University",1,"Andorra, China",PerturbSeq.db,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,PerturbSeq.db,PerturbSeq.db,HIGH,No expansion in title
"CAPITALIZED,TITLE_CAPITALIZED",37170752,McAN,0,mcan,0,,0,1,https://ngdc.cncb.ac.cn/biocode/tools/BT007301,200,,,,2023-05-01,"National Genomics Data Center, Beijing Institute of Genomics, Chinese Academy of Sciences and China National Center for Bioinformation, Beijing 100101, China.","Bao Y, Li C, Li L, Li N, Shi L, Song S, Tian D, Wang A, Xu B, Xue Y, Zhang Z, Zhao W, Zhu J","2017141, 2021YFC0863300, 2021YFF0703703, 32170678, 32270718, ANSO-CR-KP-2022-09, XDB38060100, Z211100002121006","Beijing Nova Program, Key Collaborative Research Program of the Alliance of International Science Organizations, National Key Research and Development Program of China, National Natural Science Foundation of China, Strategic Priority Research Program of the Chinese Academy of Sciences, Youth Innovation Promotion Association of CAS",5,"Andorra, China",McAN,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,McAN,McAN,HIGH,No expansion in title
TITLE_CAPITALIZED,40103610,m6A2Circ,0,,0,m6a2circ,0,1,http://m6a2circ.canceromics.org/,200,,,,2025-02-21,"Department of Hematology, The First Affiliated Hospital of Chongqing Medical University, School of Basic Medical Sciences, Chongqing Medical University, Chongqing 400016, China.","Bao X, Chen K, Gao S, Gu B, He LN, Huang Y, Li Y, Ma L, Wang L, Yang H, Yang Q, Yang R, Zhao X, Zuo Z",2021B1515020108,Basic and Applied Basic Research Foundation of Guangdong Province,,China,m6A2Circ,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,m6A2Circ,m6A2Circ,HIGH,No expansion in title
TITLE_CAPITALIZED,38596315,Cat-E,0,cat-e,0,,0,1,https://cat-e.bioinfo-wuerz.eu/,200,,,,2024-03-27,"Department of Bioinformatics, University of Wurzburg, 97074 Wurzburg, Germany.","Balkenhol J, Bencurova E, Dandekar G, Dandekar T, Liang C, Salihoglu R","210879364 – TRR 124, 324392634 – TRR 221/INF, 492620490 - SFB 1583/INF, 495531075, AZ-1365-18, DOK-186-20, Da 208/20-1","Bayerische Forschungsstiftung, Bayerisches Staatsministerium für Wissenschaft und Kunst, Deutsche Forschungsgemeinschaft",2,Germany,Cat-E,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,Cat-E,Cat-E,HIGH,No expansion in title
TITLE_CAPITALIZED,40251157,MammOnc-DB,0,,0,mammonc-db,0,1,http://resource.path.uab.edu/MammOnc-Home.html,200,,,,2025-04-18,"Department of Pathology, University of Alabama at Birmingham, Birmingham, AL, USA.","Aneja R, Chandrashekar DS, Creighton CJ, Karthikeyan SK, Kleer CG, Kumar S, Manne U, Nakshatri H, Qin ZS, Sahai S, Shrestha S, Singh R, Varambally S","P30 CA125123, U54 CA118948",NCI NIH HHS,5,United States,MammOnc-DB,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,MammOnc-DB,MammOnc-DB,HIGH,No expansion in title
TITLE_CAPITALIZED,38580076,LogoMotif,0,,0,logomotif,0,1,https://logomotif.bioinformatics.nl,200,,,,2024-04-03,"Bioinformatics Group, Wageningen University, Wageningen, The Netherlands; Molecular Biotechnology, Institute of Biology, Leiden University, Leiden, The Netherlands.","Augustijn HE, Joosten KMM, Karapliafis D, Medema MH, Rigali S, van Wezel GP","101055020-COMMUNITY, 948770-DECIPHER","European Commission, European Research Council",9,Netherlands,LogoMotif,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,LogoMotif,LogoMotif,HIGH,No expansion in title
TITLE_CAPITALIZED,37941143,SilkMeta,0,,0,silkmeta,0,1,http://silkmeta.org.cn,200,,,,2024-01-01,"State Key Laboratory of Resource Insects, Institute of Sericulture and Systems Biology, Southwest University, Chongqing 400715, China.","Cheng T, Dai F, Han MJ, He N, Li T, Liang S, Lu C, Lu K, Ma B, Pan G, Pan Y, Shen J, Tai S, Tong X, Wan L, Westhof E, Xiang Z, Yang L, Zhan C","2022CQBSHTB3066, 31 830 094, 32 202 746, CARS-18-ZJ0102, CARS-18-ZJ0103, U20A2058, cstc2021jcyj-bshX0014, cstc2021jcyj-cxtt0005","China, China Agriculture Research System of MOF and MARA, National Natural Science Foundation of China, Natural Science Foundation of Chongqing, Special Funding for Postdoctoral Research of Chongqing",10,"Andorra, China",SilkMeta,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,SilkMeta,SilkMeta,HIGH,No expansion in title
CAPITALIZED,37941147,ZEBRA,0,zebra,0,,0,1,https://www.ccb.uni-saarland.de/zebra,200,,,,2024-01-01,"Helmholtz-Institute for Pharmaceutical Research Saarland (HIPS), Helmholtz Centre for Infection Research, Saarland University Campus, 66123 Saarbrücken, Germany.","Amand J, Flotho M, Grandke F, Hirsch P, Keller A, Kern F, Wyss-Coray T","14446, 17047, 466168626, MJFF-021418","DFG, Deutsche Forschungsgemeinschaft, Michael J. Fox Foundation for Parkinson&apos;s Research, Michael J. Fox Foundation for Parkinson's Research, Saarland University, Schaller-Nikolich Foundation, state of Saarland",7,Germany,ZEBRA,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,ZEBRA,ZEBRA,HIGH,No expansion in title
TITLE_CAPITALIZED,37941154,COLOCdb,0,,0,colocdb,0,1,https://ngdc.cncb.ac.cn/colocdb,200,,,,2024-01-01,"CAS Key Laboratory of Genomic and Precision Medicine, Beijing Institute of Genomics, Chinese Academy of Sciences and China National Center for Bioinformation, Beijing 100101, China.","Jia P, Kang H, Li S, Lin S, Liu X, Pan S, Wu M, Yang P, Yuan N, Zheng Q","232016009, 32270706, XDB38010400","National Natural Science Foundation of China, Startup Research Fund of Henan Academy of Sciences, Strategic Priority Research Program of the Chinese Academy of Sciences",15,"Andorra, China",COLOCdb,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,COLOCdb,COLOCdb,HIGH,No expansion in title
CAPITALIZED,39563275,NIRS,0,nirs,0,nirspredict,0,1,https://shiny.cefe.cnrs.fr/NirsPredict/,200,,,,2024-11-20,"CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France.","Beurier G, Cornet D, Rouan L, Vaillant A, Vasseur F, Vile D, Violle C",949843,European Research Council,,France,NIRS,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,NIRS,NIRS,HIGH,No expansion in title
"CAPITALIZED,TITLE_CAPITALIZED",40185904,PsycGM,0,psycgm,0,,0,1,http://psycgmomics.info,200,,,,2025-04-04,"Department of Neurology, NHC Key Laboratory of Diagnosis and Treatment on Brain Functional Diseases, The First Affiliated Hospital of Chongqing Medical University, Chongqing, 400016, China.","Chen W, Chen X, Chen Y, Cheng X, Gui S, Li Z, Liu Y, Pu J, Qiao R, Ren Y, Tao W, Tao X, Wang D, Xie P, Yan L, Yang D, Zhang H, Zhong X, Zhou H","82371526, CSTB2024NSCQ-MSX1027, CSTB2024NSCQ-QCXMX0033","National Natural Science Foundation of China (National Science Foundation of China), Natural Science Foundation of Chongqing (Natural Science Foundation of Chongqing Municipality)",,"Andorra, China",PsycGM,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,PsycGM,PsycGM,HIGH,No expansion in title
CAPITALIZED,38498357,RARPKB,0,rarpkb,0,,0,1,http://rarpkb.bioinf.org.cn,200,,,,2024-06-01,"Department of Urology, West China Hospital, Sichuan University.","Feng W, Li J, Qin Y, Ren S, Shen B, Shen Z, Tang T, Wang D, Wei Q, Wu E, Wu R, Yang L, Zhan C, Zhang K, Zhao J, Zong H",,,6,China,RARPKB,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,RARPKB,RARPKB,HIGH,No expansion in title
