name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,review_remove,paper_titles,best_name_updated,full_name_updated,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category,was_merged,confidence,notes,grep_remove
TITLE_CAPITALIZED,37941143,SilkMeta,0.0,,0.0,silkmeta,0.0,1,http://silkmeta.org.cn,,SilkMeta: a comprehensive platform for sharing and exploiting pan-genomic and multi-omic silkworm data.,SilkMeta,SilkMeta,200,,,,2024-01-01,"State Key Laboratory of Resource Insects, Institute of Sericulture and Systems Biology, Southwest University, Chongqing 400715, China.","Cheng T, Dai F, Han MJ, He N, Li T, Liang S, Lu C, Lu K, Ma B, Pan G, Pan Y, Shen J, Tai S, Tong X, Wan L, Westhof E, Xiang Z, Yang L, Zhan C","2022CQBSHTB3066, 31 830 094, 32 202 746, CARS-18-ZJ0102, CARS-18-ZJ0103, U20A2058, cstc2021jcyj-bshX0014, cstc2021jcyj-cxtt0005","China, China Agriculture Research System of MOF and MARA, National Natural Science Foundation of China, Natural Science Foundation of Chongqing, Special Funding for Postdoctoral Research of Chongqing",10.0,"Andorra, China",SilkMeta,ok,2022-2025,,,,,False,HIGH,No expansion in title,
CAPITALIZED,37941147,ZEBRA,0.0,zebra,0.0,,0.0,1,https://www.ccb.uni-saarland.de/zebra,,ZEBRA: a hierarchically integrated gene expression atlas of the murine and human brain at single-cell resolution.,ZEBRA,ZEBRA,200,,,,2024-01-01,"Helmholtz-Institute for Pharmaceutical Research Saarland (HIPS), Helmholtz Centre for Infection Research, Saarland University Campus, 66123 Saarbrücken, Germany.","Amand J, Flotho M, Grandke F, Hirsch P, Keller A, Kern F, Wyss-Coray T","14446, 17047, 466168626, MJFF-021418","DFG, Deutsche Forschungsgemeinschaft, Michael J. Fox Foundation for Parkinson&apos;s Research, Michael J. Fox Foundation for Parkinson's Research, Saarland University, Schaller-Nikolich Foundation, state of Saarland",7.0,Germany,ZEBRA,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,37941154,COLOCdb,0.0,,0.0,colocdb,0.0,1,https://ngdc.cncb.ac.cn/colocdb,,COLOCdb: a comprehensive resource for multi-model colocalization of complex traits.,COLOCdb,COLOCdb,200,,,,2024-01-01,"CAS Key Laboratory of Genomic and Precision Medicine, Beijing Institute of Genomics, Chinese Academy of Sciences and China National Center for Bioinformation, Beijing 100101, China.","Jia P, Kang H, Li S, Lin S, Liu X, Pan S, Wu M, Yang P, Yuan N, Zheng Q","232016009, 32270706, XDB38010400","National Natural Science Foundation of China, Startup Research Fund of Henan Academy of Sciences, Strategic Priority Research Program of the Chinese Academy of Sciences",15.0,"Andorra, China",COLOCdb,ok,2022-2025,,,,,False,HIGH,No expansion in title,
CAPITALIZED,39563275,NIRS,0.0,nirs,0.0,nirspredict,0.0,1,https://shiny.cefe.cnrs.fr/NirsPredict/,,NIRSpredict: a platform for predicting plant traits from near infra-red spectroscopy.,NIRS,NIRS,200,,,,2024-11-20,"CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France.","Beurier G, Cornet D, Rouan L, Vaillant A, Vasseur F, Vile D, Violle C",949843,European Research Council,,France,NIRS,ok,2022-2025,,,,,False,HIGH,No expansion in title,
"CAPITALIZED,TITLE_CAPITALIZED",40185904,PsycGM,0.0,psycgm,0.0,,0.0,1,http://psycgmomics.info,,PsycGM: a comprehensive database for associations between gut microbiota and psychiatric disorders.,PsycGM,PsycGM,200,,,,2025-04-04,"Department of Neurology, NHC Key Laboratory of Diagnosis and Treatment on Brain Functional Diseases, The First Affiliated Hospital of Chongqing Medical University, Chongqing, 400016, China.","Chen W, Chen X, Chen Y, Cheng X, Gui S, Li Z, Liu Y, Pu J, Qiao R, Ren Y, Tao W, Tao X, Wang D, Xie P, Yan L, Yang D, Zhang H, Zhong X, Zhou H","82371526, CSTB2024NSCQ-MSX1027, CSTB2024NSCQ-QCXMX0033","National Natural Science Foundation of China (National Science Foundation of China), Natural Science Foundation of Chongqing (Natural Science Foundation of Chongqing Municipality)",,"Andorra, China",PsycGM,ok,2022-2025,,,,,False,HIGH,No expansion in title,
CAPITALIZED,38498357,RARPKB,0.0,rarpkb,0.0,,0.0,1,http://rarpkb.bioinf.org.cn,,RARPKB: a knowledge-guide decision support platform for personalized robot-assisted surgery in prostate cancer.,RARPKB,RARPKB,200,,,,2024-06-01,"Department of Urology, West China Hospital, Sichuan University.","Feng W, Li J, Qin Y, Ren S, Shen B, Shen Z, Tang T, Wang D, Wei Q, Wu E, Wu R, Yang L, Zhan C, Zhang K, Zhao J, Zong H",,,6.0,China,RARPKB,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,36532379,DiffBrainNet,0.0,,0.0,diffbrainnet,0.0,1,http://diffbrainnet.psych.mpg.de,,"DiffBrainNet: Differential analyses add new insights into the response to glucocorticoids at the level of genes, networks and brain regions.",DiffBrainNet,DiffBrainNet,200,,,,2022-10-14,"Department of Translational Research in Psychiatry, Max Planck Institute of Psychiatry, Kraepelinstr. 2-10, 80804, Munich, Germany.","Binder EB, Cruceanu C, Gerstner N, Knauer-Arloth J, Krontira AC, Pütz B, Rex-Haffner M, Roeh S, Sauer S, Schmidt MV",,,7.0,Germany,DiffBrainNet,ok,2022-2025,,,,,False,HIGH,No expansion in title,
CAPITALIZED,37925080,RPM,0.0,rpm,0.0,,0.0,1,https://ranczlab.github.io/RPM/,,RPM: An open-source Rotation Platform for open- and closed-loop vestibular stimulation in head-fixed Mice.,RPM,RPM,200,,,,2023-11-02,"The Francis Crick Institute, Cortical Circuits Laboratory, London NW1 1AT, UK; The Francis Crick Institute, Making Science and Technology Platform, London NW1 1AT, UK.","Cano-Ferrer X, Rancz E, Tran-Van-Minh A","104285/B/14/Z, 747902, CC1077, CC2036, FC001153","Cancer Research UK, Francis Crick Institute, Horizon 2020, Horizon 2020 Framework Programme, Horizon 2020 Marie Skłodowska-Curie Actions, The Francis Crick Institute, UKRI Medical Research Council, Wellcome Trust",4.0,"Andorra, United Kingdom",RPM,review,2022-2025,,,,,False,HIGH,No expansion in title,True
"PIPE_CLEANED,TITLE_CAPITALIZED",34320637,rPanglaoDB,0.0,,0.0,rpanglaodb | panglaodb,0.0,1,https://CRAN.R-project.org/package=rPanglaoDB,,rPanglaoDB: an R package to download and merge labeled single-cell RNA-seq data from the PanglaoDB database.,rPanglaoDB,rPanglaoDB,200,,,,2022-01-01,"Centre for Molecular Medicine Norway (NCMM), University of Oslo, 0349 Oslo, Norway.","Cai JJ, Kuijjer ML, Osorio D","187615, 801133","European Union's Horizon 2020, European Union’s Horizon 2020, Marie Sklodowska-Curie, Norwegian Research Council, University of Oslo through the Centre for Molecular Medicine Norway (NCMM",10.0,Norway,rPanglaoDB,ok,2022-2025,,,,,False,HIGH,No expansion in title,True
TITLE_CAPITALIZED,39514415,athisomiRDB,0.0,,0.0,athisomirdb,0.0,1,https://www.nipgr.ac.in/athisomiRDB,,athisomiRDB: A comprehensive database of Arabidopsis isomiRs.,athisomiRDB,athisomiRDB,200,,,,2024-11-01,"Bioinformatics Laboratory, National Institute of Plant Genome Research (NIPGR), Aruna Asaf Ali Marg, New Delhi 110067, India.","Arya A, Kumar S, Swain SP, Vivek AT","BT/PR40146/BTIS/137/4/2020, BT/PR40160/BTIS/137/64/2023, BT/PR40160/BTIS/137/64/2023 BT/PR40169/BTIS/137/71/2023 BT/PR40261/ BTIS/137/55/2023 PR40146/BTIS/137/4/2020, BT/PR40169/BTIS/137/71/2023, BT/PR40261/BTIS/137/55/2023","DBT, Department of Biotechnology, Government of India, India, Ministry of Science and Technology, and NIPGR, laboratory of S.K.",,India,athisomiRDB,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,39809358,RMethyMD,0.0,,0.0,rmethymd,0.0,1,http://www.tmliang.cn/rnamethy,,RMethyMD: An integrated platform for exploring RNA methylation in pan-cancer via a multiomics analysis.,RMethyMD,RMethyMD,200,,,,2025-01-12,"State Key Laboratory of Flexible Electronics (LoFE) & Institute of Advanced Materials (IAM), Nanjing University of Posts & Telecommunications, Nanjing, 210023, China.","Gong C, Guo L, He Z, Liang T, Liu J, Ren Y, Wang W, Xiong S, Yu J, Zhang J, Zhao L, Zheng W",,National Natural Science Foundation of China,,China,RMethyMD,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,35533187,LmTraceMap,0.0,,0.0,lmtracemap,0.0,1,http://lmtracemap.cgu.edu.tw/hua_map/test/upload.php,,LmTraceMap: A Listeria monocytogenes fast-tracing platform for global surveillance.,LmTraceMap,LmTraceMap,200,,,,2022-05-09,"Department of Public Health, China Medical University, Taichung, Taiwan.","Chen CC, He JX, Hsieh HY, Lee CC, Lin HH, Liu YY, Yang CH","107-2221-E-182-068-MY2, 110-2221-E-182-048, BMRPF59, CMU110-N-09","Chang Gung Memorial Hospital, China Medical University, Linkou, Ministry of Science and Technology, Taiwan",3.0,China,LmTraceMap,ok,2022-2025,,,,,False,HIGH,No expansion in title,
"PIPE_CLEANED,TITLE_CAPITALIZED",40268234,GPCRchimeraDB,0.0,,0.0,gpcrchimeradb | g protein,0.0,1,https://www.bio2byte.be/gpcrchimeradb/,,GPCRchimeraDB: A Database of Chimeric G Protein-Coupled Receptors (GPCRs) to Assist Their Design.,GPCRchimeraDB,GPCRchimeraDB,200,,,,2025-04-21,"Interuniversity Institute of Bioinformatics in Brussels, ULB-VUB, Brussels, Belgium; Structural Biology Brussels, Vrije Universiteit Brussel, Brussels, Belgium; AI Lab, Vrije Universiteit Brussel, Brussels, Belgium.","Crauwels C, Díaz A, Vranken W","G032816N, I000323N","Research Foundation Flanders, Vlaams Supercomputer Centrum, Vlaamse regering",,Belgium,GPCRchimeraDB,ok,2022-2025,,,,,False,HIGH,No expansion in title,
"CAPITALIZED,TITLE_CAPITALIZED",38711760,kmerDB,0.0,kmerdb,0.0,,0.0,1,http://www.kmerdb.com,,kmerDB: A database encompassing the set of genomic and proteomic sequence information for each species.,kmerDB,kmerDB,200,,,,2024-04-21,"Institute for Personalized Medicine, Department of Biochemistry and Molecular Biology, The Pennsylvania State University College of Medicine, Hershey, PA, USA.","Aplakidou E, Baltoumas FA, Chan CSY, Chantzi N, Chartoumpekis DV, Das A, Georgakopoulos GC, Georgakopoulos-Soares I, Konnaris MA, Kovac J, Montgomery A, Mouratidis I, Patsakis M, Pavlopoulos GA",T32 GM139786,NIGMS NIH HHS,7.0,"Andorra, United States",kmerDB,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,39219717,ExomiRHub,0.0,,0.0,exomirhub,0.0,1,http://www.biomedical-web.com/exomirhub/,,ExomiRHub: A comprehensive database for hosting and analyzing human disease-related extracellular microRNA transcriptomics data.,ExomiRHub,ExomiRHub,200,,,,2024-08-07,"The Key Laboratory of Advanced Interdisciplinary Studies, The First Affiliated Hospital of Guangzhou Medical University; GMU-GIBH Joint School of Life Sciences, The Guangdong-Hong Kong-Macao Joint Laboratory for Cell Fate Regulation and Diseases, Guangzhou Medical University, Guangzhou 510182, China.","Chan GC, Chen J, Ju Z, Li H, Liang W, Liu Y, Min Z, Mo J, Wei Y, Zhang L, Zhang W",,,2.0,"Andorra, China, Hong Kong, Macao",ExomiRHub,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,36696595,CaspSites,0.0,,0.0,caspsites,0.0,1,http://www.caspsites.org,,CaspSites: A Database and Web Application for Experimentally Observed Human Caspase Substrates Using N-Terminomics.,CaspSites,CaspSites,200,,,,2023-01-25,"Department of Biochemistry, University of Alberta, Edmonton, Alberta T6G2H7, Canada.","Julien O, Wang H",DGECR-2018-00142,Natural Sciences and Engineering Research Council of Canada,4.0,Canada,CaspSites,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,40186419,mirTarCLASH,0.0,,0.0,mirtarclash,0.0,1,https://cosbi.ee.ncku.edu.tw/MirTarClash,,mirTarCLASH: a comprehensive miRNA target database based on chimeric read-based experiments.,mirTarCLASH,mirTarCLASH,200,,,,2025-04-01,"Department of Biomedical Engineering, National Cheng Kung University, No.1, University Road, Tainan 701, Taiwan.","Lee HC, Lee YH, Li XW, Lu SY, Wu WS, Yang TH","MOST 110-2221-E-006-198-MY3 MOST 112-2221-E-006-129-MY2 NSTC 111-2221-E-006-151-MY3 NSTC 113-2221-E-006-135-MY3, R01 GM132457, R01-GM132457","Miin Wu School of Computing at National Cheng Kung University, Ministry of Education, Ministry of Science and Technology Council of Taiwan, NIGMS NIH HHS, NIH HHS, National Cheng Kung University, Nih, Taiwan",1.0,,mirTarCLASH,ok,2022-2025,,,,,False,HIGH,No expansion in title,
"CAPITALIZED,TITLE_CAPITALIZED",39137906,ncStem,0.0,ncstem,0.0,,0.0,1,http://www.nidmarker-db.cn/ncStem/index.html,,ncStem: a comprehensive resource of curated and predicted ncRNAs in cancer stemness.,ncStem,ncStem,200,,,,2024-08-01,"College of Bioinformatics Science and Technology, Harbin Medical University, Harbin, Heilongjiang 150081, China.","Jia Y, Liu H, Lv Y, Wang J, Wang S, Xu C, Yang S, Ye A, Zhang N, Zhou H","61801150 61803130 62272139, LH2022C056 LH2023C102","National Natural Science Foundation of China, Natural Science Foundation of Heilongjiang Province",,"Andorra, China",ncStem,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,40170166,LoniComp,0.0,,0.0,lonicomp,0.0,1,http://www.gzybioinformatics.cn/LoniComp,,LoniComp: a platform for gene function comparison and analysis between Lonicera japonica and Lonicera macranthoides.,LoniComp,LoniComp,200,,,,2025-04-01,"Guizhou University of Traditional Chinese Medicine, Guizhou, 550025, China.","Pan B, Pan Q, Xiao Q, Yang J, Zhang J, Zhang M, Zhu P","32260140, GZYTDHZ[2022]003, GZYTDHZ[2024]002, ZK[2022]505, [2023]071","GZYTDHZ[2022]003, National Natural Science Foundation of China, the Guizhou Provincial Science and Technology Projects, the National and Provincial Scientific and Technological Innovation Talent Team of the Guizhou University of Traditional Chinese Medicine, the University Science and Technology Innovation Team of the Guizhou Provincial Department of Education",1.0,China,LoniComp,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,40317650,scCompass,0.0,,0.0,sccompass,0.0,1,http://www.bdbe.cn/kun,,scCompass: An Integrated Multi-Species scRNA-seq Database for AI-Ready.,scCompass,scCompass,200,,,,2025-05-02,"Computer Network Information Center, Chinese Academy of Sciences, Beijing, 100083, China.","Chen S, Chen Y, Cui W, Dong J, Fang C, Feng G, Hu Z, Jiang H, Li P, Li X, Liu G, Liu W, Liu Y, Long Q, Meng Z, Wang C, Wang J, Wang P, Wang X, Xiao M, Xie H, Xu P, Yang G, Zhang C, Zhang R, Zhang S, Zhang Y, Zhou Y","2023IOZ0102，2024IOZ0101, 2024YFF0729200, 2024YFF0729201, 92470204, E129L111, XDA0460305toG.F., YSBR-076","CAS Project for Young Scientists in Basic Research, Chinese Academy of Sciences, Initiative Scientific Research Program, Institute of Zoology, National Key Research and Development Program of China, National Natural Science Foundation of China, Pilot Project for Enhancing Original Innovation Capability of the Chinese Academy of Sciences, Strategic Priority Research Program of the Chinese Academy of Sciences",4.0,China,scCompass,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,38335248,CarbDisMut,0.0,,0.0,carbdismut,0.0,1,https://web.iitm.ac.in/bioinfo2/carbdismut,,CarbDisMut: database on neutral and disease-causing mutations in human carbohydrate-binding proteins.,CarbDisMut,CarbDisMut,200,,,,2024-04-01,"Department of Biotechnology, Bhupat and Jyoti Mehta School of Biosciences, Indian Institute of Technology Madras, Chennai 600036, India.","Gromiha MM, Kulandaisamy A, Shanmugam NRS, Veluraja K","BT/PR39164/BID/7/965/2020, IF170342","Department of Biotechnology, Department of Biotechnology and Indian Institute of Technology Madras, Government of India, India, Ministry of Education",1.0,"Andorra, India",CarbDisMut,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,36418335,Altered States Database,0.0,,0.0,altered states database,0.0,1,http://alteredstatesdb.org,,The Altered States Database: Psychometric data from a systematic literature review.,Altered States Database,Altered States Database,200,,,,2022-11-23,"Psychedelic Substances Research Group, Department of Psychiatry and Neurosciences, Berlin Institute of Health, Charité Universitätsmedizin Berlin, Corporate Member of Freie Universität Berlin, Humboldt-Universität Zu Berlin, Campus Charité Mitte, Berlin, Germany.","Costines C, Derdiyok E, Dinkelacker J, Prugger J, Schmidt TT",,,19.0,"Andorra, Germany",Altered States Database,ok,2022-2025,,,,,False,HIGH,Already descriptive name,
TITLE_CAPITALIZED,38335311,SiteMine,0.0,,0.0,sitemine,0.0,1,https://uhh.de/naomi,,SiteMine: Large-scale binding site similarity searching in protein structure databases.,SiteMine,SiteMine,200,,,,2024-02-09,"ZBH - Center for Bioinformatics, Universität Hamburg, Hamburg, Germany.","Ehrt C, Graef J, Günther S, Meents A, Rarey M, Reim T","FISCOV, HIDSS-0002, HIR3X(InternLabs-0011), SFragX","Data Science in Hamburg - Helmholtz Graduate School for the Structure of Matter, Helmholtz Association",4.0,Germany,SiteMine,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,39416656,CannSeek,0.0,,0.0,cannseek,0.0,1,https://icgrc.info/cannseek,,CannSeek? Yes we Can! An open-source single nucleotide polymorphism database and analysis portal for <i>Cannabis sativa</i>.,CannSeek,CannSeek,200,,,,2024-10-08,"Southern Cross University, Military Road, Lismore New South Wales 2480, Australia.","Kretzschmar T, Mansueto L, Mauleon R, McNally KL",LP210200606,"Australian Research Council, Southern Cross University",1.0,Australia,CannSeek,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,38204360,African Human Microbiome Portal,0.0,,0.0,african human microbiome portal,0.0,1,https://microbiome.h3abionet.org/,,The African Human Microbiome Portal: a public web portal of curated metagenomic metadata.,African Human Microbiome Portal,African Human Microbiome Portal,200,,,,2024-01-01,,"Allali I, Alsayed N, Benkahla A, Fadlelmola FM, Fassatoui M, Ghedira K, Hanachi M, Kefi R, Kiran A, Maslamoney S, Meintjes A, Mulder N, Oduaran OH, Panji S, Rocha JD, Souiai O, Zass L","H3ABioNet U24HG006941, U24 HG006941","NHGRI NIH HHS, The National Human Genome Research Institute of the National Institutes of Health",3.0,,African Human Microbiome Portal,ok,2022-2025,,,,,False,HIGH,Already descriptive name,
CAPITALIZED,37221343,GAUDIE,0.0,gaudie,0.0,,0.0,1,https://osf.io/xyr6j/,,"GAUDIE: Development, validation, and exploration of a naturalistic German AUDItory Emotional database.",GAUDIE,GAUDIE,200,,,,2023-05-23,"Fraunhofer Institute for Industrial Engineering IAO, Nobelstraße 12, 70569, Stuttgart, Germany. Katharina.Lingelbach@iao.fraunhofer.de.","Lingelbach K, Rieger JW, Vukelić M","EXC 2177/1-Project ID 390895286, EXC 2177/1—Project ID 390895286, Fraunhofer TALENTA, KI-Fortschrittszentrum Lernende Systeme und Kognit","Deutsche Forschungsgemeinschaft, Fraunhofer-Gesellschaft, Fraunhofer-Institut für Arbeitswirtschaft und Organisation IAO, Labour, Ministry of Economic Affairs, and Tourism Baden-Wuerttemberg",1.0,Germany,GAUDIE,ok,2022-2025,,,,,False,HIGH,No expansion in title,
CAPITALIZED,37205123,TLSEA,0.0,tlsea,0.0,,0.0,1,http://www.lirmed.com:5003/tlsea,,TLSEA: a tool for lncRNA set enrichment analysis based on multi-source heterogeneous information fusion.,TLSEA,TLSEA,200,,,,2023-05-02,"Institute of Computational Medicine, School of Artificial Intelligence, Hebei University of Technology, Tianjin, China.","Li J, Li Z, Lin H, Wang Y, Wu B",,,4.0,China,TLSEA,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,38745271,PrimerEvalPy,0.0,,0.0,primerevalpy,0.0,1,https://gitlab.citius.usc.es/lara.vazquez/PrimerEvalPy,,PrimerEvalPy: a tool for in-silico evaluation of primers for targeting the microbiome.,PrimerEvalPy,PrimerEvalPy,200,,,,2024-05-14,"Centro Singular de Investigación en Tecnoloxías Intelixentes (CiTIUS), Universidade de Santiago de Compostela, Rúa de Jenaro de la Fuente Domínguez, E15782, Santiago de Compostela, Spain. laram.vazquez@usc.es.","Balsa-Castro C, Carreira MJ, Regueira-Iglesias A, Tomás I, Vila-Blanco N, Vázquez-González L","ED481A-2021, IN606B-2023/005","Consellería de Cultura, Educación e Ordenación Universitaria, Xunta de Galicia",1.0,Spain,PrimerEvalPy,ok,2022-2025,,,,,False,HIGH,No expansion in title,True
"CAPITALIZED,TITLE_CAPITALIZED",38597890,NetMe,0.0,netme,0.0,,0.0,1,https://netme.click/,,NetMe 2.0: a web-based platform for extracting and modeling knowledge from biomedical literature as a labeled graph.,NetMe,NetMe,200,,,,2024-05-01,"Department of Clinical and Experimental Medicine, University of Catania, Catania, 95125, Italy.","Alaimo S, Bellomo L, Billeci F, Cardillo A, Di Maria A, Ferragina P, Ferro A, Pulvirenti A",,"European Integrated Infrastructure for Social Mining and Big Data Analytics, NextGenerationEU-National Recovery and Resilience Plan, NextGenerationEU—National Recovery and Resilience Plan",4.0,"Andorra, Italy",NetMe,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,38958433,MyxoPortal,0.0,,0.0,myxoportal,0.0,1,http://dicsoft1.physics.iisc.ac.in/MyxoPortal/,,MyxoPortal: a database of myxobacterial genomic features.,MyxoPortal,MyxoPortal,200,,,,2024-07-01,"School of Bio-Sciences and Technology, Vellore Institute of Technology, Vellore Campus, Tiruvalam Road, Katpadi, Vellore, Tamil Nadu 632 014, India.","Anbarasu A, Arakal BS, James PE, Livingstone PG, Rajendran S, Ramaiah S, Sekar K, Swetha RG, Whitworth DE",Adhoc/290/2022-ECD-II,Indian Council of Medical Research,2.0,"Andorra, India",MyxoPortal,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,38483315,PMechDB,0.0,,0.0,pmechdb,0.0,1,https://deeprxn.ics.uci.edu/pmechdb,,PMechDB: A Public Database of Elementary Polar Reaction Steps.,PMechDB,PMechDB,200,,,,2024-03-14,"Department of Computer Science, University of California, Irvine, Irvine, California 92697, United States.","Angel MC, Baldi P, Gutman ES, Miller RJ, Mood AD, Pfeiffer MA, Tavakoli M, Van Vranken D",195811,National Science Foundation,3.0,United States,PMechDB,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,38204924,CanVaxKB,0.0,,0.0,canvaxkb,0.0,1,https://violinet.org/canvaxkb,,CanVaxKB: a web-based cancer vaccine knowledgebase.,CanVaxKB,CanVaxKB,200,,,,2024-01-09,"College of Literature, Science, and the Arts, University of Michigan, Ann Arbor, MI 48109, USA.","Asfaw E, Bartels D, Berke K, Darancou C, Faghihnia D, Fleck E, George M, Guo J, He V, He Y, Huffman A, Kalter M, Li S, Lin AY, Ong E, Pan Y, Reyal F, Seleznev AI, Song J, Sutariya R, Tammam Y, Tran N, Wehbi N, Xiang Z, Zhao B, Zheng J","R01 AI081062, R01AI081062, U24 AI171008, U24AI171008","NIAID NIH HHS, National Institute of Allergy and Infectious Diseases, Undergraduate Research Opportunity Program, University of Michigan",5.0,"Andorra, United States",CanVaxKB,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,39695922,Aging2Cancer,0.0,,0.0,aging2cancer,0.0,1,http://210.37.77.200:8080/Aging2Cancer/index.jsp,,Aging2Cancer: an integrated resource for linking aging to tumor multi-omics data.,Aging2Cancer,Aging2Cancer,200,,,,2024-12-18,"College of Biomedical Information and Engineering, Hainan Affiliated Hospital, Hainan General Hospital, Hainan Medical University, Haikou, 571199, China.","Cai J, Deng G, Jiang H, Li K, Li P, Shen Y, Tian G, Wang B, Wei Q, Xu D, Xu J, Zhang N, Zheng D","32160152, 32460161, HYYB2023A06, HYYB2023A36, Qhys2023-447, Qhys2023-489, ZDKJ2021040","Innovative research project for Graduate students in Hainan Province, Major Science and Technology Program of Hainan Province, National Natural Science Foundation of China",,"Andorra, China",Aging2Cancer,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,39351872,PerturbAtlas,0.0,,0.0,perturbatlas,0.0,1,https://perturbatlas.kratoss.site,,PerturbAtlas: a comprehensive atlas of public genetic perturbation bulk RNA-seq datasets.,PerturbAtlas,PerturbAtlas,200,,,,2025-01-01,"Department of Neurosurgery and State Key Laboratory of Biotherapy and Cancer Center, West China Hospital, Sichuan University, Chengdu, Sichuan 610041, China.","He P, Pan Z, Tang M, Wang Y, Wen Y, Yang G, Zhang T, Zhang Y, Zhou R","2022TQ0226, 2022YFA1105200, 2023HXBH100, 2023M742492, 2023ZYD0128, 2024HXBH174, 2024NSFSC0059, 82273117, 82303975, 82425037, 92359303, ZYYC23023","China Postdoctoral Science Foundation, National Key R&D Program of China, National Key R&amp;D Program of China, National Natural Science Foundation of China, Sichuan Science and Technology Program, West China Hospital",,"Andorra, China",PerturbAtlas,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,39351883,xQTLatlas,0.0,,0.0,xqtlatlas,0.0,1,http://www.hitxqtl.org.cn/,,xQTLatlas: a comprehensive resource for human cellular-resolution multi-omics genetic regulatory landscape.,xQTLatlas,xQTLatlas,200,,,,2025-01-01,"Faculty of Computing, Harbin Institute of Technology, Harbin 150001, China.","Dong H, Guo H, Jia Y, Juan L, Li L, Wang F, Wang Y, Zhao T",62202125,National Natural Science Foundation of China,3.0,China,xQTLatlas,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,39237197,BeetleAtlas,0.0,,0.0,beetleatlas,0.0,1,https://www.beetleatlas.org,,BeetleAtlas: An Ontogenetic and Tissue-specific Transcriptomic Atlas of the Red Flour Beetle Tribolium castaneum.,BeetleAtlas,BeetleAtlas,200,,,,2024-03-06,"College of Medical, Veterinary and Life Sciences, University of Glasgow, Glasgow G12 8QQ, UK.","Halberg KV, Leader DP, Naseem MT","15365, 9064-00009B","Danish Council for Independent Research Natural Sciences, Villum Foundation",3.0,"Andorra, United Kingdom",BeetleAtlas,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,38581840,FaissMolLib,0.0,,0.0,faissmollib,0.0,1,http://liuhaihan.gnway.cc:80,,FaissMolLib: An efficient and easy deployable tool for ligand-based virtual screening.,FaissMolLib,FaissMolLib,200,,,,2024-04-01,"Key Laboratory of Structure-Based Drug Design &Discovery of Ministry of Education, Shenyang Pharmaceutical University, Shenyang 110016, People's Republic of China; Key Laboratory of Intelligent Drug Design and New Drug Discovery of Liaoning Province, Shenyang Pharmaceutical University, Shenyang 110016, People's Republic of China; School of Pharmaceutical Engineering, Shenyang Pharmaceutical University, Shenyang 110016, People's Republic of China.","Chen P, Cheng M, Hu B, Lin B, Liu H, Luan J, Wang H, Wang J, Wang S","22077086, D20029","National Natural Science Foundation of China, Overseas Expertise Introduction Project for Discipline Innovation",,"Andorra, China",FaissMolLib,ok,2022-2025,,,,,False,HIGH,No expansion in title,
